source_file,source_page,hunt_code,hunt_name,totals_line,totals_numbers,res_total_permits,nr_total_permits,total_permits,parse_style
24_bg-odds.pdf,255,EB3110,"Limited-entry Multi-season Bull Elk - Fillmore, Pahvant - Any Legal Weapon Page 288",Totals 141 1 1 2 1 in 70.5 Totals 0 0 0 0 N/A,141;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,256,EB3111,"Limited-entry Multi-season Bull Elk - La Sal, La Sal Mtns - Any Legal Weapon Page 289",Totals 84 3 2 5 1 in 16.8 Totals 0 0 0 0 N/A,84;3;2;5;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,257,EB3112,Limited-entry Multi-season Bull Elk - Monroe - Any Legal Weapon Page 290,Totals 251 1 1 2 1 in 125.5 Totals 0 0 0 0 N/A,251;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,258,EB3113,Limited-entry Multi-season Bull Elk - Mt Dutton - Any Legal Weapon Page 291,Totals 103 1 1 2 1 in 51.5 Totals 0 0 0 0 N/A,103;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,259,EB3115,"Limited-entry Multi-season Bull Elk - North Slope, Three Corners - Any Legal Weapon Page 292",Totals 73 0 1 1 1 in 73.0 Totals 0 0 0 0 N/A,73;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,260,EB3117,Limited-entry Multi-season Bull Elk - Panguitch Lake - Any Legal Weapon Page 293,Totals 203 1 1 2 1 in 101.5 Totals 0 0 0 0 N/A,203;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,261,EB3120,Limited-entry Multi-season Bull Elk - Fishlake/thousand Lakes - Any Legal Weapon Page 294,Totals 199 5 4 9 1 in 22.1 Totals 96 0 1 1 1 in 96.0,199;5;4;9;96;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,262,EB3121,Limited-entry Multi-season Bull Elk - San Juan Bull Elk - Any Legal Weapon Page 295,Totals 334 2 1 3 1 in 111.3 Totals 0 0 0 0 N/A,334;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,263,EB3122,Limited-entry Multi-season Bull Elk - Diamond Mtn - Any Legal Weapon Page 296,Totals 86 2 1 3 1 in 28.7 Totals 0 0 0 0 N/A,86;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,264,EB3124,Limited-entry Multi-season Bull Elk - Wasatch Mtns - Any Legal Weapon Page 297,Totals 621 11 10 21 1 in 29.6 Totals 80 2 1 3 1 in 26.7,621;11;10;21;80;2;1;3,21,3,24,res_nr_split
24_bg-odds.pdf,265,EB3126,Limited-entry Alw (rifle) Bull Elk - Mid - Manti - Any Legal Weapon Page 298,Totals 1531 89 89 178 1 in 8.6 Totals 341 9 9 18 1 in 18.9,1531;89;89;178;341;9;9;18,178,18,196,res_nr_split
24_bg-odds.pdf,266,EB3127,Limited-entry Alw (rifle) Bull Elk - Mid - Wasatch Mtns - Any Legal Weapon Page 299,Totals 1620 109 108 217 1 in 7.5 Totals 257 12 12 24 1 in 10.7,1620;109;108;217;257;12;12;24,217,24,241,res_nr_split
24_bg-odds.pdf,267,EB3130,"Limited-entry Archery Bull Elk - Box Elder, Pilot Mtn - Archery Page 300",Totals 32 2 1 3 1 in 10.7 Totals 0 0 0 0 N/A,32;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,268,EB3132,"Limited-entry September Archery Bull Elk - Cache, North - Archery Page 301",Totals 165 13 12 25 1 in 6.6 Totals 61 2 1 3 1 in 20.3,165;13;12;25;61;2;1;3,25,3,28,res_nr_split
24_bg-odds.pdf,269,EB3135,Limited-entry September Archery Bull Elk - Barney Top/kaiparowits - Archery Page 302,Totals 42 5 4 9 1 in 4.7 Totals 77 0 1 1 1 in 77.0,42;5;4;9;77;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,270,EB3136,"Limited-entry September Archery Bull Elk - Southwest Desert, North - Archery Page 303",Totals 98 6 6 12 1 in 8.2 Totals 85 0 1 1 1 in 85.0,98;6;6;12;85;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,271,EB3137,"Limited-entry September Archery Bull Elk - West Desert, Deep Creek - Archery Page 304",Totals 82 6 6 12 1 in 6.8 Totals 52 0 1 1 1 in 52.0,82;6;6;12;52;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,272,EB3139,"Limited-entry Hamss Bull Elk - Cache, North - H.a.m.s.s. Page 305",Totals 126 13 12 25 1 in 5.0 Totals 29 2 1 3 1 in 9.7,126;13;12;25;29;2;1;3,25,3,28,res_nr_split
24_bg-odds.pdf,273,EB3142,Limited-entry Hamss Bull Elk - Barney Top/kaiparowits - H.a.m.s.s. Page 306,Totals 42 5 4 9 1 in 4.7 Totals 26 0 1 1 1 in 26.0,42;5;4;9;26;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,274,EB3143,"Limited-entry Hamss Bull Elk - Southwest Desert, North - H.a.m.s.s. Page 307",Totals 88 6 6 12 1 in 7.3 Totals 18 0 1 1 1 in 18.0,88;6;6;12;18;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,275,EB3144,"Limited-entry Hamss Bull Elk - West Desert, Deep Creek - H.a.m.s.s. Page 308",Totals 77 6 6 12 1 in 6.4 Totals 20 0 1 1 1 in 20.0,77;6;6;12;20;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,276,EB3145,Limited-entry Archery Bull Elk - Boulder - Archery Page 309,Totals 380 14 14 28 1 in 13.6 Totals 371 1 1 2 1 in 185.5,380;14;14;28;371;1;1;2,28,2,30,res_nr_split
24_bg-odds.pdf,277,EB3146,"Limited-entry Archery Bull Elk - Southwest Desert, South - Archery Page 310",Totals 214 16 15 31 1 in 6.9 Totals 117 2 2 4 1 in 29.3,214;16;15;31;117;2;2;4,31,4,35,res_nr_split
24_bg-odds.pdf,278,EB3147,"Limited-entry Alw (rifle) Bull Elk - Early - Box Elder, Grouse Creek - Any Legal Weapon Page 311",Totals 168 4 3 7 1 in 24.0 Totals 59 0 1 1 1 in 59.0,168;4;3;7;59;0;1;1,7,1,8,res_nr_split
24_bg-odds.pdf,279,EB3148,Limited-entry Alw (rifle) Bull Elk - Early - Boulder - Any Legal Weapon Page 312,Totals 1224 6 5 11 1 in 111.3 Totals 659 0 1 1 1 in 659.0,1224;6;5;11;659;0;1;1,11,1,12,res_nr_split
24_bg-odds.pdf,280,EB3149,"Limited-entry Alw (rifle) Bull Elk - Early - Southwest Desert, South - Any Legal Weapon Page 313",Totals 894 6 6 12 1 in 74.5 Totals 323 0 1 1 1 in 323.0,894;6;6;12;323;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,281,EB3150,"Limited-entry Alw (rifle) Bull Elk - Mid - Box Elder, Grouse Creek - Any Legal Weapon Page 314",Totals 111 7 6 13 1 in 8.5 Totals 40 0 1 1 1 in 40.0,111;7;6;13;40;0;1;1,13,1,14,res_nr_split
24_bg-odds.pdf,282,EB3151,Limited-entry Alw (rifle) Bull Elk - Late - Boulder - Any Legal Weapon Page 315,Totals 281 10 9 19 1 in 14.8 Totals 108 1 1 2 1 in 54.0,281;10;9;19;108;1;1;2,19,2,21,res_nr_split
24_bg-odds.pdf,283,EB3152,"Limited-entry Alw (rifle) Bull Elk - Late - Southwest Desert, South - Any Legal Weapon Page 316",Totals 361 11 10 21 1 in 17.2 Totals 111 0 1 1 1 in 111.0,361;11;10;21;111;0;1;1,21,1,22,res_nr_split
24_bg-odds.pdf,284,EB3153,"Limited-entry Muzzleloader Bull Elk - Box Elder, Grouse Creek - Muzzleloader Page 317",Totals 26 2 1 3 1 in 8.7 Totals 19 0 1 1 1 in 19.0,26;2;1;3;19;0;1;1,3,1,4,res_nr_split
24_bg-odds.pdf,285,EB3154,Limited-entry Muzzleloader Bull Elk - Boulder - Muzzleloader Page 318,Totals 312 9 8 17 1 in 18.4 Totals 204 1 1 2 1 in 102.0,312;9;8;17;204;1;1;2,17,2,19,res_nr_split
24_bg-odds.pdf,286,EB3155,"Limited-entry Muzzleloader Bull Elk - Southwest Desert, South - Muzzleloader Page 319",Totals 168 10 9 19 1 in 8.8 Totals 100 1 1 2 1 in 50.0,168;10;9;19;100;1;1;2,19,2,21,res_nr_split
24_bg-odds.pdf,287,EB3156,Limited-entry Multi-season Bull Elk - Boulder - Any Legal Weapon Page 320,Totals 284 2 2 4 1 in 71.0 Totals 0 0 0 0 N/A,284;2;2;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,288,EB3157,"Limited-entry Multi-season Bull Elk - Southwest Desert, South - Any Legal Weapon Page 321",Totals 155 2 2 4 1 in 38.8 Totals 0 0 0 0 N/A,155;2;2;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,289,EB3158,"Limited-entry Archery Bull Elk - Late - Beaver, East - Archery Page 322",Totals 30 5 4 9 1 in 3.3 Totals 16 0 1 1 1 in 16.0,30;5;4;9;16;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,290,EB3159,"Limited-entry Alw (rifle) Bull Elk - Mid - Beaver, East - Any Legal Weapon Page 323",Totals 514 11 11 22 1 in 23.4 Totals 264 1 1 2 1 in 132.0,514;11;11;22;264;1;1;2,22,2,24,res_nr_split
24_bg-odds.pdf,291,EB3160,"Limited-entry Archery Bull Elk - Book Cliffs, Bitter Creek/east - Archery Page 324",Totals 161 10 9 19 1 in 8.5 Totals 105 1 1 2 1 in 52.5,161;10;9;19;105;1;1;2,19,2,21,res_nr_split
24_bg-odds.pdf,292,EB3161,"Limited-entry Archery Bull Elk - Late - Book Cliffs, Bitter Creek/east - Archery Page 325",Totals 11 2 2 4 1 in 2.8 Totals 0 0 0 0 N/A,11;2;2;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,293,EB3162,"Limited-entry Alw (rifle) Bull Elk - Early - Book Cliffs, Bitter Creek/east - Any Legal Weapon Page 326",Totals 789 4 3 7 1 in 112.7 Totals 264 0 1 1 1 in 264.0,789;4;3;7;264;0;1;1,7,1,8,res_nr_split
24_bg-odds.pdf,294,EB3163,"Limited-entry Alw (rifle) Bull Elk - Late - Book Cliffs, Bitter Creek/east - Any Legal Weapon Page 327",Totals 227 6 6 12 1 in 18.9 Totals 57 1 1 2 1 in 28.5,227;6;6;12;57;1;1;2,12,2,14,res_nr_split
24_bg-odds.pdf,295,EB3164,"Limited-entry Alw (rifle) Bull Elk - Mid - Book Cliffs, Bitter Creek/east - Any Legal Weapon Page 328",Totals 359 11 11 22 1 in 16.3 Totals 97 1 1 2 1 in 48.5,359;11;11;22;97;1;1;2,22,2,24,res_nr_split
24_bg-odds.pdf,296,EB3165,"Limited-entry Multi-season Bull Elk - Book Cliffs, Bitter Creek/east - Any Legal Weapon Page 329",Totals 150 2 1 3 1 in 50.0 Totals 0 0 0 0 N/A,150;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,297,EB3166,"Limited-entry Muzzleloader Bull Elk - Book Cliffs, Bitter Creek/east - Muzzleloader Page 330",Totals 178 6 6 12 1 in 14.8 Totals 68 0 1 1 1 in 68.0,178;6;6;12;68;0;1;1,12,1,13,res_nr_split
24_bg-odds.pdf,298,EB3167,"Limited-entry Alw (rifle) Bull Elk - Mid - Book Cliffs, Little Creek Roadless - Any Legal Weapon Page 331",Totals 49 1 1 2 1 in 24.5 Totals 50 0 1 1 1 in 50.0,49;1;1;2;50;0;1;1,2,1,3,res_nr_split
24_bg-odds.pdf,299,EB3168,"Limited-entry Archery Bull Elk - Late - Cache, Meadowville - Archery Page 332",Totals 2 2 0 2 1 in 1.0 Totals 2 0 1 1 1 in 2.0,2;2;0;2;2;0;1;1,2,1,3,res_nr_split
24_bg-odds.pdf,300,EB3169,"Limited-entry Alw (rifle) Bull Elk - Mid - Cache, Meadowville - Any Legal Weapon Page 333",Totals 55 7 7 14 1 in 3.9 Totals 12 1 1 2 1 in 6.0,55;7;7;14;12;1;1;2,14,2,16,res_nr_split
24_bg-odds.pdf,301,EB3170,"Limited-entry Archery Bull Elk - Late - Cache, South - Archery Page 334",Totals 12 2 2 4 1 in 3.0 Totals 2 0 1 1 1 in 2.0,12;2;2;4;2;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,302,EB3171,"Limited-entry Alw (rifle) Bull Elk - Mid - Cache, South - Any Legal Weapon Page 335",Totals 448 5 5 10 1 in 44.8 Totals 30 0 1 1 1 in 30.0,448;5;5;10;30;0;1;1,10,1,11,res_nr_split
24_bg-odds.pdf,303,EB3172,Limited-entry Archery Bull Elk - Late - Manti - Archery Page 336,Totals 21 3 3 6 1 in 3.5 Totals 5 0 1 1 1 in 5.0,21;3;3;6;5;0;1;1,6,1,7,res_nr_split
24_bg-odds.pdf,304,EB3173,Limited-entry Archery Bull Elk - Nebo/san Pitch Mtns - Archery Page 337,Totals 210 9 8 17 1 in 12.4 Totals 48 1 1 2 1 in 24.0,210;9;8;17;48;1;1;2,17,2,19,res_nr_split
24_bg-odds.pdf,305,EB3174,Limited-entry Archery Bull Elk - Late - Nebo/san Pitch Mtns - Archery Page 338,Totals 13 2 2 4 1 in 3.3 Totals 1 0 1 1 1 in 1.0,13;2;2;4;1;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,306,EB3175,Limited-entry Alw (rifle) Bull Elk - Early - Nebo/san Pitch Mtns - Any Legal Weapon Page 339,Totals 680 3 3 6 1 in 113.3 Totals 77 0 1 1 1 in 77.0,680;3;3;6;77;0;1;1,6,1,7,res_nr_split
24_bg-odds.pdf,307,EB3176,Limited-entry Alw (rifle) Bull Elk - Late - Nebo/san Pitch Mtns - Any Legal Weapon Page 340,Totals 249 7 6 13 1 in 19.2 Totals 44 0 1 1 1 in 44.0,249;7;6;13;44;0;1;1,13,1,14,res_nr_split
24_bg-odds.pdf,308,EB3177,Limited-entry Alw (rifle) Bull Elk - Mid - Nebo/san Pitch Mtns - Any Legal Weapon Page 341,Totals 348 11 10 21 1 in 16.6 Totals 54 1 1 2 1 in 27.0,348;11;10;21;54;1;1;2,21,2,23,res_nr_split
24_bg-odds.pdf,309,EB3178,Limited-entry Multi-season Bull Elk - Nebo/san Pitch Mtns - Any Legal Weapon Page 342,Totals 118 1 1 2 1 in 59.0 Totals 0 0 0 0 N/A,118;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,310,EB3179,Limited-entry Muzzleloader Bull Elk - Nebo/san Pitch Mtns - Muzzleloader Page 343,Totals 134 6 5 11 1 in 12.2 Totals 35 0 1 1 1 in 35.0,134;6;5;11;35;0;1;1,11,1,12,res_nr_split
24_bg-odds.pdf,311,EB3180,"Limited-entry Archery Bull Elk - Late - Fillmore, Pahvant - Archery Page 344",Totals 27 5 4 9 1 in 3.0 Totals 10 0 1 1 1 in 10.0,27;5;4;9;10;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,312,EB3181,"Limited-entry Alw (rifle) Bull Elk - Mid - Fillmore, Pahvant - Any Legal Weapon Page 345",Totals 330 10 10 20 1 in 16.5 Totals 90 1 1 2 1 in 45.0,330;10;10;20;90;1;1;2,20,2,22,res_nr_split
24_bg-odds.pdf,313,EB3182,"Limited-entry Archery Bull Elk - Late - La Sal, La Sal Mtns - Archery Page 346",Totals 8 2 2 4 1 in 2.0 Totals 4 0 1 1 1 in 4.0,8;2;2;4;4;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,314,EB3183,"Limited-entry Alw (rifle) Bull Elk - Mid - La Sal, La Sal Mtns - Any Legal Weapon Page 347",Totals 316 21 20 41 1 in 7.7 Totals 87 3 2 5 1 in 17.4,316;21;20;41;87;3;2;5,41,5,46,res_nr_split
24_bg-odds.pdf,315,EB3184,Limited-entry Archery Bull Elk - Late - Monroe - Archery Page 348,Totals 15 2 2 4 1 in 3.8 Totals 5 0 1 1 1 in 5.0,15;2;2;4;5;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,316,EB3185,Limited-entry Alw (rifle) Bull Elk - Mid - Monroe - Any Legal Weapon Page 349,Totals 461 10 10 20 1 in 23.1 Totals 150 1 1 2 1 in 75.0,461;10;10;20;150;1;1;2,20,2,22,res_nr_split
24_bg-odds.pdf,317,EB3186,Limited-entry Archery Bull Elk - Late - Mt Dutton - Archery Page 350,Totals 11 4 3 7 1 in 1.6 Totals 14 0 1 1 1 in 14.0,11;4;3;7;14;0;1;1,7,1,8,res_nr_split
24_bg-odds.pdf,318,EB3187,Limited-entry Alw (rifle) Bull Elk - Mid - Mt Dutton - Any Legal Weapon Page 351,Totals 288 9 9 18 1 in 16.0 Totals 84 1 1 2 1 in 42.0,288;9;9;18;84;1;1;2,18,2,20,res_nr_split
24_bg-odds.pdf,319,EB3188,Limited-entry Archery Bull Elk - Late - Panguitch Lake - Archery Page 352,Totals 30 2 2 4 1 in 7.5 Totals 18 0 1 1 1 in 18.0,30;2;2;4;18;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,320,EB3189,Limited-entry Alw (rifle) Bull Elk - Mid - Panguitch Lake - Any Legal Weapon Page 353,Totals 486 8 7 15 1 in 32.4 Totals 216 1 1 2 1 in 108.0,486;8;7;15;216;1;1;2,15,2,17,res_nr_split
24_bg-odds.pdf,321,EB3190,Limited-entry Archery Bull Elk - Late - Boulder - Archery Page 354,Totals 12 2 2 4 1 in 3.0 Totals 7 0 1 1 1 in 7.0,12;2;2;4;7;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,322,EB3191,Limited-entry Alw (rifle) Bull Elk - Mid - Boulder - Any Legal Weapon Page 355,Totals 433 17 16 33 1 in 13.1 Totals 200 2 2 4 1 in 50.0,433;17;16;33;200;2;2;4,33,4,37,res_nr_split
24_bg-odds.pdf,323,EB3192,Limited-entry Archery Bull Elk - Late - Fishlake/thousand Lakes - Archery Page 356,Totals 10 2 2 4 1 in 2.5 Totals 5 0 1 1 1 in 5.0,10;2;2;4;5;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,324,EB3193,Limited-entry Archery Bull Elk - Late - San Juan Bull Elk - Archery Page 357,Totals 8 2 2 4 1 in 2.0 Totals 19 0 1 1 1 in 19.0,8;2;2;4;19;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,325,EB3194,Limited-entry Alw (rifle) Bull Elk - Mid - San Juan Bull Elk - Any Legal Weapon Page 358,Totals 448 14 14 28 1 in 16.0 Totals 288 2 1 3 1 in 96.0,448;14;14;28;288;2;1;3,28,3,31,res_nr_split
24_bg-odds.pdf,326,EB3195,Limited-entry Archery Bull Elk - Late - Diamond Mtn - Archery Page 359,Totals 10 2 2 4 1 in 2.5 Totals 3 0 1 1 1 in 3.0,10;2;2;4;3;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,327,EB3196,Limited-entry Alw (rifle) Bull Elk - Late - Diamond Mtn - Any Legal Weapon Page 360,Totals 92 7 7 14 1 in 6.6 Totals 45 1 1 2 1 in 22.5,92;7;7;14;45;1;1;2,14,2,16,res_nr_split
24_bg-odds.pdf,328,EB3197,"Limited-entry Archery Bull Elk - Late - Southwest Desert, South - Archery Page 361",Totals 13 2 2 4 1 in 3.3 Totals 8 0 1 1 1 in 8.0,13;2;2;4;8;0;1;1,4,1,5,res_nr_split
24_bg-odds.pdf,329,EB3198,"Limited-entry Alw (rifle) Bull Elk - Mid - Southwest Desert, South - Any Legal Weapon Page 362",Totals 381 19 19 38 1 in 10.0 Totals 111 2 2 4 1 in 27.8,381;19;19;38;111;2;2;4,38,4,42,res_nr_split
24_bg-odds.pdf,330,EB3199,Limited-entry Archery Bull Elk - Late - Wasatch Mtns - Archery Page 363,Totals 32 5 4 9 1 in 3.6 Totals 8 0 1 1 1 in 8.0,32;5;4;9;8;0;1;1,9,1,10,res_nr_split
24_bg-odds.pdf,331,EB3500,Cwmu Bull Elk - Alton - Any Legal Weapon Page 364,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,15;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,332,EB3501,Cwmu Bull Elk - Bar J Ranch - Any Legal Weapon Page 365,Totals 62 1 1 2 1 in 31.0 Totals 0 0 0 0 N/A,62;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,333,EB3502,Cwmu Bull Elk - Bear Mountain - Any Legal Weapon Page 366,Totals 25 0 1 1 1 in 25.0 Totals 0 0 0 0 N/A,25;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,334,EB3503,Cwmu Bull Elk - Bear Springs - Any Legal Weapon Page 367,Totals 20 0 1 1 1 in 20.0 Totals 0 0 0 0 N/A,20;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,335,EB3504,Cwmu Bull Elk - Blackhawk - Any Legal Weapon Page 368,Totals 19 0 1 1 1 in 19.0 Totals 0 0 0 0 N/A,19;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,336,EB3505,Cwmu Bull Elk - Boobe Hole - Any Legal Weapon Page 369,Totals 59 1 1 2 1 in 29.5 Totals 0 0 0 0 N/A,59;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,337,EB3506,Cwmu Bull Elk - Causey Spring - Any Legal Weapon Page 370,Totals 26 0 1 1 1 in 26.0 Totals 0 0 0 0 N/A,26;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,338,EB3508,Cwmu Bull Elk - Chimney Rock - Any Legal Weapon Page 371,Totals 51 1 1 2 1 in 25.5 Totals 0 0 0 0 N/A,51;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,339,EB3509,Cwmu Bull Elk - Coldwater Ranch - Any Legal Weapon Page 372,Totals 150 1 1 2 1 in 75.0 Totals 0 0 0 0 N/A,150;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,340,EB3511,Cwmu Bull Elk - Cotton Thomas - Any Legal Weapon Page 373,Totals 21 0 1 1 1 in 21.0 Totals 0 0 0 0 N/A,21;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,341,EB3514,Cwmu Bull Elk - Deseret - Any Legal Weapon Page 374,Totals 1068 9 9 18 1 in 59.3 Totals 0 0 0 0 N/A,1068;9;9;18;0;0;0;0,18,0,18,res_nr_split
24_bg-odds.pdf,342,EB3515,Cwmu Bull Elk - Double Cone - Any Legal Weapon Page 375,Totals 57 0 1 1 1 in 57.0 Totals 0 0 0 0 N/A,57;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,343,EB3516,Cwmu Bull Elk - Durst Mountain - Any Legal Weapon Page 376,Totals 92 2 1 3 1 in 30.7 Totals 0 0 0 0 N/A,92;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,344,EB3517,Cwmu Bull Elk - East Fork Chalk Creek - Any Legal Weapon Page 377,Totals 37 2 1 3 1 in 12.3 Totals 0 0 0 0 N/A,37;2;1;3;0;0;0;0,3,0,3,res_nr_split
24_bg-odds.pdf,345,EB3519,Cwmu Bull Elk - Ensign Ranches - Any Legal Weapon Page 378,Totals 87 2 2 4 1 in 21.8 Totals 0 0 0 0 N/A,87;2;2;4;0;0;0;0,4,0,4,res_nr_split
24_bg-odds.pdf,346,EB3520,Cwmu Bull Elk - Folley Ridge - Any Legal Weapon Page 379,Totals 55 1 1 2 1 in 27.5 Totals 0 0 0 0 N/A,55;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,347,EB3521,Cwmu Bull Elk - Grass Valley/clark Canyon - Any Legal Weapon Page 380,Totals 67 5 5 10 1 in 6.7 Totals 0 0 0 0 N/A,67;5;5;10;0;0;0;0,10,0,10,res_nr_split
24_bg-odds.pdf,348,EB3522,Cwmu Bull Elk - Grazing Pasture - Any Legal Weapon Page 381,Totals 56 0 1 1 1 in 56.0 Totals 0 0 0 0 N/A,56;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,349,EB3523,Cwmu Bull Elk - Guildersleeve - Any Legal Weapon Page 382,Totals 32 1 1 2 1 in 16.0 Totals 0 0 0 0 N/A,32;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,350,EB3524,Cwmu Bull Elk - Hardscrabble - Any Legal Weapon Page 383,Totals 33 1 1 2 1 in 16.5 Totals 0 0 0 0 N/A,33;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,351,EB3525,Cwmu Bull Elk - Heaston East - Any Legal Weapon Page 384,Totals 60 1 1 2 1 in 30.0 Totals 0 0 0 0 N/A,60;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,352,EB3526,Cwmu Bull Elk - Hiawatha - Any Legal Weapon Page 385,Totals 31 1 1 2 1 in 15.5 Totals 0 0 0 0 N/A,31;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,353,EB3527,Cwmu Bull Elk - Indian Head - Any Legal Weapon Page 386,Totals 29 0 1 1 1 in 29.0 Totals 0 0 0 0 N/A,29;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,354,EB3528,Cwmu Bull Elk - Ingham Peak - Any Legal Weapon Page 387,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,9;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,355,EB3529,Cwmu Bull Elk - J.b. Ranch - Any Legal Weapon Page 388,Totals 76 1 1 2 1 in 38.0 Totals 0 0 0 0 N/A,76;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,356,EB3530,Cwmu Bull Elk - Jacob's Creek - Any Legal Weapon Page 389,Totals 7 0 1 1 1 in 7.0 Totals 0 0 0 0 N/A,7;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,357,EB3531,Cwmu Bull Elk - Johnson Mountain Ranch - Any Legal Weapon Page 390,Totals 111 1 1 2 1 in 55.5 Totals 0 0 0 0 N/A,111;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,358,EB3532,Cwmu Bull Elk - Jump Creek - Any Legal Weapon Page 391,Totals 41 0 1 1 1 in 41.0 Totals 0 0 0 0 N/A,41;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,359,EB3533,Cwmu Bull Elk - Junction Valley - Any Legal Weapon Page 392,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,14;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,360,EB3534,Cwmu Bull Elk - Little Red Creek - Any Legal Weapon Page 393,Totals 92 1 1 2 1 in 46.0 Totals 0 0 0 0 N/A,92;1;1;2;0;0;0;0,2,0,2,res_nr_split
24_bg-odds.pdf,361,EB3536,Cwmu Bull Elk - Minnie Maud Ridge - Any Legal Weapon Page 394,Totals 30 3 2 5 1 in 6.0 Totals 0 0 0 0 N/A,30;3;2;5;0;0;0;0,5,0,5,res_nr_split
24_bg-odds.pdf,362,EB3538,Cwmu Bull Elk - Moon Ranch - Any Legal Weapon Page 395,Totals 24 0 1 1 1 in 24.0 Totals 0 0 0 0 N/A,24;0;1;1;0;0;0;0,1,0,1,res_nr_split
24_bg-odds.pdf,363,EB3540,Cwmu Bull Elk - Old Woman Plateau - Any Legal Weapon Page 396,Totals 67 1 1 2 1 in 33.5 Totals 0 0 0 0 N/A,67;1;1;2;0;0;0;0,2,0,2,res_nr_split
