hunt_code,target_hunt_name,target_species,target_hunt_type,target_weapon,target_boundary_id,database_present,database_hunt_name,database_species,database_boundary_id,target_2025_res,target_2025_nr,target_2025_total,target_2026_res,target_2026_nr,target_2026_total,database_2025_res,database_2025_nr,database_2025_total,database_2025_draw_res,database_2025_draw_nr,database_2025_draw_total,database_2026_res,database_2026_nr,database_2026_total,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,direct_rac_2026_res,direct_rac_2026_nr,direct_rac_2026_total,direct_rac_source_file,totalscan_high_conf_total,target_2025_vs_database_2025_status,target_2025_vs_database_2025_draw_status,target_2026_vs_database_2026_status,target_2026_vs_database_allotment_status,target_2026_vs_direct_rac_status,target_2026_vs_totalscan_status,database_2026_vs_direct_rac_status,database_allotment_vs_direct_rac_status,target_2025_to_2026_delta_total,database_2025_to_2026_delta_total,change_review_status,evidence_confidence,audit_notes
EL3142,Barney Top/Kaiparowits,Elk,Limited Entry - Private Land Only,Archery,,YES,Barney Top/Kaiparowits,Elk,869,,,,,,,,,,,,,,,30,,,,,,,,30,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3143,"Southwest Desert, North",Elk,Limited Entry - Private Land Only,Archery,,YES,Southwest Desert North,Elk,871,,,,,,,,,,,,,,,30,,,,,,,,30,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3144,"West Desert, Deep Creek",Elk,Limited Entry - Private Land Only,Archery,,YES,West Desert Deep Creek,Elk,241,,,,,,,,,,,,,,,30,,,,,,,,30,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3145,Boulder,Elk,Limited Entry - Private Land Only,Archery,,YES,Boulder,Elk,172,,,,,,,,,,,,,,,16,,,,,,,,16,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3146,"Southwest Desert, South",Elk,Limited Entry - Private Land Only,Archery,,YES,Southwest Desert South,Elk,872,,,,,,,,,,,,,,,16,,,,,,,,16,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3158,"Beaver, East",Elk,Limited Entry - Private Land Only,Archery,,YES,Beaver East,Elk,685,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3160,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry - Private Land Only,Archery,,YES,Book Cliffs Bitter Creek/East,Elk,899,,,,,,,,,,,,,,,16,,,,,,,,16,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3161,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry - Private Land Only,Archery,,YES,Book Cliffs Bitter Creek/East,Elk,899,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3168,"Cache, Meadowville",Elk,Limited Entry - Private Land Only,Archery,,YES,Cache Meadowville,Elk,33,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3170,"Cache, South",Elk,Limited Entry - Private Land Only,Archery,,YES,Cache South,Elk,41,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3172,Manti,Elk,Limited Entry - Private Land Only,Archery,,YES,Manti,Elk,51,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3173,Nebo/San Pitch Mtns,Elk,Limited Entry - Private Land Only,Archery,,YES,Nebo/San Pitch Mtns,Elk,901,,,,,,,,,,,,,,,16,,,,,,,,16,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3174,Nebo/San Pitch Mtns,Elk,Limited Entry - Private Land Only,Archery,,YES,Nebo/San Pitch Mtns,Elk,901,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3180,"Fillmore, Pahvant",Elk,Limited Entry - Private Land Only,Archery,,YES,Fillmore Pahvant,Elk,88,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3182,"La Sal, La Sal Mtns",Elk,Limited Entry - Private Land Only,Archery,,YES,La Sal La Sal Mtns,Elk,617,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3184,Monroe,Elk,Limited Entry - Private Land Only,Archery,,YES,Monroe,Elk,629,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3186,Mt Dutton,Elk,Limited Entry - Private Land Only,Archery,,YES,Mt Dutton,Elk,630,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3188,Panguitch Lake,Elk,Limited Entry - Private Land Only,Archery,,YES,Panguitch Lake,Elk,634,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3190,Boulder,Elk,Limited Entry - Private Land Only,Archery,,YES,Boulder,Elk,172,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3192,Fishlake/Thousand Lakes,Elk,Limited Entry - Private Land Only,Archery,,YES,Fishlake/Thousand Lakes,Elk,175,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3193,San Juan Bull Elk,Elk,Limited Entry - Private Land Only,Archery,,YES,San Juan Bull Elk,Elk,183,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3195,Diamond Mtn,Elk,Limited Entry - Private Land Only,Archery,,YES,Diamond Mtn,Elk,206,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3197,"Southwest Desert, South",Elk,Limited Entry - Private Land Only,Archery,,YES,Southwest Desert South,Elk,872,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3199,Wasatch Mtns,Elk,Limited Entry - Private Land Only,Archery,,YES,Wasatch Mtns,Elk,222,,,,,,,,,,,,,,,14,,,,,,,,14,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3205,East Canyon,Elk,Limited Entry - Private Land Only,Archery,,YES,East Canyon,Elk,276,,,,,,,,,,,,,,,28,,,,,,,,28,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
LO0011,Diamond Mtn Landowner Association,Elk,Limited Entry - Private Land Only,Archery,,YES,Diamond Mtn Landowner Association,Elk,206,,,,,,,,,,,,,,,16,,,,,,,,16,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3077,"Beaver, East",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Beaver East,Elk,685,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3079,"Book Cliffs, Little Creek Roadless",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Book Cliffs Little Creek Roadless,Elk,12,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3081,"Cache, Meadowville",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Cache Meadowville,Elk,33,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3083,"Cache, South",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Cache South,Elk,41,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3084,Manti,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Manti,Elk,51,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3086,"Fillmore, Pahvant",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Fillmore Pahvant,Elk,88,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3087,"La Sal, La Sal Mtns",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,La Sal La Sal Mtns,Elk,617,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3088,Monroe,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Monroe,Elk,629,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3089,Mt Dutton,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Mt Dutton,Elk,630,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3091,"North Slope, Three Corners",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,North Slope Three Corners,Elk,140,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3093,Panguitch Lake,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Panguitch Lake,Elk,634,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3096,Fishlake/Thousand Lakes,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Fishlake/Thousand Lakes,Elk,175,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3097,San Juan Bull Elk,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,San Juan Bull Elk,Elk,183,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3098,Diamond Mtn,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Diamond Mtn,Elk,206,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3100,Wasatch Mtns,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Wasatch Mtns,Elk,222,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3153,"Box Elder, Grouse Creek",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Box Elder Grouse Creek,Elk,867,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3154,Boulder,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Boulder,Elk,172,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3155,"Southwest Desert, South",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Southwest Desert South,Elk,872,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3166,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Book Cliffs Bitter Creek/East,Elk,899,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
EL3179,Nebo/San Pitch Mtns,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Nebo/San Pitch Mtns,Elk,901,,,,,,,,,,,,,,,3,,,,,,,,3,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
LO0014,Diamond Mtn Landowner Association,Elk,Limited Entry - Private Land Only,Muzzleloader,,YES,Diamond Mtn Landowner Association,Elk,206,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
EA2002,Morgan-South Rich,Elk,Private Lands Only,Any Legal Weapon,,YES,Morgan-South Rich,Elk,117,,,600,,,600,,,,,,,,,600,,,600,,,600,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,600,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2003,East Canyon,Elk,Private Lands Only,Any Legal Weapon,,YES,East Canyon,Elk,276,,,500,,,500,,,,,,,,,500,,,500,,,500,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,500,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2004,Chalk Creek,Elk,Private Lands Only,Any Legal Weapon,,YES,Chalk Creek,Elk,69,,,600,,,600,,,,,,,,,600,,,600,,,600,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,600,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2005,"North Slope, West Daggett",Elk,Private Lands Only,Any Legal Weapon,,YES,"North Slope, West Daggett",Elk,142,,,100,,,100,,,,,,,,,100,,,100,,,100,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,100,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2006,Yellowstone,Elk,Private Lands Only,Any Legal Weapon,,YES,Yellowstone,Elk,613,,,2000,,,2000,,,,,,,,,2000,,,2000,,,2000,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,2000,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2008,"Nine Mile, Anthro-Myton Bench",Elk,Private Lands Only,Any Legal Weapon,,YES,"Nine Mile, Anthro-Myton Bench",Elk,129,,,250,,,250,,,,,,,,,250,,,250,,,250,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,250,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2009,"La Sal, La Sal Mtns",Elk,Private Lands Only,Any Legal Weapon,,YES,La Sal Mtns,Elk,617,,,70,,,70,,,,,,,,,70,,,70,,,70,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,70,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2010,San Juan,Elk,Private Lands Only,Any Legal Weapon,,YES,San Juan,Elk,710,,,50,,,50,,,,,,,,,50,,,50,,,50,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,50,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2011,Manti,Elk,Private Lands Only,Any Legal Weapon,,YES,Manti,Elk,51,,,300,,,300,,,,,,,,,300,,,300,,,300,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,300,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2012,"Wasatch Mtns, West",Elk,Private Lands Only,Any Legal Weapon,,YES,"Wasatch Mtns, West-Central",Elk,620,,,400,,,500,,,,,,,,,500,,,500,,,500,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,400,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MISMATCH,MATCH,MATCH,100,,MODERATE_CHANGE_ABS_GT_5_PCT_25_OR_LESS,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2013,"Wasatch Mtns, Currant Creek",Elk,Private Lands Only,Any Legal Weapon,,YES,"Wasatch Mtns, Currant Creek",Elk,227,,,2000,,,2000,,,,,,,,,2000,,,2000,,,2000,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,2000,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
EA2014,"Wasatch Mtns, Avintaquin - White River",Elk,Private Lands Only,Any Legal Weapon,,YES,"Wasatch Mtns, Avintaquin-White River",Elk,817,,,400,,,400,,,,,,,,,400,,,400,,,400,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,400,LEFT_ONLY,LEFT_ONLY,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,,NO_CHANGE,MEDIUM_2026_MATCHES_DATABASE,target first permit triple does not cleanly match DATABASE 2025 permits
