hunt_code,target_hunt_name,target_species,target_hunt_type,target_weapon,target_boundary_id,database_present,database_hunt_name,database_species,database_boundary_id,target_2025_res,target_2025_nr,target_2025_total,target_2026_res,target_2026_nr,target_2026_total,database_2025_res,database_2025_nr,database_2025_total,database_2025_draw_res,database_2025_draw_nr,database_2025_draw_total,database_2026_res,database_2026_nr,database_2026_total,database_allotment_2026_res,database_allotment_2026_nr,database_allotment_2026_total,direct_rac_2026_res,direct_rac_2026_nr,direct_rac_2026_total,direct_rac_source_file,totalscan_high_conf_total,target_2025_vs_database_2025_status,target_2025_vs_database_2025_draw_status,target_2026_vs_database_2026_status,target_2026_vs_database_allotment_status,target_2026_vs_direct_rac_status,target_2026_vs_totalscan_status,database_2026_vs_direct_rac_status,database_allotment_vs_direct_rac_status,target_2025_to_2026_delta_total,database_2025_to_2026_delta_total,change_review_status,evidence_confidence,audit_notes
LO1518,Boulder/Kaiparowits,Deer,General Season - Private Land Only,Archery,,YES,Boulder/Kaiparowits,Deer,455,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1519,Fishlake,Deer,General Season - Private Land Only,Archery,,YES,Fishlake,Deer,633,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1521,"San Juan, Abajo Mtns",Deer,General Season - Private Land Only,Archery,,YES,"San Juan, Abajo Mtns",Deer,618,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1522,Vernal/Bonanza,Deer,General Season - Private Land Only,Archery,,YES,Vernal/Bonanza,Deer,614,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1523,Yellowstone,Deer,General Season - Private Land Only,Archery,,YES,Yellowstone,Deer,613,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1524,Southwest Desert,Deer,General Season - Private Land Only,Archery,,YES,Southwest Desert,Deer,625,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1525,"Wasatch Mtns, East",Deer,General Season - Private Land Only,Archery,,YES,"Wasatch Mtns, East",Deer,621,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1526,"Wasatch Mtns, West",Deer,General Season - Private Land Only,Archery,,YES,"Wasatch Mtns, West",Deer,620,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1529,Zion,Deer,General Season - Private Land Only,Archery,,YES,Zion,Deer,635,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1600,Chalk Creek,Deer,General Season - Private Land Only,Archery,,YES,Chalk Creek,Deer,69,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1604,East Canyon,Deer,General Season - Private Land Only,Archery,,YES,East Canyon,Deer,276,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1608,Morgan-South Rich,Deer,General Season - Private Land Only,Archery,,YES,Morgan-South Rich,Deer,117,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1611,"Beaver, East",Deer,General Season - Private Land Only,Archery,,YES,"Beaver, East",Deer,685,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1614,"Beaver, West",Deer,General Season - Private Land Only,Archery,,YES,"Beaver, West",Deer,672,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1617,"West Desert, Swasey",Deer,General Season - Private Land Only,Archery,,YES,"West Desert, Swasey",Deer,926,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1620,Oquirrh/Tintic,Deer,General Season - Private Land Only,Archery,,YES,Oquirrh/Tintic,Deer,927,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1623,Cedar/Stansbury,Deer,General Season - Private Land Only,Archery,,YES,Cedar/Stansbury,Deer,925,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1561,Box Elder,Deer,General Season - Private Land Only,Muzzleloader,,YES,Box Elder,Deer,607,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1563,Manti/San Rafael,Deer,General Season - Private Land Only,Muzzleloader,,YES,Manti/San Rafael,Deer,619,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1564,Nebo,Deer,General Season - Private Land Only,Muzzleloader,,YES,Nebo,Deer,616,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1566,Fillmore,Deer,General Season - Private Land Only,Muzzleloader,,YES,Fillmore,Deer,804,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1568,Kamas,Deer,General Season - Private Land Only,Muzzleloader,,YES,Kamas,Deer,611,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1569,"La Sal, La Sal Mtns",Deer,General Season - Private Land Only,Muzzleloader,,YES,"La Sal, La Sal Mtns",Deer,617,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1570,Monroe,Deer,General Season - Private Land Only,Muzzleloader,,YES,Monroe,Deer,629,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1571,Mt Dutton,Deer,General Season - Private Land Only,Muzzleloader,,YES,Mt Dutton,Deer,630,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1572,Nine Mile,Deer,General Season - Private Land Only,Muzzleloader,,YES,Nine Mile,Deer,615,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1573,North Slope,Deer,General Season - Private Land Only,Muzzleloader,,YES,North Slope,Deer,612,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1574,Ogden,Deer,General Season - Private Land Only,Muzzleloader,,YES,Ogden,Deer,609,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1576,Panguitch Lake,Deer,General Season - Private Land Only,Muzzleloader,,YES,Panguitch Lake,Deer,634,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1577,Pine Valley,Deer,General Season - Private Land Only,Muzzleloader,,YES,Pine Valley,Deer,636,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1579,Fishlake,Deer,General Season - Private Land Only,Muzzleloader,,YES,Fishlake,Deer,633,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1581,"San Juan, Abajo Mtns",Deer,General Season - Private Land Only,Muzzleloader,,YES,"San Juan, Abajo Mtns",Deer,618,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1582,Vernal/Bonanza,Deer,General Season - Private Land Only,Muzzleloader,,YES,Vernal/Bonanza,Deer,614,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1583,Yellowstone,Deer,General Season - Private Land Only,Muzzleloader,,YES,Yellowstone,Deer,613,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1584,Southwest Desert,Deer,General Season - Private Land Only,Muzzleloader,,YES,Southwest Desert,Deer,625,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1585,"Wasatch Mtns, East",Deer,General Season - Private Land Only,Muzzleloader,,YES,"Wasatch Mtns, East",Deer,621,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1586,"Wasatch Mtns, West",Deer,General Season - Private Land Only,Muzzleloader,,YES,"Wasatch Mtns, West",Deer,620,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1589,Zion,Deer,General Season - Private Land Only,Muzzleloader,,YES,Zion,Deer,635,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1602,Chalk Creek,Deer,General Season - Private Land Only,Muzzleloader,,YES,Chalk Creek,Deer,69,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1606,East Canyon,Deer,General Season - Private Land Only,Muzzleloader,,YES,East Canyon,Deer,276,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1610,Morgan-South Rich,Deer,General Season - Private Land Only,Muzzleloader,,YES,Morgan-South Rich,Deer,117,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1612,"Beaver, East",Deer,General Season - Private Land Only,Muzzleloader,,YES,"Beaver, East",Deer,685,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1615,"Beaver, West",Deer,General Season - Private Land Only,Muzzleloader,,YES,"Beaver, West",Deer,672,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1618,"West Desert, Swasey",Deer,General Season - Private Land Only,Muzzleloader,,YES,"West Desert, Swasey",Deer,926,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1621,Oquirrh/Tintic,Deer,General Season - Private Land Only,Muzzleloader,,YES,Oquirrh/Tintic,Deer,927,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1624,Cedar/Stansbury,Deer,General Season - Private Land Only,Muzzleloader,,YES,Cedar/Stansbury,Deer,925,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1628,Cache,Deer,General Season - Private Land Only,Muzzleloader,,YES,Cache,Deer,29,,,,,,,,,,,,,,,2,,,,,,,,,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
LO1630,Boulder/Kaiparowits,Deer,General Season - Private Land Only,Muzzleloader,,YES,Boulder/Kaiparowits,Deer,455,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1616,"Beaver, West",Deer,General Season - Private Land Only,Restricted Rifle,,YES,"Beaver, West",Deer,672,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
LO1627,Cache,Deer,General Season - Private Land Only,Restricted Rifle,,YES,Cache,Deer,29,,,,,,,,,,,,,,,2,,,,,,,,2,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,BOTH_BLANK,BOTH_BLANK,RIGHT_ONLY,LEFT_ONLY,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,target second permit triple does not cleanly match DATABASE 2026 permits
LO1629,Boulder/Kaiparowits,Deer,General Season - Private Land Only,Restricted Rifle,,YES,Boulder/Kaiparowits,Deer,455,,,,,,,,,,,,,,,,,,,,,,,,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,BOTH_BLANK,,,INSUFFICIENT_DATA,REVIEW_REQUIRED,
DB1017,"Book Cliffs, North",Deer,Limited Entry,Any Legal Weapon,,YES,"Book Cliffs, North",Deer,714,111,12,123,137,15,152,111,12,123,111,12,123,137,15,152,137,15,152,137,15,152,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,152,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,29,29,MODERATE_CHANGE_ABS_GT_5_PCT_25_OR_LESS,HIGH,
DB1018,"Book Cliffs, South",Deer,Limited Entry,Any Legal Weapon,,YES,"Book Cliffs, South",Deer,15,27,2,29,34,4,38,27,2,29,27,2,29,34,4,38,34,4,38,34,4,38,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,38,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,9,9,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
DB1019,"Fillmore, Oak Creek LE",Deer,Limited Entry,Any Legal Weapon,,YES,"Fillmore, Oak Creek LE",Deer,85,29,3,32,33,4,37,29,3,32,29,3,32,33,4,37,33,4,37,33,4,37,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,37,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,5,5,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1020,Dolores Triangle,Deer,Limited Entry,Any Legal Weapon,,YES,Dolores Triangle,Deer,108,11,1,12,13,2,15,11,1,12,11,1,12,13,2,15,13,2,15,13,2,15,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,15,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,3,3,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1022,"San Juan, Elk Ridge",Deer,Limited Entry,Any Legal Weapon,,YES,"San Juan, Elk Ridge",Deer,185,39,3,42,42,5,47,39,3,42,39,3,42,42,5,47,42,5,47,42,5,47,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,47,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,5,5,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1023,Diamond Mtn,Deer,Limited Entry,Any Legal Weapon,,YES,Diamond Mtn,Deer,206,55,5,60,61,7,68,55,5,60,55,5,60,61,7,68,61,7,68,61,7,68,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,68,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,8,8,MODERATE_CHANGE_ABS_GT_5_PCT_25_OR_LESS,HIGH,
DB1024,"West Desert, Vernon",Deer,Limited Entry,Any Legal Weapon,,YES,"West Desert, Vernon",Deer,248,115,12,127,130,14,144,115,12,127,115,12,127,130,14,144,130,14,144,130,14,144,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,144,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,17,17,MODERATE_CHANGE_ABS_GT_5_PCT_25_OR_LESS,HIGH,
DB1115,Little Rockies,Deer,Limited Entry,Any Legal Weapon,,YES,Little Rockies,Deer,928,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,5,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1119,"La Sal, Moab Valley",Deer,Limited Entry,Any Legal Weapon,,YES,Moab Valley,Deer,930,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,9,1,10,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,10,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1120,Castle Valley,Deer,Limited Entry,Any Legal Weapon,,YES,Castle Valley,Deer,932,13,2,15,13,2,15,13,2,15,13,2,15,13,2,15,13,2,15,13,2,15,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,15,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
DB1011,Book Cliffs,Deer,Limited Entry,Archery,,YES,Book Cliffs,Deer,7,44,4,48,55,6,61,44,4,48,44,4,48,55,6,61,55,6,61,55,6,61,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,61,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,13,13,LARGE_CHANGE_REVIEW,HIGH,large target 2025-to-2026 total change
DB1012,"Fillmore, Oak Creek LE",Deer,Limited Entry,Archery,,YES,"Fillmore, Oak Creek LE",Deer,85,11,1,12,12,1,13,11,1,12,11,1,12,12,1,13,12,1,13,12,1,13,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,13,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1013,Dolores Triangle,Deer,Limited Entry,Archery,,YES,Dolores Triangle,Deer,108,4,0,4,5,0,5,4,0,4,4,0,4,5,0,5,5,0,5,5,0,5,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,5,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1014,"San Juan, Elk Ridge",Deer,Limited Entry,Archery,,YES,"San Juan, Elk Ridge",Deer,185,14,2,16,15,2,17,14,2,16,14,2,16,15,2,17,15,2,17,15,2,17,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,17,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1,1,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1015,Diamond Mtn,Deer,Limited Entry,Archery,,YES,Diamond Mtn,Deer,206,19,2,21,22,2,24,19,2,21,19,2,21,22,2,24,22,2,24,22,2,24,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,24,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,3,3,SMALL_CHANGE_ABS_5_OR_LESS,HIGH,
DB1016,"West Desert, Vernon",Deer,Limited Entry,Archery,,YES,"West Desert, Vernon",Deer,248,39,4,43,46,5,51,39,4,43,39,4,43,46,5,51,46,5,51,46,5,51,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,51,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,8,8,MODERATE_CHANGE_ABS_GT_5_PCT_25_OR_LESS,HIGH,
DB1090,"Book Cliffs, Floy Canyon",Deer,Limited Entry,Archery,,YES,HAMSS,Deer,301,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,7,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0,0,NO_CHANGE,HIGH,
