hunt_code,hunt_name,species,sex_type,hunt_type,weapon,season_dates,residency,non_res,res,total,quota_status,promotion_status,reason
EB1001,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Oct 04 2025 - Oct 10 2025,Reference Only,,,,NO_QUOTA_PUBLISHED,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB1002,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Muzzleloader,Oct 29 2025 - Nov 06 2025,Reference Only,,,,NO_QUOTA_PUBLISHED,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB1003,Spike Only Units,Elk,Bull,General Season - Spike Bull,Any Legal Weapon,Oct 04 2025 - Oct 16 2025,Reference Only,,,,NO_QUOTA_PUBLISHED,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB1004,Spike Only Units,Elk,Bull,General Season - Spike Bull,Muzzleloader,Oct 29 2025 - Nov 06 2025,Reference Only,,,,NO_QUOTA_PUBLISHED,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB1005,Archery Hunters Choice Elk,Elk,Bull,General Season - Archery,Archery,"Any bull units: Aug 16 2025 - Sept 17 2025 | Spike only units: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery)",Reference Only,,,,NO_QUOTA_PUBLISHED,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB1009,Spike Only Elk Units - Multiseason,Elk,Bull,General Season - Spike Bull,Multiseason,"Spike Archery: Aug 16-Sept 5, 2025 (Paunsaugunt closed to archery) Any Bull Archery: Aug 16-Sept 17, 2025 | ALW: Oct 4 - 16, 2025 | Muzz: Oct 29-Nov 6, 2025",Reference Only,,,,NO_QUOTA_PUBLISHED,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB1010,Any Bull Elk Units,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Oct 11 2025 - Oct 17 2025,Reference Only,,,,NO_QUOTA_PUBLISHED,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,Bull,General Season - Any Bull,Any Legal Weapon,Aug 01 2025 - Nov 15 2025 - Valid only on private property within the unit,Reference Only,,,500,TOTAL_ONLY,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB3128,"Box Elder, Grouse Creek",Elk,Bull,Conservation,Multiseason,"Any Legal Weapon: Sept 16-20, 2026 & Oct 3 - 15, 2026 | Muzz: Sept 21-Oct 2, 2026",Reference Only,,,1,TOTAL_ONLY,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
EB3209,"Box Elder, Pilot Mtn",Elk,Bull,Conservation,Multiseason,"Archery: Aug 15-Sept 6, 2026 | Any Legal Weapon: Sept 12-Oct 2, 2026",Reference Only,,,1,TOTAL_ONLY,PROMOTED_REFERENCE_ONLY,Promoted from current 2026 DWR Hunt Planner elk bull reference coverage; no draw odds or probability value was invented.
