family,hunt_code,residency,hunt_name,weapon,season_dates_2026,permits_2025_total,permits_2026_total,permit_delta_total,significance,reference_match,master_match,ladder_match,draw_reality_match,repo_public_permits_2026,repo_permits_2026_total,source_document,source_note
private_lands_antlerless_elk,EA2005,Nonresident,"North Slope, West Daggett",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,100,100,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,100,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2018,Resident,Panguitch Lake,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,75,75,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,75,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2018,Nonresident,Panguitch Lake,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,75,75,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,75,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2015,Resident,Paunsaugunt,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,100,100,-25,MAJOR,TRUE,TRUE,TRUE,TRUE,,100,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2015,Nonresident,Paunsaugunt,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,100,100,-25,MAJOR,TRUE,TRUE,TRUE,TRUE,,100,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2010,Resident,San Juan,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,50,50,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,50,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2010,Nonresident,San Juan,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,50,50,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,50,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2028,Resident,Vernal/Bonanza,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,450,450,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,450,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2028,Nonresident,Vernal/Bonanza,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,450,450,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,450,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2014,Resident,"Wasatch Mtns, Avintaquin-White River",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,400,400,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,400,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2014,Nonresident,"Wasatch Mtns, Avintaquin-White River",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,400,400,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,400,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2013,Resident,"Wasatch Mtns, Currant Creek",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,2000,2000,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,2000,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2013,Nonresident,"Wasatch Mtns, Currant Creek",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,2000,2000,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,2000,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2012,Resident,"Wasatch Mtns, West-Central",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,400,400,100,MAJOR,TRUE,TRUE,TRUE,TRUE,,400,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2012,Nonresident,"Wasatch Mtns, West-Central",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,400,400,100,MAJOR,TRUE,TRUE,TRUE,TRUE,,400,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2019,Resident,"West Desert, Tintic Valley",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,60,60,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,60,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2019,Nonresident,"West Desert, Tintic Valley",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,60,60,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,60,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2006,Resident,Yellowstone,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,2000,2000,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,2000,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2006,Nonresident,Yellowstone,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,2000,2000,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,2000,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2020,Resident,Zion,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,320,320,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,320,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2020,Nonresident,Zion,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,320,320,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,320,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
