family,hunt_code,residency,hunt_name,weapon,season_dates_2026,permits_2025_total,permits_2026_total,permit_delta_total,significance,reference_match,master_match,ladder_match,draw_reality_match,repo_public_permits_2026,repo_permits_2026_total,source_document,source_note
private_lands_antlerless_elk,EA2021,Resident,"Beaver, East",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,30,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2021,Nonresident,"Beaver, East",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,30,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2026,Resident,"Box Elder, Hansel Mtn",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,200,200,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,200,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2026,Nonresident,"Box Elder, Hansel Mtn",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,200,200,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,200,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2046,Resident,"Box Elder, Sawtooth",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,25,25,25,MAJOR,TRUE,TRUE,TRUE,TRUE,,25,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2046,Nonresident,"Box Elder, Sawtooth",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,25,25,25,MAJOR,TRUE,TRUE,TRUE,TRUE,,25,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2027,Resident,Cache,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,300,300,-50,MAJOR,TRUE,TRUE,TRUE,TRUE,,300,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2027,Nonresident,Cache,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,300,300,-50,MAJOR,TRUE,TRUE,TRUE,TRUE,,300,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2004,Resident,Chalk Creek,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,600,600,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,600,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2004,Nonresident,Chalk Creek,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,600,600,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,600,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2030,Resident,Diamond Mtn,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,200,200,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,200,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2030,Nonresident,Diamond Mtn,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,200,200,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,200,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2003,Resident,East Canyon,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,500,500,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,500,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2003,Nonresident,East Canyon,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,500,500,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,500,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2039,Resident,"Fillmore, Pahvant",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,150,150,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,150,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2039,Nonresident,"Fillmore, Pahvant",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,150,150,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,150,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2040,Resident,Kamas,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,150,150,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,150,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2040,Nonresident,Kamas,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,150,150,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,150,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2009,Resident,La Sal Mtns,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,70,70,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,70,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2009,Nonresident,La Sal Mtns,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,70,70,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,70,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2011,Resident,Manti,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,300,300,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,300,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2011,Nonresident,Manti,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,300,300,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,300,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2002,Resident,Morgan-South Rich,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,600,600,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,600,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2002,Nonresident,Morgan-South Rich,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,600,600,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,600,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2016,Resident,Nebo,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,275,275,50,MAJOR,TRUE,TRUE,TRUE,TRUE,,275,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2016,Nonresident,Nebo,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,275,275,50,MAJOR,TRUE,TRUE,TRUE,TRUE,,275,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2008,Resident,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,250,250,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,250,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2008,Nonresident,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,250,250,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,250,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2029,Resident,"Nine Mile, Range Creek",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,150,150,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,150,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2029,Nonresident,"Nine Mile, Range Creek",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,150,150,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,150,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
private_lands_antlerless_elk,EA2005,Resident,"North Slope, West Daggett",Any Legal Weapon,Aug 01 2026 - Jan 31 2027,100,100,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,,100,2026-05-user-verified-table,User-provided private-lands-only antlerless elk comparison table for 2025 to 2026.
