hunt_code,hunt_name,field,prior_generation_value,active_value,status,active_source
DB1561,Box Elder,permits_2025_total,,520,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1563,Manti/San Rafael,permits_2025_res,,1162,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1563,Manti/San Rafael,permits_2025_nr,,90,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1563,Manti/San Rafael,permits_2025_total,,1252,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1564,Nebo,permits_2025_res,,469,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1564,Nebo,permits_2025_nr,,14,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1564,Nebo,permits_2025_total,,483,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1566,Fillmore,permits_2025_res,,312,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1566,Fillmore,permits_2025_nr,,30,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1566,Fillmore,permits_2025_total,,342,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1568,Kamas,permits_2025_res,,170,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1568,Kamas,permits_2025_nr,,8,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1568,Kamas,permits_2025_total,,178,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1569,La Sal Mtns,permits_2025_res,,235,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1569,La Sal Mtns,permits_2025_nr,,26,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1569,La Sal Mtns,permits_2025_total,,261,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1570,Monroe,permits_2025_res,,175,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1570,Monroe,permits_2025_nr,,19,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1570,Monroe,permits_2025_total,,194,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1571,Mt Dutton,permits_2025_res,,60,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1571,Mt Dutton,permits_2025_nr,,8,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1571,Mt Dutton,permits_2025_total,,68,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1572,Nine Mile,permits_2025_res,,127,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1572,Nine Mile,permits_2025_nr,,8,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1572,Nine Mile,permits_2025_total,,135,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1573,North Slope,permits_2025_res,,425,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1573,North Slope,permits_2025_nr,,20,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1573,North Slope,permits_2025_total,,445,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1574,Ogden,permits_2025_res,,254,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1574,Ogden,permits_2025_nr,,4,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1574,Ogden,permits_2025_total,,258,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1576,Panguitch Lake,permits_2025_res,,356,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1576,Panguitch Lake,permits_2025_nr,,36,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1576,Panguitch Lake,permits_2025_total,,392,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1577,Pine Valley,permits_2025_res,,423,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1577,Pine Valley,permits_2025_nr,,48,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1577,Pine Valley,permits_2025_total,,471,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1579,Fishlake,permits_2025_res,,197,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1579,Fishlake,permits_2025_nr,,20,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1579,Fishlake,permits_2025_total,,217,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1581,"San Juan, Abajo Mtns",permits_2025_res,,426,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1581,"San Juan, Abajo Mtns",permits_2025_nr,,47,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1581,"San Juan, Abajo Mtns",permits_2025_total,,473,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1582,Vernal/Bonanza,permits_2025_res,,187,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1582,Vernal/Bonanza,permits_2025_nr,,17,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1582,Vernal/Bonanza,permits_2025_total,,204,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1583,Yellowstone,permits_2025_res,,185,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1583,Yellowstone,permits_2025_nr,,20,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1583,Yellowstone,permits_2025_total,,205,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1584,Southwest Desert,permits_2025_res,,63,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1584,Southwest Desert,permits_2025_nr,,9,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1584,Southwest Desert,permits_2025_total,,72,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1585,"Wasatch Mtns, East",permits_2025_res,,847,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1585,"Wasatch Mtns, East",permits_2025_nr,,42,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1585,"Wasatch Mtns, East",permits_2025_total,,889,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1586,"Wasatch Mtns, West",permits_2025_res,,507,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1586,"Wasatch Mtns, West",permits_2025_nr,,11,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1586,"Wasatch Mtns, West",permits_2025_total,,518,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1589,Zion,permits_2025_res,,407,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1589,Zion,permits_2025_nr,,48,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1589,Zion,permits_2025_total,,455,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1591,Fillmore,permits_2025_res,,356,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1591,Fillmore,permits_2025_nr,,34,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1591,Fillmore,permits_2025_total,,390,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1592,Kamas,permits_2025_res,,213,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1592,Kamas,permits_2025_nr,,21,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1592,Kamas,permits_2025_total,,234,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1593,Nine Mile,permits_2025_res,,205,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1593,Nine Mile,permits_2025_nr,,21,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1593,Nine Mile,permits_2025_total,,226,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1594,Panguitch Lake,permits_2025_res,,367,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1594,Panguitch Lake,permits_2025_nr,,39,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1594,Panguitch Lake,permits_2025_total,,406,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1595,Pine Valley,permits_2025_res,,478,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1595,Pine Valley,permits_2025_nr,,53,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1595,Pine Valley,permits_2025_total,,531,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1596,Fishlake,permits_2025_res,,194,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1596,Fishlake,permits_2025_nr,,27,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1596,Fishlake,permits_2025_total,,221,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1597,Zion,permits_2025_res,,478,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1597,Zion,permits_2025_nr,,52,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1597,Zion,permits_2025_total,,530,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1598,North Slope,permits_2025_res,,519,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1598,North Slope,permits_2025_nr,,31,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1598,North Slope,permits_2025_total,,550,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1599,Chalk Creek,permits_2025_res,,788,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1599,Chalk Creek,permits_2025_nr,,12,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1599,Chalk Creek,permits_2025_total,,800,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1600,Chalk Creek,permits_2025_res,,247,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1600,Chalk Creek,permits_2025_nr,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1600,Chalk Creek,permits_2025_total,,252,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1601,Chalk Creek,permits_2025_res,,308,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1601,Chalk Creek,permits_2025_nr,,13,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1601,Chalk Creek,permits_2025_total,,321,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1602,Chalk Creek,permits_2025_res,,161,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1602,Chalk Creek,permits_2025_nr,,7,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1602,Chalk Creek,permits_2025_total,,168,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1603,East Canyon,permits_2025_res,,740,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1603,East Canyon,permits_2025_nr,,9,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1603,East Canyon,permits_2025_total,,749,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1604,East Canyon,permits_2025_res,,307,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1604,East Canyon,permits_2025_nr,,8,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1604,East Canyon,permits_2025_total,,315,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1605,East Canyon,permits_2025_res,,349,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1605,East Canyon,permits_2025_nr,,11,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1605,East Canyon,permits_2025_total,,360,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1606,East Canyon,permits_2025_res,,137,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1606,East Canyon,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1606,East Canyon,permits_2025_total,,137,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1607,Morgan-South Rich,permits_2025_res,,610,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1607,Morgan-South Rich,permits_2025_nr,,11,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1607,Morgan-South Rich,permits_2025_total,,621,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1608,Morgan-South Rich,permits_2025_res,,176,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1608,Morgan-South Rich,permits_2025_nr,,4,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1608,Morgan-South Rich,permits_2025_total,,180,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1609,Morgan-South Rich,permits_2025_res,,226,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1609,Morgan-South Rich,permits_2025_nr,,4,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1609,Morgan-South Rich,permits_2025_total,,230,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1610,Morgan-South Rich,permits_2025_res,,87,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1610,Morgan-South Rich,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1610,Morgan-South Rich,permits_2025_total,,87,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1611,"Beaver, East",permits_2025_res,,259,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1611,"Beaver, East",permits_2025_nr,,26,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1611,"Beaver, East",permits_2025_total,,285,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1612,"Beaver, East",permits_2025_res,,265,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1612,"Beaver, East",permits_2025_nr,,30,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1612,"Beaver, East",permits_2025_total,,295,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1613,"Beaver, East",permits_2025_res,,963,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1613,"Beaver, East",permits_2025_nr,,92,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1613,"Beaver, East",permits_2025_total,,1055,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1614,"Beaver, West",permits_2025_res,,79,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1614,"Beaver, West",permits_2025_nr,,9,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1614,"Beaver, West",permits_2025_total,,88,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1615,"Beaver, West",permits_2025_res,,71,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1615,"Beaver, West",permits_2025_nr,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1615,"Beaver, West",permits_2025_total,,76,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1616,"Beaver, West",permits_2025_res,,243,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1616,"Beaver, West",permits_2025_nr,,23,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1616,"Beaver, West",permits_2025_total,,266,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1617,"West Desert, Swasey",permits_2025_res,,59,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1617,"West Desert, Swasey",permits_2025_nr,,7,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1617,"West Desert, Swasey",permits_2025_total,,66,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1618,"West Desert, Swasey",permits_2025_res,,57,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1618,"West Desert, Swasey",permits_2025_nr,,7,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1618,"West Desert, Swasey",permits_2025_total,,64,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1619,"West Desert, Swasey",permits_2025_res,,207,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1619,"West Desert, Swasey",permits_2025_nr,,20,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1619,"West Desert, Swasey",permits_2025_total,,227,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1620,Oquirrh/Tintic,permits_2025_res,,349,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1620,Oquirrh/Tintic,permits_2025_nr,,12,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1620,Oquirrh/Tintic,permits_2025_total,,361,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1621,Oquirrh/Tintic,permits_2025_res,,339,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1621,Oquirrh/Tintic,permits_2025_nr,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1621,Oquirrh/Tintic,permits_2025_total,,342,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1622,Oquirrh/Tintic,permits_2025_res,,1329,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1622,Oquirrh/Tintic,permits_2025_nr,,58,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1622,Oquirrh/Tintic,permits_2025_total,,1387,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1623,Cedar/Stansbury,permits_2025_res,,151,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1623,Cedar/Stansbury,permits_2025_nr,,14,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1623,Cedar/Stansbury,permits_2025_total,,165,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1624,Cedar/Stansbury,permits_2025_res,,161,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1624,Cedar/Stansbury,permits_2025_nr,,16,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1624,Cedar/Stansbury,permits_2025_total,,177,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1625,Cedar/Stansbury,permits_2025_res,,580,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1625,Cedar/Stansbury,permits_2025_nr,,58,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1625,Cedar/Stansbury,permits_2025_total,,638,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1627,Cache,permits_2025_res,,2647,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1627,Cache,permits_2025_nr,,58,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1627,Cache,permits_2025_total,,2705,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1628,Cache,permits_2025_res,,383,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1628,Cache,permits_2025_nr,,16,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1628,Cache,permits_2025_total,,399,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1629,Boulder/Kaiparowits,permits_2025_res,,1094,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1629,Boulder/Kaiparowits,permits_2025_nr,,120,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1629,Boulder/Kaiparowits,permits_2025_total,,1214,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1630,Boulder/Kaiparowits,permits_2025_res,,236,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1630,Boulder/Kaiparowits,permits_2025_nr,,33,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1630,Boulder/Kaiparowits,permits_2025_total,,269,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1631,Box Elder,permits_2025_res,,738,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1631,Box Elder,permits_2025_nr,,33,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1631,Box Elder,permits_2025_total,,771,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1770,Box Elder,permits_2025_res,,44,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1770,Box Elder,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1770,Box Elder,permits_2025_total,,45,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1771,Cache,permits_2025_res,,140,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1771,Cache,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1771,Cache,permits_2025_total,,141,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1772,Manti/San Rafael,permits_2025_res,,435,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1772,Manti/San Rafael,permits_2025_nr,,8,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1772,Manti/San Rafael,permits_2025_total,,443,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1773,Nebo,permits_2025_res,,179,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1773,Nebo,permits_2025_nr,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1773,Nebo,permits_2025_total,,182,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1775,Fillmore,permits_2025_res,,159,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1775,Fillmore,permits_2025_nr,,14,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1775,Fillmore,permits_2025_total,,173,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1777,Kamas,permits_2025_res,,31,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1777,Kamas,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1777,Kamas,permits_2025_total,,31,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1778,La Sal Mtns,permits_2025_res,,94,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1778,La Sal Mtns,permits_2025_nr,,11,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1778,La Sal Mtns,permits_2025_total,,105,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1779,Monroe,permits_2025_res,,59,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1779,Monroe,permits_2025_nr,,2,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1779,Monroe,permits_2025_total,,61,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1780,Mt Dutton,permits_2025_res,,5,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1780,Mt Dutton,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1780,Mt Dutton,permits_2025_total,,6,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1781,Nine Mile,permits_2025_res,,45,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1781,Nine Mile,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1781,Nine Mile,permits_2025_total,,46,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1782,North Slope,permits_2025_res,,39,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1782,North Slope,permits_2025_nr,,0,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1782,North Slope,permits_2025_total,,39,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1783,Ogden,permits_2025_res,,46,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1783,Ogden,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1783,Ogden,permits_2025_total,,47,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1785,Panguitch Lake,permits_2025_res,,178,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1785,Panguitch Lake,permits_2025_nr,,20,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1785,Panguitch Lake,permits_2025_total,,198,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1786,Pine Valley,permits_2025_res,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1786,Pine Valley,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1786,Pine Valley,permits_2025_total,,2,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1787,Boulder/Kaiparowits,permits_2025_res,,180,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1787,Boulder/Kaiparowits,permits_2025_nr,,15,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1787,Boulder/Kaiparowits,permits_2025_total,,195,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1788,Fishlake,permits_2025_res,,76,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1788,Fishlake,permits_2025_nr,,6,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1788,Fishlake,permits_2025_total,,82,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1790,"San Juan, Abajo Mtns",permits_2025_res,,58,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1790,"San Juan, Abajo Mtns",permits_2025_nr,,16,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1790,"San Juan, Abajo Mtns",permits_2025_total,,74,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1791,Vernal/Bonanza,permits_2025_res,,107,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1791,Vernal/Bonanza,permits_2025_nr,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1791,Vernal/Bonanza,permits_2025_total,,110,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1792,Yellowstone,permits_2025_res,,88,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1792,Yellowstone,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1792,Yellowstone,permits_2025_total,,89,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1793,Southwest Desert,permits_2025_res,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1793,Southwest Desert,permits_2025_nr,,1,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1793,Southwest Desert,permits_2025_total,,2,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1794,"Wasatch Mtns, East",permits_2025_res,,381,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1794,"Wasatch Mtns, East",permits_2025_nr,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1794,"Wasatch Mtns, East",permits_2025_total,,384,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1795,"Wasatch Mtns, West",permits_2025_res,,159,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1795,"Wasatch Mtns, West",permits_2025_nr,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1795,"Wasatch Mtns, West",permits_2025_total,,162,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1798,Zion,permits_2025_res,,32,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1798,Zion,permits_2025_nr,,3,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1798,Zion,permits_2025_total,,35,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
DB1799,Chalk Creek,permits_2025_res,,18,ACTIVE_ONLY,2025_DRAW_RESULTS_TABLES
