family,hunt_code,residency,hunt_name,weapon,season_dates_2026,permits_2025_total,permits_2026_total,permit_delta_total,significance,reference_match,master_match,ladder_match,draw_reality_match,repo_public_permits_2026,repo_permits_2026_total,source_document,source_note
antlerless_moose,MA1005,Resident,Morgan-South Rich,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,7,7,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,6,7,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.
antlerless_moose,MA1005,Nonresident,Morgan-South Rich,Any Legal Weapon,Sept 19 2026 - Oct 18 2026,7,7,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,1,7,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.
antlerless_moose,MA1007,Resident,Morgan-South Rich,Archery,Aug 01 2026 - Sept 18 2026,3,3,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,3,3,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.
antlerless_moose,MA1007,Nonresident,Morgan-South Rich,Archery,Aug 01 2026 - Sept 18 2026,3,3,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,0,3,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.
antlerless_moose,MA1008,Resident,"Wasatch Mtns, Salt Lake-Timpanogos",Any Legal Weapon,Sept 19 2026 - Oct 18 2026,5,5,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,4,5,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.
antlerless_moose,MA1008,Nonresident,"Wasatch Mtns, Salt Lake-Timpanogos",Any Legal Weapon,Sept 19 2026 - Oct 18 2026,5,5,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,1,5,2026-05-user-verified-table,User-provided antlerless moose comparison table for 2025 to 2026.
