hunt_code,historical_hunt_code,current_hunt_code,hunt_name,species,reported_hunt_year,model_target_year,unit,unit_name,boundary_id,boundary_name,average_harvest_age,age_data_available,percent_5plus,percent_mature_or_5_plus,percent_adult_male,percent_adult_female,age_metric_type,age_source_scope,source_file,source_page,source_table_title,source_row_key,source_package_file,source_package_path,crosswalk_method,crosswalk_confidence,crosswalk_score,review_status,review_reason,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,quality_score_eligible,trophy_age_score_eligible,notes,database_code_present,database_hunt_name,database_species,database_match_notes
EL3056,EB3056,EL3056,Panguitch Lake,Limited Entry Bull Elk,2022,2023,,,634,,7.6,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,8,,harvest_quality_features_all_years_by_hunt_code.csv::1870,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3056|CROSSWALK_CURRENT_CODE=EL3056|CROSSWALK_CURRENT_CODE=EL3056|CROSSWALK_CURRENT_CODE=EL3056|CROSSWALK_CURRENT_CODE=EL3056,true,Panguitch Lake,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3057,EB3057,EL3057,Panguitch Lake,Elk,2023,2024,,,634,,7.8,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::3028,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057,true,Panguitch Lake,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3057,EB3057,EL3057,Panguitch Lake,Limited Entry Bull Elk,2022,2023,,,634,,7.6,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,8,,harvest_quality_features_all_years_by_hunt_code.csv::1871,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057|CROSSWALK_CURRENT_CODE=EL3057,true,Panguitch Lake,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3063,EB3063,EL3063,"Plateau, Fishlake/Thousand Lakes (early)",Elk,2021,2022,,,175,,6.9,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,86,,harvest_results_all_years_long.csv::6090,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package|CROSSWALK_CURRENT_CODE=EL3063|CROSSWALK_CURRENT_CODE=EL3063|CROSSWALK_CURRENT_CODE=EL3063|CROSSWALK_CURRENT_CODE=EL3063|CROSSWALK_CURRENT_CODE=EL3063,true,Fishlake/Thousand Lakes,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3064,EB3064,EL3064,"Plateau, Fishlake/Thousand Lakes (mid)",Elk,2021,2022,,,175,,6.9,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,87,,harvest_results_all_years_long.csv::6098,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package|CROSSWALK_CURRENT_CODE=EL3064|CROSSWALK_CURRENT_CODE=EL3064|CROSSWALK_CURRENT_CODE=EL3064|CROSSWALK_CURRENT_CODE=EL3064|CROSSWALK_CURRENT_CODE=EL3064,true,Fishlake/Thousand Lakes,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3065,EB3065,EL3065,"Plateau, Fishlake/Thousand Lakes (late)",Elk,2021,2022,,,175,,6.9,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,87,,harvest_results_all_years_long.csv::6106,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package|CROSSWALK_CURRENT_CODE=EL3065|CROSSWALK_CURRENT_CODE=EL3065|CROSSWALK_CURRENT_CODE=EL3065|CROSSWALK_CURRENT_CODE=EL3065|CROSSWALK_CURRENT_CODE=EL3065,true,Fishlake/Thousand Lakes,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3066,EB3066,EL3066,San Juan Bull Elk,Elk,2023,2024,,,183,,7.6,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::3032,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066,true,San Juan Bull Elk,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3066,EB3066,EL3066,San Juan Bull Elk,Limited Entry Bull Elk,2022,2023,,,183,,8.3,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1878,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066|CROSSWALK_CURRENT_CODE=EL3066,true,San Juan Bull Elk,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3067,EB3067,EL3067,San Juan Bull Elk,Elk,2023,2024,,,183,,7.6,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,10,,harvest_quality_features_all_years_by_hunt_code.csv::3033,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067,true,San Juan Bull Elk,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3067,EB3067,EL3067,San Juan Bull Elk,Limited Entry Bull Elk,2022,2023,,,183,,8.3,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1879,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067|CROSSWALK_CURRENT_CODE=EL3067,true,San Juan Bull Elk,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3068,EB3068,EL3068,"South Slope, Diamond Mtn",Elk,2023,2024,,,206,,7,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::3034,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068,true,Diamond Mtn,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3068,EB3068,EL3068,"South Slope, Diamond Mtn",Limited Entry Bull Elk,2022,2023,,,206,,7.7,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1880,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068|CROSSWALK_CURRENT_CODE=EL3068,true,Diamond Mtn,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3069,EB3069,EL3069,"South Slope, Diamond Mtn",Elk,2023,2024,,,206,,7,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::3035,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069,true,Diamond Mtn,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3069,EB3069,EL3069,"South Slope, Diamond Mtn",Limited Entry Bull Elk,2022,2023,,,206,,7.7,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1881,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069|CROSSWALK_CURRENT_CODE=EL3069,true,Diamond Mtn,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3072,EB3072,EL3072,Wasatch Mtns,Elk,2023,2024,,,222,,5,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::3036,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072,true,Wasatch Mtns,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3072,EB3072,EL3072,Wasatch Mtns,Limited Entry Bull Elk,2022,2023,,,222,,5.7,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1882,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072|CROSSWALK_CURRENT_CODE=EL3072,true,Wasatch Mtns,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3073,EB3073,EL3073,Wasatch Mtns,Elk,2023,2024,,,222,,5,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,10,,harvest_quality_features_all_years_by_hunt_code.csv::3037,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073,true,Wasatch Mtns,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3073,EB3073,EL3073,Wasatch Mtns,Limited Entry Bull Elk,2022,2023,,,222,,5.7,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1883,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073|CROSSWALK_CURRENT_CODE=EL3073,true,Wasatch Mtns,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3077,EB3077,EL3077,"Beaver, East",Elk,2023,2024,,,685,,9.1,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,10,,harvest_quality_features_all_years_by_hunt_code.csv::3038,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077,true,"Beaver, East",Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3077,EB3077,EL3077,"Beaver, East",Limited Entry Bull Elk,2022,2023,,,685,,8.6,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1884,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077|CROSSWALK_CURRENT_CODE=EL3077,true,"Beaver, East",Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3079,EB3079,EL3079,"Book Cliffs, Little Creek Roadless",Elk,2021,2022,,,12,,8.3,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,88,,harvest_results_all_years_long.csv::6178,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package|CROSSWALK_CURRENT_CODE=EL3079|CROSSWALK_CURRENT_CODE=EL3079|CROSSWALK_CURRENT_CODE=EL3079|CROSSWALK_CURRENT_CODE=EL3079|CROSSWALK_CURRENT_CODE=EL3079,true,"Book Cliffs, Little Creek Roadless",Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3081,EB3081,EL3081,"Cache, Meadowville",Elk,2021,2022,,,33,,7,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,88,,harvest_results_all_years_long.csv::6186,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package|CROSSWALK_CURRENT_CODE=EL3081|CROSSWALK_CURRENT_CODE=EL3081|CROSSWALK_CURRENT_CODE=EL3081|CROSSWALK_CURRENT_CODE=EL3081|CROSSWALK_CURRENT_CODE=EL3081,true,"Cache, Meadowville",Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3083,EB3083,EL3083,"Cache, South",Elk,2021,2022,,,41,,7.1,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,88,,harvest_results_all_years_long.csv::6194,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package|CROSSWALK_CURRENT_CODE=EL3083|CROSSWALK_CURRENT_CODE=EL3083|CROSSWALK_CURRENT_CODE=EL3083|CROSSWALK_CURRENT_CODE=EL3083|CROSSWALK_CURRENT_CODE=EL3083,true,"Cache, South",Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3084,EB3084,EL3084,"Central Mtns, Manti",Elk,2021,2022,,,51,,6.5,true,,,,,average_harvest_age,hunt_code_direct,21_bg_report.pdf,88,,harvest_results_all_years_long.csv::6202,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES|AGE_OVERLAY_2021:direct_or_single_value|AGE_CONFIDENCE_2021:high|AGE_SOURCE_PACKAGE_2021:average_harvest_age_2021_for_2022_species_crosswalk_package|CROSSWALK_CURRENT_CODE=EL3084|CROSSWALK_CURRENT_CODE=EL3084|CROSSWALK_CURRENT_CODE=EL3084|CROSSWALK_CURRENT_CODE=EL3084|CROSSWALK_CURRENT_CODE=EL3084,true,Manti,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3086,EB3086,EL3086,"Fillmore, Pahvant",Elk,2023,2024,,,88,,7.7,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,10,,harvest_quality_features_all_years_by_hunt_code.csv::3043,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086,true,"Fillmore, Pahvant",Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3086,EB3086,EL3086,"Fillmore, Pahvant",Limited Entry Bull Elk,2022,2023,,,88,,8.7,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1891,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086|CROSSWALK_CURRENT_CODE=EL3086,true,"Fillmore, Pahvant",Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3087,EB3087,EL3087,"La Sal, La Sal Mtns",Elk,2023,2024,,,617,,5.7,true,,,,,average_harvest_age,hunt_code_direct,2023 Hunt Success.pdf,10,,harvest_quality_features_all_years_by_hunt_code.csv::3044,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2023:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2023:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2023:big_game_2023_for_2024_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087,true,La Sal Mtns,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
EL3087,EB3087,EL3087,"La Sal, La Sal Mtns",Limited Entry Bull Elk,2022,2023,,,617,,6.5,true,,,,,average_harvest_age,hunt_code_direct,968EFF87__2022_le_oial_all.pdf,9,,harvest_quality_features_all_years_by_hunt_code.csv::1892,harvest_age_features_by_hunt_code_all_years.csv,processed_data/harvest_age_features_by_hunt_code_all_years.csv,,medium,,PASS,,true,true,true,true,AGE_OVERLAY_2022:mapped_unit_level_repeated_to_hunt_codes|AGE_CONFIDENCE_2022:needs_hunt_code_crosswalk|AGE_SOURCE_PACKAGE_2022:big_game_2022_for_2023_harvest_age_database_package|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087|CROSSWALK_CURRENT_CODE=EL3087,true,La Sal Mtns,Elk,DIRECT_DATABASE_MATCH|LATEST_OUTPUT_USES_CURRENT_HUNT_CODE
