unit,hunt_name,hunt_code,hunt_number,boundary_id,boundary_geometry_type,geometry_status,boundary_geojson_path,member_boundary_ids,merged_boundary_id
3,Ogden (Excludes Hyrum),EA1269,EA1269,924,single_kmz,mapped,processed_data/boundaries/EA1269.geojson,,
,"East Canyon, East",EA1272,EA1272,941,single_kmz,mapped,processed_data/boundaries/EA1272.geojson,,
,"North Slope, Three Corners",EA1273,EA1273,140,single_kmz,mapped,processed_data/boundaries/EA1273.geojson,,
,"Wasatch Mtns, Box Elder Peak",EA1276,EA1276,225,single_kmz,mapped,processed_data/boundaries/EA1276.geojson,,
,"North Slope, Three Corners",EA1277,EA1277,140,single_kmz,mapped,processed_data/boundaries/EA1277.geojson,,
,"Manti, Ferron-Nelson Mtn",EA1278,EA1278,938,single_kmz,mapped,processed_data/boundaries/EA1278.geojson,,
,"Manti, Ferron-Nelson Mtn",EA1279,EA1279,938,single_kmz,mapped,processed_data/boundaries/EA1279.geojson,,
,"La Sal, La Sal Mtns-North",EA1280,EA1280,879,single_kmz,mapped,processed_data/boundaries/EA1280.geojson,,
,"Mt Dutton, Deep Creek",EA1281,EA1281,438,single_kmz,mapped,processed_data/boundaries/EA1281.geojson,,
,Panguitch Lake,EA1285,EA1285,634,single_kmz,mapped,processed_data/boundaries/EA1285.geojson,,
,Monroe,EA1286,EA1286,629,single_kmz,mapped,processed_data/boundaries/EA1286.geojson,,
18,"Oquirrh-Stansbury, East",EA2036,EA2036,86,single_kmz,mapped,processed_data/boundaries/EA2036.geojson,,
9B,Vernal/Bonanza,EA1085,EA1085,614,single_kmz,mapped,processed_data/boundaries/EA1085.geojson,,
8A,"North Slope, Summit",EA1268,EA1268,138,single_kmz,mapped,processed_data/boundaries/EA1268.geojson,,
,"North Slope, Three Corners",EA1274,EA1274,140,single_kmz,mapped,processed_data/boundaries/EA1274.geojson,,
,"Ogden, North",EA1282,EA1282,939,single_kmz,mapped,processed_data/boundaries/EA1282.geojson,,
,Panguitch Lake,EA1283,EA1283,634,single_kmz,mapped,processed_data/boundaries/EA1283.geojson,,
7,Kamas,EA2033,EA2033,611,single_kmz,mapped,processed_data/boundaries/EA2033.geojson,,
11A,"Nine Mile, Anthro",EA2034,EA2034,128,single_kmz,mapped,processed_data/boundaries/EA2034.geojson,,
9A,Yellowstone,EA2037,EA2037,613,single_kmz,mapped,processed_data/boundaries/EA2037.geojson,,
17,Wasatch Mtns,EA2038,EA2038,222,single_kmz,mapped,processed_data/boundaries/EA2038.geojson,,
8B,"North Slope, West Daggett",EA1060,EA1060,142,single_kmz,mapped,processed_data/boundaries/EA1060.geojson,,
8B,"North Slope, West Daggett",EA1061,EA1061,142,single_kmz,mapped,processed_data/boundaries/EA1061.geojson,,
17,"Wasatch Mtns, West-Central",EA1189,EA1189,448,single_kmz,mapped,processed_data/boundaries/EA1189.geojson,,
9A,Yellowstone,EA1245,EA1245,613,single_kmz,mapped,processed_data/boundaries/EA1245.geojson,,
,Panguitch Lake,EA1284,EA1284,634,single_kmz,mapped,processed_data/boundaries/EA1284.geojson,,
1;10;11A;11B;12;14;15;16A;18;19;2;21;22;27;29;3;30;4;5;6;7;8A;8B;9A;9BD,Any Bull Elk Units,EB1001,EB1001,5120,merged_kmz,mapped,processed_data/boundaries/EB1001.geojson,18;107;117;129;138;142;163;276;277;301;304;672;868;902;925;947;948;188;194;69;81;94;609;611;613;614;635;636;639,
1;10;11A;11B;12;14;15;16A;18;19;2;21;22;27;29;3;30;4;5;6;7;8A;8B;9A;9BD,Any Bull Elk Units,EB1010,EB1010,5127,merged_kmz,mapped,processed_data/boundaries/EB1010.geojson,18;107;117;129;138;142;276;277;301;304;672;868;902;925;947;948;163;188;194;69;81;94;609;611;613;614;635;636;639,EB1010_MERGED_2026
,Uinta Basin Private Lands Any Bull Elk,EB1012,EB1012,931,single_kmz,mapped,processed_data/boundaries/EB1012.geojson,931,
,Draw-only Youth Any Bull/Hunters Choice Elk,EB1007,EB1007,5125,merged_kmz,mapped,processed_data/boundaries/EB1007.geojson,18;107;117;129;143;163;276;277;301;304;672;868;902;925;947;948;188;194;69;81;94;609;611;613;614;635;636;639,EB1007_MERGED_2026
1;10;11A;11B;12;14;15;16A;18;19;2;21;22;27;29;3;30;4;5;6;7;8A;8B;9A;9BD,Any Bull Elk Units,EB1002,EB1002,5121,merged_kmz,mapped,processed_data/boundaries/EB1002.geojson,18;107;117;129;138;142;163;276;277;301;304;672;868;902;925;947;948;188;194;69;81;94;609;611;613;614;635;636;639,EB1002_MERGED_2026
,Archery Hunters Choice Elk,EB1005,EB1005,5124,merged_kmz,mapped,processed_data/boundaries/EB1005.geojson,12;18;33;51;107;108;117;129;138;142;241;276;277;301;302;303;304;617;625;629;672;685;867;868;899;901;902;925;947;948;175;183;188;194;206;222;69;81;88;94;609;611;613;614;630;634;635;636;639;455;742;751,EB1005_MERGED_2026
1;10;12;13A;13B;14;16A;16B;17;19;2;20;21;22;23;24;25AB;25C/26;28;9C,Spike Only Units,EB1003,EB1003,5122,merged_kmz,mapped,processed_data/boundaries/EB1003.geojson,12;33;51;108;302;303;617;625;629;685;867;899;901;175;183;206;222;241;88;630;634;455;742;751,EB1003_MERGED_2026
,Spike Only Elk Units - Multiseason,EB1009,EB1009,5126,merged_kmz,mapped,processed_data/boundaries/EB1009.geojson,12;33;51;108;241;302;303;617;625;629;685;867;899;901;175;183;206;222;88;630;634;455;742;751,EB1009_MERGED_2026
1;10;12;13A;13B;14;16A;16B;17;19;2;20;21;22;23;24;25AB;25C/26;28;9C,Spike Only Units,EB1004,EB1004,5123,merged_kmz,mapped,processed_data/boundaries/EB1004.geojson,12;33;51;108;241;302;303;617;625;629;685;867;899;901;175;183;206;222;88;630;634;455;742;751,EB1004_MERGED_2026
,Youth General Season Bull Elk,EB1011,EB1011,5128,merged_kmz,mapped,processed_data/boundaries/EB1011.geojson,12;18;33;51;107;108;117;129;138;142;241;276;277;301;302;303;304;617;625;629;672;685;867;868;899;901;902;925;947;948;163;175;183;188;194;206;222;69;81;88;94;609;611;613;614;630;634;635;636;639;455;742;751,EB1011_MERGED_2026
22B,Beaver East,EB3024,EB3024,685,single_kmz,mapped,processed_data/boundaries/EB3024.geojson,,
22B,Beaver East,EB3025,EB3025,685,single_kmz,mapped,processed_data/boundaries/EB3025.geojson,,
10C,Book Cliffs Little Creek Roadless,EB3028,EB3028,12,single_kmz,mapped,processed_data/boundaries/EB3028.geojson,,
1C,Box Elder Pilot Mtn,EB3031,EB3031,682,single_kmz,mapped,processed_data/boundaries/EB3031.geojson,,
2C,Cache Meadowville,EB3032,EB3032,33,single_kmz,mapped,processed_data/boundaries/EB3032.geojson,,
2C,Cache Meadowville,EB3033,EB3033,33,single_kmz,mapped,processed_data/boundaries/EB3033.geojson,,
2B,Cache South,EB3036,EB3036,41,single_kmz,mapped,processed_data/boundaries/EB3036.geojson,,
2B,Cache South,EB3037,EB3037,41,single_kmz,mapped,processed_data/boundaries/EB3037.geojson,,
16B,Manti,EB3038,EB3038,51,single_kmz,mapped,processed_data/boundaries/EB3038.geojson,,
16B,Manti,EB3039,EB3039,51,single_kmz,mapped,processed_data/boundaries/EB3039.geojson,,
21B,Fillmore Pahvant,EB3042,EB3042,88,single_kmz,mapped,processed_data/boundaries/EB3042.geojson,,
21B,Fillmore Pahvant,EB3043,EB3043,88,single_kmz,mapped,processed_data/boundaries/EB3043.geojson,,
13B,Dolores Triangle,EB3044,EB3044,108,single_kmz,mapped,processed_data/boundaries/EB3044.geojson,,
13A,La Sal Mtns,EB3045,EB3045,617,single_kmz,mapped,processed_data/boundaries/EB3045.geojson,,
13A,La Sal Mtns,EB3046,EB3046,617,single_kmz,mapped,processed_data/boundaries/EB3046.geojson,,
23,Monroe,EB3047,EB3047,629,single_kmz,mapped,processed_data/boundaries/EB3047.geojson,,
23,Monroe,EB3048,EB3048,629,single_kmz,mapped,processed_data/boundaries/EB3048.geojson,,
24,Mt Dutton,EB3049,EB3049,630,single_kmz,mapped,processed_data/boundaries/EB3049.geojson,,
24,Mt Dutton,EB3050,EB3050,630,single_kmz,mapped,processed_data/boundaries/EB3050.geojson,,
8C,North Slope Three Corners,EB3053,EB3053,140,single_kmz,mapped,processed_data/boundaries/EB3053.geojson,,
28,Panguitch Lake,EB3056,EB3056,634,single_kmz,mapped,processed_data/boundaries/EB3056.geojson,,
28,Panguitch Lake,EB3057,EB3057,634,single_kmz,mapped,processed_data/boundaries/EB3057.geojson,,
25AB,Fishlake/Thousand Lakes,EB3063,EB3063,175,single_kmz,mapped,processed_data/boundaries/EB3063.geojson,,
25AB,Fishlake/Thousand Lakes,EB3064,EB3064,175,single_kmz,mapped,processed_data/boundaries/EB3064.geojson,,
25AB,Fishlake/Thousand Lakes,EB3065,EB3065,175,single_kmz,mapped,processed_data/boundaries/EB3065.geojson,,
14A,San Juan Bull Elk,EB3066,EB3066,183,single_kmz,mapped,processed_data/boundaries/EB3066.geojson,,
14A,San Juan Bull Elk,EB3067,EB3067,183,single_kmz,mapped,processed_data/boundaries/EB3067.geojson,,
9C,Diamond Mtn,EB3068,EB3068,206,single_kmz,mapped,processed_data/boundaries/EB3068.geojson,,
9C,Diamond Mtn,EB3069,EB3069,206,single_kmz,mapped,processed_data/boundaries/EB3069.geojson,,
17,Wasatch Mtns,EB3072,EB3072,222,single_kmz,mapped,processed_data/boundaries/EB3072.geojson,,
17,Wasatch Mtns,EB3073,EB3073,222,single_kmz,mapped,processed_data/boundaries/EB3073.geojson,,
16B,Manti,EB3126,EB3126,51,single_kmz,mapped,processed_data/boundaries/EB3126.geojson,,
17,Wasatch Mtns,EB3127,EB3127,222,single_kmz,mapped,processed_data/boundaries/EB3127.geojson,,
1A,Box Elder Grouse Creek,EB3147,EB3147,867,single_kmz,mapped,processed_data/boundaries/EB3147.geojson,,
25C,Boulder,EB3148,EB3148,172,single_kmz,mapped,processed_data/boundaries/EB3148.geojson,,
20B,Southwest Desert South,EB3149,EB3149,872,single_kmz,mapped,processed_data/boundaries/EB3149.geojson,,
1A,Box Elder Grouse Creek,EB3150,EB3150,867,single_kmz,mapped,processed_data/boundaries/EB3150.geojson,,
25C,Boulder,EB3151,EB3151,172,single_kmz,mapped,processed_data/boundaries/EB3151.geojson,,
20B,Southwest Desert South,EB3152,EB3152,872,single_kmz,mapped,processed_data/boundaries/EB3152.geojson,,
22B,Beaver East,EB3159,EB3159,685,single_kmz,mapped,processed_data/boundaries/EB3159.geojson,,
10AB,Book Cliffs Bitter Creek/East,EB3162,EB3162,899,single_kmz,mapped,processed_data/boundaries/EB3162.geojson,,
10AB,Book Cliffs Bitter Creek/East,EB3163,EB3163,899,single_kmz,mapped,processed_data/boundaries/EB3163.geojson,,
10AB,Book Cliffs Bitter Creek/East,EB3164,EB3164,899,single_kmz,mapped,processed_data/boundaries/EB3164.geojson,,
10C,Book Cliffs Little Creek Roadless,EB3167,EB3167,12,single_kmz,mapped,processed_data/boundaries/EB3167.geojson,,
2C,Cache Meadowville,EB3169,EB3169,33,single_kmz,mapped,processed_data/boundaries/EB3169.geojson,,
2B,Cache South,EB3171,EB3171,41,single_kmz,mapped,processed_data/boundaries/EB3171.geojson,,
16A,Nebo/San Pitch Mtns,EB3175,EB3175,901,single_kmz,mapped,processed_data/boundaries/EB3175.geojson,,
16A,Nebo/San Pitch Mtns,EB3176,EB3176,901,single_kmz,mapped,processed_data/boundaries/EB3176.geojson,,
16A,Nebo/San Pitch Mtns,EB3177,EB3177,901,single_kmz,mapped,processed_data/boundaries/EB3177.geojson,,
21B,Fillmore Pahvant,EB3181,EB3181,88,single_kmz,mapped,processed_data/boundaries/EB3181.geojson,,
13A,La Sal Mtns,EB3183,EB3183,617,single_kmz,mapped,processed_data/boundaries/EB3183.geojson,,
23,Monroe,EB3185,EB3185,629,single_kmz,mapped,processed_data/boundaries/EB3185.geojson,,
24,Mt Dutton,EB3187,EB3187,630,single_kmz,mapped,processed_data/boundaries/EB3187.geojson,,
28,Panguitch Lake,EB3189,EB3189,634,single_kmz,mapped,processed_data/boundaries/EB3189.geojson,,
25C,Boulder,EB3191,EB3191,172,single_kmz,mapped,processed_data/boundaries/EB3191.geojson,,
14A,San Juan Bull Elk,EB3194,EB3194,183,single_kmz,mapped,processed_data/boundaries/EB3194.geojson,,
9C,Diamond Mtn,EB3196,EB3196,206,single_kmz,mapped,processed_data/boundaries/EB3196.geojson,,
20B,Southwest Desert South,EB3198,EB3198,872,single_kmz,mapped,processed_data/boundaries/EB3198.geojson,,
,Morgan-South Rich,EB3208,EB3208,117,single_kmz,mapped,processed_data/boundaries/EB3208.geojson,,
8C,North Slope Three Corners,EB3210,EB3210,140,single_kmz,mapped,processed_data/boundaries/EB3210.geojson,,
22B,Beaver East,EB3000,EB3000,685,single_kmz,mapped,processed_data/boundaries/EB3000.geojson,,
10C,Book Cliffs Little Creek Roadless,EB3002,EB3002,12,single_kmz,mapped,processed_data/boundaries/EB3002.geojson,,
2C,Cache Meadowville,EB3003,EB3003,33,single_kmz,mapped,processed_data/boundaries/EB3003.geojson,,
2B,Cache South,EB3005,EB3005,41,single_kmz,mapped,processed_data/boundaries/EB3005.geojson,,
16B,Manti,EB3006,EB3006,51,single_kmz,mapped,processed_data/boundaries/EB3006.geojson,,
21B,Fillmore Pahvant,EB3008,EB3008,88,single_kmz,mapped,processed_data/boundaries/EB3008.geojson,,
13A,La Sal Mtns,EB3009,EB3009,617,single_kmz,mapped,processed_data/boundaries/EB3009.geojson,,
23,Monroe,EB3010,EB3010,629,single_kmz,mapped,processed_data/boundaries/EB3010.geojson,,
24,Mt Dutton,EB3011,EB3011,630,single_kmz,mapped,processed_data/boundaries/EB3011.geojson,,
8C,North Slope Three Corners,EB3013,EB3013,140,single_kmz,mapped,processed_data/boundaries/EB3013.geojson,,
28,Panguitch Lake,EB3015,EB3015,634,single_kmz,mapped,processed_data/boundaries/EB3015.geojson,,
25AB,Fishlake/Thousand Lakes,EB3018,EB3018,175,single_kmz,mapped,processed_data/boundaries/EB3018.geojson,,
14A,San Juan Bull Elk,EB3019,EB3019,183,single_kmz,mapped,processed_data/boundaries/EB3019.geojson,,
9C,Diamond Mtn,EB3020,EB3020,206,single_kmz,mapped,processed_data/boundaries/EB3020.geojson,,
17,Wasatch Mtns,EB3022,EB3022,222,single_kmz,mapped,processed_data/boundaries/EB3022.geojson,,
1C,Box Elder Pilot Mtn,EB3130,EB3130,682,single_kmz,mapped,processed_data/boundaries/EB3130.geojson,,
2A,Cache North,EB3132,EB3132,36,single_kmz,mapped,processed_data/boundaries/EB3132.geojson,,
25C/26,Barney Top/Kaiparowits,EB3135,EB3135,869,single_kmz,mapped,processed_data/boundaries/EB3135.geojson,,
20A,Southwest Desert North,EB3136,EB3136,871,single_kmz,mapped,processed_data/boundaries/EB3136.geojson,,
19A,West Desert Deep Creek,EB3137,EB3137,241,single_kmz,mapped,processed_data/boundaries/EB3137.geojson,,
2A,Cache North,EB3139,EB3139,36,single_kmz,mapped,processed_data/boundaries/EB3139.geojson,,
25C/26,Barney Top/Kaiparowits,EB3142,EB3142,869,single_kmz,mapped,processed_data/boundaries/EB3142.geojson,,
20A,Southwest Desert North,EB3143,EB3143,871,single_kmz,mapped,processed_data/boundaries/EB3143.geojson,,
19A,West Desert Deep Creek,EB3144,EB3144,241,single_kmz,mapped,processed_data/boundaries/EB3144.geojson,,
25C,Boulder,EB3145,EB3145,172,single_kmz,mapped,processed_data/boundaries/EB3145.geojson,,
20B,Southwest Desert South,EB3146,EB3146,872,single_kmz,mapped,processed_data/boundaries/EB3146.geojson,,
22B,Beaver East,EB3158,EB3158,685,single_kmz,mapped,processed_data/boundaries/EB3158.geojson,,
10AB,Book Cliffs Bitter Creek/East,EB3160,EB3160,899,single_kmz,mapped,processed_data/boundaries/EB3160.geojson,,
10AB,Book Cliffs Bitter Creek/East,EB3161,EB3161,899,single_kmz,mapped,processed_data/boundaries/EB3161.geojson,,
2C,Cache Meadowville,EB3168,EB3168,33,single_kmz,mapped,processed_data/boundaries/EB3168.geojson,,
2B,Cache South,EB3170,EB3170,41,single_kmz,mapped,processed_data/boundaries/EB3170.geojson,,
16B,Manti,EB3172,EB3172,51,single_kmz,mapped,processed_data/boundaries/EB3172.geojson,,
16A,Nebo/San Pitch Mtns,EB3173,EB3173,901,single_kmz,mapped,processed_data/boundaries/EB3173.geojson,,
16A,Nebo/San Pitch Mtns,EB3174,EB3174,901,single_kmz,mapped,processed_data/boundaries/EB3174.geojson,,
21B,Fillmore Pahvant,EB3180,EB3180,88,single_kmz,mapped,processed_data/boundaries/EB3180.geojson,,
13A,La Sal Mtns,EB3182,EB3182,617,single_kmz,mapped,processed_data/boundaries/EB3182.geojson,,
23,Monroe,EB3184,EB3184,629,single_kmz,mapped,processed_data/boundaries/EB3184.geojson,,
24,Mt Dutton,EB3186,EB3186,630,single_kmz,mapped,processed_data/boundaries/EB3186.geojson,,
28,Panguitch Lake,EB3188,EB3188,634,single_kmz,mapped,processed_data/boundaries/EB3188.geojson,,
25C,Boulder,EB3190,EB3190,172,single_kmz,mapped,processed_data/boundaries/EB3190.geojson,,
25AB,Fishlake/Thousand Lakes,EB3192,EB3192,175,single_kmz,mapped,processed_data/boundaries/EB3192.geojson,,
14A,San Juan Bull Elk,EB3193,EB3193,183,single_kmz,mapped,processed_data/boundaries/EB3193.geojson,,
9C,Diamond Mtn,EB3195,EB3195,206,single_kmz,mapped,processed_data/boundaries/EB3195.geojson,,
20B,Southwest Desert South,EB3197,EB3197,872,single_kmz,mapped,processed_data/boundaries/EB3197.geojson,,
17,Wasatch Mtns,EB3199,EB3199,222,single_kmz,mapped,processed_data/boundaries/EB3199.geojson,,
,East Canyon,EB3205,EB3205,276,single_kmz,mapped,processed_data/boundaries/EB3205.geojson,,
22B,Beaver East,EB3102,EB3102,685,single_kmz,mapped,processed_data/boundaries/EB3102.geojson,,
10C,Book Cliffs Little Creek Roadless,EB3104,EB3104,12,single_kmz,mapped,processed_data/boundaries/EB3104.geojson,,
2C,Cache Meadowville,EB3105,EB3105,33,single_kmz,mapped,processed_data/boundaries/EB3105.geojson,,
2B,Cache South,EB3107,EB3107,41,single_kmz,mapped,processed_data/boundaries/EB3107.geojson,,
16B,Manti,EB3108,EB3108,51,single_kmz,mapped,processed_data/boundaries/EB3108.geojson,,
21B,Fillmore Pahvant,EB3110,EB3110,88,single_kmz,mapped,processed_data/boundaries/EB3110.geojson,,
13A,La Sal Mtns,EB3111,EB3111,617,single_kmz,mapped,processed_data/boundaries/EB3111.geojson,,
23,Monroe,EB3112,EB3112,629,single_kmz,mapped,processed_data/boundaries/EB3112.geojson,,
24,Mt Dutton,EB3113,EB3113,630,single_kmz,mapped,processed_data/boundaries/EB3113.geojson,,
8C,North Slope Three Corners,EB3115,EB3115,140,single_kmz,mapped,processed_data/boundaries/EB3115.geojson,,
28,Panguitch Lake,EB3117,EB3117,634,single_kmz,mapped,processed_data/boundaries/EB3117.geojson,,
25AB,Fishlake/Thousand Lakes,EB3120,EB3120,175,single_kmz,mapped,processed_data/boundaries/EB3120.geojson,,
14A,San Juan Bull Elk,EB3121,EB3121,183,single_kmz,mapped,processed_data/boundaries/EB3121.geojson,,
9C,Diamond Mtn,EB3122,EB3122,206,single_kmz,mapped,processed_data/boundaries/EB3122.geojson,,
17,Wasatch Mtns,EB3124,EB3124,222,single_kmz,mapped,processed_data/boundaries/EB3124.geojson,,
25C,Boulder,EB3156,EB3156,172,single_kmz,mapped,processed_data/boundaries/EB3156.geojson,,
20B,Southwest Desert South,EB3157,EB3157,872,single_kmz,mapped,processed_data/boundaries/EB3157.geojson,,
10AB,Book Cliffs Bitter Creek/East,EB3165,EB3165,899,single_kmz,mapped,processed_data/boundaries/EB3165.geojson,,
16A,Nebo/San Pitch Mtns,EB3178,EB3178,901,single_kmz,mapped,processed_data/boundaries/EB3178.geojson,,
22B,Beaver East,EB3077,EB3077,685,single_kmz,mapped,processed_data/boundaries/EB3077.geojson,,
10C,Book Cliffs Little Creek Roadless,EB3079,EB3079,12,single_kmz,mapped,processed_data/boundaries/EB3079.geojson,,
2C,Cache Meadowville,EB3081,EB3081,33,single_kmz,mapped,processed_data/boundaries/EB3081.geojson,,
2B,Cache South,EB3083,EB3083,41,single_kmz,mapped,processed_data/boundaries/EB3083.geojson,,
16B,Manti,EB3084,EB3084,51,single_kmz,mapped,processed_data/boundaries/EB3084.geojson,,
21B,Fillmore Pahvant,EB3086,EB3086,88,single_kmz,mapped,processed_data/boundaries/EB3086.geojson,,
13A,La Sal Mtns,EB3087,EB3087,617,single_kmz,mapped,processed_data/boundaries/EB3087.geojson,,
23,Monroe,EB3088,EB3088,629,single_kmz,mapped,processed_data/boundaries/EB3088.geojson,,
24,Mt Dutton,EB3089,EB3089,630,single_kmz,mapped,processed_data/boundaries/EB3089.geojson,,
8C,North Slope Three Corners,EB3091,EB3091,140,single_kmz,mapped,processed_data/boundaries/EB3091.geojson,,
28,Panguitch Lake,EB3093,EB3093,634,single_kmz,mapped,processed_data/boundaries/EB3093.geojson,,
25AB,Fishlake/Thousand Lakes,EB3096,EB3096,175,single_kmz,mapped,processed_data/boundaries/EB3096.geojson,,
14A,San Juan Bull Elk,EB3097,EB3097,183,single_kmz,mapped,processed_data/boundaries/EB3097.geojson,,
9C,Diamond Mtn,EB3098,EB3098,206,single_kmz,mapped,processed_data/boundaries/EB3098.geojson,,
17,Wasatch Mtns,EB3100,EB3100,222,single_kmz,mapped,processed_data/boundaries/EB3100.geojson,,
1A,Box Elder Grouse Creek,EB3153,EB3153,867,single_kmz,mapped,processed_data/boundaries/EB3153.geojson,,
25C,Boulder,EB3154,EB3154,172,single_kmz,mapped,processed_data/boundaries/EB3154.geojson,,
20B,Southwest Desert South,EB3155,EB3155,872,single_kmz,mapped,processed_data/boundaries/EB3155.geojson,,
10AB,Book Cliffs Bitter Creek/East,EB3166,EB3166,899,single_kmz,mapped,processed_data/boundaries/EB3166.geojson,,
16A,Nebo/San Pitch Mtns,EB3179,EB3179,901,single_kmz,mapped,processed_data/boundaries/EB3179.geojson,,
,Beaver East,EL3024,EL3024,685,single_kmz,mapped,processed_data/boundaries/EL3024.geojson,,
,Beaver East,EL3025,EL3025,685,single_kmz,mapped,processed_data/boundaries/EL3025.geojson,,
,Book Cliffs Little Creek Roadless,EL3028,EL3028,12,single_kmz,mapped,processed_data/boundaries/EL3028.geojson,,
,Box Elder Pilot Mtn,EL3031,EL3031,682,single_kmz,mapped,processed_data/boundaries/EL3031.geojson,,
,Cache Meadowville,EL3032,EL3032,33,single_kmz,mapped,processed_data/boundaries/EL3032.geojson,,
,Cache Meadowville,EL3033,EL3033,33,single_kmz,mapped,processed_data/boundaries/EL3033.geojson,,
,Cache South,EL3036,EL3036,41,single_kmz,mapped,processed_data/boundaries/EL3036.geojson,,
,Cache South,EL3037,EL3037,41,single_kmz,mapped,processed_data/boundaries/EL3037.geojson,,
,Manti,EL3038,EL3038,51,single_kmz,mapped,processed_data/boundaries/EL3038.geojson,,
,Manti,EL3039,EL3039,51,single_kmz,mapped,processed_data/boundaries/EL3039.geojson,,
,Fillmore Pahvant,EL3042,EL3042,88,single_kmz,mapped,processed_data/boundaries/EL3042.geojson,,
,Fillmore Pahvant,EL3043,EL3043,88,single_kmz,mapped,processed_data/boundaries/EL3043.geojson,,
,La Sal Dolores Triangle,EL3044,EL3044,108,single_kmz,mapped,processed_data/boundaries/EL3044.geojson,,
,La Sal La Sal Mtns,EL3045,EL3045,617,single_kmz,mapped,processed_data/boundaries/EL3045.geojson,,
,La Sal La Sal Mtns,EL3046,EL3046,617,single_kmz,mapped,processed_data/boundaries/EL3046.geojson,,
,Monroe,EL3047,EL3047,629,single_kmz,mapped,processed_data/boundaries/EL3047.geojson,,
,Monroe,EL3048,EL3048,629,single_kmz,mapped,processed_data/boundaries/EL3048.geojson,,
,Mt Dutton,EL3049,EL3049,630,single_kmz,mapped,processed_data/boundaries/EL3049.geojson,,
,Mt Dutton,EL3050,EL3050,630,single_kmz,mapped,processed_data/boundaries/EL3050.geojson,,
,North Slope Three Corners,EL3053,EL3053,140,single_kmz,mapped,processed_data/boundaries/EL3053.geojson,,
,Panguitch Lake,EL3056,EL3056,634,single_kmz,mapped,processed_data/boundaries/EL3056.geojson,,
,Panguitch Lake,EL3057,EL3057,634,single_kmz,mapped,processed_data/boundaries/EL3057.geojson,,
,Fishlake/Thousand Lakes,EL3063,EL3063,175,single_kmz,mapped,processed_data/boundaries/EL3063.geojson,,
,Fishlake/Thousand Lakes,EL3064,EL3064,175,single_kmz,mapped,processed_data/boundaries/EL3064.geojson,,
,Fishlake/Thousand Lakes,EL3065,EL3065,175,single_kmz,mapped,processed_data/boundaries/EL3065.geojson,,
,San Juan Bull Elk,EL3066,EL3066,183,single_kmz,mapped,processed_data/boundaries/EL3066.geojson,,
,San Juan Bull Elk,EL3067,EL3067,183,single_kmz,mapped,processed_data/boundaries/EL3067.geojson,,
,Diamond Mtn,EL3068,EL3068,206,single_kmz,mapped,processed_data/boundaries/EL3068.geojson,,
,Diamond Mtn,EL3069,EL3069,206,single_kmz,mapped,processed_data/boundaries/EL3069.geojson,,
,Wasatch Mtns,EL3072,EL3072,222,single_kmz,mapped,processed_data/boundaries/EL3072.geojson,,
,Wasatch Mtns,EL3073,EL3073,222,single_kmz,mapped,processed_data/boundaries/EL3073.geojson,,
,Manti,EL3126,EL3126,51,single_kmz,mapped,processed_data/boundaries/EL3126.geojson,,
,Wasatch Mtns,EL3127,EL3127,222,single_kmz,mapped,processed_data/boundaries/EL3127.geojson,,
,Box Elder Grouse Creek,EL3147,EL3147,867,single_kmz,mapped,processed_data/boundaries/EL3147.geojson,,
,Boulder,EL3148,EL3148,172,single_kmz,mapped,processed_data/boundaries/EL3148.geojson,,
,Southwest Desert South,EL3149,EL3149,872,single_kmz,mapped,processed_data/boundaries/EL3149.geojson,,
,Box Elder Grouse Creek,EL3150,EL3150,867,single_kmz,mapped,processed_data/boundaries/EL3150.geojson,,
,Boulder,EL3151,EL3151,172,single_kmz,mapped,processed_data/boundaries/EL3151.geojson,,
,Southwest Desert South,EL3152,EL3152,872,single_kmz,mapped,processed_data/boundaries/EL3152.geojson,,
,Beaver East,EL3159,EL3159,685,single_kmz,mapped,processed_data/boundaries/EL3159.geojson,,
,Book Cliffs Bitter Creek/East,EL3162,EL3162,899,single_kmz,mapped,processed_data/boundaries/EL3162.geojson,,
,Book Cliffs Bitter Creek/East,EL3163,EL3163,899,single_kmz,mapped,processed_data/boundaries/EL3163.geojson,,
,Book Cliffs Bitter Creek/East,EL3164,EL3164,899,single_kmz,mapped,processed_data/boundaries/EL3164.geojson,,
,Book Cliffs Little Creek Roadless,EL3167,EL3167,12,single_kmz,mapped,processed_data/boundaries/EL3167.geojson,,
,Cache Meadowville,EL3169,EL3169,33,single_kmz,mapped,processed_data/boundaries/EL3169.geojson,,
,Cache South,EL3171,EL3171,41,single_kmz,mapped,processed_data/boundaries/EL3171.geojson,,
,Nebo/San Pitch Mtns,EL3175,EL3175,901,single_kmz,mapped,processed_data/boundaries/EL3175.geojson,,
,Nebo/San Pitch Mtns,EL3176,EL3176,901,single_kmz,mapped,processed_data/boundaries/EL3176.geojson,,
,Nebo/San Pitch Mtns,EL3177,EL3177,901,single_kmz,mapped,processed_data/boundaries/EL3177.geojson,,
,Fillmore Pahvant,EL3181,EL3181,88,single_kmz,mapped,processed_data/boundaries/EL3181.geojson,,
,La Sal La Sal Mtns,EL3183,EL3183,617,single_kmz,mapped,processed_data/boundaries/EL3183.geojson,,
,Monroe,EL3185,EL3185,629,single_kmz,mapped,processed_data/boundaries/EL3185.geojson,,
