family,hunt_code,residency,hunt_name,weapon,season_dates_2026,permits_2025_total,permits_2026_total,permit_delta_total,significance,reference_match,master_match,ladder_match,draw_reality_match,repo_public_permits_2026,repo_permits_2026_total,source_document,source_note
antlerless_deer,DA1051,Resident,Beaver City,Archery,Aug 01 2026 - Sept 04 2026,,10,10,MINOR,TRUE,TRUE,TRUE,TRUE,10,10,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026; 2025 permit value was shown as dashes and normalized to zero for audit use.
antlerless_deer,DA1051,Nonresident,Beaver City,Archery,Aug 01 2026 - Sept 04 2026,,10,10,MINOR,TRUE,TRUE,TRUE,TRUE,10,10,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026; 2025 permit value was shown as dashes and normalized to zero for audit use.
antlerless_deer,DA1001,Resident,"Box Elder, West Bear River","Archery, Muzzleloader, Shotgun",Aug 18 2026 - Aug 30 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,30,30,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1001,Nonresident,"Box Elder, West Bear River","Archery, Muzzleloader, Shotgun",Aug 18 2026 - Aug 30 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,30,30,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1002,Resident,"Box Elder, West Bear River","Archery, Muzzleloader, Shotgun",Nov 24 2026 - Nov 29 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,30,30,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1002,Nonresident,"Box Elder, West Bear River","Archery, Muzzleloader, Shotgun",Nov 24 2026 - Nov 29 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,30,30,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1027,Resident,"East Canyon, Davis-North Salt Lake",Any Legal Weapon,Aug 01 2026 - Sept 15 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,30,30,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1027,Nonresident,"East Canyon, Davis-North Salt Lake",Any Legal Weapon,Aug 01 2026 - Sept 15 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,30,30,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1048,Resident,Fillmore City,Archery,Aug 01 2026 - Sept 04 2026,15,15,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,15,15,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1048,Nonresident,Fillmore City,Archery,Aug 01 2026 - Sept 04 2026,15,15,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,15,15,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1045,Resident,"Fillmore, Oak City",Archery,Aug 01 2026 - Sept 04 2026,20,20,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,20,20,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1045,Nonresident,"Fillmore, Oak City",Archery,Aug 01 2026 - Sept 04 2026,20,20,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,20,20,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
antlerless_deer,DA1003,Resident,"Monroe/Plateau, Sevier Valley","Archery, Muzzleloader, Shotgun",Sept 01 2026 - Sept 30 2026,15,15,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,15,15,2026-05-user-verified-table,User-provided antlerless deer comparison table for 2025 to 2026.
