hunt_code,boundary_id,member_boundary_ids,source_boundary_ids,boundary_source_authority,boundary_source_file,merged_boundary_id,boundary_geometry_type,geometry_status,boundary_geojson_path,boundary_kmz_path,boundary_kml_path,dwr_boundary_link,member_boundary_count
DB1568,611,,611,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1568.geojson,,,,0
DB1569,617,,617,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1569.geojson,,,,0
DB1570,629,,629,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1570.geojson,,,,0
DB1571,630,,630,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1571.geojson,,,,0
DB1572,615,,615,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1572.geojson,,,,0
DB1573,612,,612,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1573.geojson,,,,0
DB1574,609,,609,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1574.geojson,,,,0
DB1576,634,,634,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1576.geojson,,,,0
DB1577,636,,636,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1577.geojson,,,,0
DB1579,633,,633,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1579.geojson,,,,0
DB1581,618,,618,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1581.geojson,,,,0
DB1582,614,,614,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1582.geojson,,,,0
DB1583,613,,613,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1583.geojson,,,,0
DB1584,625,,625,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1584.geojson,,,,0
DB1585,621,,621,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1585.geojson,,,,0
DB1586,620,,620,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1586.geojson,,,,0
DB1589,635,,635,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1589.geojson,,,,0
DB1591,804,,804,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1591.geojson,,,,0
DB1592,611,,611,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1592.geojson,,,,0
DB1593,615,,615,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1593.geojson,,,,0
DB1594,634,,634,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1594.geojson,,,,0
DB1595,636,,636,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1595.geojson,,,,0
DB1596,633,,633,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1596.geojson,,,,0
DB1597,635,,635,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1597.geojson,,,,0
DB1598,612,,612,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1598.geojson,,,,0
DB1599,69,,69,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1599.geojson,,,,0
DB1600,69,,69,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1600.geojson,,,,0
DB1601,69,,69,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1601.geojson,,,,0
DB1602,69,,69,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1602.geojson,,,,0
DB1603,276,,276,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1603.geojson,,,,0
DB1604,276,,276,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1604.geojson,,,,0
DB1605,276,,276,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1605.geojson,,,,0
DB1606,276,,276,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1606.geojson,,,,0
DB1607,117,,117,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1607.geojson,,,,0
DB1608,117,,117,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1608.geojson,,,,0
DB1609,117,,117,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1609.geojson,,,,0
DB1610,117,,117,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1610.geojson,,,,0
DB1611,685,,685,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1611.geojson,,,,0
DB1612,685,,685,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1612.geojson,,,,0
DB1613,685,,685,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1613.geojson,,,,0
DB1614,672,,672,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1614.geojson,,,,0
DB1615,672,,672,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1615.geojson,,,,0
DB1616,672,,672,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1616.geojson,,,,0
DB1617,926,,926,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1617.geojson,,,,0
DB1618,926,,926,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1618.geojson,,,,0
DB1619,926,,926,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1619.geojson,,,,0
DB1620,927,,927,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1620.geojson,,,,0
DB1621,927,,927,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1621.geojson,,,,0
DB1622,927,,927,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1622.geojson,,,,0
DB1623,925,,925,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1623.geojson,,,,0
DB1624,925,,925,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1624.geojson,,,,0
DB1625,925,,925,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1625.geojson,,,,0
DB1627,29,,29,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1627.geojson,,,,0
DB1628,29,,29,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1628.geojson,,,,0
DB1629,455,,455,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1629.geojson,,,,0
DB1630,455,,455,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1630.geojson,,,,0
DB1631,607,,607,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1631.geojson,,,,0
DB1770,607,,607,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1770.geojson,,,,0
DB1771,29,,29,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1771.geojson,,,,0
DB1772,619,,619,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1772.geojson,,,,0
DB1773,616,,616,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1773.geojson,,,,0
DB1775,804,,804,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1775.geojson,,,,0
DB1777,611,,611,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1777.geojson,,,,0
DB1778,617,,617,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1778.geojson,,,,0
DB1779,629,,629,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1779.geojson,,,,0
DB1780,630,,630,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1780.geojson,,,,0
DB1781,615,,615,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1781.geojson,,,,0
DB1782,612,,612,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1782.geojson,,,,0
DB1783,609,,609,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1783.geojson,,,,0
DB1785,634,,634,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1785.geojson,,,,0
DB1786,636,,636,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1786.geojson,,,,0
DB1787,455,,455,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1787.geojson,,,,0
DB1788,633,,633,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1788.geojson,,,,0
DB1790,618,,618,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1790.geojson,,,,0
DB1791,614,,614,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1791.geojson,,,,0
DB1792,613,,613,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1792.geojson,,,,0
DB1793,625,,625,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1793.geojson,,,,0
DB1794,621,,621,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1794.geojson,,,,0
DB1795,620,,620,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1795.geojson,,,,0
DB1798,635,,635,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1798.geojson,,,,0
DB1799,69,,69,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1799.geojson,,,,0
DB1800,276,,276,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1800.geojson,,,,0
DB1801,117,,117,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1801.geojson,,,,0
DB1802,685,,685,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1802.geojson,,,,0
DB1803,672,,672,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1803.geojson,,,,0
DB1804,925,,925,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1804.geojson,,,,0
DB1805,927,,927,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1805.geojson,,,,0
DB1806,926,,926,Utah DWR,hunt_boundaries.geojson,,single_kmz,mapped,processed_data/boundaries/DB1806.geojson,,,,0
DS1000,5110,688;187;190;193;194;94;98;99;100;635;636;756,688;187;190;193;194;94;98;99;100;635;636;756,Utah DWR,bighorn_sheep_hunt_table_official.json,,merged_kmz,mapped,processed_data/boundaries/DS1000.geojson,,,,12
DS1002,98,,98,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS1002.geojson,,,,0
DS1003,5141,933;934,933;934,Utah DWR,bighorn_sheep_hunt_table_official.json,,merged_kmz,mapped,processed_data/boundaries/DS1003.geojson,,,,2
DS1004,193,,193,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS1004.geojson,,,,0
DS1006,100,,100,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS1006.geojson,,,,0
DS1007,195,,195,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS1007.geojson,,,,0
DS6600,94,,94,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6600.geojson,,,,0
DS6601,98,,98,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6601.geojson,,,,0
DS6603,100,,100,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6603.geojson,,,,0
DS6604,688,,688,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6604.geojson,,,,0
DS6605,305,,305,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6605.geojson,,,,0
DS6606,187,,187,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6606.geojson,,,,0
DS6607,190,,190,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6607.geojson,,,,0
DS6608,193,,193,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6608.geojson,,,,0
DS6609,194,,194,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6609.geojson,,,,0
DS6610,195,,195,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6610.geojson,,,,0
DS6611,635,,635,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6611.geojson,,,,0
DS6620,306,,306,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6620.geojson,,,,0
DS6621,305,,305,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6621.geojson,,,,0
DS6622,308,,308,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6622.geojson,,,,0
DS6623,309,,309,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6623.geojson,,,,0
DS6624,193,,193,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6624.geojson,,,,0
DS6625,10003,,10003,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6625.geojson,,,,0
DS6626,933,,933,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6626.geojson,,,,0
DS6627,934,,934,Utah DWR,bighorn_sheep_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/DS6627.geojson,,,,0
EA1010,38,,38,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1010.geojson,,,,0
EA1011,39,,39,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1011.geojson,,,,0
EA1012,40,,40,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1012.geojson,,,,0
EA1013,43,,43,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1013.geojson,,,,0
EA1015,45,,45,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1015.geojson,,,,0
EA1017,47,,47,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1017.geojson,,,,0
EA1018,49,,49,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1018.geojson,,,,0
EA1020,55,,55,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1020.geojson,,,,0
EA1021,616,,616,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1021.geojson,,,,0
EA1022,58,,58,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1022.geojson,,,,0
EA1023,862,,862,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1023.geojson,,,,0
EA1024,862,,862,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1024.geojson,,,,0
EA1025,861,,861,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1025.geojson,,,,0
EA1026,69,,69,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1026.geojson,,,,0
EA1030,88,,88,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1030.geojson,,,,0
EA1031,88,,88,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1031.geojson,,,,0
EA1033,611,,611,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1033.geojson,,,,0
EA1035,104,,104,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1035.geojson,,,,0
EA1037,108,,108,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1037.geojson,,,,0
EA1038,617,,617,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1038.geojson,,,,0
EA1039,617,,617,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1039.geojson,,,,0
EA1044,122,,122,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1044.geojson,,,,0
EA1049,438,,438,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1049.geojson,,,,0
EA1054,132,,132,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1054.geojson,,,,0
EA1056,134,,134,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1056.geojson,,,,0
EA1058,135,,135,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1058.geojson,,,,0
EA1060,142,,142,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1060.geojson,,,,0
EA1061,142,,142,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1061.geojson,,,,0
EA1063,609,,609,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1063.geojson,,,,0
EA1064,609,,609,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1064.geojson,,,,0
EA1069,634,,634,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1069.geojson,,,,0
EA1073,163,,163,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1073.geojson,,,,0
EA1075,695,,695,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1075.geojson,,,,0
EA1076,697,,697,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1076.geojson,,,,0
EA1077,96,,96,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1077.geojson,,,,0
EA1078,175,,175,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1078.geojson,,,,0
EA1079,698,,698,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1079.geojson,,,,0
EA1080,699,,699,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1080.geojson,,,,0
EA1081,710,,710,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1081.geojson,,,,0
EA1082,710,,710,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1082.geojson,,,,0
EA1084,194,,194,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1084.geojson,,,,0
EA1085,614,,614,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1085.geojson,,,,0
EA1087,614,,614,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1087.geojson,,,,0
EA1089,206,,206,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1089.geojson,,,,0
EA1090,206,,206,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1090.geojson,,,,0
EA1094,814,,814,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1094.geojson,,,,0
EA1101,625,,625,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1101.geojson,,,,0
EA1106,224,,224,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1106.geojson,,,,0
EA1110,234,,234,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1110.geojson,,,,0
EA1111,238,,238,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1111.geojson,,,,0
EA1112,238,,238,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1112.geojson,,,,0
EA1113,240,,240,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1113.geojson,,,,0
EA1114,480,,480,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1114.geojson,,,,0
EA1117,635,,635,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1117.geojson,,,,0
EA1118,526,,526,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1118.geojson,,,,0
EA1119,527,,527,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1119.geojson,,,,0
EA1120,582,,582,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1120.geojson,,,,0
EA1121,529,,529,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1121.geojson,,,,0
EA1122,560,,560,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1122.geojson,,,,0
EA1124,732,,732,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1124.geojson,,,,0
EA1125,505,,505,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1125.geojson,,,,0
EA1129,568,,568,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1129.geojson,,,,0
EA1130,516,,516,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1130.geojson,,,,0
EA1131,567,,567,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1131.geojson,,,,0
EA1132,520,,520,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1132.geojson,,,,0
EA1134,522,,522,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1134.geojson,,,,0
EA1135,579,,579,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1135.geojson,,,,0
EA1136,525,,525,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1136.geojson,,,,0
EA1137,530,,530,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1137.geojson,,,,0
EA1138,573,,573,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1138.geojson,,,,0
EA1139,577,,577,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1139.geojson,,,,0
EA1140,555,,555,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1140.geojson,,,,0
EA1141,550,,550,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1141.geojson,,,,0
EA1142,735,,735,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1142.geojson,,,,0
EA1143,549,,549,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1143.geojson,,,,0
EA1145,531,,531,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1145.geojson,,,,0
EA1146,734,,734,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1146.geojson,,,,0
EA1147,484,,484,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1147.geojson,,,,0
EA1149,551,,551,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1149.geojson,,,,0
EA1151,485,,485,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1151.geojson,,,,0
EA1153,535,,535,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1153.geojson,,,,0
EA1156,542,,542,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1156.geojson,,,,0
EA1157,548,,548,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1157.geojson,,,,0
EA1158,517,,517,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1158.geojson,,,,0
EA1159,543,,543,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1159.geojson,,,,0
EA1160,740,,740,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1160.geojson,,,,0
EA1161,539,,539,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1161.geojson,,,,0
EA1162,540,,540,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1162.geojson,,,,0
EA1163,541,,541,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1163.geojson,,,,0
EA1164,576,,576,Utah DWR,elk_antlerless_hunt_table_official.json,,single_kmz,mapped,processed_data/boundaries/EA1164.geojson,,,,0
