family,hunt_code,residency,hunt_name,weapon,season_dates_2026,permits_2025_total,permits_2026_total,permit_delta_total,significance,reference_match,master_match,ladder_match,draw_reality_match,repo_public_permits_2026,repo_permits_2026_total,source_document,source_note
doe_pronghorn,PD1012,Resident,"Box Elder, Promontory",Any Legal Weapon,Oct 03 2026 - Oct 25 2026,25,20,-5,MINOR,TRUE,TRUE,TRUE,TRUE,18,20,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1012,Nonresident,"Box Elder, Promontory",Any Legal Weapon,Oct 03 2026 - Oct 25 2026,25,20,-5,MINOR,TRUE,TRUE,TRUE,TRUE,2,20,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1000,Resident,"Box Elder, Snowville",Any Legal Weapon,Nov 07 2026 - Dec 06 2026,80,40,-40,MAJOR,TRUE,TRUE,TRUE,TRUE,36,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1000,Nonresident,"Box Elder, Snowville",Any Legal Weapon,Nov 07 2026 - Dec 06 2026,80,40,-40,MAJOR,TRUE,TRUE,TRUE,TRUE,4,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1017,Resident,"Box Elder, West",Any Legal Weapon,Oct 03 2026 - Oct 25 2026,55,35,-20,SIGNIFICANT,TRUE,TRUE,TRUE,TRUE,31,35,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1017,Nonresident,"Box Elder, West",Any Legal Weapon,Oct 03 2026 - Oct 25 2026,55,35,-20,SIGNIFICANT,TRUE,TRUE,TRUE,TRUE,4,35,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1034,Resident,"Fillmore, Oak Creek South",Any Legal Weapon,Aug 01 2026 - Aug 13 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,27,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1034,Nonresident,"Fillmore, Oak Creek South",Any Legal Weapon,Aug 01 2026 - Aug 13 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,3,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1035,Resident,"Fillmore, Oak Creek South",Any Legal Weapon,Oct 31 2026 - Nov 28 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,27,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1035,Nonresident,"Fillmore, Oak Creek South",Any Legal Weapon,Oct 31 2026 - Nov 28 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,3,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1043,Resident,"Nine Mile, Anthro-Pleasant Valley",Any Legal Weapon,Aug 01 2026 - Aug 14 2026,10,10,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,9,10,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1043,Nonresident,"Nine Mile, Anthro-Pleasant Valley",Any Legal Weapon,Aug 01 2026 - Aug 14 2026,10,10,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,1,10,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1039,Resident,"Panguitch Lake/Zion, North",Any Legal Weapon,Nov 07 2026 - Nov 15 2026,,40,40,MAJOR,TRUE,TRUE,TRUE,TRUE,36,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026; 2025 permit values were shown as dashes and normalized to zero for audit use.
doe_pronghorn,PD1039,Nonresident,"Panguitch Lake/Zion, North",Any Legal Weapon,Nov 07 2026 - Nov 15 2026,,40,40,MAJOR,TRUE,TRUE,TRUE,TRUE,4,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026; 2025 permit values were shown as dashes and normalized to zero for audit use.
doe_pronghorn,PD1054,Resident,Parker Mtn,Archery,Aug 29 2026 - Sept 11 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,27,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1054,Nonresident,Parker Mtn,Archery,Aug 29 2026 - Sept 11 2026,30,30,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,3,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1055,Resident,Parker Mtn,Muzzleloader,Oct 29 2026 - Nov 08 2026,35,35,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,31,35,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1055,Nonresident,Parker Mtn,Muzzleloader,Oct 29 2026 - Nov 08 2026,35,35,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,4,35,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1056,Resident,Parker Mtn,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,40,40,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,36,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1056,Nonresident,Parker Mtn,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,40,40,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,4,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1057,Resident,"Parker Mtn, Highlands",Any Legal Weapon,Oct 08 2026 - Oct 16 2026,35,30,-5,MINOR,TRUE,TRUE,TRUE,TRUE,27,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1057,Nonresident,"Parker Mtn, Highlands",Any Legal Weapon,Oct 08 2026 - Oct 16 2026,35,30,-5,MINOR,TRUE,TRUE,TRUE,TRUE,3,30,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1058,Resident,"Parker Mtn, Highlands",Any Legal Weapon,Nov 21 2026 - Nov 29 2026,40,40,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,36,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1058,Nonresident,"Parker Mtn, Highlands",Any Legal Weapon,Nov 21 2026 - Nov 29 2026,40,40,0,UNCHANGED,TRUE,TRUE,TRUE,TRUE,4,40,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1059,Resident,"Parker Mtn, Plains",Any Legal Weapon,Oct 08 2026 - Oct 16 2026,30,35,5,MINOR,TRUE,TRUE,TRUE,TRUE,31,35,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
doe_pronghorn,PD1059,Nonresident,"Parker Mtn, Plains",Any Legal Weapon,Oct 08 2026 - Oct 16 2026,30,35,5,MINOR,TRUE,TRUE,TRUE,TRUE,4,35,2026-05-user-verified-table,User-provided doe pronghorn comparison table for 2025 to 2026.
