hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total
EA2045,False,True,True,False,not_OIL_LE_PLE,Conservation,Elk,Wasatch Mtns (Conservation),,,
EA2046,False,True,True,False,not_OIL_LE_PLE,Private Lands Only,Elk,"Box Elder, Sawtooth",,,25
EB1000,False,True,True,False,not_OIL_LE_PLE,Statewide,Elk,Elk - Statewide Permit,,,15
EB1001,False,True,True,False,not_OIL_LE_PLE,General Season - Any Bull,Elk,Any Bull Elk Units,,,10
EB1002,False,True,True,False,not_OIL_LE_PLE,General Season - Any Bull,Elk,Any Bull Elk Units,,,6
EB1003,False,True,True,False,not_OIL_LE_PLE,General Season - Spike Bull,Elk,Spike Only Units,,,16
EB1004,False,True,True,False,not_OIL_LE_PLE,General Season - Spike Bull,Elk,Spike Only Units,,,6
EB1005,False,True,True,False,not_OIL_LE_PLE,General Season - Archery,Elk,Archery Hunters Choice Elk,,,16
EB1007,False,True,True,False,not_OIL_LE_PLE,General Season - Any Bull,Elk,Draw-only Youth Any Bull/Hunters Choice Elk,,,750
EB1009,False,True,True,False,not_OIL_LE_PLE,General Season - Spike Bull,Elk,Spike Only Elk Units - Multiseason,,,
EB1010,False,True,True,False,not_OIL_LE_PLE,General Season - Any Bull,Elk,Any Bull Elk Units,,,17
EB1011,False,True,True,False,not_OIL_LE_PLE,General Season - Youth,Elk,Youth General Season Bull Elk,,,
EB1012,False,True,True,False,not_OIL_LE_PLE,General Season - Any Bull,Elk,Uinta Basin Private Lands Any Bull Elk,,,500
EB3000,True,True,True,True,included_forecast,Limited Entry,Elk,Beaver East,22,3,25
EB3001,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3002,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Little Creek Roadless,4,0,4
EB3003,True,True,True,True,included_forecast,Limited Entry,Elk,Cache Meadowville,9,1,10
EB3005,True,True,True,True,included_forecast,Limited Entry,Elk,Cache South,10,1,11
EB3006,True,True,True,True,included_forecast,Limited Entry,Elk,Manti,148,17,165
EB3007,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3008,True,True,True,True,included_forecast,Limited Entry,Elk,Fillmore Pahvant,19,2,21
EB3009,True,True,True,True,included_forecast,Limited Entry,Elk,La Sal Mtns,36,4,40
EB3010,True,True,True,True,included_forecast,Limited Entry,Elk,Monroe,10,1,11
EB3011,True,True,True,True,included_forecast,Limited Entry,Elk,Mt Dutton,19,2,21
EB3013,True,True,True,True,included_forecast,Limited Entry,Elk,North Slope Three Corners,6,1,7
EB3015,True,True,True,True,included_forecast,Limited Entry,Elk,Panguitch Lake,17,2,19
EB3016,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3018,True,True,True,True,included_forecast,Limited Entry,Elk,Fishlake/Thousand Lakes,84,9,93
EB3019,True,True,True,True,included_forecast,Limited Entry,Elk,San Juan Bull Elk,29,3,32
EB3020,True,True,True,True,included_forecast,Limited Entry,Elk,Diamond Mtn,25,3,28
EB3022,True,True,True,True,included_forecast,Limited Entry,Elk,Wasatch Mtns,130,15,145
EB3024,True,True,True,True,included_forecast,Limited Entry,Elk,Beaver East,9,1,10
EB3025,True,True,True,True,included_forecast,Limited Entry,Elk,Beaver East,15,2,17
EB3026,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3027,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3028,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Little Creek Roadless,3,0,3
EB3031,True,True,True,True,included_forecast,Limited Entry,Elk,Box Elder Pilot Mtn,6,1,7
EB3032,True,True,True,True,included_forecast,Limited Entry,Elk,Cache Meadowville,3,1,4
EB3033,True,True,True,True,included_forecast,Limited Entry,Elk,Cache Meadowville,6,1,7
EB3036,True,True,True,True,included_forecast,Limited Entry,Elk,Cache South,4,0,4
EB3037,True,True,True,True,included_forecast,Limited Entry,Elk,Cache South,6,1,7
EB3038,True,True,True,True,included_forecast,Limited Entry,Elk,Manti,61,7,68
EB3039,True,True,True,True,included_forecast,Limited Entry,Elk,Manti,102,11,113
EB3040,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3041,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3042,True,True,True,True,included_forecast,Limited Entry,Elk,Fillmore Pahvant,8,1,9
EB3043,True,True,True,True,included_forecast,Limited Entry,Elk,Fillmore Pahvant,13,2,15
EB3044,True,True,True,True,included_forecast,Limited Entry,Elk,Dolores Triangle,6,1,7
EB3045,True,True,True,True,included_forecast,Limited Entry,Elk,La Sal Mtns,14,2,16
EB3046,True,True,True,True,included_forecast,Limited Entry,Elk,La Sal Mtns,24,3,27
EB3047,True,True,True,True,included_forecast,Limited Entry,Elk,Monroe,3,1,4
EB3048,True,True,True,True,included_forecast,Limited Entry,Elk,Monroe,13,2,15
EB3049,True,True,True,True,included_forecast,Limited Entry,Elk,Mt Dutton,8,1,9
EB3050,True,True,True,True,included_forecast,Limited Entry,Elk,Mt Dutton,13,2,15
EB3053,True,True,True,True,included_forecast,Limited Entry,Elk,North Slope Three Corners,9,1,10
EB3056,True,True,True,True,included_forecast,Limited Entry,Elk,Panguitch Lake,7,1,8
EB3057,True,True,True,True,included_forecast,Limited Entry,Elk,Panguitch Lake,12,1,13
EB3058,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3059,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3060,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3063,True,True,True,True,included_forecast,Limited Entry,Elk,Fishlake/Thousand Lakes,34,4,38
EB3064,True,True,True,True,included_forecast,Limited Entry,Elk,Fishlake/Thousand Lakes,99,11,110
EB3065,True,True,True,True,included_forecast,Limited Entry,Elk,Fishlake/Thousand Lakes,57,6,63
EB3066,True,True,True,True,included_forecast,Limited Entry,Elk,San Juan Bull Elk,12,1,13
EB3067,True,True,True,True,included_forecast,Limited Entry,Elk,San Juan Bull Elk,20,2,22
EB3068,True,True,True,True,included_forecast,Limited Entry,Elk,Diamond Mtn,10,1,11
EB3069,True,True,True,True,included_forecast,Limited Entry,Elk,Diamond Mtn,30,3,33
EB3072,True,True,True,True,included_forecast,Limited Entry,Elk,Wasatch Mtns,54,6,60
EB3073,True,True,True,True,included_forecast,Limited Entry,Elk,Wasatch Mtns,89,10,99
EB3077,True,True,True,True,included_forecast,Limited Entry,Elk,Beaver East,13,2,15
EB3078,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3079,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Little Creek Roadless,2,0,2
EB3081,True,True,True,True,included_forecast,Limited Entry,Elk,Cache Meadowville,5,1,6
EB3083,True,True,True,True,included_forecast,Limited Entry,Elk,Cache South,5,1,6
EB3084,True,True,True,True,included_forecast,Limited Entry,Elk,Manti,89,10,99
EB3085,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3086,True,True,True,True,included_forecast,Limited Entry,Elk,Fillmore Pahvant,12,1,13
EB3087,True,True,True,True,included_forecast,Limited Entry,Elk,La Sal Mtns,22,2,24
EB3088,True,True,True,True,included_forecast,Limited Entry,Elk,Monroe,10,1,11
EB3089,True,True,True,True,included_forecast,Limited Entry,Elk,Mt Dutton,12,1,13
EB3091,True,True,True,True,included_forecast,Limited Entry,Elk,North Slope Three Corners,4,0,4
EB3093,True,True,True,True,included_forecast,Limited Entry,Elk,Panguitch Lake,10,1,11
EB3094,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3096,True,True,True,True,included_forecast,Limited Entry,Elk,Fishlake/Thousand Lakes,50,6,56
EB3097,True,True,True,True,included_forecast,Limited Entry,Elk,San Juan Bull Elk,17,2,19
EB3098,True,True,True,True,included_forecast,Limited Entry,Elk,Diamond Mtn,15,2,17
EB3100,True,True,True,True,included_forecast,Limited Entry,Elk,Wasatch Mtns,78,9,87
EB3102,True,True,True,True,included_forecast,Limited Entry,Elk,Beaver East,3,0,3
EB3103,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3104,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Little Creek Roadless,1,0,1
EB3105,True,True,True,True,included_forecast,Limited Entry,Elk,Cache Meadowville,1,0,1
EB3107,True,True,True,True,included_forecast,Limited Entry,Elk,Cache South,1,0,1
EB3108,True,True,True,True,included_forecast,Limited Entry,Elk,Manti,18,2,20
EB3109,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3110,True,True,True,True,included_forecast,Limited Entry,Elk,Fillmore Pahvant,3,0,3
EB3111,True,True,True,True,included_forecast,Limited Entry,Elk,La Sal Mtns,5,0,5
EB3112,True,True,True,True,included_forecast,Limited Entry,Elk,Monroe,2,0,2
EB3113,True,True,True,True,included_forecast,Limited Entry,Elk,Mt Dutton,3,0,3
EB3115,True,True,True,True,included_forecast,Limited Entry,Elk,North Slope Three Corners,1,0,1
EB3117,True,True,True,True,included_forecast,Limited Entry,Elk,Panguitch Lake,2,0,2
EB3118,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3120,True,True,True,True,included_forecast,Limited Entry,Elk,Fishlake/Thousand Lakes,10,1,11
EB3121,True,True,True,True,included_forecast,Limited Entry,Elk,San Juan Bull Elk,4,0,4
EB3122,True,True,True,True,included_forecast,Limited Entry,Elk,Diamond Mtn,3,0,3
EB3124,True,True,True,True,included_forecast,Limited Entry,Elk,Wasatch Mtns,15,2,17
EB3126,True,True,True,True,included_forecast,Limited Entry,Elk,Manti,175,20,195
EB3127,True,True,True,True,included_forecast,Limited Entry,Elk,Wasatch Mtns,155,17,172
EB3128,False,True,True,False,not_OIL_LE_PLE,Conservation,Elk,Box Elder Grouse Creek,,,
EB3130,True,True,True,True,included_forecast,Limited Entry,Elk,Box Elder Pilot Mtn,2,0,2
EB3131,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3132,True,True,True,True,included_forecast,Limited Entry,Elk,Cache North,22,2,24
EB3133,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3134,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3135,True,True,True,True,included_forecast,Limited Entry,Elk,Barney Top/Kaiparowits,9,1,10
EB3136,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert North,21,2,23
EB3137,True,True,True,True,included_forecast,Limited Entry,Elk,West Desert Deep Creek,13,2,15
EB3138,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3139,True,True,True,True,included_forecast,Limited Entry,Elk,Cache North,22,2,24
EB3140,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3141,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3142,True,True,True,True,included_forecast,Limited Entry,Elk,Barney Top/Kaiparowits,9,1,10
EB3143,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert North,21,2,23
EB3144,True,True,True,True,included_forecast,Limited Entry,Elk,West Desert Deep Creek,13,2,15
EB3145,True,True,True,True,included_forecast,Limited Entry,Elk,Boulder,31,4,35
EB3146,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert South,39,4,43
EB3147,True,True,True,True,included_forecast,Limited Entry,Elk,Box Elder Grouse Creek,6,1,7
EB3148,True,True,True,True,included_forecast,Limited Entry,Elk,Boulder,13,1,14
EB3149,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert South,16,2,18
EB3150,True,True,True,True,included_forecast,Limited Entry,Elk,Box Elder Grouse Creek,12,1,13
EB3151,True,True,True,True,included_forecast,Limited Entry,Elk,Boulder,22,2,24
EB3152,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert South,26,3,29
EB3153,True,True,True,True,included_forecast,Limited Entry,Elk,Box Elder Grouse Creek,2,1,3
EB3154,True,True,True,True,included_forecast,Limited Entry,Elk,Boulder,19,2,21
EB3155,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert South,23,3,26
EB3156,True,True,True,True,included_forecast,Limited Entry,Elk,Boulder,4,0,4
EB3157,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert South,5,0,5
EB3158,True,True,True,True,included_forecast,Limited Entry,Elk,Beaver East,18,2,20
EB3159,True,True,True,True,included_forecast,Limited Entry,Elk,Beaver East,27,3,30
EB3160,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Bitter Creek/East,22,2,24
EB3161,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Bitter Creek/East,4,1,5
EB3162,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Bitter Creek/East,9,1,10
EB3163,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Bitter Creek/East,14,2,16
EB3164,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Bitter Creek/East,25,3,28
EB3165,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Bitter Creek/East,3,0,3
EB3166,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Bitter Creek/East,13,1,14
EB3167,True,True,True,True,included_forecast,Limited Entry,Elk,Book Cliffs Little Creek Roadless,4,1,5
EB3168,True,True,True,True,included_forecast,Limited Entry,Elk,Cache Meadowville,4,1,5
EB3169,True,True,True,True,included_forecast,Limited Entry,Elk,Cache Meadowville,11,1,12
EB3170,True,True,True,True,included_forecast,Limited Entry,Elk,Cache South,4,1,5
EB3171,True,True,True,True,included_forecast,Limited Entry,Elk,Cache South,11,1,12
EB3172,True,True,True,True,included_forecast,Limited Entry,Elk,Manti,9,1,10
EB3173,True,True,True,True,included_forecast,Limited Entry,Elk,Nebo/San Pitch Mtns,29,3,32
EB3174,True,True,True,True,included_forecast,Limited Entry,Elk,Nebo/San Pitch Mtns,13,2,15
EB3175,True,True,True,True,included_forecast,Limited Entry,Elk,Nebo/San Pitch Mtns,12,1,13
EB3176,True,True,True,True,included_forecast,Limited Entry,Elk,Nebo/San Pitch Mtns,20,2,22
EB3177,True,True,True,True,included_forecast,Limited Entry,Elk,Nebo/San Pitch Mtns,34,4,38
EB3178,True,True,True,True,included_forecast,Limited Entry,Elk,Nebo/San Pitch Mtns,4,0,4
EB3179,True,True,True,True,included_forecast,Limited Entry,Elk,Nebo/San Pitch Mtns,17,2,19
EB3180,True,True,True,True,included_forecast,Limited Entry,Elk,Fillmore Pahvant,18,2,20
EB3181,True,True,True,True,included_forecast,Limited Entry,Elk,Fillmore Pahvant,22,3,25
EB3182,True,True,True,True,included_forecast,Limited Entry,Elk,La Sal Mtns,9,1,10
EB3183,True,True,True,True,included_forecast,Limited Entry,Elk,La Sal Mtns,42,5,47
EB3184,True,True,True,True,included_forecast,Limited Entry,Elk,Monroe,7,1,8
EB3185,True,True,True,True,included_forecast,Limited Entry,Elk,Monroe,18,3,21
EB3186,True,True,True,True,included_forecast,Limited Entry,Elk,Mt Dutton,13,2,15
EB3187,True,True,True,True,included_forecast,Limited Entry,Elk,Mt Dutton,22,3,25
EB3188,True,True,True,True,included_forecast,Limited Entry,Elk,Panguitch Lake,13,2,15
EB3189,True,True,True,True,included_forecast,Limited Entry,Elk,Panguitch Lake,20,2,22
EB3190,True,True,True,True,included_forecast,Limited Entry,Elk,Boulder,4,1,5
EB3191,True,True,True,True,included_forecast,Limited Entry,Elk,Boulder,37,4,41
EB3192,True,True,True,True,included_forecast,Limited Entry,Elk,Fishlake/Thousand Lakes,13,2,15
EB3193,True,True,True,True,included_forecast,Limited Entry,Elk,San Juan Bull Elk,9,1,10
EB3194,True,True,True,True,included_forecast,Limited Entry,Elk,San Juan Bull Elk,33,4,37
EB3195,True,True,True,True,included_forecast,Limited Entry,Elk,Diamond Mtn,4,1,5
EB3196,True,True,True,True,included_forecast,Limited Entry,Elk,Diamond Mtn,17,2,19
EB3197,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert South,18,2,20
EB3198,True,True,True,True,included_forecast,Limited Entry,Elk,Southwest Desert South,46,5,51
EB3199,True,True,True,True,included_forecast,Limited Entry,Elk,Wasatch Mtns,9,1,10
EB3205,True,True,True,True,included_forecast,Limited Entry,Elk,East Canyon,7,1,8
EB3208,True,True,True,True,included_forecast,Limited Entry,Elk,Morgan-South Rich,9,1,10
EB3209,False,True,True,False,not_OIL_LE_PLE,Conservation,Elk,Box Elder Pilot Mtn,,,
EB3210,True,True,True,True,included_forecast,Limited Entry,Elk,North Slope Three Corners,5,0,5
EB3500,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Alton CWMU,1,0,1
EB3501,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Bar J Ranch CWMU,2,0,2
EB3502,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Bear Mountain CWMU,1,0,1
EB3503,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Bear Springs CWMU,1,0,1
EB3504,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Blackhawk CWMU,1,0,1
EB3505,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Boobe Hole CWMU,2,0,2
EB3506,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Causey Spring CWMU,1,0,1
EB3508,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Chimney Rock CWMU,2,0,2
EB3509,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Coldwater Ranch CWMU,3,0,3
EB3510,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3511,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Cotton Thomas CWMU,1,0,1
EB3514,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Deseret CWMU,19,0,19
EB3515,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Double Cone CWMU,1,0,1
EB3516,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Durst Mountain CWMU,3,0,3
EB3517,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,East Fork Chalk Creek CWMU,3,0,3
EB3519,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Ensign Ranches CWMU,6,0,6
EB3520,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Folley Ridge CWMU,2,0,2
EB3521,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Grass Valley/Clark Canyon CWMU,10,0,10
EB3522,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Grazing Pasture CWMU,1,0,1
EB3523,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Guildersleeve CWMU,2,0,2
EB3524,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Hardscrabble CWMU,2,0,2
EB3525,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Heaston East CWMU,2,0,2
EB3526,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Hiawatha CWMU,2,0,2
EB3527,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Indian Head CWMU,2,0,2
EB3528,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Ingham Peak CWMU,1,0,1
EB3529,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Circle E Ranch CWMU,2,0,2
EB3530,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Jacob's Creek CWMU,2,0,2
EB3531,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Johnson Mountain Ranch CWMU,2,0,2
EB3532,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Jump Creek CWMU,1,0,1
EB3533,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Junction Valley CWMU,1,0,1
EB3534,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Little Red Creek CWMU,2,0,2
EB3535,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3536,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Minnie Maud Ridge CWMU,5,0,5
EB3538,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Moon Ranch CWMU,1,0,1
EB3540,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Old Woman Plateau CWMU,2,0,2
EB3541,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Patmos Ridge CWMU,1,0,1
EB3542,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3543,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Preston Nutter Ranch CWMU,3,0,3
EB3544,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Redd Ranches CWMU,2,0,2
EB3545,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Cactus Ranch LLC CWMU,3,0,3
EB3546,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Roan Cliffs CWMU,1,0,1
EB3547,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Sand Creek CWMU,1,0,1
EB3548,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Scofield Canyons CWMU,1,0,1
EB3549,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Scofield East CWMU,1,0,1
EB3550,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Scofield West CWMU,2,0,2
EB3551,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,SJ Ranch CWMU,1,0,1
EB3552,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Skull Crack CWMU,1,0,1
EB3553,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Soldier Summit CWMU,2,0,2
EB3554,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,South Canyon CWMU,1,0,1
EB3555,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Spring Creek/Dodge CWMU,2,0,2
EB3557,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Strawberry Ridge CWMU,2,0,2
EB3558,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Summit Point CWMU,1,0,1
EB3559,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Three C CWMU,2,0,2
EB3561,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3562,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Wallsburg CWMU,1,0,1
EB3563,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3564,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Woodruff Creek South CWMU,2,0,2
EB3565,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,North Peaks CWMU,1,0,1
EB3603,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Pahvant Ensign CWMU,1,0,1
EB3604,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Double R Ranch CWMU,1,0,1
EB3606,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Mountain Sky Ranch CWMU,1,0,1
EB3607,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,West Willow Creek Ranch CWMU,1,0,1
EB3608,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Avintaquin Canyon CWMU,1,0,1
EB3609,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3610,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Sharp Mountain CWMU,2,0,2
EB3611,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,West Ridge CWMU,2,0,2
EB3612,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3613,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Little Pole Canyon CWMU,1,0,1
EB3614,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Tunnel Hollow CWMU,1,0,1
EB3616,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3617,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
EB3619,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,Weber Florence Creek/Stillman Creek CWMU,10,0,10
EB3620,False,True,True,False,not_OIL_LE_PLE,CWMU,Elk,The Dirty Dozen,1,0,1
EL3000,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Beaver East,,,16
EL3002,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Little Creek Roadless,,,16
EL3003,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache Meadowville,,,16
EL3005,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache South,,,16
EL3006,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Manti,,,16
EL3008,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,16
EL3009,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,16
EL3010,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Monroe,,,16
EL3011,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Mt Dutton,,,16
EL3013,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,North Slope Three Corners,,,16
EL3015,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Panguitch Lake,,,16
EL3018,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fishlake/Thousand Lakes,,,16
EL3019,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,San Juan Bull Elk,,,16
EL3020,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Diamond Mtn,,,16
EL3022,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Wasatch Mtns,,,16
EL3024,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Beaver East,,,21
EL3025,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Beaver East,,,16
EL3028,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Book Cliffs Little Creek Roadless,,,21
EL3031,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Box Elder Pilot Mtn,,,3
EL3032,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache Meadowville,,,21
EL3033,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache Meadowville,,,16
EL3036,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache South,,,21
EL3037,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Cache South,,,16
EL3038,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Manti,,,21
EL3039,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Manti,,,16
EL3042,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,21
EL3043,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Fillmore Pahvant,,,16
EL3044,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,La Sal Dolores Triangle,,,31
EL3045,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,21
EL3046,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,La Sal La Sal Mtns,,,16
EL3047,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Monroe,,,21
EL3048,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Monroe,,,16
EL3049,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Mt Dutton,,,21
EL3050,False,True,True,True,other_missing_model_input,Limited Entry - Private Land Only,Elk,Mt Dutton,,,16
