hunt_code,in_forecast,in_backtest,in_current_database,forecast_eligible_2026,exclusion_reason,hunt_type,species,hunt_name,permits_2026_res,permits_2026_nr,permits_2026_total
DB1080,True,True,True,True,included_forecast,Limited Entry,Deer,Nebo,23,3,26
DB1081,True,True,True,True,included_forecast,Limited Entry,Deer,La Sal Mtns,8,1,9
DB1082,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1083,True,True,True,True,included_forecast,Limited Entry,Deer,Panguitch Lake,12,1,13
DB1084,True,True,True,True,included_forecast,Limited Entry,Deer,Boulder/Kaiparowits,12,1,13
DB1085,True,True,True,True,included_forecast,Limited Entry,Deer,"San Juan, Abajo Mtns",13,1,14
DB1086,True,True,True,True,included_forecast,Limited Entry,Deer,Vernal/Bonanza,6,1,7
DB1087,True,True,True,True,included_forecast,Limited Entry,Deer,"Wasatch Mtns, West",36,4,40
DB1088,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1089,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1090,True,True,True,True,included_forecast,Limited Entry,Deer,"Book Cliffs, Floy Canyon",6,1,7
DB1091,True,True,True,True,included_forecast,Limited Entry,Deer,Kaiparowits HAMSS,4,1,5
DB1092,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1094,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1100,True,True,True,True,included_forecast,Limited Entry,Deer,Chalk Creek,10,1,11
DB1101,True,True,True,True,included_forecast,Limited Entry,Deer,East Canyon,9,1,10
DB1103,True,True,True,True,included_forecast,Limited Entry,Deer,Morgan-South Rich,7,1,8
DB1105,True,True,True,True,included_forecast,Limited Entry,Deer,East Canyon,6,1,7
DB1106,True,True,True,True,included_forecast,Limited Entry,Deer,Thousand Lakes,20,2,22
DB1107,True,True,True,True,included_forecast,Limited Entry,Deer,Thousand Lakes,20,2,22
DB1108,True,True,True,True,included_forecast,Limited Entry,Deer,Thousand Lakes,27,3,30
DB1109,True,True,True,True,included_forecast,Limited Entry,Deer,Thousand Lakes,2,0,2
DB1110,True,True,True,True,included_forecast,Limited Entry,Deer,"Beaver, East",10,1,11
DB1111,True,True,True,True,included_forecast,Limited Entry,Deer,"Beaver, West",4,1,5
DB1112,True,True,True,True,included_forecast,Limited Entry,Deer,"West Desert, Swasey",4,1,5
DB1113,True,True,True,True,included_forecast,Limited Entry,Deer,Oquirrh/Tintic,10,1,11
DB1114,True,True,True,True,included_forecast,Limited Entry,Deer,Cedar/Stansbury,5,1,6
DB1115,True,True,True,True,included_forecast,Limited Entry,Deer,Little Rockies,4,1,5
DB1116,True,True,True,True,included_forecast,Limited Entry,Deer,"San Juan, Mancos Mesa",4,1,5
DB1118,False,True,True,False,not_OIL_LE_PLE,Conservation,Deer,Dolores Triangle,,,
DB1119,True,True,True,True,included_forecast,Limited Entry,Deer,Moab Valley,9,1,10
DB1120,True,True,True,True,included_forecast,Limited Entry,Deer,Castle Valley,13,2,15
DB1121,False,True,True,False,not_OIL_LE_PLE,Management Buck Deer,Deer,Antelope Island,2,0,2
DB1200,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Alton - Premium Buck CWMU,3,0,3
DB1201,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Alton - Management Buck CWMU,1,0,1
DB1202,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Antelope Creek CWMU,1,0,1
DB1203,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Avintaquin Canyon CWMU,1,0,1
DB1204,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Bally Watts CWMU,1,0,1
DB1205,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Bar J Ranch CWMU,1,0,1
DB1206,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Bear Mountain CWMU,1,0,1
DB1207,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Bear Springs CWMU,1,0,1
DB1208,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Blackhawk CWMU,2,0,2
DB1209,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Blind Springs CWMU,1,0,1
DB1210,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1211,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Blue Spring Hills CWMU,1,0,1
DB1212,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Bluebell CWMU,1,0,1
DB1213,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Boobe Hole CWMU,2,0,2
DB1215,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Buckhorn Ranch CWMU,1,0,1
DB1216,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Castle Valley Outdoors CWMU,1,0,1
DB1217,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Causey Spring CWMU,1,0,1
DB1219,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Chimney Rock CWMU,2,0,2
DB1222,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Coldwater Ranch CWMU,2,0,2
DB1223,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1224,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Cotton Thomas CWMU,1,0,1
DB1227,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Deer Haven CWMU,2,0,2
DB1228,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Deseret CWMU,13,0,13
DB1229,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Dilly Ranch CWMU,1,0,1
DB1230,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Double R Ranch CWMU,2,0,2
DB1231,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Dove Creek CWMU,2,0,2
DB1232,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Durst Mountain CWMU,2,0,2
DB1233,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,East Fork Chalk Creek CWMU,4,0,4
DB1234,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,East Zion CWMU,1,0,1
DB1236,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Engineer Springs CWMU,1,0,1
DB1237,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Ensign Ranches CWMU,3,0,3
DB1238,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Folley Ridge CWMU,3,0,3
DB1239,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Fort Ranch CWMU,1,0,1
DB1240,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,George Creek CWMU,1,0,1
DB1241,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Golden Spike CWMU,1,0,1
DB1242,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Grass Valley/Clark Canyon CWMU,14,0,14
DB1243,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Grazing Pasture CWMU,1,0,1
DB1244,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Green Canyon CWMU,1,0,1
DB1245,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Guildersleeve CWMU,1,0,1
DB1246,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Hardscrabble CWMU,2,0,2
DB1248,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Heaston East CWMU,2,0,2
DB1249,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Hiawatha CWMU,1,0,1
DB1250,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Indian Creek CWMU,1,0,1
DB1251,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Indian Head CWMU,2,0,2
DB1252,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Ingham Peak CWMU,3,0,3
DB1253,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Circle E Ranch CWMU,1,0,1
DB1255,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Johnson Mountain Ranch CWMU,1,0,1
DB1256,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Junction Valley CWMU,5,0,5
DB1257,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1258,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Little Red Creek CWMU,1,0,1
DB1259,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Tunnel Hollow CWMU,1,0,1
DB1260,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Middle Ridge CWMU,1,0,1
DB1261,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Minnie Maud Ridge CWMU,5,0,5
DB1263,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Moon Ranch CWMU,1,0,1
DB1264,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Mountain Meadow CWMU,1,0,1
DB1265,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Mountain Top CWMU,2,0,2
DB1266,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Mt Carmel CWMU,3,0,3
DB1267,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1269,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,North Promontory CWMU,1,0,1
DB1270,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Nucor West CWMU,1,0,1
DB1271,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Oak Ranch CWMU,3,0,3
DB1272,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Old Woman Plateau CWMU,3,0,3
DB1273,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Park Valley Hereford CWMU,6,0,6
DB1274,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Patmos Ridge CWMU,1,0,1
DB1275,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Pine Canyon CWMU,2,0,2
DB1276,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1277,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Pocatello Valley CWMU,1,0,1
DB1278,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1279,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Preston Nutter Ranch CWMU,1,0,1
DB1280,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Promontory Point CWMU,1,0,1
DB1281,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Rattlesnake Pass CWMU,2,0,2
DB1282,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Redd Ranches CWMU,2,0,2
DB1283,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Roan Cliffs CWMU,1,0,1
DB1285,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Sand Creek CWMU,1,0,1
DB1286,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Pisgah Mountain CWMU,2,0,2
DB1287,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Scofield Canyons CWMU,1,0,1
DB1288,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Scofield West CWMU,2,0,2
DB1289,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Sharp Mountain CWMU,2,0,2
DB1290,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Skull Crack CWMU,1,0,1
DB1291,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Skull Valley South CWMU,1,0,1
DB1292,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Soldier Summit CWMU,2,0,2
DB1293,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,South Canyon CWMU,1,0,1
DB1294,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Spring Creek Acres CWMU,1,0,1
DB1295,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Spring Creek/Dodge CWMU,6,0,6
DB1297,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1298,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Strawberry Ridge CWMU,1,0,1
DB1299,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Summit Point CWMU,3,0,3
DB1300,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Thatcher Mountain CWMU,1,0,1
DB1301,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Three C CWMU,2,0,2
DB1302,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1303,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,North Peaks CWMU,1,0,1
DB1304,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Two Bear CWMU,1,0,1
DB1305,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Wallsburg CWMU,1,0,1
DB1306,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Washakie CWMU,1,0,1
DB1307,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1308,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,West Hills CWMU,2,0,2
DB1309,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,West Willow Creek Ranch CWMU,5,0,5
DB1310,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,White's Valley CWMU,1,0,1
DB1312,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Woodruff Creek South CWMU,1,0,1
DB1317,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Jacob's Creek CWMU,2,0,2
DB1320,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1321,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1322,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Pahvant Ensign CWMU,1,0,1
DB1323,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Rock House CWMU,1,0,1
DB1324,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1325,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Double Cone CWMU,1,0,1
DB1326,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Rosette CWMU,1,0,1
DB1327,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Mountain Sky Ranch CWMU,1,0,1
DB1328,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Clear Creek CWMU,1,0,1
DB1329,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1330,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Iron Spring CWMU,1,0,1
DB1331,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Raft River CWMU,2,0,2
DB1332,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,West Ridge CWMU,5,0,5
DB1333,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,5S CWMU,2,0,2
DB1334,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Alton - Cactus Buck CWMU,1,0,1
DB1335,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Big Piney Ranch CWMU,1,0,1
DB1336,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,First Light CWMU,1,0,1
DB1337,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Little Pole Canyon CWMU,1,0,1
DB1338,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1339,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1340,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1341,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Dry Creek CWMU,1,0,1
DB1342,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Faust Valley CWMU,1,0,1
DB1343,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1344,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1345,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1347,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,The Rose of Snowville CWMU,2,0,2
DB1348,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1349,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,Weber Florence Creek/Stillman Creek CWMU,9,0,9
DB1351,False,True,True,False,not_OIL_LE_PLE,CWMU,Deer,The Dirty Dozen,2,0,2
DB1500,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1501,True,True,True,False,included_forecast,General Season,Deer,Box Elder,,,1040
DB1502,True,True,True,False,included_forecast,General Season,Deer,Cache,,,1160
DB1503,True,True,True,False,included_forecast,General Season,Deer,Manti/San Rafael,,,1800
DB1504,True,True,True,False,included_forecast,General Season,Deer,Nebo,,,1060
DB1505,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1506,True,True,True,False,included_forecast,General Season,Deer,Fillmore,,,460
DB1508,True,True,True,False,included_forecast,General Season,Deer,Kamas,,,200
DB1509,True,True,True,False,included_forecast,General Season,Deer,La Sal Mtns,,,360
DB1510,True,True,True,False,included_forecast,General Season,Deer,Monroe,,,220
DB1511,True,True,True,False,included_forecast,General Season,Deer,Mt Dutton,,,80
DB1512,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,,,280
DB1513,True,True,True,False,included_forecast,General Season,Deer,North Slope,,,620
DB1514,True,True,True,False,included_forecast,General Season,Deer,Ogden,,,540
DB1515,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1516,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,,,500
DB1517,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,,,600
DB1518,True,True,True,False,included_forecast,General Season,Deer,Boulder/Kaiparowits,,,720
DB1519,True,True,True,False,included_forecast,General Season,Deer,Fishlake,,,260
DB1520,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1521,True,True,True,False,included_forecast,General Season,Deer,"San Juan, Abajo Mtns",,,560
DB1522,True,True,True,False,included_forecast,General Season,Deer,Vernal/Bonanza,,,420
DB1523,True,True,True,False,included_forecast,General Season,Deer,Yellowstone,,,280
DB1524,True,True,True,False,included_forecast,General Season,Deer,Southwest Desert,,,100
DB1525,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, East",,,1300
DB1526,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, West",,,1580
DB1527,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1528,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1529,True,True,True,False,included_forecast,General Season,Deer,Zion,,,675
DB1530,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1531,True,True,True,False,included_forecast,General Season,Deer,Box Elder,,,2080
DB1532,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1533,True,True,True,False,included_forecast,General Season,Deer,Manti/San Rafael,,,5400
DB1534,True,True,True,False,included_forecast,General Season,Deer,Nebo,,,3180
DB1535,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1536,True,True,True,False,included_forecast,General Season,Deer,Fillmore,,,920
DB1538,True,True,True,False,included_forecast,General Season,Deer,Kamas,,,400
DB1539,True,True,True,False,included_forecast,General Season,Deer,La Sal Mtns,,,1080
DB1540,True,True,True,False,included_forecast,General Season,Deer,Monroe,,,660
DB1541,True,True,True,False,included_forecast,General Season,Deer,Mt Dutton,,,240
DB1542,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,,,560
DB1543,True,True,True,False,included_forecast,General Season,Deer,North Slope,,,1240
DB1544,True,True,True,False,included_forecast,General Season,Deer,Ogden,,,1620
DB1545,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1546,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,,,1000
DB1547,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,,,1200
DB1548,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1549,True,True,True,False,included_forecast,General Season,Deer,Fishlake,,,520
DB1550,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1551,True,True,True,False,included_forecast,General Season,Deer,"San Juan, Abajo Mtns",,,1680
DB1552,True,True,True,False,included_forecast,General Season,Deer,Vernal/Bonanza,,,700
DB1553,True,True,True,False,included_forecast,General Season,Deer,Yellowstone,,,840
DB1554,True,True,True,False,included_forecast,General Season,Deer,Southwest Desert,,,300
DB1555,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, East",,,3900
DB1556,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, West",,,4740
DB1557,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1558,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1559,True,True,True,False,included_forecast,General Season,Deer,Zion,,,1350
DB1560,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1561,True,True,True,False,included_forecast,General Season,Deer,Box Elder,,,1040
DB1562,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1563,True,True,True,False,included_forecast,General Season,Deer,Manti/San Rafael,,,1800
DB1564,True,True,True,False,included_forecast,General Season,Deer,Nebo,,,1060
DB1565,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1566,True,True,True,False,included_forecast,General Season,Deer,Fillmore,,,460
DB1568,True,True,True,False,included_forecast,General Season,Deer,Kamas,,,200
DB1569,True,True,True,False,included_forecast,General Season,Deer,La Sal Mtns,,,360
DB1570,True,True,True,False,included_forecast,General Season,Deer,Monroe,,,220
DB1571,True,True,True,False,included_forecast,General Season,Deer,Mt Dutton,,,80
DB1572,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,,,280
DB1573,True,True,True,False,included_forecast,General Season,Deer,North Slope,,,620
DB1574,True,True,True,False,included_forecast,General Season,Deer,Ogden,,,540
DB1575,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1576,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,,,500
DB1577,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,,,600
DB1578,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1579,True,True,True,False,included_forecast,General Season,Deer,Fishlake,,,260
DB1580,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1581,True,True,True,False,included_forecast,General Season,Deer,"San Juan, Abajo Mtns",,,560
DB1582,True,True,True,False,included_forecast,General Season,Deer,Vernal/Bonanza,,,280
DB1583,True,True,True,False,included_forecast,General Season,Deer,Yellowstone,,,280
DB1584,True,True,True,False,included_forecast,General Season,Deer,Southwest Desert,,,100
DB1585,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, East",,,1300
DB1586,True,True,True,False,included_forecast,General Season,Deer,"Wasatch Mtns, West",,,1580
DB1587,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1588,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1589,True,True,True,False,included_forecast,General Season,Deer,Zion,,,675
DB1590,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1591,True,True,True,False,included_forecast,General Season,Deer,Fillmore,,,460
DB1592,True,True,True,False,included_forecast,General Season,Deer,Kamas,,,200
DB1593,True,True,True,False,included_forecast,General Season,Deer,Nine Mile,,,280
DB1594,True,True,True,False,included_forecast,General Season,Deer,Panguitch Lake,,,500
DB1595,True,True,True,False,included_forecast,General Season,Deer,Pine Valley,,,600
DB1596,True,True,True,False,included_forecast,General Season,Deer,Fishlake,,,260
DB1597,True,True,True,False,included_forecast,General Season,Deer,Zion,,,675
DB1598,True,True,True,False,included_forecast,General Season,Deer,North Slope,,,620
DB1599,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek,,,880
DB1600,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek,,,440
DB1601,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek,,,440
DB1602,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Chalk Creek,,,440
DB1603,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,East Canyon,,,760
DB1604,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,East Canyon,,,380
DB1605,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,East Canyon,,,380
DB1606,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,East Canyon,,,380
DB1607,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Morgan-South Rich,,,640
DB1608,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Morgan-South Rich,,,320
DB1609,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Morgan-South Rich,,,320
DB1610,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Morgan-South Rich,,,320
DB1611,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, East",,,440
DB1612,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, East",,,440
DB1613,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, East",,,1320
DB1614,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, West",,,130
DB1615,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, West",,,130
DB1616,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"Beaver, West",,,390
DB1617,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, Swasey",,,80
DB1618,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, Swasey",,,80
DB1619,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,"West Desert, Swasey",,,240
DB1620,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Oquirrh/Tintic,,,450
DB1621,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Oquirrh/Tintic,,,450
DB1622,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Oquirrh/Tintic,,,1350
DB1623,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cedar/Stansbury,,,250
DB1624,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cedar/Stansbury,,,250
DB1625,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cedar/Stansbury,,,750
DB1627,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cache,,,3480
DB1628,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cache,,,1160
DB1629,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Boulder/Kaiparowits,,,960
DB1630,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Boulder/Kaiparowits,,,720
DB1631,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Box Elder,,,1040
DB1769,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1770,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Box Elder,,,688
DB1771,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Cache,,,588
DB1772,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Manti/San Rafael,,,573
DB1773,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Nebo,,,349
DB1774,False,True,False,False,hunt_code_changed_or_not_crosswalked,,,,,,
DB1775,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Fillmore,,,42
DB1777,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Kamas,,,55
DB1778,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,La Sal Mtns,,,67
DB1779,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Monroe,,,45
DB1780,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Mt Dutton,,,26
DB1781,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,Nine Mile,,,62
DB1782,False,True,True,False,not_OIL_LE_PLE,General Season,Deer,North Slope,,,340
