hunt_code,comparison_bucket,in_active_database_2026,database_species,database_hunt_name,database_hunt_type,harvest_families,harvest_species,harvest_hunt_names,harvest_rows,harvest_files,harvest_permits_sum,harvest_hunters_sum,harvest_sum,harvest_success_percent_mean,harvest_average_days_mean,harvest_satisfaction_mean,draw_species,draw_hunt_names,draw_rows,draw_files,draw_permits_2023_res,draw_permits_2023_nr,draw_permits_2023_total,draw_applicants_2023_res,draw_applicants_2023_nr
EB3165,both,YES,Elk,"Book Cliffs, Bitter Creek/East",Limited Entry,elk|other,Elk,"Book Cliffs, Bitter Creek/East",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,20.0,18.0,9.0,50,33,4,Elk,"Multi-season Limited-entry Any Bull Elk - Book Cliffs, Bitter Creek/east - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,2.0,0.0,2.0,112.0,0.0
EB3166,both,YES,Elk,"Book Cliffs, Bitter Creek/East",Limited Entry,elk|other,Elk,"Book Cliffs, Bitter Creek/East",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,120.0,108.0,72.0,66.7,4.3,4.4,Elk,"Limited-entry Muzzleloader Bull Elk - Book Cliffs, Bitter Creek/east - Muzzleloader",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,11.0,1.0,12.0,160.0,49.0
EB3167,both,YES,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,elk|other,Elk,"Book Cliffs, Little Creek Roadless",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,30.0,27.0,27.0,100,3.7,4.7,Elk,"Limited-entry Alw (rifle) Bull Elk - Mid - Book Cliffs, Little Creek Roadless - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,2.0,1.0,3.0,60.0,66.0
EB3168,both,YES,Elk,"Cache, Meadowville",Limited Entry,elk|other,Elk,"Cache, Meadowville",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,30.0,18.0,0.0,0,5,2,Elk,"Limited-entry Archery Bull Elk - Cache, Meadowville - Archery",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,2.0,0.0,2.0,2.0,0.0
EB3169,both,YES,Elk,"Cache, Meadowville",Limited Entry,elk|other,Elk,"Cache, Meadowville",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,180.0,162.0,72.0,43.8,5,3.8,Elk,"Limited-entry Alw (rifle) Bull Elk - Mid - Cache, Meadowville - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,16.0,2.0,18.0,26.0,3.0
EB3170,both,YES,Elk,"Cache, South",Limited Entry,elk|other,Elk,"Cache, South",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,50.0,45.0,0.0,0,5.5,2.3,Elk,"Limited-entry Archery Bull Elk - Cache, South - Archery",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,4.0,1.0,5.0,10.0,2.0
EB3171,both,YES,Elk,"Cache, South",Limited Entry,elk|other,Elk,"Cache, South",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,110.0,99.0,36.0,36.4,7.5,3.2,Elk,"Limited-entry Alw (rifle) Bull Elk - Mid - Cache, South - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,10.0,1.0,11.0,467.0,36.0
EB3172,both,YES,Elk,Manti,Limited Entry,elk|other,Elk,"Central Mtns, Manti",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,70.0,63.0,18.0,33.3,5.7,3.7,Elk,"Limited-entry Archery Bull Elk - Central Mtns, Manti - Archery",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,6.0,1.0,7.0,38.0,17.0
EB3173,both,YES,Elk,Nebo/San Pitch Mtns,Limited Entry,elk|other,Elk,"Central Mtns, Nebo/San Pitch Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,190.0,171.0,81.0,47.1,17.1,3.7,Elk,"Limited-entry Archery Bull Elk - Central Mtns, Nebo/san Pitch Mtns - Archery",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,17.0,2.0,19.0,244.0,70.0
EB3174,both,YES,Elk,Nebo/San Pitch Mtns,Limited Entry,elk|other,Elk,"Central Mtns, Nebo/San Pitch Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,50.0,45.0,0.0,0,11.7,3.3,Elk,"Limited-entry Archery Bull Elk - Central Mtns, Nebo/san Pitch Mtns - Archery",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,4.0,1.0,5.0,12.0,7.0
EB3175,both,YES,Elk,Nebo/San Pitch Mtns,Limited Entry,elk|other,Elk,"Central Mtns, Nebo/San Pitch Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,80.0,72.0,72.0,100,2.4,3.6,Elk,"Limited-entry Alw (rifle) Bull Elk - Early - Central Mtns, Nebo/san Pitch Mtns - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,6.0,1.0,7.0,827.0,121.0
EB3176,both,YES,Elk,Nebo/San Pitch Mtns,Limited Entry,elk|other,Elk,"Central Mtns, Nebo/San Pitch Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,140.0,126.0,108.0,85.7,5.2,2.9,Elk,"Limited-entry Alw (rifle) Bull Elk - Late - Central Mtns, Nebo/san Pitch Mtns - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,13.0,1.0,14.0,236.0,46.0
EB3177,both,YES,Elk,Nebo/San Pitch Mtns,Limited Entry,elk|other,Elk,"Central Mtns, Nebo/San Pitch Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,230.0,207.0,162.0,78.3,5.8,3.8,Elk,"Limited-entry Alw (rifle) Bull Elk - Mid - Central Mtns, Nebo/san Pitch Mtns - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,22.0,2.0,24.0,418.0,60.0
EB3178,both,YES,Elk,Nebo/San Pitch Mtns,Limited Entry,elk|other,Elk,"Central Mtns, Nebo/San Pitch Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,20.0,18.0,18.0,100,16.5,4.5,Elk,"Multi-season Limited-entry Any Bull Elk - Central Mtns, Nebo/san Pitch Mtns - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,2.0,0.0,2.0,149.0,0.0
EB3179,both,YES,Elk,Nebo/San Pitch Mtns,Limited Entry,elk|other,Elk,"Central Mtns, Nebo/San Pitch Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,120.0,108.0,81.0,75,6.7,4.1,Elk,"Limited-entry Muzzleloader Bull Elk - Central Mtns, Nebo/san Pitch Mtns - Muzzleloader",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,11.0,1.0,12.0,171.0,43.0
EB3180,both,YES,Elk,"Fillmore, Pahvant",Limited Entry,elk|other,Elk,"Fillmore, Pahvant",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,40.0,27.0,9.0,33.3,9.7,4,Elk,"Limited-entry Archery Bull Elk - Fillmore, Pahvant - Archery",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,4.0,1.0,5.0,6.0,8.0
EB3181,both,YES,Elk,"Fillmore, Pahvant",Limited Entry,elk|other,Elk,"Fillmore, Pahvant",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,200.0,180.0,135.0,73.7,6.3,3.4,Elk,"Limited-entry Alw (rifle) Bull Elk - Mid - Fillmore, Pahvant - Any Legal Weapon",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,18.0,2.0,20.0,310.0,74.0
EB3182,both,YES,Elk,La Sal Mtns,Limited Entry,elk|other,Elk,"La Sal, La Sal Mtns",10,pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_2023_uploaded_reports.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_quality_features_by_hunt_code_all_species_2023.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_ELK_hunt_success.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_all_species_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_code_keyed_all_sources.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_hunt_success_long.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_le_oial_all.csv|pipeline\RAW\hunt_unit_database\2024\csv\Harvest Results\harvest_results_2023_uploaded_reports_all_long.csv,50.0,45.0,0.0,0,9,3.3,Elk,"Limited-entry Archery Bull Elk - La Sal, La Sal Mtns - Archery",62,pipeline\RAW\hunt_unit_database\2024\csv\draw_results_2023_for_2024_long.csv,4.0,1.0,5.0,8.0,10.0
