hunt_code,hunt_name,species,boundary_id,row_origin,database_numeric_protected,target_database_status,target_2025_total,database_2025_total,target_2026_total,database_2026_total,database_allotment_2026_total,resolved_2026_res,resolved_2026_nr,resolved_2026_total,resolved_2026_source,overlay_action,review_priority,review_reason
LO1579,Fishlake,Deer,633,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1581,"San Juan, Abajo Mtns",Deer,618,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1582,Vernal/Bonanza,Deer,614,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1583,Yellowstone,Deer,613,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1584,Southwest Desert,Deer,625,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1585,"Wasatch Mtns, East",Deer,621,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1586,"Wasatch Mtns, West",Deer,620,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1589,Zion,Deer,635,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1602,Chalk Creek,Deer,69,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1606,East Canyon,Deer,276,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1610,Morgan-South Rich,Deer,117,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1612,"Beaver, East",Deer,685,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1615,"Beaver, West",Deer,672,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1618,"West Desert, Swasey",Deer,926,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1621,Oquirrh/Tintic,Deer,927,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1624,Cedar/Stansbury,Deer,925,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1628,Cache,Deer,29,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,2,,,,2,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
LO1630,Boulder/Kaiparowits,Deer,455,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1616,"Beaver, West",Deer,672,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO1627,Cache,Deer,29,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,2,,,,2,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
LO1629,Boulder/Kaiparowits,Deer,455,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
DB1017,"Book Cliffs, North",Deer,714,TARGET_AND_DATABASE,YES,MATCH,123,123,152,152,152,137,15,152,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1018,"Book Cliffs, South",Deer,15,TARGET_AND_DATABASE,YES,MATCH,29,29,38,38,38,34,4,38,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1019,"Fillmore, Oak Creek LE",Deer,85,TARGET_AND_DATABASE,YES,MATCH,32,32,37,37,37,33,4,37,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1020,Dolores Triangle,Deer,108,TARGET_AND_DATABASE,YES,MATCH,12,12,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1022,"San Juan, Elk Ridge",Deer,185,TARGET_AND_DATABASE,YES,MATCH,42,42,47,47,47,42,5,47,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1023,Diamond Mtn,Deer,206,TARGET_AND_DATABASE,YES,MATCH,60,60,68,68,68,61,7,68,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1024,"West Desert, Vernon",Deer,248,TARGET_AND_DATABASE,YES,MATCH,127,127,144,144,144,130,14,144,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1115,Little Rockies,Deer,928,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,5,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1119,Moab Valley,Deer,930,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1120,Castle Valley,Deer,932,TARGET_AND_DATABASE,YES,MATCH,15,15,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1011,Book Cliffs,Deer,7,TARGET_AND_DATABASE,YES,MATCH,48,48,61,61,61,55,6,61,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1012,"Fillmore, Oak Creek LE",Deer,85,TARGET_AND_DATABASE,YES,MATCH,12,12,13,13,13,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1013,Dolores Triangle,Deer,108,TARGET_AND_DATABASE,YES,MATCH,4,4,5,5,5,5,0,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1014,"San Juan, Elk Ridge",Deer,185,TARGET_AND_DATABASE,YES,MATCH,16,16,17,17,17,15,2,17,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1015,Diamond Mtn,Deer,206,TARGET_AND_DATABASE,YES,MATCH,21,21,24,24,24,22,2,24,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1016,"West Desert, Vernon",Deer,248,TARGET_AND_DATABASE,YES,MATCH,43,43,51,51,51,46,5,51,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1090,HAMSS,Deer,301,TARGET_AND_DATABASE,YES,MATCH,7,7,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1091,HAMSS,Deer,314,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,5,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1105,HAMSS,Deer,276,TARGET_AND_DATABASE,YES,MATCH,7,7,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1106,Thousand Lakes,Deer,632,TARGET_AND_DATABASE,YES,MATCH,11,11,22,22,22,20,2,22,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1116,HAMSS,Deer,929,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,5,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1044,Book Cliffs,Deer,7,TARGET_AND_DATABASE,YES,MATCH,7,7,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1045,"Fillmore, Oak Creek LE",Deer,85,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1046,"San Juan, Elk Ridge",Deer,185,TARGET_AND_DATABASE,YES,MATCH,2,2,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1047,Diamond Mtn,Deer,206,TARGET_AND_DATABASE,YES,MATCH,3,3,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1048,"West Desert, Vernon",Deer,248,TARGET_AND_DATABASE,YES,MATCH,7,7,8,8,8,7,1,8,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1025,Book Cliffs,Deer,7,TARGET_AND_DATABASE,YES,MATCH,47,47,61,61,61,55,6,61,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1026,"Cache, Crawford Mtn",Deer,32,TARGET_AND_DATABASE,YES,MATCH,7,7,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1028,Fillmore,Deer,804,TARGET_AND_DATABASE,YES,MATCH,11,11,12,12,,11,1,12,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1029,"Fillmore, Oak Creek LE",Deer,85,TARGET_AND_DATABASE,YES,MATCH,12,12,13,13,13,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1030,Kamas,Deer,611,TARGET_AND_DATABASE,YES,MATCH,6,6,5,5,,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1031,Dolores Triangle,Deer,108,TARGET_AND_DATABASE,YES,MATCH,4,4,5,5,5,5,0,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1032,Monroe,Deer,629,TARGET_AND_DATABASE,YES,MATCH,6,6,6,6,,5,1,6,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1033,Nine Mile,Deer,615,TARGET_AND_DATABASE,YES,MATCH,7,7,7,7,,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1034,Pine Valley,Deer,636,TARGET_AND_DATABASE,YES,MATCH,14,14,15,15,,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1037,"San Juan, Elk Ridge",Deer,185,TARGET_AND_DATABASE,YES,MATCH,16,16,17,17,17,15,2,17,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1038,Diamond Mtn,Deer,206,TARGET_AND_DATABASE,YES,MATCH,21,21,24,24,24,22,2,24,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1039,Yellowstone,Deer,613,TARGET_AND_DATABASE,YES,MATCH,7,7,7,7,,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1040,Southwest Desert,Deer,625,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1041,"Wasatch Mtns, East",Deer,621,TARGET_AND_DATABASE,YES,MATCH,29,29,33,33,,30,3,33,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1042,"West Desert, Vernon",Deer,248,TARGET_AND_DATABASE,YES,MATCH,44,44,51,51,51,46,5,51,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1043,Zion,Deer,635,TARGET_AND_DATABASE,YES,MATCH,14,14,17,17,,15,2,17,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1053,Mt Dutton,Deer,630,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1054,Ogden,Deer,609,TARGET_AND_DATABASE,YES,MATCH,12,12,14,14,,13,1,14,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1055,Fishlake,Deer,633,TARGET_AND_DATABASE,YES,MATCH,6,6,7,7,,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1065,North Slope,Deer,612,TARGET_AND_DATABASE,YES,MATCH,15,15,16,16,,14,2,16,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1077,Box Elder,Deer,607,TARGET_AND_DATABASE,YES,MATCH,25,25,26,26,,23,3,26,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1078,Cache,Deer,29,TARGET_AND_DATABASE,YES,MATCH,10,10,12,12,,11,1,12,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1079,Manti/San Rafael,Deer,619,TARGET_AND_DATABASE,YES,MATCH,41,41,45,45,,40,5,45,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1080,Nebo,Deer,616,TARGET_AND_DATABASE,YES,MATCH,25,25,26,26,,23,3,26,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1081,La Sal Mtns,Deer,617,TARGET_AND_DATABASE,YES,MATCH,9,9,9,9,,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1083,Panguitch Lake,Deer,634,TARGET_AND_DATABASE,YES,MATCH,12,12,13,13,,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1084,Boulder/Kaiparowits,Deer,455,TARGET_AND_DATABASE,YES,MATCH,12,12,13,13,,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1085,"San Juan, Abajo Mtns",Deer,618,TARGET_AND_DATABASE,YES,MATCH,13,13,14,14,,13,1,14,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1086,Vernal/Bonanza,Deer,614,TARGET_AND_DATABASE,YES,MATCH,6,6,7,7,,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1087,"Wasatch Mtns, West",Deer,620,TARGET_AND_DATABASE,YES,MATCH,32,32,40,40,,36,4,40,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1100,Chalk Creek,Deer,69,TARGET_AND_DATABASE,YES,MATCH,11,11,11,11,,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1101,East Canyon,Deer,276,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1103,Morgan-South Rich,Deer,117,TARGET_AND_DATABASE,YES,MATCH,7,7,8,8,,7,1,8,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1107,Thousand Lakes,Deer,632,TARGET_AND_DATABASE,YES,MATCH,4,4,22,22,22,20,2,22,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1110,"Beaver, East",Deer,685,TARGET_AND_DATABASE,YES,MATCH,10,10,11,11,,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1111,"Beaver, West",Deer,672,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1112,"West Desert, Swasey",Deer,926,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1113,Oquirrh/Tintic,Deer,927,TARGET_AND_DATABASE,YES,MATCH,12,12,11,11,,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1114,Cedar/Stansbury,Deer,925,TARGET_AND_DATABASE,YES,MATCH,6,6,6,6,,5,1,6,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1109,Thousand Lakes,Deer,632,TARGET_AND_DATABASE,YES,MATCH,2,,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1108,Thousand Lakes,Deer,632,TARGET_AND_DATABASE,YES,MATCH,28,28,30,30,30,27,3,30,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
LD1004,Paunsaugunt - Private Land Only,Deer,163,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LD1019,"Fillmore, Oak Creek LE - Private Land Only",Deer,85,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LD1023,Diamond Mtn - Private Land Only,Deer,206,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO0009,Diamond Mtn Landowner Association,Deer,206,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LD1001,Paunsaugunt - Private Land Only,Deer,163,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LO0008,Diamond Mtn Landowner Association,Deer,206,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LD1006,Paunsaugunt - Private Land Only,Deer,163,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
LD1108,Thousand Lakes - Private Land Only,Deer,632,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
DB1009,Henry Mtns Management,Deer,94,TARGET_AND_DATABASE,YES,MATCH,11,11,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1010,Paunsaugunt Management,Deer,163,TARGET_AND_DATABASE,YES,MATCH,26,26,33,33,33,30,3,33,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1121,Antelope Island Management,Deer,1,TARGET_AND_DATABASE,YES,MATCH,,,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1073,Paunsaugunt Management,Deer,163,TARGET_AND_DATABASE,YES,MATCH,9,9,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1074,Paunsaugunt Management,Deer,163,TARGET_AND_DATABASE,YES,MATCH,9,9,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB0009,Antelope Island - Conservation/Expo,Deer,1,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
DB1002,Antelope Island Premium,Deer,1,TARGET_AND_DATABASE,YES,MATCH,1,1,1,1,1,1,0,1,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1003,Henry Mtns Premium,Deer,94,TARGET_AND_DATABASE,YES,MATCH,25,24,27,27,27,24,3,27,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1004,Paunsaugunt Premium,Deer,163,TARGET_AND_DATABASE,YES,MATCH,80,80,83,83,83,75,8,83,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1000,Henry Mtns Premium,Deer,94,TARGET_AND_DATABASE,YES,MATCH,9,9,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1001,Paunsaugunt Premium,Deer,163,TARGET_AND_DATABASE,YES,MATCH,28,28,29,29,29,26,3,29,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1007,Henry Mtns Premium,Deer,94,TARGET_AND_DATABASE,YES,MATCH,1,1,1,1,1,1,0,1,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1008,Paunsaugunt Premium,Deer,163,TARGET_AND_DATABASE,YES,MATCH,4,4,4,4,4,3,1,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1005,Henry Mtns Premium,Deer,94,TARGET_AND_DATABASE,YES,MATCH,9,9,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB1006,Paunsaugunt Premium,Deer,163,TARGET_AND_DATABASE,YES,MATCH,28,28,29,29,29,26,3,29,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
DB0007,Buck Deer - Statewide Permit,Deer,5108,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,1,,,,1,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
DB0001,Southeastern Navajo Buck Deer,Deer,866,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
DB0004,Southern Navajo Buck Deer,Deer,865,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
DB0010,Southern Paiute Buck Deer (early),Deer,865,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
DB0013,Southern Paiute Buck Deer (late),Deer,865,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
DB0002,Southeastern Navajo Buck Deer,Deer,866,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
