hunt_code,hunt_name,species,boundary_id,row_origin,database_numeric_protected,target_database_status,target_2025_total,database_2025_total,target_2026_total,database_2026_total,database_allotment_2026_total,resolved_2026_res,resolved_2026_nr,resolved_2026_total,resolved_2026_source,overlay_action,review_priority,review_reason
EA2036,"Oquirrh-Stansbury, East",Elk,86,TARGET_AND_DATABASE,YES,MATCH,60,60,70,70,70,63,7,70,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1085,Vernal/Bonanza,Elk,614,TARGET_AND_DATABASE,YES,MATCH,100,74,100,100,100,90,10,100,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1268,"North Slope, Summit",Elk,138,TARGET_AND_DATABASE,YES,MATCH,200,81,200,200,200,180,20,200,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1274,"North Slope, Three Corners",Elk,140,TARGET_AND_DATABASE,YES,MATCH,25,16,25,25,25,22,3,25,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1282,"Ogden, North",Elk,939,TARGET_AND_DATABASE,YES,MISMATCH,,12,40,200,,180,20,200,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
EA1283,Panguitch Lake,Elk,634,TARGET_AND_DATABASE,YES,MATCH,35,33,35,35,35,31,4,35,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA2033,Kamas,Elk,611,TARGET_AND_DATABASE,YES,MATCH,250,50,200,200,200,180,20,200,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA2034,"Nine Mile, Anthro",Elk,128,TARGET_AND_DATABASE,YES,MATCH,200,9,200,200,200,180,20,200,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA2037,Yellowstone,Elk,613,TARGET_AND_DATABASE,YES,MATCH,200,69,200,200,200,180,20,200,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA2038,Wasatch Mtns,Elk,222,TARGET_AND_DATABASE,YES,MATCH,1200,499,1200,1200,1200,1080,120,1200,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1060,"North Slope, West Daggett",Elk,142,TARGET_AND_DATABASE,YES,MATCH,20,18,20,20,20,18,2,20,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1061,"North Slope, West Daggett",Elk,142,TARGET_AND_DATABASE,YES,MATCH,20,20,20,20,20,18,2,20,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1189,"Wasatch Mtns, West-Central",Elk,448,TARGET_AND_DATABASE,YES,MATCH,425,335,425,425,425,382,43,425,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1245,Yellowstone,Elk,613,TARGET_AND_DATABASE,YES,MATCH,50,48,50,50,50,45,5,50,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EA1284,Panguitch Lake,Elk,634,TARGET_AND_DATABASE,YES,MATCH,35,33,55,55,55,49,6,55,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB1001,Any Bull Elk Units,Elk,5120,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,10,,,,10,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
EB1010,Any Bull Elk Units,Elk,5127,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,17,,,,17,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,931,TARGET_AND_DATABASE,YES,MATCH,,,500,500,,,,500,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,5125,TARGET_AND_DATABASE,YES,MATCH,,750,750,750,,,,750,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB1002,Any Bull Elk Units,Elk,5121,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,6,,,,6,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
EB1005,Archery Hunters Choice Elk,Elk,5124,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,16,,,,16,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
EB1003,Spike Only Units,Elk,5122,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,16,,,,16,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
EB1009,Spike Only Elk Units - Multiseason,Elk,5126,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
EB1004,Spike Only Units,Elk,5123,TARGET_AND_DATABASE,YES,RIGHT_ONLY,,,,6,,,,6,DATABASE.permits_2026,USE_DATABASE_2026_PERMITS_IN_DERIVED_OUTPUTS,HIGH,DATABASE.csv has populated 2026 permit cells. Preserve DATABASE values in derived outputs; target disagreement is review evidence only.
EB1011,Youth General Season Bull Elk,Elk,5128,TARGET_AND_DATABASE,NO,BOTH_BLANK,,,,,,,,,,NO_NUMERIC_PERMIT_DATA,NONE,Neither target nor DATABASE.csv has populated 2026 permit/allotment values.
EB3024,"Beaver, East",Elk,685,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3025,"Beaver, East",Elk,685,TARGET_AND_DATABASE,YES,MATCH,16,15,17,17,17,15,2,17,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3028,"Book Cliffs, Little Creek Roadless",Elk,12,TARGET_AND_DATABASE,YES,MATCH,2,2,3,3,3,3,0,3,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3031,"Box Elder, Pilot Mtn",Elk,682,TARGET_AND_DATABASE,YES,MATCH,10,10,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3032,"Cache, Meadowville",Elk,33,TARGET_AND_DATABASE,YES,MATCH,5,5,4,4,4,3,1,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3033,"Cache, Meadowville",Elk,33,TARGET_AND_DATABASE,YES,MATCH,8,8,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3036,"Cache, South",Elk,41,TARGET_AND_DATABASE,YES,MATCH,4,3,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3037,"Cache, South",Elk,41,TARGET_AND_DATABASE,YES,MATCH,6,6,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3038,Manti,Elk,51,TARGET_AND_DATABASE,YES,MATCH,72,70,68,68,68,61,7,68,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3039,Manti,Elk,51,TARGET_AND_DATABASE,YES,MATCH,120,117,113,113,113,102,11,113,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3042,"Fillmore, Pahvant",Elk,88,TARGET_AND_DATABASE,YES,MATCH,9,9,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3043,"Fillmore, Pahvant",Elk,88,TARGET_AND_DATABASE,YES,MATCH,15,14,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3044,Dolores Triangle,Elk,108,TARGET_AND_DATABASE,YES,MATCH,7,7,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3045,La Sal Mtns,Elk,617,TARGET_AND_DATABASE,YES,MATCH,16,15,16,16,16,14,2,16,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3046,La Sal Mtns,Elk,617,TARGET_AND_DATABASE,YES,MATCH,27,26,27,27,27,24,3,27,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3047,Monroe,Elk,629,TARGET_AND_DATABASE,YES,MATCH,9,9,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3048,Monroe,Elk,629,TARGET_AND_DATABASE,YES,MATCH,14,14,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3049,Mt Dutton,Elk,630,TARGET_AND_DATABASE,YES,MATCH,8,8,9,9,9,8,1,9,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3050,Mt Dutton,Elk,630,TARGET_AND_DATABASE,YES,MATCH,14,13,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3053,"North Slope, Three Corners",Elk,140,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3056,Panguitch Lake,Elk,634,TARGET_AND_DATABASE,YES,MATCH,7,6,8,8,8,7,1,8,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3057,Panguitch Lake,Elk,634,TARGET_AND_DATABASE,YES,MATCH,12,12,13,13,13,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3063,Fishlake/Thousand Lakes,Elk,175,TARGET_AND_DATABASE,YES,MATCH,37,35,38,38,38,34,4,38,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3064,Fishlake/Thousand Lakes,Elk,175,TARGET_AND_DATABASE,YES,MATCH,107,102,110,110,110,99,11,110,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3065,Fishlake/Thousand Lakes,Elk,175,TARGET_AND_DATABASE,YES,MATCH,62,60,63,63,63,57,6,63,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3066,San Juan Bull Elk,Elk,183,TARGET_AND_DATABASE,YES,MATCH,12,11,13,13,13,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3067,San Juan Bull Elk,Elk,183,TARGET_AND_DATABASE,YES,MATCH,20,20,22,22,22,20,2,22,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3068,Diamond Mtn,Elk,206,TARGET_AND_DATABASE,YES,MATCH,10,9,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3069,Diamond Mtn,Elk,206,TARGET_AND_DATABASE,YES,MATCH,30,29,33,33,33,30,3,33,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3072,Wasatch Mtns,Elk,222,TARGET_AND_DATABASE,YES,MATCH,74,71,60,60,60,54,6,60,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3073,Wasatch Mtns,Elk,222,TARGET_AND_DATABASE,YES,MATCH,124,121,99,99,99,89,10,99,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3126,Manti,Elk,51,TARGET_AND_DATABASE,YES,MATCH,207,202,195,195,195,175,20,195,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3127,Wasatch Mtns,Elk,222,TARGET_AND_DATABASE,YES,MATCH,215,211,172,172,172,155,17,172,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3147,"Box Elder, Grouse Creek",Elk,867,TARGET_AND_DATABASE,YES,MATCH,7,7,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3148,Boulder,Elk,172,TARGET_AND_DATABASE,YES,MATCH,13,12,14,14,14,13,1,14,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3149,"Southwest Desert, South",Elk,872,TARGET_AND_DATABASE,YES,MATCH,17,16,18,18,18,16,2,18,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3150,"Box Elder, Grouse Creek",Elk,867,TARGET_AND_DATABASE,YES,MATCH,13,13,13,13,13,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3151,Boulder,Elk,172,TARGET_AND_DATABASE,YES,MATCH,21,21,24,24,24,22,2,24,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3152,"Southwest Desert, South",Elk,872,TARGET_AND_DATABASE,YES,MATCH,28,27,29,29,29,26,3,29,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3159,"Beaver, East",Elk,685,TARGET_AND_DATABASE,YES,MATCH,28,27,30,30,30,27,3,30,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3162,"Book Cliffs, Bitter Creek/East",Elk,899,TARGET_AND_DATABASE,YES,MATCH,9,9,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3163,"Book Cliffs, Bitter Creek/East",Elk,899,TARGET_AND_DATABASE,YES,MATCH,15,14,16,16,16,14,2,16,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3164,"Book Cliffs, Bitter Creek/East",Elk,899,TARGET_AND_DATABASE,YES,MATCH,26,25,28,28,28,25,3,28,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3167,"Book Cliffs, Little Creek Roadless",Elk,12,TARGET_AND_DATABASE,YES,MATCH,4,4,5,5,5,4,1,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3169,"Cache, Meadowville",Elk,33,TARGET_AND_DATABASE,YES,MATCH,15,15,12,12,12,11,1,12,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3171,"Cache, South",Elk,41,TARGET_AND_DATABASE,YES,MATCH,11,11,12,12,12,11,1,12,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3175,Nebo/San Pitch Mtns,Elk,901,TARGET_AND_DATABASE,YES,MATCH,10,9,13,13,13,12,1,13,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3176,Nebo/San Pitch Mtns,Elk,901,TARGET_AND_DATABASE,YES,MATCH,16,16,22,22,22,20,2,22,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3177,Nebo/San Pitch Mtns,Elk,901,TARGET_AND_DATABASE,YES,MATCH,28,27,38,38,38,34,4,38,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3181,"Fillmore, Pahvant",Elk,88,TARGET_AND_DATABASE,YES,MATCH,25,25,25,25,25,22,3,25,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3183,La Sal Mtns,Elk,617,TARGET_AND_DATABASE,YES,MATCH,47,45,47,47,47,42,5,47,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3185,Monroe,Elk,629,TARGET_AND_DATABASE,YES,MATCH,25,25,27,27,27,24,3,27,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3187,Mt Dutton,Elk,630,TARGET_AND_DATABASE,YES,MATCH,24,23,25,25,25,22,3,25,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3189,Panguitch Lake,Elk,634,TARGET_AND_DATABASE,YES,MATCH,21,20,22,22,22,20,2,22,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3191,Boulder,Elk,172,TARGET_AND_DATABASE,YES,MATCH,37,35,41,41,41,37,4,41,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3194,San Juan Bull Elk,Elk,183,TARGET_AND_DATABASE,YES,MATCH,34,33,37,37,37,33,4,37,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3196,Diamond Mtn,Elk,206,TARGET_AND_DATABASE,YES,MATCH,17,17,19,19,19,17,2,19,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3198,"Southwest Desert, South",Elk,872,TARGET_AND_DATABASE,YES,MATCH,48,46,51,51,51,46,5,51,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3208,Morgan-South Rich,Elk,117,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3210,"North Slope, Three Corners",Elk,140,TARGET_AND_DATABASE,YES,MATCH,5,5,5,5,5,5,0,5,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3000,"Beaver, East",Elk,685,TARGET_AND_DATABASE,YES,MATCH,24,23,25,25,25,22,3,25,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3002,"Book Cliffs, Little Creek Roadless",Elk,12,TARGET_AND_DATABASE,YES,MATCH,3,3,4,4,4,4,0,4,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3003,"Cache, Meadowville",Elk,33,TARGET_AND_DATABASE,YES,MATCH,12,11,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3005,"Cache, South",Elk,41,TARGET_AND_DATABASE,YES,MATCH,10,9,11,11,11,10,1,11,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3006,Manti,Elk,51,TARGET_AND_DATABASE,YES,MATCH,175,172,165,165,165,148,17,165,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3008,"Fillmore, Pahvant",Elk,88,TARGET_AND_DATABASE,YES,MATCH,21,20,21,21,21,19,2,21,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3009,La Sal Mtns,Elk,617,TARGET_AND_DATABASE,YES,MATCH,40,39,40,40,40,36,4,40,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3010,Monroe,Elk,629,TARGET_AND_DATABASE,YES,MATCH,21,21,23,23,23,21,2,23,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3011,Mt Dutton,Elk,630,TARGET_AND_DATABASE,YES,MATCH,20,19,21,21,21,19,2,21,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3013,"North Slope, Three Corners",Elk,140,TARGET_AND_DATABASE,YES,MATCH,7,7,7,7,7,6,1,7,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3015,Panguitch Lake,Elk,634,TARGET_AND_DATABASE,YES,MATCH,18,17,19,19,19,17,2,19,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3018,Fishlake/Thousand Lakes,Elk,175,TARGET_AND_DATABASE,YES,MATCH,90,87,93,93,93,84,9,93,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3019,San Juan Bull Elk,Elk,183,TARGET_AND_DATABASE,YES,MATCH,29,28,32,32,32,29,3,32,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3020,Diamond Mtn,Elk,206,TARGET_AND_DATABASE,YES,MATCH,25,24,28,28,28,25,3,28,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3022,Wasatch Mtns,Elk,222,TARGET_AND_DATABASE,YES,MATCH,182,176,145,145,145,130,15,145,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3130,"Box Elder, Pilot Mtn",Elk,682,TARGET_AND_DATABASE,YES,MATCH,3,3,2,2,2,2,0,2,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3132,"Cache, North",Elk,36,TARGET_AND_DATABASE,YES,MATCH,28,28,24,24,24,22,2,24,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3135,Barney Top/Kaiparowits,Elk,869,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3136,"Southwest Desert, North",Elk,871,TARGET_AND_DATABASE,YES,MATCH,18,18,23,23,23,21,2,23,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3137,"West Desert, Deep Creek",Elk,241,TARGET_AND_DATABASE,YES,MATCH,14,14,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3139,"Cache, North",Elk,36,TARGET_AND_DATABASE,YES,MATCH,28,28,24,24,24,22,2,24,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3142,Barney Top/Kaiparowits,Elk,869,TARGET_AND_DATABASE,YES,MATCH,10,10,10,10,10,9,1,10,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3143,"Southwest Desert, North",Elk,871,TARGET_AND_DATABASE,YES,MATCH,18,18,23,23,23,21,2,23,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3144,"West Desert, Deep Creek",Elk,241,TARGET_AND_DATABASE,YES,MATCH,14,14,15,15,15,13,2,15,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3145,Boulder,Elk,172,TARGET_AND_DATABASE,YES,MATCH,31,30,35,35,35,31,4,35,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3146,"Southwest Desert, South",Elk,872,TARGET_AND_DATABASE,YES,MATCH,41,40,43,43,43,39,4,43,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3158,"Beaver, East",Elk,685,TARGET_AND_DATABASE,YES,MATCH,15,14,20,20,20,18,2,20,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
EB3160,"Book Cliffs, Bitter Creek/East",Elk,899,TARGET_AND_DATABASE,YES,MATCH,22,21,24,24,24,22,2,24,DATABASE.permits_2026,NO_ACTION_DATABASE_MATCH,NONE,Target 2026 permits agree with populated DATABASE.csv permits.
