hunt_code,hunt_name,species,hunt_type,residency,permits_2026_total,guidebook_page,promotion_status,reason
BI6539,Henry Mtns,Bison,Once-in-a-lifetime,Resident,11,65,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB0008,Extended Archery Deer,Deer,Extended Archery,Resident,2000,44,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1109,Thousand Lakes,Deer,Limited Entry,Resident,2,53,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1121,Antelope Island Management,Deer,Premium Limited Entry,Resident,2,50,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1599,Chalk Creek,Deer,General Season,Resident,880,45,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1600,Chalk Creek,Deer,General Season,Resident,440,43,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1601,Chalk Creek,Deer,General Season,Resident,440,44,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1602,Chalk Creek,Deer,General Season,Resident,440,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1603,East Canyon,Deer,General Season,Resident,760,45,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1604,East Canyon,Deer,General Season,Resident,380,43,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1605,East Canyon,Deer,General Season,Resident,380,44,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1606,East Canyon,Deer,General Season,Resident,380,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1607,Morgan-South Rich,Deer,General Season,Resident,640,45,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1608,Morgan-South Rich,Deer,General Season,Resident,320,43,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1609,Morgan-South Rich,Deer,General Season,Resident,320,44,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1610,Morgan-South Rich,Deer,General Season,Resident,320,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1611,"Beaver, East",Deer,General Season,Resident,440,43,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1612,"Beaver, East",Deer,General Season,Resident,440,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1613,"Beaver, East",Deer,General Season,Resident,1320,45,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1614,"Beaver, West",Deer,General Season,Resident,130,43,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1615,"Beaver, West",Deer,General Season,Resident,130,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1616,"Beaver, West",Deer,General Season,Resident,390,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1617,"West Desert, Swasey",Deer,General Season,Resident,80,44,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1618,"West Desert, Swasey",Deer,General Season,Resident,80,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1619,"West Desert, Swasey",Deer,General Season,Resident,240,45,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1620,Oquirrh/Tintic,Deer,General Season,Resident,450,43,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1621,Oquirrh/Tintic,Deer,General Season,Resident,450,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1622,Oquirrh/Tintic,Deer,General Season,Resident,1350,45,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1623,Cedar/Stansbury,Deer,General Season,Resident,250,43,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1624,Cedar/Stansbury,Deer,General Season,Resident,250,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1625,Cedar/Stansbury,Deer,General Season,Resident,750,45,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1627,Cache,Deer,General Season,Resident,3480,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1628,Cache,Deer,General Season,Resident,1160,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1629,Boulder/Kaiparowits,Deer,General Season,Resident,960,46,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1630,Boulder/Kaiparowits,Deer,General Season,Resident,720,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1631,Box Elder,Deer,General Season,Resident,1040,44,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1799,Chalk Creek,Deer,General Season,Resident,292,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1800,East Canyon,Deer,General Season,Resident,186,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1801,Morgan-South Rich,Deer,General Season,Resident,211,48,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1802,"Beaver, East",Deer,General Season,Resident,61,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
DB1803,"Beaver, West",Deer,General Season,Resident,44,47,PROMOTED,Promoted from corrected 2026 Big Game Application Guidebook truth source because the hunt code was absent from draw_reality_engine_predictive_v2.csv; no draw-odds probability was invented.
