section,hunt_code,hunt_name,species,hunt_type,draw_system_type,algorithm_status,model_strategy,residency,points,public_permits_2026,max_point_permits_2026,random_permits_2026,p_draw,p_draw_pct,p_bonus_pool,p_random_pool,p_preference_draw,data_quality_flags,source_years_used
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7007,Fillmore Pahvant,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,0,1,0,1,0.064516,6.452,0.000000,0.064516,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7007,Fillmore Pahvant,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,1,1,0,1,0.064516,6.452,0.000000,0.064516,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7007,Fillmore Pahvant,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,2,1,0,1,0.096774,9.677,0.000000,0.096774,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7007,Fillmore Pahvant,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,3,1,0,1,0.258065,25.806,0.000000,0.258065,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7007,Fillmore Pahvant,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,4,1,0,1,0.322581,32.258,0.000000,0.322581,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7007,Fillmore Pahvant,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,5,1,0,1,0.193548,19.355,0.000000,0.193548,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7020,Monroe,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,0,1,0,1,0.166667,16.667,0.000000,0.166667,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7020,Monroe,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,1,1,0,1,0.250000,25.000,0.000000,0.250000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7020,Monroe,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,2,1,0,1,0.125000,12.500,0.000000,0.125000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7020,Monroe,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,3,1,0,1,0.166667,16.667,0.000000,0.166667,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7020,Monroe,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,4,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7020,Monroe,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,5,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7020,Monroe,Black Bear,Limited Entry - Spring,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,6,1,0,1,0.291667,29.167,0.000000,0.291667,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,0,1,0,1,0.064516,6.452,0.000000,0.064516,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,1,1,0,1,0.096774,9.677,0.000000,0.096774,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,2,1,0,1,0.145161,14.516,0.000000,0.145161,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,3,1,0,1,0.129032,12.903,0.000000,0.129032,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,4,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,5,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,6,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,7,1,0,1,0.129032,12.903,0.000000,0.129032,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,8,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,9,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,10,1,0,1,0.177419,17.742,0.000000,0.177419,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,11,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,12,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,13,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,14,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7100,Beaver,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,15,1,0,1,0.258065,25.806,0.000000,0.258065,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,0,1,0,1,0.187500,18.750,0.000000,0.187500,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,1,1,0,1,0.125000,12.500,0.000000,0.125000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,2,1,0,1,0.187500,18.750,0.000000,0.187500,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,3,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,4,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,5,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,6,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7101,Book Cliffs Bitter Creek/South,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,7,1,0,1,0.500000,50.000,0.000000,0.500000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,0,1,0,1,0.096774,9.677,0.000000,0.096774,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,1,1,0,1,0.064516,6.452,0.000000,0.064516,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,2,1,0,1,0.193548,19.355,0.000000,0.193548,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,3,1,0,1,0.129032,12.903,0.000000,0.129032,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,4,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,5,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,6,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7104,Manti North,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Nonresident,7,1,0,1,0.516129,51.613,0.000000,0.516129,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,0,1,0,1,0.012821,1.282,0.000000,0.012821,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,1,1,0,1,0.012821,1.282,0.000000,0.012821,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,2,1,0,1,0.019231,1.923,0.000000,0.019231,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,3,1,0,1,0.102564,10.256,0.000000,0.102564,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,4,1,0,1,0.128205,12.821,0.000000,0.128205,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,5,1,0,1,0.115385,11.538,0.000000,0.115385,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,6,1,0,1,0.089744,8.974,0.000000,0.089744,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,7,1,0,1,0.102564,10.256,0.000000,0.102564,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,8,1,0,1,0.115385,11.538,0.000000,0.115385,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,9,1,0,1,0.064103,6.410,0.000000,0.064103,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,10,1,0,1,0.000000,0.000,0.000000,0.000000,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,11,1,0,1,0.153846,15.385,0.000000,0.153846,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
ONE_PERMIT_RANDOM_ONLY_BONUS_ROWS,BR7111,North Slope Three Corners/West Daggett,Black Bear,Limited Entry - Summer,BEAR_DRAW,MODELED_BONUS,bear_bonus_phase8,Resident,12,1,0,1,0.083333,8.333,0.000000,0.083333,,FIRST_CHOICE_ONLY_MODEL|ONE_PERMIT_RANDOM_ONLY|NO_MAX_POINT_POOL,"2021,2022,2023,2024,2025"
