from_year,to_year,year_transition,hunt_code,residency,mean_absolute_error_applicants_at_level,mean_absolute_error_applicants_above,bonus_pool_cutoff_error,guaranteed_at_error,quota_split_error,brier_score_by_point_level,calibration_error_by_probability_bucket
2021,2022,2021->2022,BR1011,Resident,10.5,6.25,,,26,0.75,0.75
2021,2022,2021->2022,EB3603,Resident,2.521739,16.826087,,,2,0.0,0.0
2021,2022,2021->2022,DA1031,Nonresident,3.0,1.666667,,,1,0.0,0.0
2021,2022,2021->2022,DB1576,Resident,54.5,92.166667,,,247,0.0,0.0
2021,2022,2021->2022,EB3146,Nonresident,2.241379,3.517241,1,1,4,0.068966,0.068966
2021,2022,2021->2022,PB5066,Nonresident,0.896552,2.965517,,,5,0.04,0.048276
2021,2022,2021->2022,DB1215,Nonresident,0.25,1.0,,,1,0.0,0.0
2021,2022,2021->2022,EA1120,Resident,5.333333,3.0,,,12,0.0,0.0
2021,2022,2021->2022,DA1018,Nonresident,4.0,3.6,,,3,0.0,0.0
2021,2022,2021->2022,MB6004,Nonresident,28.678571,184.678571,,,3,0.036706,0.041667
2021,2022,2021->2022,DB1304,Resident,3.086957,20.652174,,,2,0.0,0.0
2021,2022,2021->2022,PB5031,Resident,9.181818,18.272727,-5,-5,31,0.318182,0.318182
2021,2022,2021->2022,EA1162,Resident,11.4,11.4,,,8,0.0,0.0
2021,2022,2021->2022,DB1500,Resident,72.75,86.0,,,225,0.0,0.0
2021,2022,2021->2022,DB1032,Resident,1.565217,6.73913,-1,-1,4,0.043478,0.043478
2021,2022,2021->2022,PB5001,Nonresident,0.37931,1.586207,,,5,0.043103,0.051724
2021,2022,2021->2022,BI6500,Nonresident,101.821429,572.714286,,,1,0.0,0.0
2021,2022,2021->2022,DA1002,Nonresident,1.5,1.0,,,0,0.0,0.0
2021,2022,2021->2022,GO6813,Resident,8.695652,59.869565,-19,-19,5,0.086957,0.086957
2021,2022,2021->2022,MB6251,Nonresident,3.214286,28.035714,,,1,0.0,0.0
2021,2022,2021->2022,GO6821,Nonresident,23.172414,153.172414,,,6,0.035186,0.039409
2021,2022,2021->2022,EB3552,Nonresident,2.821429,16.607143,,,1,0.0,0.0
2021,2022,2021->2022,EB3038,Resident,121.535714,538.571429,4,4,166,0.270089,0.276786
2021,2022,2021->2022,EB3139,Resident,7.0,29.0,-9,-9,26,0.26087,0.26087
2021,2022,2021->2022,DB1028,Resident,3.217391,13.304348,5,5,8,0.173913,0.173913
2021,2022,2021->2022,DA1039,Nonresident,2.0,0.0,,,0,0.0,0.0
2021,2022,2021->2022,DB1040,Nonresident,1.137931,2.275862,,,3,0.015326,0.022989
2021,2022,2021->2022,EB3149,Resident,18.888889,16.148148,-1,-1,9,0.084609,0.093827
2021,2022,2021->2022,DB1023,Nonresident,5.931034,14.931034,-2,-2,8,0.103448,0.103448
2021,2022,2021->2022,BR7215,Nonresident,1.25,1.75,,,1,0.0,0.0
2021,2022,2021->2022,EA1225,Nonresident,2.8,3.0,,,12,0.0,0.0
2021,2022,2021->2022,BR7225,Resident,3.571429,5.714286,,,9,0.571429,0.571429
2021,2022,2021->2022,BR7203,Nonresident,2.5,0.5,,,1,0.0,0.0
2021,2022,2021->2022,EA1061,Nonresident,2.333333,1.333333,,,2,0.0,0.0
2021,2022,2021->2022,GO6807,Nonresident,4.214286,23.928571,,,3,0.015873,0.02381
2021,2022,2021->2022,EB3049,Nonresident,5.862069,47.137931,-2,-2,7,0.075777,0.084291
2021,2022,2021->2022,EA1030,Resident,26.833333,34.5,,,22,0.0,0.0
2021,2022,2021->2022,DB1596,Resident,24.571429,58.0,,,139,0.0,0.0
2021,2022,2021->2022,DB1045,Nonresident,8.107143,73.892857,,,1,0.0,0.0
2021,2022,2021->2022,DB1046,Nonresident,3.214286,27.821429,,,2,0.003968,0.011905
2021,2022,2021->2022,EA1135,Resident,5.571429,8.857143,,,8,0.0,0.0
2021,2022,2021->2022,GO6820,Nonresident,16.0,84.571429,,,4,0.039683,0.047619
2021,2022,2021->2022,BR7227,Nonresident,3.0,0.0,,,3,0.0,0.0
2021,2022,2021->2022,EB3072,Resident,137.703704,538.333333,4,4,211,0.305556,0.314815
2021,2022,2021->2022,PD1013,Resident,2.714286,5.571429,,,1,0.0,0.0
2021,2022,2021->2022,EB3048,Nonresident,7.482759,34.206897,,,7,0.017593,0.024631
2021,2022,2021->2022,MB6211,Nonresident,8.678571,92.107143,,,3,0.037143,0.042857
2021,2022,2021->2022,DB1788,Nonresident,1.0,0.5,,,1,0.0,0.0
2021,2022,2021->2022,EA1209,Nonresident,6.0,2.5,,,4,0.0,0.0
2021,2022,2021->2022,BR7013,Resident,3.538462,11.692308,,,4,0.153846,0.153846
2021,2022,2021->2022,EA1156,Resident,11.5,23.833333,,,5,0.0,0.0
2021,2022,2021->2022,EB3011,Nonresident,1.62069,2.689655,-5,-5,2,0.034483,0.034483
2021,2022,2021->2022,BR7001,Resident,18.384615,55.307692,,,40,0.384615,0.384615
2021,2022,2021->2022,DB1589,Nonresident,13.333333,20.333333,,,70,0.0,0.0
2021,2022,2021->2022,EB3009,Resident,7.727273,21.090909,-5,-5,38,0.318182,0.318182
2021,2022,2021->2022,PB5306,Resident,0.478261,1.086957,,,2,0.0,0.0
2021,2022,2021->2022,EA1011,Resident,14.75,26.25,,,41,0.0,0.0
2021,2022,2021->2022,DB1505,Nonresident,21.0,2.0,,,41,0.0,0.0
2021,2022,2021->2022,PB5060,Resident,1.956522,3.826087,10,10,21,0.130435,0.130435
2021,2022,2021->2022,DB1786,Resident,131.666667,133.333333,,,30,0.0,0.0
2021,2022,2021->2022,BI6533,Nonresident,6.8125,37.0625,,,2,0.0625,0.0625
2021,2022,2021->2022,DB1325,Nonresident,0.285714,0.75,,,1,0.0,0.0
2021,2022,2021->2022,MB6200,Nonresident,1.357143,12.142857,,,1,0.0,0.0
2021,2022,2021->2022,EB3608,Nonresident,0.607143,2.142857,,,1,0.0,0.0
2021,2022,2021->2022,DB1276,Nonresident,0.142857,0.214286,,,1,0.0,0.0
2021,2022,2021->2022,DB1048,Nonresident,2.724138,4.137931,,,3,0.004849,0.012931
2021,2022,2021->2022,DB1554,Resident,38.714286,62.857143,,,270,0.0,0.0
2021,2022,2021->2022,PB5300,Nonresident,1.107143,2.214286,,,3,0.035714,0.035714
2021,2022,2021->2022,PD1016,Resident,3.75,4.5,,,5,0.0,0.0
2021,2022,2021->2022,BR7106,Resident,19.4,88.066667,,,10,0.133333,0.133333
2021,2022,2021->2022,DB1587,Resident,39.125,22.0,,,138,0.0,0.0
2021,2022,2021->2022,EA1204,Nonresident,3.6,6.0,,,1,0.0,0.0
2021,2022,2021->2022,EB3047,Nonresident,38.37931,281.241379,0,0,10,0.058814,0.063448
2021,2022,2021->2022,DB1517,Nonresident,21.0,50.0,,,79,0.0,0.0
2021,2022,2021->2022,BR7232,Resident,4.0,3.833333,,,21,0.833333,0.833333
2021,2022,2021->2022,RS6720,Resident,27.52,148.88,-19,-19,10,0.08,0.08
2021,2022,2021->2022,EB3561,Nonresident,3.678571,20.75,,,4,0.071429,0.071429
2021,2022,2021->2022,DB1573,Nonresident,8.0,2.25,,,27,0.0,0.0
2021,2022,2021->2022,EA1060,Resident,19.5,28.25,,,9,0.0,0.0
2021,2022,2021->2022,DB1553,Resident,92.142857,167.571429,,,613,0.0,0.0
2021,2022,2021->2022,BR7224,Resident,7.272727,22.909091,,,9,0.272727,0.272727
2021,2022,2021->2022,EA1143,Resident,14.166667,27.5,,,21,0.0,0.0
2021,2022,2021->2022,EB3089,Resident,4.958333,24.291667,10,10,19,0.166667,0.166667
2021,2022,2021->2022,DB1016,Nonresident,2.551724,5.068966,-3,-3,3,0.068966,0.068966
2021,2022,2021->2022,DB1079,Nonresident,0.517241,1.793103,-4,-4,4,0.103448,0.103448
2021,2022,2021->2022,EB3542,Nonresident,0.285714,0.928571,,,1,0.0,0.0
2021,2022,2021->2022,EA1228,Nonresident,8.0,0.0,,,8,0.0,0.0
2021,2022,2021->2022,PB5041,Nonresident,4.655172,3.310345,0,0,3,0.068966,0.068966
2021,2022,2021->2022,EB3025,Nonresident,5.413793,30.62069,-1,-1,5,0.052076,0.059113
2021,2022,2021->2022,DB1593,Nonresident,14.666667,2.666667,,,29,0.0,0.0
2021,2022,2021->2022,DB1054,Resident,2.73913,10.347826,-6,-6,18,0.26087,0.26087
2021,2022,2021->2022,DB1309,Nonresident,2.035714,8.285714,,,4,0.015873,0.02381
2021,2022,2021->2022,EB3042,Resident,27.6,159.5,1,1,18,0.081481,0.088889
2021,2022,2021->2022,DB1233,Resident,3.130435,17.521739,-12,-12,6,0.130435,0.130435
2021,2022,2021->2022,DB1565,Resident,110.166667,19.0,,,656,0.0,0.0
2021,2022,2021->2022,EB3522,Nonresident,2.5,14.678571,,,1,0.0,0.0
2021,2022,2021->2022,EB3016,Resident,2.772727,5.454545,24,24,20,0.329545,0.340909
2021,2022,2021->2022,PB5018,Nonresident,1.931034,2.931034,0,0,5,0.068966,0.068966
2021,2022,2021->2022,DB1327,Resident,0.652174,3.130435,,,1,0.0,0.0
2021,2022,2021->2022,PD1030,Resident,47.0,81.142857,,,4,0.0,0.0
2021,2022,2021->2022,DB1322,Resident,0.652174,2.608696,,,2,0.0,0.0
2021,2022,2021->2022,EB3121,Resident,15.0,173.6,,,3,0.066667,0.066667
2021,2022,2021->2022,RS6726,Nonresident,62.827586,441.413793,,,4,0.043103,0.051724
2021,2022,2021->2022,EB3154,Resident,8.037037,40.148148,1,1,18,0.111111,0.111111
2021,2022,2021->2022,BI6536,Resident,281.464286,2208.75,,,63,0.25,0.25
2021,2022,2021->2022,BR7014,Nonresident,5.5,14.3,,,3,0.2,0.2
2021,2022,2021->2022,BR7317,Resident,6.166667,18.833333,,,6,0.166667,0.166667
2021,2022,2021->2022,BR7000,Nonresident,3.6,3.6,,,1,0.0,0.0
2021,2022,2021->2022,DB1024,Nonresident,10.758621,27.896552,2,2,15,0.177931,0.186207
2021,2022,2021->2022,EB3003,Resident,0.652174,0.826087,0,0,15,0.173913,0.173913
2021,2022,2021->2022,DB1258,Nonresident,1.071429,4.392857,,,1,0.0,0.0
2021,2022,2021->2022,EB3147,Nonresident,1.448276,1.827586,,,1,0.034483,0.034483
2021,2022,2021->2022,PB5046,Nonresident,10.551724,37.896552,0,0,9,0.118774,0.126437
2021,2022,2021->2022,DB1078,Resident,5.608696,23.217391,-1,-1,8,0.173913,0.173913
2021,2022,2021->2022,EB3140,Resident,2.130435,9.565217,2,2,27,0.4375,0.445652
2021,2022,2021->2022,DB1527,Resident,56.75,22.75,,,152,0.0,0.0
2021,2022,2021->2022,BR7015,Resident,8.6,19.5,,,11,0.3,0.3
2021,2022,2021->2022,DS6622,Nonresident,3.892857,23.142857,,,3,0.035714,0.035714
2021,2022,2021->2022,DB1285,Nonresident,0.678571,3.357143,,,1,0.0,0.0
2021,2022,2021->2022,MB6220,Resident,1.96,17.76,,,2,0.0,0.0
2021,2022,2021->2022,PB5326,Nonresident,0.285714,0.428571,,,1,0.0,0.0
2021,2022,2021->2022,DB1562,Resident,292.0,92.0,,,910,0.0,0.0
2021,2022,2021->2022,DB1236,Resident,0.434783,1.826087,,,2,0.0,0.0
2021,2022,2021->2022,EB3136,Resident,2.826087,6.478261,11,11,10,0.173913,0.173913
2021,2022,2021->2022,DB1331,Resident,0.347826,0.869565,-4,-4,3,0.086957,0.086957
2021,2022,2021->2022,DB1286,Resident,0.956522,2.695652,-6,-6,3,0.086957,0.086957
2021,2022,2021->2022,EB3008,Nonresident,4.931034,33.241379,,,10,0.069205,0.071839
2021,2022,2021->2022,PB5312,Nonresident,0.25,0.214286,,,1,0.0,0.0
2021,2022,2021->2022,DB1229,Resident,1.043478,2.913043,,,1,0.0,0.0
2021,2022,2021->2022,EB3141,Nonresident,2.862069,9.482759,,,8,0.072797,0.08046
2021,2022,2021->2022,DB1030,Nonresident,0.62069,1.0,,,11,0.074483,0.082759
2021,2022,2021->2022,PD1043,Nonresident,11.733333,26.8,,,8,0.0,0.0
2021,2022,2021->2022,DB1793,Resident,24.25,18.5,,,1,0.0,0.0
2021,2022,2021->2022,PB5027,Nonresident,7.241379,14.517241,-2,-2,2,0.068966,0.068966
2021,2022,2021->2022,DB1039,Resident,3.478261,11.73913,-9,-9,12,0.173913,0.173913
2021,2022,2021->2022,EB3502,Nonresident,0.857143,3.071429,,,1,0.0,0.0
2021,2022,2021->2022,DB1294,Resident,0.68,3.68,,,2,0.0,0.0
2021,2022,2021->2022,EA1018,Resident,26.333333,56.333333,,,4,0.0,0.0
2021,2022,2021->2022,EA1015,Resident,53.0,95.333333,,,9,0.0,0.0
2021,2022,2021->2022,MB6265,Nonresident,272.111111,1597.037037,,,17,0.148148,0.148148
2021,2022,2021->2022,EA1237,Resident,22.0,17.4,,,82,0.0,0.0
2021,2022,2021->2022,EB3045,Resident,15.888889,23.259259,1,1,26,0.263374,0.271605
2021,2022,2021->2022,GO6805,Nonresident,27.62069,149.517241,,,7,0.034483,0.034483
2021,2022,2021->2022,DB1003,Resident,66.607143,183.821429,-3,-3,44,0.142857,0.142857
2021,2022,2021->2022,DB1077,Resident,2.652174,8.26087,2,2,22,0.217391,0.217391
2021,2022,2021->2022,DB1592,Nonresident,5.5,3.0,,,22,0.0,0.0
2021,2022,2021->2022,DB1797,Nonresident,1.0,0.0,,,1,0.0,0.0
2021,2022,2021->2022,EB3548,Nonresident,1.964286,7.892857,,,1,0.0,0.0
2021,2022,2021->2022,DB1307,Resident,3.478261,14.782609,-10,-10,9,0.130435,0.130435
2021,2022,2021->2022,DB1798,Resident,18.2,19.0,,,61,0.0,0.0
2021,2022,2021->2022,DB1582,Resident,36.666667,72.166667,,,200,0.0,0.0
2021,2022,2021->2022,MB6264,Resident,403.551724,2838.37931,-24,-24,126,0.62069,0.62069
2021,2022,2021->2022,BR1009,Nonresident,2.0,3.25,,,1,0.0,0.0
2021,2022,2021->2022,EB3555,Nonresident,1.75,15.928571,1,1,1,0.0,0.0
2021,2022,2021->2022,DB1017,Resident,68.73913,216.26087,0,0,43,0.222717,0.232609
2021,2022,2021->2022,DB1065,Nonresident,1.965517,5.758621,,,9,0.073815,0.081897
2021,2022,2021->2022,PB5045,Resident,5.782609,9.521739,6,6,12,0.130435,0.130435
2021,2022,2021->2022,MB6202,Nonresident,5.535714,55.285714,,,1,0.0,0.0
2021,2022,2021->2022,EB3020,Resident,5.727273,17.227273,-7,-7,15,0.181818,0.181818
2021,2022,2021->2022,DB1020,Resident,22.043478,60.826087,9,9,15,0.130435,0.130435
2021,2022,2021->2022,DB1551,Resident,171.0,53.375,,,949,0.0,0.0
2021,2022,2021->2022,BI6516,Nonresident,14.965517,45.482759,,,11,0.069923,0.074713
2021,2022,2021->2022,BR7303,Resident,10.166667,56.388889,,,9,0.222222,0.222222
2021,2022,2021->2022,EB3609,Nonresident,0.678571,2.428571,,,3,0.015873,0.02381
2021,2022,2021->2022,DB1324,Nonresident,0.178571,0.285714,,,1,0.0,0.0
2021,2022,2021->2022,EB3151,Resident,9.0,52.740741,4,4,24,0.201646,0.209877
2021,2022,2021->2022,MB6001,Nonresident,29.321429,211.642857,0,0,3,0.003968,0.011905
2021,2022,2021->2022,MB6216,Resident,3.192308,29.230769,,,2,0.0,0.0
2021,2022,2021->2022,DB1080,Resident,3.409091,11.863636,-6,-6,22,0.409091,0.409091
2021,2022,2021->2022,EA1010,Resident,16.2,29.0,,,63,0.0,0.0
2021,2022,2021->2022,DB1506,Resident,52.2,63.8,,,199,0.0,0.0
2021,2022,2021->2022,DB1281,Nonresident,0.285714,0.392857,,,3,0.044643,0.053571
2021,2022,2021->2022,DB1529,Resident,146.0,52.25,,,507,0.0,0.0
2021,2022,2021->2022,DB1200,Nonresident,13.5,142.142857,,,3,0.001429,0.007143
2021,2022,2021->2022,DB1241,Nonresident,0.642857,2.25,,,1,0.0,0.0
2021,2022,2021->2022,BR7229,Resident,4.0,12.909091,,,6,0.181818,0.181818
2021,2022,2021->2022,DA1030,Nonresident,1.0,0.0,,,0,0.0,0.0
2021,2022,2021->2022,DB1279,Nonresident,2.071429,12.107143,,,1,0.0,0.0
2021,2022,2021->2022,PD1035,Nonresident,6.6,5.6,,,3,0.0,0.0
2021,2022,2021->2022,RS6721,Resident,17.0,97.75,-18,-18,8,0.083333,0.083333
2021,2022,2021->2022,DB1085,Nonresident,0.62069,0.689655,,,8,0.137931,0.137931
2021,2022,2021->2022,DB1516,Nonresident,10.555556,28.777778,,,31,0.0,0.0
2021,2022,2021->2022,DB1778,Resident,47.0,0.0,,,46,0.0,0.0
2021,2022,2021->2022,EB3117,Resident,8.038462,60.461538,,,2,0.0,0.0
2021,2022,2021->2022,EA1129,Resident,101.375,162.25,,,309,0.0,0.0
2021,2022,2021->2022,DB1770,Nonresident,1.0,0.0,,,1,0.0,0.0
2021,2022,2021->2022,DB1209,Resident,0.347826,0.695652,,,2,0.0,0.0
2021,2022,2021->2022,EB3131,Nonresident,1.172414,1.0,,,1,0.034483,0.034483
2021,2022,2021->2022,EA1117,Resident,32.0,30.8,,,158,0.0,0.0
2021,2022,2021->2022,PB5039,Resident,3.826087,10.826087,-7,-7,11,0.086957,0.086957
2021,2022,2021->2022,DB1041,Nonresident,0.551724,0.37931,2,2,3,0.068966,0.068966
2021,2022,2021->2022,EB3010,Resident,9.608696,26.217391,11,11,20,0.26087,0.26087
2021,2022,2021->2022,EB3107,Resident,11.0,69.076923,,,2,0.0,0.0
2021,2022,2021->2022,DB1264,Resident,0.565217,1.608696,,,2,0.0,0.0
2021,2022,2021->2022,EB3557,Resident,3.434783,18.608696,-15,-15,4,0.086957,0.086957
2021,2022,2021->2022,DB1504,Resident,182.25,40.25,,,643,0.0,0.0
2021,2022,2021->2022,EB3028,Resident,11.851852,49.888889,5,5,3,0.074074,0.074074
2021,2022,2021->2022,DS6600,Resident,17.333333,98.703704,-22,-22,8,0.111111,0.111111
2021,2022,2021->2022,EB3536,Nonresident,1.321429,5.678571,,,4,0.035714,0.035714
2021,2022,2021->2022,BR7233,Nonresident,1.5,0.5,,,2,0.5,0.5
2021,2022,2021->2022,BR7122,Resident,5.642857,23.285714,,,6,0.142857,0.142857
2021,2022,2021->2022,EA1087,Nonresident,12.5,10.5,,,8,0.0,0.0
2021,2022,2021->2022,PB5329,Nonresident,0.821429,1.178571,,,2,0.035714,0.035714
2021,2022,2021->2022,PB5042,Nonresident,2.517241,2.586207,0,0,4,0.103448,0.103448
2021,2022,2021->2022,DB1540,Resident,137.111111,253.444444,,,451,0.0,0.0
2021,2022,2021->2022,PB5028,Resident,3.695652,5.565217,4,4,17,0.130435,0.130435
2021,2022,2021->2022,EA1198,Resident,4.333333,3.0,,,2,0.0,0.0
2021,2022,2021->2022,GO6810,Nonresident,56.285714,312.892857,,,3,0.044643,0.053571
2021,2022,2021->2022,PB5072,Resident,4.333333,6.833333,,,13,0.666667,0.666667
2021,2022,2021->2022,BI6517,Nonresident,24.034483,131.206897,,,0,0.0,0.0
2021,2022,2021->2022,BR7214,Resident,2.222222,6.666667,,,3,0.111111,0.111111
2021,2022,2021->2022,MB6226,Nonresident,5.464286,50.321429,,,3,0.008929,0.017857
2021,2022,2021->2022,PB5339,Resident,728.068966,7051.965517,-24,-24,136,0.172414,0.172414
2021,2022,2021->2022,DB1773,Resident,19.8,5.2,,,99,0.0,0.0
2021,2022,2021->2022,PB5067,Resident,1.043478,1.391304,,,8,0.043478,0.043478
2021,2022,2021->2022,DB1205,Resident,0.434783,0.913043,,,2,0.043478,0.043478
2021,2022,2021->2022,EA1208,Nonresident,7.5,10.75,,,8,0.0,0.0
2021,2022,2021->2022,PB5048,Nonresident,2.517241,8.931034,0,0,6,0.053879,0.060345
2021,2022,2021->2022,EB3514,Nonresident,44.964286,362.107143,,,17,0.020089,0.026786
2021,2022,2021->2022,BR7210,Resident,2.625,6.5,,,2,0.125,0.125
2021,2022,2021->2022,EA1098,Resident,16.4,31.2,,,67,0.0,0.0
2021,2022,2021->2022,BI6506,Nonresident,4.655172,10.275862,,,10,0.038314,0.045977
2021,2022,2021->2022,DB1008,Nonresident,19.75,166.285714,-2,-2,4,0.002915,0.010204
2021,2022,2021->2022,EB3059,Resident,5.75,16.083333,9,9,21,0.25,0.25
2021,2022,2021->2022,DB1091,Resident,4.347826,18.217391,-1,-1,5,0.086957,0.086957
2021,2022,2021->2022,DB1303,Resident,0.826087,2.130435,-11,-11,3,0.043478,0.043478
2021,2022,2021->2022,PD1007,Nonresident,4.333333,2.666667,,,1,0.0,0.0
2021,2022,2021->2022,BR7321,Resident,6.133333,29.266667,,,3,0.066667,0.066667
2021,2022,2021->2022,BR7312,Nonresident,2.833333,11.333333,,,1,0.0,0.0
2021,2022,2021->2022,EA1130,Resident,4.5,5.5,,,6,0.0,0.0
2021,2022,2021->2022,PB5021,Nonresident,0.896552,3.068966,,,8,0.068966,0.068966
2021,2022,2021->2022,DB1280,Nonresident,1.321429,4.107143,,,1,0.0,0.0
2021,2022,2021->2022,DB1510,Resident,24.285714,51.142857,,,130,0.0,0.0
2021,2022,2021->2022,DB1310,Nonresident,1.214286,3.0,,,1,0.0,0.0
2021,2022,2021->2022,DB1027,Resident,9.826087,35.913043,-7,-7,48,0.347826,0.347826
2021,2022,2021->2022,DB1548,Resident,93.0,208.222222,,,579,0.0,0.0
2021,2022,2021->2022,GO6801,Nonresident,30.214286,219.75,0,0,9,0.007379,0.016234
2021,2022,2021->2022,DB1011,Resident,36.285714,107.428571,1,1,28,0.196648,0.207619
2021,2022,2021->2022,DB1584,Resident,20.6,27.0,,,92,0.0,0.0
2021,2022,2021->2022,MB6002,Resident,26.107143,214.0,-24,-24,7,0.071429,0.071429
2021,2022,2021->2022,EB3066,Resident,32.516129,67.612903,,,20,0.080127,0.086957
2021,2022,2021->2022,DB1333,Resident,0.826087,2.695652,-9,-9,2,0.043478,0.043478
2021,2022,2021->2022,DB1298,Resident,0.956522,4.521739,-12,-12,3,0.043478,0.043478
2021,2022,2021->2022,PB5044,Nonresident,1.25,1.535714,,,4,0.035714,0.035714
2021,2022,2021->2022,EB3558,Resident,1.846154,8.076923,,,1,0.0,0.0
2021,2022,2021->2022,EA1243,Nonresident,21.0,0.0,,,10,0.0,0.0
2021,2022,2021->2022,EA1075,Nonresident,2.666667,2.0,,,1,0.0,0.0
2021,2022,2021->2022,PB5330,Nonresident,0.107143,0.071429,,,1,0.0,0.0
2021,2022,2021->2022,DB1532,Resident,514.0,457.833333,,,2682,0.0,0.0
2021,2022,2021->2022,PB5020,Resident,1.217391,1.869565,-3,-3,9,0.086957,0.086957
2021,2022,2021->2022,PD1017,Nonresident,4.5,3.75,,,4,0.0,0.0
2021,2022,2021->2022,EA1007,Nonresident,4.0,4.4,,,1,0.0,0.0
2021,2022,2021->2022,DB1047,Nonresident,4.535714,30.392857,,,3,0.039683,0.047619
2021,2022,2021->2022,EA1172,Resident,7.714286,10.714286,,,12,0.0,0.0
2021,2022,2021->2022,EB3505,Resident,2.695652,14.695652,-18,-18,4,0.086957,0.086957
2021,2022,2021->2022,EA1084,Resident,1.666667,1.0,,,4,0.0,0.0
2021,2022,2021->2022,EB3124,Nonresident,2.793103,11.068966,1,1,8,0.041828,0.050398
2021,2022,2021->2022,DB1339,Resident,1.75,4.75,,,1,0.0,0.0
2021,2022,2021->2022,DB1785,Resident,11.666667,19.666667,,,7,0.0,0.0
2021,2022,2021->2022,DB1787,Nonresident,3.25,3.0,,,1,0.0,0.0
2021,2022,2021->2022,BR7220,Resident,8.384615,27.538462,,,9,0.230769,0.230769
2021,2022,2021->2022,DB1528,Resident,12.25,5.5,,,46,0.0,0.0
2021,2022,2021->2022,EA1203,Nonresident,3.8,5.4,,,1,0.0,0.0
2021,2022,2021->2022,DB1034,Resident,11.26087,35.434783,0,0,5,0.154891,0.163043
2021,2022,2021->2022,DB1059,Resident,2.695652,10.565217,2,2,7,0.130435,0.130435
2021,2022,2021->2022,DB1036,Nonresident,0.482759,1.034483,,,2,0.0,0.0
2021,2022,2021->2022,EA1112,Nonresident,4.5,3.75,,,4,0.0,0.0
2021,2022,2021->2022,MB6207,Nonresident,3.214286,32.428571,,,1,0.0,0.0
2021,2022,2021->2022,PB5026,Resident,5.409091,10.045455,-4,-4,36,0.227273,0.227273
2021,2022,2021->2022,BR1016,Nonresident,4.666667,1.666667,,,2,0.333333,0.333333
2021,2022,2021->2022,EB3093,Nonresident,1.965517,9.896552,,,3,0.043103,0.051724
2021,2022,2021->2022,DB1581,Nonresident,13.181818,26.727273,,,64,0.0,0.0
2021,2022,2021->2022,DA1011,Resident,14.555556,26.222222,,,5,0.0,0.0
2021,2022,2021->2022,RS6727,Resident,291.307692,1860.423077,-21,-21,126,0.346154,0.346154
2021,2022,2021->2022,BR7116,Resident,14.153846,51.153846,,,25,0.307692,0.307692
2021,2022,2021->2022,PB5004,Resident,1.043478,2.086957,3,3,7,0.086957,0.086957
2021,2022,2021->2022,EA1101,Nonresident,20.125,22.125,,,10,0.0,0.0
2021,2022,2021->2022,PB5017,Resident,1.681818,1.363636,-1,-1,17,0.181818,0.181818
2021,2022,2021->2022,EB3102,Resident,10.8,109.0,-26,-26,2,0.033333,0.033333
2021,2022,2021->2022,BR1008,Nonresident,1.5,0.5,,,2,0.5,0.5
2021,2022,2021->2022,EA1187,Nonresident,5.0,0.0,,,3,0.0,0.0
2021,2022,2021->2022,EB3098,Nonresident,1.37931,8.689655,,,2,0.008621,0.017241
2021,2022,2021->2022,EB3604,Resident,1.173913,4.391304,,,2,0.0,0.0
2021,2022,2021->2022,EA1020,Resident,21.833333,35.666667,,,9,0.0,0.0
2021,2022,2021->2022,EB3006,Nonresident,7.172414,12.103448,0,0,16,0.103448,0.103448
2021,2022,2021->2022,DB1556,Nonresident,26.25,3.5,,,105,0.0,0.0
2021,2022,2021->2022,DB1015,Nonresident,2.517241,7.206897,-3,-3,3,0.068966,0.068966
2021,2022,2021->2022,PB5008,Nonresident,0.931034,2.482759,,,6,0.034483,0.034483
2021,2022,2021->2022,BR7318,Resident,6.588235,33.176471,,,2,0.058824,0.058824
2021,2022,2021->2022,EB3086,Nonresident,3.793103,25.482759,,,5,0.01126,0.019704
2021,2022,2021->2022,BR7115,Resident,6.866667,25.133333,,,4,0.133333,0.133333
2021,2022,2021->2022,EB3000,Nonresident,8.724138,47.0,-4,-4,5,0.075299,0.083744
2021,2022,2021->2022,EB3120,Nonresident,3.137931,8.206897,,,3,0.034483,0.034483
2021,2022,2021->2022,PB5038,Nonresident,1.586207,3.62069,,,7,0.071121,0.077586
2021,2022,2021->2022,RS6725,Nonresident,11.178571,53.785714,-1,-1,3,0.037143,0.042857
2021,2022,2021->2022,DB1336,Resident,1.0,0.5,,,1,0.0,0.0
2021,2022,2021->2022,MB6262,Nonresident,0.964286,9.107143,,,1,0.0,0.0
2021,2022,2021->2022,EA1189,Nonresident,14.0,2.5,,,27,0.0,0.0
2021,2022,2021->2022,EB3040,Nonresident,28.310345,154.758621,-4,-4,11,0.072797,0.08046
2021,2022,2021->2022,BI6505,Resident,12.166667,43.458333,12,12,16,0.166667,0.166667
2021,2022,2021->2022,PB5065,Resident,2.391304,3.565217,7,7,12,0.130435,0.130435
2021,2022,2021->2022,EB3150,Resident,5.565217,14.043478,-1,-1,13,0.217391,0.217391
2021,2022,2021->2022,DB1227,Resident,1.652174,9.0,,,3,0.043478,0.043478
2021,2022,2021->2022,BI6528,Nonresident,21.142857,138.809524,,,1,0.0,0.0
2021,2022,2021->2022,PD1012,Nonresident,2.0,1.333333,,,2,0.0,0.0
2021,2022,2021->2022,EB3069,Resident,14.130435,44.347826,1,1,20,0.245217,0.252174
