hunt_code,hunt_name,species,hunt_type,weapon,sex_type,boundary_id,in_2026_database_universe,has_2025_historical_permits,has_2026_current_permits,comparison_status,comparison_confidence,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2026_source,permit_delta_total_exact_or_candidate,permit_delta_basis,mapped_2025_historical_codes,mapped_2025_historical_totals,mapped_2025_historical_total_sum_candidate,crosswalk_status,crosswalk_confidence,crosswalk_method,review_priority,review_reason
DB0013,Southern Paiute Buck Deer (late),Deer,Tribal,Any Legal Weapon,Buck,865,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DB0001,Southeastern Navajo Buck Deer,Deer,Tribal,Any Legal Weapon,Buck,866,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DB0002,Southeastern Navajo Buck Deer,Deer,Tribal,Archery,Buck,866,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
DB0003,Southeastern Navajo Buck Deer,Deer,Tribal,Muzzleloader,Buck,866,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
EB3128,"Box Elder, Grouse Creek",Elk,Conservation,Multiseason,Bull,867,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,1,Utah DWR Conservation Permit Working List,,NOT_CALCULATED,,,,PROMOTED_EXACT_HISTORY,HIGH,exact_history,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EB3147,"Box Elder, Grouse Creek",Elk,Limited Entry,Early Any Legal Weapon,Bull,867,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,6,1,7,2025_DRAW_RESULTS_TABLES,6,1,7,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3150,"Box Elder, Grouse Creek",Elk,Limited Entry,Mid Any Legal Weapon,Bull,867,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,12,1,13,2025_DRAW_RESULTS_TABLES,12,1,13,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3153,"Box Elder, Grouse Creek",Elk,Limited Entry,Muzzleloader,Bull,867,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,1,3,2025_DRAW_RESULTS_TABLES,2,1,3,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3147,Box Elder Grouse Creek,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,867,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,21,,14,CROSSWALK_CANDIDATE_SUM,EB3147,EB3147:7,7,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3150,Box Elder Grouse Creek,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,867,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,3,CROSSWALK_CANDIDATE_SUM,EB3150,EB3150:13,13,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3153,Box Elder Grouse Creek,Elk,Limited Entry - Private Land Only,Muzzleloader,Bull,867,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,3,,0,CROSSWALK_CANDIDATE_SUM,EB3153,EB3153:3,3,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EA2046,"Box Elder, Sawtooth",Elk,Private Lands Only,Any Legal Weapon,Antlerless,868,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EB3135,Barney Top/Kaiparowits,Elk,Limited Entry,September Archery,Bull,869,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3142,Barney Top/Kaiparowits,Elk,Limited Entry,HAMSS,Bull,869,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3135,Barney Top/Kaiparowits,Elk,Limited Entry - Private Land Only,Archery,Bull,869,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,30,,20,CROSSWALK_CANDIDATE_SUM,EB3135,EB3135:10,10,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3142,Barney Top/Kaiparowits,Elk,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Bull,869,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,30,,20,CROSSWALK_CANDIDATE_SUM,EB3142,EB3142:10,10,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EB3136,"Southwest Desert, North",Elk,Limited Entry,September Archery,Bull,871,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,16,2,18,2025_DRAW_RESULTS_TABLES,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3143,"Southwest Desert, North",Elk,Limited Entry,HAMSS,Bull,871,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,16,2,18,2025_DRAW_RESULTS_TABLES,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3136,Southwest Desert North,Elk,Limited Entry - Private Land Only,Archery,Bull,871,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,30,,12,CROSSWALK_CANDIDATE_SUM,EB3136,EB3136:18,18,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3143,Southwest Desert North,Elk,Limited Entry - Private Land Only,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Bull,871,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,30,,12,CROSSWALK_CANDIDATE_SUM,EB3143,EB3143:18,18,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EB3146,"Southwest Desert, South",Elk,Limited Entry,Archery,Bull,872,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,37,3,40,2025_DRAW_RESULTS_TABLES,39,4,43,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3149,"Southwest Desert, South",Elk,Limited Entry,Early Any Legal Weapon,Bull,872,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,14,2,16,2025_DRAW_RESULTS_TABLES,16,2,18,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3152,"Southwest Desert, South",Elk,Limited Entry,Late Any Legal Weapon,Bull,872,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,24,3,27,2025_DRAW_RESULTS_TABLES,26,3,29,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3155,"Southwest Desert, South",Elk,Limited Entry,Muzzleloader,Bull,872,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,22,2,24,2025_DRAW_RESULTS_TABLES,23,3,26,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3157,"Southwest Desert, South",Elk,Limited Entry,Multiseason,Bull,872,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,0,5,2025_DRAW_RESULTS_TABLES,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3197,"Southwest Desert, South",Elk,Limited Entry,Late Archery,Bull,872,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3198,"Southwest Desert, South",Elk,Limited Entry,Mid Any Legal Weapon,Bull,872,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,42,4,46,2025_DRAW_RESULTS_TABLES,46,5,51,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EL3146,Southwest Desert South,Elk,Limited Entry - Private Land Only,Archery,Bull,872,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-24,CROSSWALK_CANDIDATE_SUM,EB3146,EB3146:40,40,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3149,Southwest Desert South,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,872,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,21,,5,CROSSWALK_CANDIDATE_SUM,EB3149,EB3149:16,16,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3152,Southwest Desert South,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,872,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-11,CROSSWALK_CANDIDATE_SUM,EB3152,EB3152:27,27,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3155,Southwest Desert South,Elk,Limited Entry - Private Land Only,Muzzleloader,Bull,872,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,3,,-21,CROSSWALK_CANDIDATE_SUM,EB3155,EB3155:24,24,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3197,Southwest Desert South,Elk,Limited Entry - Private Land Only,Archery,Bull,872,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,14,,4,CROSSWALK_CANDIDATE_SUM,EB3197,EB3197:10,10,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
EL3198,Southwest Desert South,Elk,Limited Entry - Private Land Only,Any Legal Weapon,Bull,872,YES,NO,YES,CURRENT_2026_CODE_WITH_MAPPED_2025_HISTORY,HIGH,,,,,,,16,,-30,CROSSWALK_CANDIDATE_SUM,EB3198,EB3198:46,46,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,MEDIUM,"No exact 2025 permit value on current code, but promoted crosswalk maps it to 2025 history."
PD1057,"Parker Mtn, Highlands",Pronghorn,General Season,Any Legal Weapon,Doe,873,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,31,4,35,2025_DRAW_RESULTS_TABLES,27,3,30,2026_RAC_CURRENT_YEAR_ALLOTMENT,-5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PD1058,"Parker Mtn, Highlands",Pronghorn,General Season,Any Legal Weapon,Doe,873,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,36,4,40,2025_DRAW_RESULTS_TABLES,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1332,West Ridge CWMU,Deer,CWMU,Any Legal Weapon,Buck,874,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,0,5,2025_DRAW_RESULTS_TABLES,5,0,5,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1260,West Ridge CWMU,Elk,CWMU,Any Legal Weapon,Antlerless,874,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,0,5,2025_DRAW_RESULTS_TABLES,5,0,5,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3611,West Ridge CWMU,Elk,CWMU,Any Legal Weapon,Bull,874,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,2,0,2,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1331,Raft River CWMU,Deer,CWMU,Any Legal Weapon,Buck,875,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,2,0,2,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1330,Iron Spring CWMU,Deer,CWMU,Any Legal Weapon,Buck,876,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PB5339,Iron Spring CWMU,Pronghorn,CWMU,Any Legal Weapon,Buck,876,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1333,5S CWMU,Deer,CWMU,Any Legal Weapon,Buck,878,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,2,0,2,2025_DRAW_RESULTS_TABLES,2,0,2,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1237,"La Sal Mtns, North",Elk,General Season,Any Legal Weapon,Antlerless,879,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,43,13,56,2025_DRAW_RESULTS_TABLES,157,18,175,2026_RAC_CURRENT_YEAR_ALLOTMENT,119,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1280,"La Sal, La Sal Mtns-North",Elk,General Season,Any Legal Weapon,Antlerless,879,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,14,7,21,2025_DRAW_RESULTS_TABLES,157,18,175,,154,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,General Season,Any Legal Weapon,Antlerless,880,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,84,10,94,2025_DRAW_RESULTS_TABLES,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,6,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,General Season,Any Legal Weapon,Antlerless,880,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,85,9,94,2025_DRAW_RESULTS_TABLES,90,10,100,2026_RAC_CURRENT_YEAR_ALLOTMENT,6,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,General Season,Any Legal Weapon,Doe,882,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
TK1006,Southeastern Area,Turkey,Limited Entry,Any Legal Weapon,Bearded,884,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,27,3,30,2025_DRAW_RESULTS_TABLES,,,250,,220,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
TK1015,Southeastern Area,Turkey,Conservation,Any Legal Weapon,Bearded,884,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
TK1007,Southern Area,Turkey,Limited Entry,Any Legal Weapon,Bearded,885,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,91,2,93,2025_DRAW_RESULTS_TABLES,,,542,,449,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
TK1016,Southern Area,Turkey,Conservation,Any Legal Weapon,Bearded,885,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
TK1004,Northeastern Area,Turkey,Limited Entry,Any Legal Weapon,Bearded,886,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,36,1,37,2025_DRAW_RESULTS_TABLES,,,347,,310,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
TK1013,Northeastern Area,Turkey,Conservation,Any Legal Weapon,Bearded,886,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
TK1003,Central Area,Turkey,Limited Entry,Any Legal Weapon,Bearded,887,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,75,0,75,2025_DRAW_RESULTS_TABLES,,,600,,525,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
TK1012,Central Area,Turkey,Conservation,Any Legal Weapon,Bearded,887,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
TK1005,Northern Area,Turkey,Limited Entry,Any Legal Weapon,Bearded,888,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,82,0,82,2025_DRAW_RESULTS_TABLES,,,500,,418,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
TK1014,Northern Area,Turkey,Conservation,Any Legal Weapon,Bearded,888,YES,NO,NO,CURRENT_2026_REFERENCE_ONLY_NO_2025_OR_2026_PERMITS,LOW,,,,,,,,,,NOT_CALCULATED,,,,,,,LOW,Code exists in current 2026 DATABASE but has no populated 2025 or 2026 permit values.
BI6528,"Book Cliffs, Little Creek/South",Bison,Once-in-a-lifetime,Archery,Hunters Choice,889,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,0,5,2025_DRAW_RESULTS_TABLES,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BI6529,"Book Cliffs, Little Creek/South",Bison,Once-in-a-lifetime,Any Legal Weapon,Female Only,889,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,8,0,8,2025_DRAW_RESULTS_TABLES,8,0,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BI6531,"Book Cliffs, Little Creek/South",Bison,Once-in-a-lifetime,Any Legal Weapon,Hunters Choice,889,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,7,0,7,2025_DRAW_RESULTS_TABLES,10,0,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
BI6537,"Book Cliffs, Little Creek/South",Bison,Once-in-a-lifetime,Any Legal Weapon,Hunters Choice,889,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,5,5,10,2025_DRAW_RESULTS_TABLES,8,7,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1336,First Light CWMU,Deer,CWMU,Any Legal Weapon,Buck,890,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DB1335,Big Piney Ranch CWMU,Deer,CWMU,Any Legal Weapon,Buck,892,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,1,0,1,2025_DRAW_RESULTS_TABLES,1,0,1,,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EA1251,"Southwest Desert, Burbank/Garrison",Elk,General Season,Any Legal Weapon,Antlerless,893,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,13,2,15,2025_DRAW_RESULTS_TABLES,11,1,12,2026_RAC_CURRENT_YEAR_ALLOTMENT,-3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
DA1047,Vernal-Ouray Valley,Deer,General Season,Any Legal Weapon,Antlerless,895,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,22,3,25,2025_DRAW_RESULTS_TABLES,,,25,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
PD1044,Vernal-Ouray Valley,Pronghorn,General Season,Any Legal Weapon,Doe,895,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,9,1,10,2025_DRAW_RESULTS_TABLES,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,-5,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
TK1020,Central Region - Private land only,Turkey,Fall Management,Any Legal Weapon,Either Sex,898,YES,NO,YES,CURRENT_2026_PERMIT_CODE_NO_2025_HISTORY,MEDIUM,,,,,,,800,,,NOT_CALCULATED,,,,,,,MEDIUM,Populated 2026 permit code has no exact 2025 permit value and no promoted 2025 code mapping.
EB3160,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry,Archery,Bull,899,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,19,2,21,2025_DRAW_RESULTS_TABLES,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,3,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3161,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry,Late Archery,Bull,899,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,4,1,5,2025_DRAW_RESULTS_TABLES,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,0,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3162,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry,Early Any Legal Weapon,Bull,899,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,8,1,9,2025_DRAW_RESULTS_TABLES,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
EB3163,"Book Cliffs, Bitter Creek/East",Elk,Limited Entry,Late Any Legal Weapon,Bull,899,YES,YES,YES,EXACT_SAME_CODE_2025_AND_2026_PERMITTED,HIGH,12,2,14,2025_DRAW_RESULTS_TABLES,14,2,16,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,EXACT_CODE,,,,,,,NONE,Same hunt code has source-lined 2025 permits and populated 2026 current permits.
