severity,code,path,detail
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/82e44204__Sportsman draw odds report.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/88bceb9e__turkey_2023_turkey_bonus_points_draw_results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/e91f282e__turkey_2023_youth_turkey_draw_results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/72649cd3__Youth antlerless big game draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/685de6db__Youth Dedicated Hunter deer draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/17ed709a__Youth draw-only elk bonus point draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/6dc7c678__Youth general-season deer draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_antlerless_drawing_odds_report.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/21_drawing_odds.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/a0d8e70e__Antlerless big game draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/15e1470a__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/eff53094__black_bear_22_drawing_odds.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/7cfe81c3__cougar_Drawing odds.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/c9f1b779__Dedicated Hunter deer draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/705f30a5__General-season buck deer draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/449c6db8__Lifetime general-season deer draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/10e8e26a__Sportsman draw odds report.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/d534ae44__turkey_2022_turkey_bonus_points_draw_results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/85ebe309__turkey_2022_youth_turkey_draw_results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/96724720__Youth antlerless big game draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/4d3103f2__Youth Dedicated Hunter deer draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/b6af6d7d__Youth draw-only elk bonus point draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/draw_odds/91fa9658__Youth general-season deer draw results.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2024/pdf/harvest_report/26229CDE__23_black_bear_report.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/1f8e73af__2023.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/7DDF75D1__2023 ALL SPECIES HARVEST DATA.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/EF4D3BAC__2023-antelope-island.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/A96251BE__2023_antlerless_hr.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/8970342F__2023-book-cliffs-south.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/0A928B4F__2023-central-mtns-nebo.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/9CC65639__2023_gs_buck_deer_hr.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/4E8E024C__2023-harvest-data.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/2023 Hunt Success.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/569943FB__2023-kaiparowits-escalante.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/72C08FAD__2023-la-sal-potash.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/62EF9E74__2023_le_oial_all.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/B28B99E6__2023-nine-mile-jack-creek.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/28E0BDDD__2023-san-juan-lockhart.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/B5780E69__2023-san-juan-north.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/0148BAF7__2023-san-juan-river.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/523038DA__2023-san-juan-south.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/938F5CB7__2023-wasatch-mtns-west.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/24_bg_HARVEST_report.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/24_black_bear_report.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/ca8a3d7c__Antlerless big game.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/295db9e8__bear_2023.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/61FC0758__BIGHORN SHEEP 2023-harvest-data.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/dbd8a659__cougar_2023.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/dc965eb4__General-season buck deer.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/ba50f481__Limited-entry and once-in-a-lifetime species.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2023/pdf/harvest_report/36a67499__mixed_2023-24.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/2173f802__2022.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/FF6D4B3D__2022_antlerless_hr.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/CCDD6E10__2022_gs_buck_deer_hr.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/5E321DA5__2022-harvest-data.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/884746C2__2022-henry-mountains.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/968EFF87__2022_le_oial_all.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/C9789032__2022-mineral-mtns.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/D3E39E3F__2022-nine-mile-gray-canyon.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/D09A33C9__2022-oak-creek.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/ECBBF5FB__2022-san-rafael-dirty-devil.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/d6cae860__Antlerless big game.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/99d034bd__bear_2022.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/21_black_bear_report__conflict_20260506181037.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/9cb7bd59__cougar_2022.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/442a70d8__General-season buck deer.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/19275c81__Limited-entry and once-in-a-lifetime species.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2022/pdf/harvest_report/7406bf15__mixed_2022-23.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2025/pdf/regulation/9C4DAAFC__black-bear-and-cougar-guidebook.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2025/pdf/regulation/71BA1A4A__cougar_guidebook.pdf does not resolve under .
ERROR,BROKEN_HREF,processed_pdf_manifest_root,href=./pipeline/RAW/hunt_unit_database/2025/pdf/regulation/82BF7762__upland_turkey_guidebook.pdf does not resolve under .
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025_Hunt_Expo_Draw_Permit_Successful_Applicants.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025_Hunt_Expo_Draw_Permit_Successful_Applicants_short (2).pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025_Lifetime general-season deer draw results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/25_antlerless_drawing_odds_report.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/25_bg-odds.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/EABAF1E2__25_lifetime_deer (1).pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/25_youth_antlerless_drawing_odds_report.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/60A861A3__25_youth_deer.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/BEFCE572__25_youth_elk.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Big game and antlerless bonus and preference point purchase results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__black_bear_25_drawing_odds.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Dedicated Hunter deer draw results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__General-season buck deer draw results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/turkey_2025_turkey_bonus_points_draw_results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__turkey_2025_youth_turkey_draw_results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Youth Dedicated Hunter deer draw results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Youth draw-only elk draw results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Youth general-season deer draw results.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24-25_sportsman_odds.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_antlerless_drawing_odds_report.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/big file/24_bg-odds.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_deer_odds.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_dh_odds.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_drawing_odds.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_le_deer.pdf does not resolve under pages-dist
ERROR,BROKEN_HREF,pages_dist_pdf_manifest,href=./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_lifetime_deer.pdf does not resolve under pages-dist
