source_file,source_row_number,rac_family,allocation_scope,hunt_code,hunt_codes_raw,hunt_name,permit_group,category,species,weapon,sex_type,season_dates_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,permits_2025_text,permits_2026_text,source_document,source_note,db_hunt_name,db_species,db_weapon,db_hunt_type,db_season,db_permits_2026_res,db_permits_2026_nr,db_permits_2026_total,comparison_status,comparison_detail,delta_res,delta_nr,delta_total,significant_difference
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,3,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3139,EB3139,"Cache, North","Cache, North",,Elk,HAMSS,,,25,3,28,22,2,24,,,2026-05-user-verified-table,User-provided limited-entry HAMSS bull elk comparison table for 2025 to 2026.,"Cache, North",Elk,HAMSS,Limited Entry,Nov 07 2026 - Nov 30 2026,22,2,24,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,4,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3205,EB3205,East Canyon,East Canyon,,Elk,HAMSS,,,9,1,10,7,1,8,,,2026-05-user-verified-table,User-provided limited-entry HAMSS bull elk comparison table for 2025 to 2026.,East Canyon,Elk,HAMSS,Limited Entry,Dec 19 2026 - Dec 27 2026,7,1,8,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,5,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3143,EB3143,"Southwest Desert, North","Southwest Desert, North",,Elk,HAMSS,,,16,2,18,21,2,23,,,2026-05-user-verified-table,User-provided limited-entry HAMSS bull elk comparison table for 2025 to 2026.,"Southwest Desert, North",Elk,HAMSS,Limited Entry,Nov 07 2026 - Nov 30 2026,21,2,23,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,6,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3144,EB3144,"West Desert, Deep Creek","West Desert, Deep Creek",,Elk,HAMSS,,,13,1,14,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry HAMSS bull elk comparison table for 2025 to 2026.,"West Desert, Deep Creek",Elk,HAMSS,Limited Entry,Nov 07 2026 - Nov 30 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,7,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3135,EB3135,Barney Top/Kaiparowits,Barney Top/Kaiparowits,,Elk,September Archery,,,9,1,10,9,1,10,,,2026-05-user-verified-table,User-provided limited-entry September archery bull elk comparison table for 2025 to 2026.,Barney Top/Kaiparowits,Elk,September Archery,Limited Entry,Sept 01 2026 - Sept 30 2026,9,1,10,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,8,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3132,EB3132,"Cache, North","Cache, North",,Elk,September Archery,,,25,3,28,22,2,24,,,2026-05-user-verified-table,User-provided limited-entry September archery bull elk comparison table for 2025 to 2026.,"Cache, North",Elk,September Archery,Limited Entry,Sept 01 2026 - Sept 30 2026,22,2,24,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,9,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3136,EB3136,"Southwest Desert, North","Southwest Desert, North",,Elk,September Archery,,,16,2,18,21,2,23,,,2026-05-user-verified-table,User-provided limited-entry September archery bull elk comparison table for 2025 to 2026.,"Southwest Desert, North",Elk,September Archery,Limited Entry,Sept 01 2026 - Sept 30 2026,21,2,23,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_hamss_and_september_archery_permits.csv,10,limited_entry_bull_elk_hamss_and_september_archery,HUNT_CODE_RES_NR_SPLIT,EB3137,EB3137,"West Desert, Deep Creek","West Desert, Deep Creek",,Elk,September Archery,,,13,1,14,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry September archery bull elk comparison table for 2025 to 2026.,"West Desert, Deep Creek",Elk,September Archery,Limited Entry,Sept 01 2026 - Sept 30 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,2,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3158,EB3158,"Beaver, East","Beaver, East",,Elk,Late Archery,,,13,2,15,18,2,20,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,18,2,20,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,3,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3161,EB3161,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",,Elk,Late Archery,,,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/East",Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,4,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3190,EB3190,Boulder,Boulder,,Elk,Late Archery,,,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Boulder,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,5,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3168,EB3168,"Cache, Meadowville","Cache, Meadowville",,Elk,Late Archery,,,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,"Cache, Meadowville",Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,6,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3170,EB3170,"Cache, South","Cache, South",,Elk,Late Archery,,,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,"Cache, South",Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,7,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3195,EB3195,Diamond Mtn,Diamond Mtn,,Elk,Late Archery,,,4,1,5,4,1,5,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Diamond Mtn,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,8,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3180,EB3180,"Fillmore, Pahvant","Fillmore, Pahvant",,Elk,Late Archery,,,13,2,15,18,2,20,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,"Fillmore, Pahvant",Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,18,2,20,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,9,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3192,EB3192,Fishlake/Thousand Lakes,Fishlake/Thousand Lakes,,Elk,Late Archery,,,13,2,15,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Fishlake/Thousand Lakes,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,10,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3182,EB3182,La Sal Mtns,La Sal Mtns,,Elk,Late Archery,,,9,1,10,9,1,10,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,La Sal Mtns,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,9,1,10,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,11,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3172,EB3172,Manti,Manti,,Elk,Late Archery,,,9,1,10,9,1,10,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Manti,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,9,1,10,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,12,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3184,EB3184,Monroe,Monroe,,Elk,Late Archery,,,7,1,8,7,1,8,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Monroe,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,7,1,8,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,13,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3186,EB3186,Mt Dutton,Mt Dutton,,Elk,Late Archery,,,9,1,10,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Mt Dutton,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,14,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3174,EB3174,Nebo/San Pitch Mtns,Nebo/San Pitch Mtns,,Elk,Late Archery,,,9,1,10,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Nebo/San Pitch Mtns,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,15,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3188,EB3188,Panguitch Lake,Panguitch Lake,,Elk,Late Archery,,,9,1,10,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Panguitch Lake,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,16,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3193,EB3193,San Juan Bull Elk,San Juan Bull Elk,,Elk,Late Archery,,,9,1,10,9,1,10,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,San Juan Bull Elk,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,9,1,10,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,17,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3197,EB3197,"Southwest Desert, South","Southwest Desert, South",,Elk,Late Archery,,,9,1,10,18,2,20,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,"Southwest Desert, South",Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,18,2,20,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_late_archery_permits.csv,18,limited_entry_bull_elk_late_archery,HUNT_CODE_RES_NR_SPLIT,EB3199,EB3199,Wasatch Mtns,Wasatch Mtns,,Elk,Late Archery,,,9,1,10,9,1,10,,,2026-05-user-verified-table,User-provided limited-entry late archery bull elk comparison table for 2025 to 2026.,Wasatch Mtns,Elk,Late Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,9,1,10,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,2,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3000,EB3000,"Beaver, East","Beaver, East",,Elk,Archery,,,22,2,24,22,3,25,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,22,3,25,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,3,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3024,EB3024,"Beaver, East","Beaver, East",,Elk,Early Any Legal Weapon,,,9,1,10,9,1,10,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,9,1,10,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,4,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3159,EB3159,"Beaver, East","Beaver, East",,Elk,Mid Any Legal Weapon,,,25,3,28,27,3,30,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,27,3,30,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,5,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3025,EB3025,"Beaver, East","Beaver, East",,Elk,Late Any Legal Weapon,,,14,2,16,15,2,17,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,15,2,17,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,6,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3102,EB3102,"Beaver, East","Beaver, East",,Elk,Multiseason,,,3,0,3,3,0,3,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,7,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3077,EB3077,"Beaver, East","Beaver, East",,Elk,Muzzleloader,,,13,1,14,13,2,15,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Beaver, East",Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,13,2,15,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,8,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3160,EB3160,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",,Elk,Archery,,,20,2,22,22,2,24,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/East",Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,22,2,24,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,9,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3162,EB3162,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",,Elk,Early Any Legal Weapon,,,8,1,9,9,1,10,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/East",Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,9,1,10,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,10,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3164,EB3164,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",,Elk,Mid Any Legal Weapon,,,23,3,26,25,3,28,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/East",Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,25,3,28,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,11,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3163,EB3163,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",,Elk,Late Any Legal Weapon,,,13,2,15,14,2,16,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/East",Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,14,2,16,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,12,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3165,EB3165,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",,Elk,Multiseason,,,3,0,3,3,0,3,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/East",Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",3,0,3,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,13,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3166,EB3166,"Book Cliffs, Bitter Creek/East","Book Cliffs, Bitter Creek/East",,Elk,Muzzleloader,,,12,1,13,13,1,14,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Bitter Creek/East",Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,13,1,14,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,14,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3002,EB3002,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",,Elk,Archery,,,3,0,3,4,0,4,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Little Creek Roadless",Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,4,0,4,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,15,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3028,EB3028,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",,Elk,Early Any Legal Weapon,,,2,0,2,3,0,3,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Little Creek Roadless",Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,3,0,3,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,16,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3167,EB3167,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",,Elk,Mid Any Legal Weapon,,,3,1,4,4,1,5,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Little Creek Roadless",Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,4,1,5,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,17,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3104,EB3104,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",,Elk,Multiseason,,,1,0,1,1,0,1,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Little Creek Roadless",Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,18,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3079,EB3079,"Book Cliffs, Little Creek Roadless","Book Cliffs, Little Creek Roadless",,Elk,Muzzleloader,,,2,0,2,2,0,2,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,"Book Cliffs, Little Creek Roadless",Elk,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,2,0,2,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,19,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3145,EB3145,Boulder,Boulder,,Elk,Archery,,,28,3,31,31,4,35,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,Boulder,Elk,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,31,4,35,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,20,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3148,EB3148,Boulder,Boulder,,Elk,Early Any Legal Weapon,,,12,1,13,13,1,14,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,Boulder,Elk,Early Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,13,1,14,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,21,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3191,EB3191,Boulder,Boulder,,Elk,Mid Any Legal Weapon,,,33,4,37,37,4,41,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,Boulder,Elk,Mid Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,37,4,41,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,22,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3151,EB3151,Boulder,Boulder,,Elk,Late Any Legal Weapon,,,19,2,21,22,2,24,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,Boulder,Elk,Late Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,22,2,24,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
pipeline\RAW\hunt_unit_database\2026\csv\2026_rac_limited_entry_bull_elk_permits.csv,23,limited_entry_bull_elk,HUNT_CODE_RES_NR_SPLIT,EB3156,EB3156,Boulder,Boulder,,Elk,Multiseason,,,4,0,4,4,0,4,,,2026-05-user-verified-table,User-provided limited-entry bull elk comparison table for 2025 to 2026.,Boulder,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,MATCH,RAC resident/nonresident/total values match DATABASE.csv.,0,0,0,NO
