hunt_code,guidebook_page,guidebook_section,species_inferred,guidebook_hunt_name,guidebook_detail_text,guidebook_season_text,guidebook_county_text,guidebook_public_permits,raw_line,database_status,database_hunt_name,database_species,database_season,name_overlap_score,name_status,season_status,difference_severity,difference_reason
DS6604,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"La Sal, Potash/South Cisco",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"La Sal, Potash/South Cisco DS6604 Sept. 12-Nov. 10",MATCHED,"La Sal, Potash/South Cisco",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6606,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, Lockhart",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, Lockhart DS6606 Sept. 12-Nov. 10",MATCHED,"San Juan, Lockhart",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6607,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, South",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, South DS6607 Sept. 12-Nov. 10",MATCHED,"San Juan, South",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6608,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Rafael, Dirty Devil DS6608 Sept. 12-Nov. 10",MATCHED,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6609,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, North",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Rafael, North DS6609 Sept. 12-Nov. 10",MATCHED,"San Rafael, North",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6610,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, South",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Rafael, South DS6610 Sept. 12-Nov. 10",MATCHED,"San Rafael, South",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6611,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Zion,Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,Zion DS6611 Sept. 12-Nov. 10,MATCHED,Zion,Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6620,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Pine Valley, Virgin River",Oct. 24-Dec. 25,Oct. 24-Dec. 25,,,"Pine Valley, Virgin River DS6620 Oct. 24-Dec. 25",MATCHED,"Pine Valley, Virgin River",Desert Bighorn Sheep,Oct 24 2026 - Dec 25 2026,1.0,MATCH,MATCH,OK,
DS6621,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Pine Valley, Beaver Dam",Oct. 24-Dec. 25,Oct. 24-Dec. 25,,,"Pine Valley, Beaver Dam DS6621 Oct. 24-Dec. 25",MATCHED,"Pine Valley, Beaver Dam",Desert Bighorn Sheep,Oct 24 2026 - Dec 25 2026,1.0,MATCH,MATCH,OK,
DS6622,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, North",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, North DS6622 Sept. 12-Nov. 10",MATCHED,"San Juan, North",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6623,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Juan, San Juan River",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"San Juan, San Juan River DS6623 Sept. 12-Nov. 10",MATCHED,"San Juan, San Juan River",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6624,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"San Rafael, Dirty Devil",Nov. 11-Dec. 17,Nov. 11-Dec. 17,,,"San Rafael, Dirty Devil DS6624 Nov. 11-Dec. 17",MATCHED,"San Rafael, Dirty Devil",Desert Bighorn Sheep,Nov 11 2026 - Dec 17 2026,1.0,MATCH,MATCH,OK,
DS6625,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,Mineral Mtns,Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,Mineral Mtns DS6625 Sept. 12-Nov. 10,MATCHED,Mineral Mtns,Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6626,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Escalante, East",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"Escalante, East DS6626 Sept. 12-Nov. 10",MATCHED,"Escalante, East",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
DS6627,66,BIGHORN_SHEEP_HUNT_TABLES,Desert Bighorn Sheep,"Escalante, West",Sept. 12-Nov. 10,Sept. 12-Nov. 10,,,"Escalante, West DS6627 Sept. 12-Nov. 10",MATCHED,"Escalante, West",Desert Bighorn Sheep,Sept 12 2026 - Nov 10 2026,1.0,MATCH,MATCH,OK,
EB1000,10,SPORTSMAN_AND_STATEWIDE_CONSERVATION_DATES,Elk,Bull elk,Bull elk,Bull elk,,,EB1000 Bull elk,MATCHED,Elk - Statewide Permit,Elk,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",0.333,SPORTSMAN_STATEWIDE_LABEL_VARIANT,NOT_COMPARABLE,OK,
EB1007,54,BULL_ELK_HUNT_TABLES,Elk,Draw-only youth any bull/hunter's choice elk,Sept. 12-Sept. 22,Sept. 12-Sept. 22,,,Draw-only youth any bull/hunter's choice elk EB1007 Sept. 12-Sept. 22,MATCHED,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Sept 12 2026 - Sept 22 2026,0.778,MATCH,MATCH,OK,
EB3000,54,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Beaver, East EB3000 Aug. 15-Sept. 15",MATCHED,"Beaver, East",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3002,54,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Book Cliffs, Little Creek Roadless EB3002 Aug. 15-Sept. 15",MATCHED,"Book Cliffs, Little Creek Roadless",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3003,54,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Cache, Meadowville EB3003 Aug. 15-Sept. 15",MATCHED,"Cache, Meadowville",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3005,54,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Cache, South EB3005 Aug. 15-Sept. 15",MATCHED,"Cache, South",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3006,54,BULL_ELK_HUNT_TABLES,Elk,Manti,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Manti EB3006 Aug. 15-Sept. 15,MATCHED,Manti,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3008,54,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"Fillmore, Pahvant EB3008 Aug. 15-Sept. 15",MATCHED,"Fillmore, Pahvant",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3009,54,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,La Sal Mtns EB3009 Aug. 15-Sept. 15,MATCHED,La Sal Mtns,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3010,54,BULL_ELK_HUNT_TABLES,Elk,Monroe,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Monroe EB3010 Aug. 15-Sept. 15,MATCHED,Monroe,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3011,54,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Mt Dutton EB3011 Aug. 15-Sept. 15,MATCHED,Mt Dutton,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3013,54,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,"North Slope, Three Corners EB3013 Aug. 15-Sept. 15",MATCHED,"North Slope, Three Corners",Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3015,54,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Panguitch Lake EB3015 Aug. 15-Sept. 15,MATCHED,Panguitch Lake,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3018,54,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Fishlake/Thousand Lakes EB3018 Aug. 15-Sept. 15,MATCHED,Fishlake/Thousand Lakes,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3019,54,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,San Juan Bull Elk EB3019 Aug. 15-Sept. 15,MATCHED,San Juan Bull Elk,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3020,54,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Diamond Mtn EB3020 Aug. 15-Sept. 15,MATCHED,Diamond Mtn,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3022,54,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Aug. 15-Sept. 15,Aug. 15-Sept. 15,,,Wasatch Mtns EB3022 Aug. 15-Sept. 15,MATCHED,Wasatch Mtns,Elk,Aug 15 2026 - Sept 15 2026,1.0,MATCH,MATCH,OK,
EB3024,56,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Beaver, East EB3024 Sept. 16-Sept. 20",MATCHED,"Beaver, East",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3025,58,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Beaver, East EB3025 Nov. 7-Nov. 15",MATCHED,"Beaver, East",Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3028,56,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Book Cliffs, Little Creek Roadless EB3028 Sept. 16-Sept. 20",MATCHED,"Book Cliffs, Little Creek Roadless",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3031,56,BULL_ELK_HUNT_TABLES,Elk,"Box Elder, Pilot Mtn",Sept. 12-Oct. 2,Sept. 12-Oct. 2,,,"Box Elder, Pilot Mtn EB3031 Sept. 12-Oct. 2",MATCHED,"Box Elder, Pilot Mtn",Elk,Sept 12 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3032,56,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Cache, Meadowville EB3032 Sept. 16-Sept. 20",MATCHED,"Cache, Meadowville",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3033,58,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Cache, Meadowville EB3033 Nov. 7-Nov. 15",MATCHED,"Cache, Meadowville",Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3036,56,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Cache, South EB3036 Sept. 16-Sept. 20",MATCHED,"Cache, South",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3037,58,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Cache, South EB3037 Nov. 7-Nov. 15",MATCHED,"Cache, South",Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3038,56,BULL_ELK_HUNT_TABLES,Elk,Manti,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Manti EB3038 Sept. 16-Sept. 20,MATCHED,Manti,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3039,58,BULL_ELK_HUNT_TABLES,Elk,Manti,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Manti EB3039 Nov. 7-Nov. 15,MATCHED,Manti,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3042,56,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,"Fillmore, Pahvant EB3042 Sept. 16-Sept. 20",MATCHED,"Fillmore, Pahvant",Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3043,58,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,"Fillmore, Pahvant EB3043 Nov. 7-Nov. 15",MATCHED,"Fillmore, Pahvant",Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3044,58,BULL_ELK_HUNT_TABLES,Elk,Dolores Triangle,"Dec. 5, 2026-Jan. 31, 2027","Dec. 5, 2026-Jan. 31, 2027",,,"Dolores Triangle EB3044 Dec. 5, 2026-Jan. 31, 2027",MATCHED,Dolores Triangle,Elk,Dec 05 2026 - Jan 31 2027,1.0,MATCH,MATCH,OK,
EB3045,56,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,La Sal Mtns EB3045 Sept. 16-Sept. 20,MATCHED,La Sal Mtns,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3046,58,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,La Sal Mtns EB3046 Nov. 7-Nov. 15,MATCHED,La Sal Mtns,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3047,56,BULL_ELK_HUNT_TABLES,Elk,Monroe,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Monroe EB3047 Sept. 16-Sept. 20,MATCHED,Monroe,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3048,58,BULL_ELK_HUNT_TABLES,Elk,Monroe,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Monroe EB3048 Nov. 7-Nov. 15,MATCHED,Monroe,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3049,56,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Mt Dutton EB3049 Sept. 16-Sept. 20,MATCHED,Mt Dutton,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3050,58,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Mt Dutton EB3050 Nov. 7-Nov. 15,MATCHED,Mt Dutton,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3053,57,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,"North Slope, Three Corners EB3053 Oct. 3-Oct. 15",MATCHED,"North Slope, Three Corners",Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3056,56,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Panguitch Lake EB3056 Sept. 16-Sept. 20,MATCHED,Panguitch Lake,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3057,58,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Panguitch Lake EB3057 Nov. 7-Nov. 15,MATCHED,Panguitch Lake,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3063,56,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Fishlake/Thousand Lakes EB3063 Sept. 16-Sept. 20,MATCHED,Fishlake/Thousand Lakes,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3064,57,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Fishlake/Thousand Lakes EB3064 Oct. 3-Oct. 15,MATCHED,Fishlake/Thousand Lakes,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3065,58,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Fishlake/Thousand Lakes EB3065 Nov. 7-Nov. 15,MATCHED,Fishlake/Thousand Lakes,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3066,56,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,San Juan Bull Elk EB3066 Sept. 16-Sept. 20,MATCHED,San Juan Bull Elk,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3067,58,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,San Juan Bull Elk EB3067 Nov. 7-Nov. 15,MATCHED,San Juan Bull Elk,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3068,56,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Diamond Mtn EB3068 Sept. 16-Sept. 20,MATCHED,Diamond Mtn,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3069,57,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Oct. 3-Oct. 15,Oct. 3-Oct. 15,,,Diamond Mtn EB3069 Oct. 3-Oct. 15,MATCHED,Diamond Mtn,Elk,Oct 03 2026 - Oct 15 2026,1.0,MATCH,MATCH,OK,
EB3072,56,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Sept. 16-Sept. 20,Sept. 16-Sept. 20,,,Wasatch Mtns EB3072 Sept. 16-Sept. 20,MATCHED,Wasatch Mtns,Elk,Sept 16 2026 - Sept 20 2026,1.0,MATCH,MATCH,OK,
EB3073,58,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Nov. 7-Nov. 15,Nov. 7-Nov. 15,,,Wasatch Mtns EB3073 Nov. 7-Nov. 15,MATCHED,Wasatch Mtns,Elk,Nov 07 2026 - Nov 15 2026,1.0,MATCH,MATCH,OK,
EB3077,59,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Beaver, East EB3077 Sept. 21-Oct. 2",MATCHED,"Beaver, East",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3079,59,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Book Cliffs, Little Creek Roadless EB3079 Sept. 21-Oct. 2",MATCHED,"Book Cliffs, Little Creek Roadless",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3081,59,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Cache, Meadowville EB3081 Sept. 21-Oct. 2",MATCHED,"Cache, Meadowville",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3083,59,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Cache, South EB3083 Sept. 21-Oct. 2",MATCHED,"Cache, South",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3084,59,BULL_ELK_HUNT_TABLES,Elk,Manti,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Manti EB3084 Sept. 21-Oct. 2,MATCHED,Manti,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3086,59,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"Fillmore, Pahvant EB3086 Sept. 21-Oct. 2",MATCHED,"Fillmore, Pahvant",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3087,59,BULL_ELK_HUNT_TABLES,Elk,La Sal Mtns,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,La Sal Mtns EB3087 Sept. 21-Oct. 2,MATCHED,La Sal Mtns,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3088,59,BULL_ELK_HUNT_TABLES,Elk,Monroe,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Monroe EB3088 Sept. 21-Oct. 2,MATCHED,Monroe,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3089,59,BULL_ELK_HUNT_TABLES,Elk,Mt Dutton,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Mt Dutton EB3089 Sept. 21-Oct. 2,MATCHED,Mt Dutton,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3091,59,BULL_ELK_HUNT_TABLES,Elk,"North Slope, Three Corners",Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,"North Slope, Three Corners EB3091 Sept. 21-Oct. 2",MATCHED,"North Slope, Three Corners",Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3093,59,BULL_ELK_HUNT_TABLES,Elk,Panguitch Lake,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Panguitch Lake EB3093 Sept. 21-Oct. 2,MATCHED,Panguitch Lake,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3096,59,BULL_ELK_HUNT_TABLES,Elk,Fishlake/Thousand Lakes,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Fishlake/Thousand Lakes EB3096 Sept. 21-Oct. 2,MATCHED,Fishlake/Thousand Lakes,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3097,59,BULL_ELK_HUNT_TABLES,Elk,San Juan Bull Elk,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,San Juan Bull Elk EB3097 Sept. 21-Oct. 2,MATCHED,San Juan Bull Elk,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3098,59,BULL_ELK_HUNT_TABLES,Elk,Diamond Mtn,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Diamond Mtn EB3098 Sept. 21-Oct. 2,MATCHED,Diamond Mtn,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3100,59,BULL_ELK_HUNT_TABLES,Elk,Wasatch Mtns,Sept. 21-Oct. 2,Sept. 21-Oct. 2,,,Wasatch Mtns EB3100 Sept. 21-Oct. 2,MATCHED,Wasatch Mtns,Elk,Sept 21 2026 - Oct 02 2026,1.0,MATCH,MATCH,OK,
EB3102,60,BULL_ELK_HUNT_TABLES,Elk,"Beaver, East",Limited-entry seasons,Limited-entry seasons,,,"Beaver, East EB3102 Limited-entry seasons",MATCHED,"Beaver, East",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3104,60,BULL_ELK_HUNT_TABLES,Elk,"Book Cliffs, Little Creek Roadless",Limited-entry seasons,Limited-entry seasons,,,"Book Cliffs, Little Creek Roadless EB3104 Limited-entry seasons",MATCHED,"Book Cliffs, Little Creek Roadless",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3105,60,BULL_ELK_HUNT_TABLES,Elk,"Cache, Meadowville",Limited-entry seasons,Limited-entry seasons,,,"Cache, Meadowville EB3105 Limited-entry seasons",MATCHED,"Cache, Meadowville",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3107,60,BULL_ELK_HUNT_TABLES,Elk,"Cache, South",Limited-entry seasons,Limited-entry seasons,,,"Cache, South EB3107 Limited-entry seasons",MATCHED,"Cache, South",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3108,60,BULL_ELK_HUNT_TABLES,Elk,Manti,Limited-entry seasons,Limited-entry seasons,,,Manti EB3108 Limited-entry seasons,MATCHED,Manti,Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
EB3110,60,BULL_ELK_HUNT_TABLES,Elk,"Fillmore, Pahvant",Limited-entry seasons,Limited-entry seasons,,,"Fillmore, Pahvant EB3110 Limited-entry seasons",MATCHED,"Fillmore, Pahvant",Elk,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1.0,MATCH,REFERENCE_OR_COMPOSITE_SEASON,OK,
