hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,huntCode,code,title,unitName,unitCode,boundaryId,boundary_id_numeric,boundary_token,resolvedBoundaryIds,permits_2026_source,permits_2026_conservation,permits_2026_expo,permits_2026_sportsman,special_permit_area_id,special_permit_category,special_permit_note,special_permit_overlay_source,NOTES,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
DB1201,526,Alton - Management Buck CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,5,5,100,2.6,4.8,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,83,98,Bonus Point Draw Results,1,DB1201,DB1201,Alton - Management Buck CWMU,Alton - Management Buck CWMU,526,526,526,526,"[""526""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1202,581,Antelope Creek CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,2,1,50,7,3,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,84,99,Bonus Point Draw Results,1,DB1202,DB1202,Antelope Creek CWMU,Antelope Creek CWMU,581,581,581,581,"[""581""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1203,599,Avintaquin Canyon CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,2,2,100,2,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,85,100,Bonus Point Draw Results,1,DB1203,DB1203,Avintaquin Canyon CWMU,Avintaquin Canyon CWMU,599,599,599,599,"[""599""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1204,559,Bally Watts CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,9,7,77.8,1.8,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,86,101,Bonus Point Draw Results,1,DB1204,DB1204,Bally Watts CWMU,Bally Watts CWMU,559,559,559,559,"[""559""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1205,527,Bar J Ranch CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,4,2,50,3.5,3.5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,87,102,Bonus Point Draw Results,1,DB1205,DB1205,Bar J Ranch CWMU,Bar J Ranch CWMU,527,527,527,527,"[""527""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1206,582,Bear Mountain CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,11,11,100,3.3,4.7,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,88,103,Bonus Point Draw Results,1,DB1206,DB1206,Bear Mountain CWMU,Bear Mountain CWMU,582,582,582,582,"[""582""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1207,575,Bear Springs CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,3,2,66.7,3.3,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,89,104,Bonus Point Draw Results,1,DB1207,DB1207,Bear Springs CWMU,Bear Springs CWMU,575,575,575,575,"[""575""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1208,874,Blackhawk CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,7,7,100,4,4.8,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,90,105,Bonus Point Draw Results,1,DB1208,DB1208,Blackhawk CWMU,Blackhawk CWMU,874,874,874,874,"[""874""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1209,500,Blind Springs CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,5,4,80,3,4.8,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,91,106,Bonus Point Draw Results,1,DB1209,DB1209,Blind Springs CWMU,Blind Springs CWMU,500,500,500,500,"[""500""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1211,510,Blue Spring Hills CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,10,10,100,4.8,4,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,92,107,Bonus Point Draw Results,1,DB1211,DB1211,Blue Spring Hills CWMU,Blue Spring Hills CWMU,510,510,510,510,"[""510""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1212,604,Bluebell CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,10,10,100,3.3,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,93,108,Bonus Point Draw Results,1,DB1212,DB1212,Bluebell CWMU,Bluebell CWMU,604,604,604,604,"[""604""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1213,529,Boobe Hole CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,18,8,44.4,4.1,4.1,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,94,109,Bonus Point Draw Results,2,DB1213,DB1213,Boobe Hole CWMU,Boobe Hole CWMU,529,529,529,529,"[""529""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1215,598,Buckhorn Ranch CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,5,3,60,2,3.7,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,95,110,Bonus Point Draw Results,1,DB1215,DB1215,Buckhorn Ranch CWMU,Buckhorn Ranch CWMU,598,598,598,598,"[""598""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1216,545,Castle Valley Outdoors CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,7,7,100,2.6,4.6,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,96,111,Bonus Point Draw Results,1,DB1216,DB1216,Castle Valley Outdoors CWMU,Castle Valley Outdoors CWMU,545,545,545,545,"[""545""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1217,560,Causey Spring CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,13,12,92.3,3,4.9,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,97,112,Bonus Point Draw Results,1,DB1217,DB1217,Causey Spring CWMU,Causey Spring CWMU,560,560,560,560,"[""560""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1219,732,Chimney Rock CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,15,13,86.7,3.7,4.6,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,98,113,Bonus Point Draw Results,2,DB1219,DB1219,Chimney Rock CWMU,Chimney Rock CWMU,732,732,732,732,"[""732""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1222,505,Coldwater Ranch CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,12,12,100,2.2,5,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,99,114,Bonus Point Draw Results,2,DB1222,DB1222,Coldwater Ranch CWMU,Coldwater Ranch CWMU,505,505,505,505,"[""505""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1224,640,Cotton Thomas CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,10,9,90,4.6,4.1,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,100,115,Bonus Point Draw Results,1,DB1224,DB1224,Cotton Thomas CWMU,Cotton Thomas CWMU,640,640,640,640,"[""640""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1227,606,Deer Haven CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,13,13,100,5.8,4.6,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,101,116,Bonus Point Draw Results,2,DB1227,DB1227,Deer Haven CWMU,Deer Haven CWMU,606,606,606,606,"[""606""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1228,568,Deseret CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,13,0,13,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,83,70,84.3,3.2,4.7,CWMU,13,0,13,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,13,0,102,117,Bonus Point Draw Results,13,DB1228,DB1228,Deseret CWMU,Deseret CWMU,568,568,568,568,"[""568""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1229,733,Dilly Ranch CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,10,9,90,3.7,4.8,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,103,118,Bonus Point Draw Results,1,DB1229,DB1229,Dilly Ranch CWMU,Dilly Ranch CWMU,733,733,733,733,"[""733""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1230,554,Double R Ranch CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,16,14,87.5,3,4.9,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,104,119,Bonus Point Draw Results,2,DB1230,DB1230,Double R Ranch CWMU,Double R Ranch CWMU,554,554,554,554,"[""554""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1231,512,Dove Creek CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,10,9,90,4.6,4.7,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,105,120,Bonus Point Draw Results,2,DB1231,DB1231,Dove Creek CWMU,Dove Creek CWMU,512,512,512,512,"[""512""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1232,567,Durst Mountain CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,2,0,2,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,7,5,71.4,3.2,4.8,CWMU,2,0,2,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,2,0,106,121,Bonus Point Draw Results,2,DB1232,DB1232,Durst Mountain CWMU,Durst Mountain CWMU,567,567,567,567,"[""567""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1233,520,East Fork Chalk Creek CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,4,0,4,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,40,31,77.5,6.4,4.3,CWMU,4,0,4,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,4,0,107,122,Bonus Point Draw Results,4,DB1233,DB1233,East Fork Chalk Creek CWMU,East Fork Chalk Creek CWMU,520,520,520,520,"[""520""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1234,807,East Zion CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,10,8,80,7,4.6,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,108,123,Bonus Point Draw Results,1,DB1234,DB1234,East Zion CWMU,East Zion CWMU,807,807,807,807,"[""807""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1236,519,Engineer Springs CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,1,1,100,5,4,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,109,124,Bonus Point Draw Results,1,DB1236,DB1236,Engineer Springs CWMU,Engineer Springs CWMU,519,519,519,519,"[""519""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1237,522,Ensign Ranches CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,3,0,3,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,31,28,90.3,3.3,5,CWMU,3,0,3,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,3,0,110,125,Bonus Point Draw Results,3,DB1237,DB1237,Ensign Ranches CWMU,Ensign Ranches CWMU,522,522,522,522,"[""522""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1238,579,Folley Ridge CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,3,0,3,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,13,10,76.9,3.4,4.2,CWMU,3,0,3,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,3,0,111,126,Bonus Point Draw Results,3,DB1238,DB1238,Folley Ridge CWMU,Folley Ridge CWMU,579,579,579,579,"[""579""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1239,514,Fort Ranch CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,2,2,100,3,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,112,127,Bonus Point Draw Results,1,DB1239,DB1239,Fort Ranch CWMU,Fort Ranch CWMU,514,514,514,514,"[""514""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1240,806,George Creek CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,6,3,50,6.5,4.3,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,113,128,Bonus Point Draw Results,1,DB1240,DB1240,George Creek CWMU,George Creek CWMU,806,806,806,806,"[""806""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1241,497,Golden Spike CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,5,5,100,3.5,5,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,114,129,Bonus Point Draw Results,1,DB1241,DB1241,Golden Spike CWMU,Golden Spike CWMU,497,497,497,497,"[""497""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1242,525,Grass Valley/Clark Canyon CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,14,0,14,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,102,93,91.2,3.7,4.5,CWMU,14,0,14,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,14,0,115,130,Bonus Point Draw Results,14,DB1242,DB1242,Grass Valley/Clark Canyon CWMU,Grass Valley/Clark Canyon CWMU,525,525,525,525,"[""525""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
DB1243,530,Grazing Pasture CWMU,Deer,CWMU,CWMU,CWMU,Any Legal Weapon,Buck,FALSE,STANDARD,Contact Operator for 2026 season dates,1,0,1,canonical_2026_source_of_truth_draw_results,2025_DRAW_RESULTS_TABLES,,10,7,70,5,4.7,CWMU,1,0,1,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,TRUE,TRUE,FALSE,buck_deer.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,official_uploaded_source,COMPLETE,1,0,116,131,Bonus Point Draw Results,1,DB1243,DB1243,Grazing Pasture CWMU,Grazing Pasture CWMU,530,530,530,530,"[""530""]",DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,,,,,,,,,,,,
