hunt_code,hunt_name,species,reported_hunt_years,classification,active_2026_database,row_count
PB5006,"Box Elder, West",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5007,Cache/Morgan-South Rich/Ogden,Limited Entry Buck Pronghorn,2021|2022,HARVEST_ONLY_CODE,NO,2
PB5008,"Fillmore, Oak Creek South",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5009,"La Sal, Potash/South Cisco",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5011,"Nine Mile, Anthro-Myton Bench",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5012,"North Slope, Three Corners/West Daggett",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5013,Pine Valley,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5015,"San Rafael, North",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5016,Diamond Mtn/Bonanza,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5017,Vernal,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5018,Southwest Desert,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5019,"West Desert, Riverbed",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5020,"West Desert, Rush Valley",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5021,"West Desert, Snake Valley",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5022,Cache/Morgan-South Rich/Ogden,Limited Entry Buck Pronghorn,2021|2022,HARVEST_ONLY_CODE,NO,2
PB5024,Southwest Desert,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5025,Beaver,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5026,"Book Cliffs, Bitter Creek",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5027,"Book Cliffs, South",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5028,"Box Elder, Promontory",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5029,"Box Elder, Puddle Valley",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5030,"Box Elder, Snowville",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5031,"Box Elder, West",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5032,Cache/Morgan-South Rich/Ogden,Pronghorn,2021|2022|2023|2024,HARVEST_ONLY_CODE,NO,4
PB5033,"Fillmore, Oak Creek South",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5034,Kaiparowits,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5035,"La Sal, Potash/South Cisco",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5037,"Nine Mile, Anthro-Myton Bench",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5038,"Nine Mile, Range Creek",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5039,"North Slope, Summit",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5040,"North Slope, Three Corners/West Daggett",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5041,"Panguitch Lake/Zion, North",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5042,Pine Valley,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5044,"San Juan, Hatch Point",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5045,"San Rafael, Desert",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5046,"San Rafael, North",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5047,Diamond Mtn/Bonanza,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5048,Vernal,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5049,Southwest Desert,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5050,"West Desert, Riverbed",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5051,"West Desert, Rush Valley",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5052,"West Desert, Snake Valley",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5053,"Nine Mile, Range Creek",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5054,"Panguitch Lake/Zion, North",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5055,"San Rafael, Desert",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5056,"San Rafael, North",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5058,"San Juan, Hatch Point",Limited Entry Buck Pronghorn,2021|2022,HARVEST_ONLY_CODE,NO,2
PB5059,"Nine Mile, Anthro-Myton Bench",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5060,Diamond Mtn/Bonanza,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5061,"Panguitch Lake/Zion, North",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5062,Pine Valley,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5063,"Plateau, Highlands",Limited Entry Buck Pronghorn,2021|2022,HARVEST_ONLY_CODE,NO,2
PB5064,"Plateau, Highlands",Limited Entry Buck Pronghorn,2021|2022,HARVEST_ONLY_CODE,NO,2
PB5065,"Fillmore, Oak Creek South",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5066,"North Slope, Three Corners/West Daggett",Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5067,"Plateau, Highlands",Limited Entry Buck Pronghorn,2021|2022,HARVEST_ONLY_CODE,NO,2
PB5072,Vernal,Pronghorn,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
PB5073,"Cache, Rich",Pronghorn,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PB5074,"Cache, Rich",Pronghorn,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PB5075,"Cache, Rich",Pronghorn,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PB5076,Parker Mtn,Pronghorn,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PB5077,Parker Mtn,Pronghorn,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PB5078,Parker Mtn,Pronghorn,2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PB5079,"Box Elder, West",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PB5080,"Box Elder, Snowville",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PB5300,Antelope Creek,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5302,Deseret,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5303,Ensign Ranches,Pronghorn,2021|2022|2023,SPECIAL_PERMIT_OVERLAY,NO,3
PB5305,Park Valley,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5306,Rabbit Creek,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5307,RLF Deep Creek,Pronghorn,2021|2022|2023,SPECIAL_PERMIT_OVERLAY,NO,3
PB5309,Skull Valley South,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5311,The Rose of Snowville,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5312,TL Bar Ranch,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5313,West Willow Creek Ranch,Pronghorn,2021|2022|2023|2024,SPECIAL_PERMIT_OVERLAY,NO,4
PB5314,Westlake,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5315,Zane,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5325,Allen Ranch,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5326,Cedar Springs,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5327,Cottonwood Ridge,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5328,Pahvant Ensign,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5329,Snowville Flat,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5330,George Creek,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5331,Mt Dutton/Paunsaugunt,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5332,Mt Dutton/Paunsaugunt,Pronghorn,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
PB5337,Heist,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5338,Castle Valley Outdooors,Pronghorn,2021|2022|2023|2025,SPECIAL_PERMIT_OVERLAY,YES,4
PB5339,Iron Spring,Pronghorn,2021|2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,5
PB5341,Sweetwater,Pronghorn,2022|2023|2024,SPECIAL_PERMIT_OVERLAY,NO,3
PB5342,Salt Wells,Pronghorn,2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,3
PB5343,Prohibition Springs,Pronghorn,2024|2025,SPECIAL_PERMIT_OVERLAY,NO,2
PB5345,Green River Flat,Pronghorn,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
PB5346,Junction Valley,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1000,"Box Elder, Snowville",Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1002,Cache/Morgan-South Rich/Ogden,Doe Pronghorn,2022,HARVEST_ONLY_CODE,NO,1
PD1003,Cache/Morgan-South Rich/Ogden,Doe Pronghorn,2022,HARVEST_ONLY_CODE,NO,1
PD1005,"North Slope, Summit Any Legal Weapon 5",Doe Pronghorn,2022|2023,HARVEST_ONLY_CODE,NO,2
PD1006,Parker Mtn,Doe Pronghorn,2023,HARVEST_ONLY_CODE,NO,1
PD1007,"San Rafael, North-Cleveland",Doe Pronghorn,2022,HARVEST_ONLY_CODE,NO,1
PD1008,"Southwest Desert, Milford Flat",Doe Pronghorn,2022,HARVEST_ONLY_CODE,NO,1
PD1012,"Box Elder, Promontory",Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1014,RLF Deep Creek,CWMU Doe Pronghorn,2022,SPECIAL_PERMIT_OVERLAY,NO,1
PD1016,Zane,Pronghorn,2022|2023|2025,SPECIAL_PERMIT_OVERLAY,NO,3
PD1017,"Box Elder, West",Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1022,TL Bar Ranch,CWMU Doe Pronghorn,2022,SPECIAL_PERMIT_OVERLAY,NO,1
PD1024,Snowville Flat,CWMU Doe Pronghorn,2022,SPECIAL_PERMIT_OVERLAY,NO,1
PD1025,Cottonwood Ridge,Pronghorn,2022|2023|2025,SPECIAL_PERMIT_OVERLAY,NO,3
PD1026,Pahvant Ensign,Pronghorn,2022|2023|2025,SPECIAL_PERMIT_OVERLAY,NO,3
PD1030,"San Rafael, North-Cleveland",Doe Pronghorn,2022,HARVEST_ONLY_CODE,NO,1
PD1031,Westlake,Pronghorn,2022|2023|2025,SPECIAL_PERMIT_OVERLAY,YES,3
PD1032,Antelope Creek,CWMU Doe Pronghorn,2022|2023,SPECIAL_PERMIT_OVERLAY,NO,2
PD1033,"San Rafael, Poison Springs Bench",Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1034,"Fillmore, Oak Creek South",Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1035,"Fillmore, Oak Creek South",Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1037,"North Slope, Three Corners",Doe Pronghorn,2022|2023,HARVEST_ONLY_CODE,NO,2
PD1038,"North Slope, West Daggett Any Legal Weapon 5",Doe Pronghorn,2022|2023,HARVEST_ONLY_CODE,NO,2
PD1041,Heist,Pronghorn,2022|2023|2025,SPECIAL_PERMIT_OVERLAY,NO,3
PD1043,"Nine Mile, Anthro-Pleasant Valley",Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1044,Vernal-Ouray Valley,Pronghorn,2022|2023|2025,ACTIVE_2026_DATABASE_CODE,YES,3
PD1045,The Rose of Snowville,CWMU Doe Pronghorn,2023,HARVEST_ONLY_CODE,NO,1
PD1046,Green River Flat,CWMU Doe Pronghorn,2023,HARVEST_ONLY_CODE,NO,1
PD1047,Antelope Creek,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1048,The Rose of Snowville,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1049,Zane,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1050,Cottonwood Ridge,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1051,Pahvant Ensign,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1052,Heist,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1053,Green River Flat,Pronghorn,2025,SPECIAL_PERMIT_OVERLAY,YES,1
PD1054,Parker Mtn,Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PD1055,Parker Mtn,Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PD1056,Parker Mtn,Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PD1057,"Parker Mtn, Highlands",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PD1058,"Parker Mtn, Highlands",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PD1059,"Parker Mtn, Plains",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
PD1060,"Parker Mtn, Plains",Pronghorn,2025,ACTIVE_2026_DATABASE_CODE,YES,1
RE1000,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,2022|2025,ACTIVE_2026_DATABASE_CODE,YES,2
RS0001,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,2022|2023|2025,SPECIAL_PERMIT_OVERLAY,YES,3
RS1000,Antelope Island,Rocky Mountain Bighorn Sheep,2025,SPECIAL_PERMIT_OVERLAY,YES,1
RS1001,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
RS1002,"Box Elder, Newfoundland Mtn (conservation)",Rocky Mountain Bighorn Sheep,2022|2023|2024,SPECIAL_PERMIT_OVERLAY,NO,3
RS1003,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
RS1004,"Fillmore, Oak Creek (conservation)",Rocky Mountain Bighorn Sheep,2022|2023|2024,SPECIAL_PERMIT_OVERLAY,NO,3
RS1005,"Fillmore, Oak Creek (conservation)",Rocky Mountain Bighorn Sheep,2022|2023|2024,SPECIAL_PERMIT_OVERLAY,NO,3
RS1006,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,2022|2023|2024|2025,SPECIAL_PERMIT_OVERLAY,YES,4
RS1007,"Oquirrh-Stansbury, West",Rocky Mountain Bighorn Sheep,2022|2023,SPECIAL_PERMIT_OVERLAY,NO,2
RS6700,Antelope Island,Rocky Mountain Bighorn Sheep,2025,ACTIVE_2026_DATABASE_CODE,YES,1
RS6701,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6703,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6704,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6708,"North Slope, Three Corners",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6709,"North Slope, Summit/West Daggett",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6712,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6713,"Nine Mile, Jack Creek",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6715,"Book Cliffs, South (conservation)",Rocky Mountain Bighorn Sheep,2021,SPECIAL_PERMIT_OVERLAY,NO,1
RS6716,"Box Elder, Newfoundland Mtn (conservation)",Rocky Mountain Bighorn Sheep,2021,SPECIAL_PERMIT_OVERLAY,NO,1
RS6717,"Nine Mile, Gray Canyon (conservation)",Rocky Mountain Bighorn Sheep,2021,SPECIAL_PERMIT_OVERLAY,NO,1
RS6719,"Central Mtns, Nebo",Rocky Mountain Bighorn Sheep,2021,HARVEST_ONLY_CODE,NO,1
RS6720,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6721,"Oquirrh-Stansbury, West",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6722,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6723,"Box Elder, Newfoundland Mtn (conservation)",Rocky Mountain Bighorn Sheep,2021,SPECIAL_PERMIT_OVERLAY,NO,1
RS6724,"Wasatch Mtns, West",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6725,Nebo,Rocky Mountain Bighorn Sheep,2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,4
RS6726,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
RS6727,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,2021|2022|2023|2024|2025,ACTIVE_2026_DATABASE_CODE,YES,5
STATEWIDE_SPORTSMAN_CONSERVATION,Statewide Sportsman/Conservation,Bison,2024,SPECIAL_PERMIT_OVERLAY,NO,1
TK1003,Central region,Wild Turkey,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
TK1004,Northeastern region,Wild Turkey,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
TK1005,Northern region,Wild Turkey,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
TK1006,Southeastern region,Wild Turkey,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
TK1007,Southern region,Wild Turkey,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
TK1018,Pahvant Ensign CWMU,Wild Turkey,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
TK1021,East Zion CWMU,Wild Turkey,2024|2025,SPECIAL_PERMIT_OVERLAY,YES,2
DB1121,Antelope Island Management,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1008,Book Cliffs,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1011,Book Cliffs,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR1015,Book Cliffs,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3002,Book Cliffs Little Creek Roadless,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3028,Book Cliffs Little Creek Roadless,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3079,Book Cliffs Little Creek Roadless,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3167,Book Cliffs Little Creek Roadless,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1628,Cache,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3003,Cache Meadowville,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3032,Cache Meadowville,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3081,Cache Meadowville,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3168,Cache Meadowville,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3169,Cache Meadowville,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3132,Cache North,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3139,Cache North,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3005,Cache South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3036,Cache South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3037,Cache South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3083,Cache South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3170,Cache South,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3006,Manti,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3172,Manti,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1600,Chalk Creek,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1602,Chalk Creek,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3008,Fillmore Pahvant,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3042,Fillmore Pahvant,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3043,Fillmore Pahvant,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3086,Fillmore Pahvant,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3180,Fillmore Pahvant,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BI6539,Henry Mtns,Bison,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7021,Dolores Triangle,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7126,Dolores Triangle,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
BR7238,Dolores Triangle,Black Bear,,NEW_2026_NO_PRIOR_HARVEST,YES,0
DB1118,Dolores Triangle,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3044,La Sal Dolores Triangle,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3208,Morgan-South Rich,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1609,Morgan-South Rich,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1610,Morgan-South Rich,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3013,North Slope Three Corners,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3053,North Slope Three Corners,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3091,North Slope Three Corners,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3210,North Slope Three Corners,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3145,Boulder,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3148,Boulder,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3151,Boulder,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3154,Boulder,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3190,Boulder,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3191,Boulder,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3018,Fishlake/Thousand Lakes,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3063,Fishlake/Thousand Lakes,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3064,Fishlake/Thousand Lakes,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3096,Fishlake/Thousand Lakes,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3192,Fishlake/Thousand Lakes,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3019,San Juan Bull Elk,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3067,San Juan Bull Elk,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3097,San Juan Bull Elk,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3193,San Juan Bull Elk,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3020,Diamond Mtn,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3069,Diamond Mtn,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3098,Diamond Mtn,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3195,Diamond Mtn,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO0008,Diamond Mtn Landowner Association,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO0011,Diamond Mtn Landowner Association,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3073,Wasatch Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3199,Wasatch Mtns,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3137,West Desert Deep Creek,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
EL3205,East Canyon,Elk,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1605,East Canyon,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
LO1606,East Canyon,Deer,,NEW_2026_NO_PRIOR_HARVEST,YES,0
TK0001,Turkey - Statewide Permit,Turkey,,NEW_2026_NO_PRIOR_HARVEST,YES,0
