source_file,page_number,hunt_code,row_format,table_context,permits_res,permits_nr,permits_total,hunters,harvest,avg_days,success_percent,metric_4,metric_5,raw_line
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1514,total_5,days_success,,,57,346,271,7.4,21.2,7.4,21.2,3 DB1514 Ogden 57 346 271 7.4 21.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1515,total_5,days_success,,,65,459,407,7.3,16.0,7.3,16.0,18 DB1515 Oquirrh-Stansbury 65 459 407 7.3 16.0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1516,total_5,days_success,,,121,390,361,7.8,33.4,7.8,33.4,28 DB1516 Panguitch Lake 121 390 361 7.8 33.4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1517,total_5,days_success,,,134,624,553,8.1,24.2,8.1,24.2,30 DB1517 Pine Valley 134 624 553 8.1 24.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1521,total_5,days_success,,,108,419,362,6.8,29.7,6.8,29.7,"14A DB1521 San Juan, Abajo Mtns 108 419 362 6.8 29.7"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1524,total_5,days_success,,,19,83,76,11.0,24.6,11.0,24.6,20 DB1524 Southwest Desert 19 83 76 11.0 24.6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1520,total_5,days_success,,,9,57,48,7.6,17.9,7.6,17.9,25B DB1520 Thousand Lakes 9 57 48 7.6 17.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1522,total_5,days_success,,,105,323,293,8.5,36.0,8.5,36.0,9BD DB1522 Vernal/Bonanza 105 323 293 8.5 36.0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1525,total_5,days_success,,,114,922,793,7.3,14.4,7.3,14.4,"17BC DB1525 Wasatch Mtns, East 114 922 793 7.3 14.4"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1526,total_5,days_success,,,159,1121,895,6.7,17.8,6.7,17.8,"17A DB1526 Wasatch Mtns, West 159 1121 895 6.7 17.8"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1527,total_5,days_success,,,18,145,121,7.6,14.6,7.6,14.6,"19C DB1527 West Desert, Tintic 18 145 121 7.6 14.6"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1528,total_5,days_success,,,12,77,58,5.3,20.8,5.3,20.8,"19A DB1528 West Desert, West 12 77 58 5.3 20.8"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1523,total_5,days_success,,,47,234,196,7.1,24.2,7.1,24.2,9A DB1523 Yellowstone 47 234 196 7.1 24.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,16,DB1529,total_5,days_success,,,186,603,542,7.9,34.4,7.9,34.4,29 DB1529 Zion 186 603 542 7.9 34.4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1560,total_5,days_success,,,103,300,267,4.2,38.7,4.2,38.7,22 DB1560 Beaver 103 300 267 4.2 38.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1578,total_5,days_success,,,107,339,297,4.4,35.9,4.4,35.9,25C/26 DB1578 Boulder/Kaiparowits 107 339 297 4.4 35.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1561,total_5,days_success,,,198,894,709,3.9,28.0,3.9,28.0,1 DB1561 Box Elder 198 894 709 3.9 28.0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1562,total_5,days_success,,,100,702,610,4.3,16.3,4.3,16.3,2 DB1562 Cache 100 702 610 4.3 16.3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1602,total_5,days_success,,,23,378,296,4.1,7.9,4.1,7.9,6 DB1602 Chalk Creek 23 378 296 4.1 7.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1606,total_5,days_success,,,27,310,228,3.7,11.9,3.7,11.9,5 DB1606 East Canyon 27 310 228 3.7 11.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1566,total_5,days_success,,,114,356,330,4.2,34.4,4.2,34.4,21 DB1566 Fillmore 114 356 330 4.2 34.4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1579,total_5,days_success,,,64,193,170,4.0,37.7,4.0,37.7,25A DB1579 Fishlake 64 193 170 4.0 37.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1568,total_5,days_success,,,28,219,170,4.1,16.7,4.1,16.7,7 DB1568 Kamas 28 219 170 4.1 16.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1569,total_5,days_success,,,97,230,198,4.2,48.9,4.2,48.9,"13A DB1569 La Sal, La Sal Mtns 97 230 198 4.2 48.9"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1563,total_5,days_success,,,321,1371,1203,4.1,26.7,4.1,26.7,16B/12 DB1563 Manti/San Rafael 321 1371 1203 4.1 26.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1570,total_5,days_success,,,58,148,136,4.4,42.9,4.4,42.9,23 DB1570 Monroe 58 148 136 4.4 42.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1610,total_5,days_success,,,12,262,185,4.0,6.7,4.0,6.7,4 DB1610 Morgan-South Rich 12 262 185 4.0 6.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1571,total_5,days_success,,,24,63,59,4.8,41.1,4.8,41.1,24 DB1571 Mt Dutton 24 63 59 4.8 41.1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1564,total_5,days_success,,,148,774,688,4.1,21.5,4.1,21.5,16A DB1564 Nebo 148 774 688 4.1 21.5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1572,total_5,days_success,,,38,220,183,4.2,20.8,4.2,20.8,11 DB1572 Nine Mile 38 220 183 4.2 20.8
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1573,total_5,days_success,,,38,423,370,4.5,10.2,4.5,10.2,8 DB1573 North Slope 38 423 370 4.5 10.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1574,total_5,days_success,,,39,343,263,4.3,14.9,4.3,14.9,3 DB1574 Ogden 39 343 263 4.3 14.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1575,total_5,days_success,,,117,430,386,3.9,30.3,3.9,30.3,18 DB1575 Oquirrh-Stansbury 117 430 386 3.9 30.3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1576,total_5,days_success,,,132,363,327,4.3,40.5,4.3,40.5,28 DB1576 Panguitch Lake 132 363 327 4.3 40.5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1577,total_5,days_success,,,173,596,539,4.6,32.0,4.6,32.0,30 DB1577 Pine Valley 173 596 539 4.6 32.0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1581,total_5,days_success,,,152,404,354,4.1,42.9,4.1,42.9,"14A DB1581 San Juan, Abajo Mtns 152 404 354 4.1 42.9"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1584,total_5,days_success,,,25,83,76,5.0,32.9,5.0,32.9,20 DB1584 Southwest Desert 25 83 76 5.0 32.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1580,total_5,days_success,,,9,51,42,3.9,21.2,3.9,21.2,25B DB1580 Thousand Lakes 9 51 42 3.9 21.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1582,total_5,days_success,,,87,174,156,3.9,55.7,3.9,55.7,9BD DB1582 Vernal/Bonanza 87 174 156 3.9 55.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1585,total_5,days_success,,,156,858,756,4.2,20.7,4.2,20.7,"17BC DB1585 Wasatch Mtns, East 156 858 756 4.2 20.7"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1586,total_5,days_success,,,98,1074,938,4.3,10.5,4.3,10.5,"17A DB1586 Wasatch Mtns, West 98 1074 938 4.3 10.5"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1587,total_5,days_success,,,40,137,119,4.2,33.9,4.2,33.9,"19C DB1587 West Desert, Tintic 40 137 119 4.2 33.9"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1588,total_5,days_success,,,18,78,58,4.1,30.2,4.1,30.2,"19A DB1588 West Desert, West 18 78 58 4.1 30.2"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1583,total_5,days_success,,,65,192,172,4.3,38.1,4.3,38.1,9A DB1583 Yellowstone 65 192 172 4.3 38.1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,18,DB1589,total_5,days_success,,,159,570,511,4.2,31.1,4.2,31.1,29 DB1589 Zion 159 570 511 4.2 31.1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1601,total_5,days_success,,,58,375,284,3.3,20.2,3.3,20.2,6 DB1601 Chalk Creek 58 375 284 3.3 20.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1605,total_5,days_success,,,46,307,239,2.9,19.2,2.9,19.2,5 DB1605 East Canyon 46 307 239 2.9 19.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1591,total_5,days_success,,,118,368,323,3.6,36.6,3.6,36.6,21 DB1591 Fillmore 118 368 323 3.6 36.6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1596,total_5,days_success,,,91,189,172,3.3,52.8,3.3,52.8,25A DB1596 Fishlake 91 189 172 3.3 52.8
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1592,total_5,days_success,,,16,216,141,2.8,11.3,2.8,11.3,7 DB1592 Kamas 16 216 141 2.8 11.3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1609,total_5,days_success,,,28,265,192,3.1,14.5,3.1,14.5,4 DB1609 Morgan-South Rich 28 265 192 3.1 14.5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1593,total_5,days_success,,,61,236,197,3.4,31.1,3.4,31.1,11 DB1593 Nine Mile 61 236 197 3.4 31.1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1598,total_5,days_success,,,85,421,349,3.7,24.3,3.7,24.3,8 DB1598 North Slope 85 421 349 3.7 24.3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1594,total_5,days_success,,,161,364,334,3.4,48.2,3.4,48.2,28 DB1594 Panguitch Lake 161 364 334 3.4 48.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1595,total_5,days_success,,,183,578,518,3.7,35.4,3.7,35.4,30 DB1595 Pine Valley 183 578 518 3.7 35.4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,19,DB1597,total_5,days_success,,,245,585,526,3.5,46.6,3.5,46.6,29 DB1597 Zion 245 585 526 3.5 46.6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1530,total_5,days_success,,,516,969,909,4.4,56.8,4.4,56.8,22 DB1530 Beaver 516 969 909 4.4 56.8
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1548,total_5,days_success,,,505,1033,946,4.3,53.4,4.3,53.4,25C/26 DB1548 Boulder/Kaiparowits 505 1033 946 4.3 53.4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1531,total_5,days_success,,,945,2720,2353,4.1,40.1,4.1,40.1,1 DB1531 Box Elder 945 2720 2353 4.1 40.1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1532,total_5,days_success,,,512,2138,1886,4.3,27.2,4.3,27.2,2 DB1532 Cache 512 2138 1886 4.3 27.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1599,total_5,days_success,,,196,762,639,4.0,30.7,4.0,30.7,6 DB1599 Chalk Creek 196 762 639 4.0 30.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1603,total_5,days_success,,,135,621,479,3.6,28.2,3.6,28.2,5 DB1603 East Canyon 135 621 479 3.6 28.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1536,total_5,days_success,,,339,778,724,4.9,46.8,4.9,46.8,21 DB1536 Fillmore 339 778 724 4.9 46.8
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1549,total_5,days_success,,,182,378,343,4.2,53.0,4.2,53.0,25A DB1549 Fishlake 182 378 343 4.2 53.0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1538,total_5,days_success,,,52,429,337,4.0,15.5,4.0,15.5,7 DB1538 Kamas 52 429 337 4.0 15.5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1539,total_5,days_success,,,372,714,623,4.2,59.7,4.2,59.7,"13A DB1539 La Sal, La Sal Mtns 372 714 623 4.2 59.7"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1533,total_5,days_success,,,1530,4173,3782,4.3,40.5,4.3,40.5,16B/12 DB1533 Manti/San Rafael 1530 4173 3782 4.3 40.5
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1540,total_5,days_success,,,263,465,426,4.6,61.8,4.6,61.8,23 DB1540 Monroe 263 465 426 4.6 61.8
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1607,total_5,days_success,,,86,537,441.0,4.0,19.6,4.0,19.6,4 DB1607 Morgan-South Rich 86 537 441.0 4.0 19.6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1541,total_5,days_success,,,105,199,185,4.5,56.8,4.5,56.8,24 DB1541 Mt Dutton 105 199 185 4.5 56.8
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1534,total_5,days_success,,,750,2339,2081,4.3,36.0,4.3,36.0,16A DB1534 Nebo 750 2339 2081 4.3 36.0
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1542,total_5,days_success,,,185,468,426,4.7,43.4,4.7,43.4,11 DB1542 Nine Mile 185 468 426 4.7 43.4
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1543,total_5,days_success,,,252,842,717,4.9,35.1,4.9,35.1,8 DB1543 North Slope 252 842 717 4.9 35.1
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1544,total_5,days_success,,,230,1034,891,4.1,25.8,4.1,25.8,3 DB1544 Ogden 230 1034 891 4.1 25.8
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1545,total_5,days_success,,,610,1306,1168,4.1,52.2,4.1,52.2,18 DB1545 Oquirrh-Stansbury 610 1306 1168 4.1 52.2
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1546,total_5,days_success,,,410,780,725,4.4,56.6,4.4,56.6,28 DB1546 Panguitch Lake 410 780 725 4.4 56.6
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1547,total_5,days_success,,,526,1244,1126,4.7,46.7,4.7,46.7,30 DB1547 Pine Valley 526 1244 1126 4.7 46.7
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1551,total_5,days_success,,,537,1232,1085,4.3,49.4,4.3,49.4,"14A DB1551 San Juan, Abajo Mtns 537 1232 1085 4.3 49.4"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1554,total_5,days_success,,,82,270,251,5.3,32.9,5.3,32.9,20 DB1554 Southwest Desert 82 270 251 5.3 32.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1550,total_5,days_success,,,28,69,59,4.0,47.9,4.0,47.9,25B DB1550 Thousand Lakes 28 69 59 4.0 47.9
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1552,total_5,days_success,,,299,442,396,3.3,75.3,3.3,75.3,9BD DB1552 Vernal/Bonanza 299 442 396 3.3 75.3
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1555,total_5,days_success,,,801,2561,2285,4.3,35.0,4.3,35.0,"17BC DB1555 Wasatch Mtns, East 801 2561 2285 4.3 35.0"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1556,total_5,days_success,,,474,3219,2756,4.2,17.2,4.2,17.2,"17A DB1556 Wasatch Mtns, West 474 3219 2756 4.2 17.2"
C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2025\pdf\harvest_report\24_bg_report.pdf,20,DB1557,total_5,days_success,,,154,426,379,4.2,40.5,4.2,40.5,"19C DB1557 West Desert, Tintic 154 426 379 4.2 40.5"
