hunt_code,residency,hunt_name,species,weapon,hunt_type,hunt_class,access_type,public_permits_2025,public_permits_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,coverage_status,coverage_reason,bg_odds_pdf_page_index,bg_odds_printed_page,bg_odds_hunt_title,has_bg_odds_page,rac_page,rac_section,source_pdf,harvest_hunters_2025,harvest_2025,harvest_success_percent_2025,harvest_average_days_2025,harvest_satisfaction_2025,source_file_2026,link_key,antlerless_odds_sheet,antlerless_odds_row_start,antlerless_odds_title,has_antlerless_odds_page,has_any_odds_source,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,public_permits_2026_source,permit_status,permit_allocation_type,permit_source_authority,permit_note,permit_overlay_source,data_status,permits_2026_conservation,permits_2026_expo,permits_2026_sportsman,special_permit_area_id,special_permit_category,special_permit_note,special_permit_overlay_source,boundary_id,permits_2025_draw_res,permits_2025_draw_nr,permits_2025_draw_total,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_source,permits_2025_source,draw_pool,permit_source,quota_source,truth_source_file,truth_source_status,data_quality_grade,reason_codes,hunt_category,draw_model_class,probability_model,availability_status,new_this_year,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
DB1020,Resident,Dolores Triangle,Deer,Any Legal Weapon,Limited Entry,Limited Entry,Public,,13,11,1,12,13,2,15,,,6,7,20,-1,GREEN,MODELED,modeled_engine,22,37,"Limited-entr y Alw (rifle) Buck Deer - La Sal , Dolores Trian gle - An y Legal Wea pon",TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,12,12,100,4,4.4,BUCK DEER.xlsx,DB1020_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,13,2,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,11,1,12,22,37,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,13,2,15,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1022,Nonresident,"San Juan, Elk Ridge",Deer,Any Legal Weapon,Limited Entry,Limited Entry,Public,,5,39,3,42,42,5,47,,,2,3,25,24,RED,MODELED,modeled_engine,23,38,"Limited-entr y Alw (rifle) Buck Deer - San Juan , Elk Rid ge - An y Legal Wea pon",TRUE,9,2026 LIMITED ENTRY BUCK DEER (2 of 3),2026-04-rac-packet.pdf,45,40,88.9,4.8,3.9,BUCK DEER.xlsx,DB1022_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,42,5,47,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,39,3,42,23,38,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,42,5,47,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1022,Resident,"San Juan, Elk Ridge",Deer,Any Legal Weapon,Limited Entry,Limited Entry,Public,,42,39,3,42,42,5,47,,,21,21,19,-2,GREEN,MODELED,modeled_engine,23,38,"Limited-entr y Alw (rifle) Buck Deer - San Juan , Elk Rid ge - An y Legal Wea pon",TRUE,9,2026 LIMITED ENTRY BUCK DEER (2 of 3),2026-04-rac-packet.pdf,45,40,88.9,4.8,3.9,BUCK DEER.xlsx,DB1022_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,42,5,47,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,39,3,42,23,38,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,42,5,47,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1023,Nonresident,Diamond Mtn,Deer,Any Legal Weapon,Limited Entry,Limited Entry,Public,,7,55,5,60,61,7,68,,,3,4,21,-1,GREEN,MODELED,modeled_engine,24,39,Limited-entr y Alw (rifle) Buck Deer - Diamond Mtn - Any Legal Wea pon,TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,64,62,96.9,3.4,4.1,BUCK DEER.xlsx,DB1023_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,61,7,68,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,55,5,60,24,39,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,61,7,68,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1023,Resident,Diamond Mtn,Deer,Any Legal Weapon,Limited Entry,Limited Entry,Public,,61,55,5,60,61,7,68,,,30,31,14,-2,GREEN,MODELED,modeled_engine,24,39,Limited-entr y Alw (rifle) Buck Deer - Diamond Mtn - Any Legal Wea pon,TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,64,62,96.9,3.4,4.1,BUCK DEER.xlsx,DB1023_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,61,7,68,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,55,5,60,24,39,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,61,7,68,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1024,Nonresident,"West Desert, Vernon",Deer,Any Legal Weapon,Limited Entry,Limited Entry,Public,,14,115,12,127,130,14,144,,,7,7,21,-2,GREEN,MODELED,modeled_engine,25,40,"Limited-entr y Alw (rifle) Buck Deer - West Desert , Vernon - An y Legal Wea pon",TRUE,10,2026 LIMITED ENTRY BUCK DEER (3 of 3),2026-04-rac-packet.pdf,151,129,85.4,4.4,3.5,BUCK DEER.xlsx,DB1024_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,130,14,144,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,115,12,127,25,40,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,130,14,144,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1024,Resident,"West Desert, Vernon",Deer,Any Legal Weapon,Limited Entry,Limited Entry,Public,,130,115,12,127,130,14,144,,,65,65,16,-1,GREEN,MODELED,modeled_engine,25,40,"Limited-entr y Alw (rifle) Buck Deer - West Desert , Vernon - An y Legal Wea pon",TRUE,10,2026 LIMITED ENTRY BUCK DEER (3 of 3),2026-04-rac-packet.pdf,151,129,85.4,4.4,3.5,BUCK DEER.xlsx,DB1024_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,130,14,144,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,115,12,127,25,40,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,130,14,144,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1025,Nonresident,Book Cliffs,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,6,43,4,47,55,6,61,,,3,3,20,19,RED,MODELED,modeled_engine,26,41,Limited-entr y Muzzleloader Buck Deer - Book Cliffs - Muzzleloade r,TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,50,43,86,3.8,4.2,BUCK DEER.xlsx,DB1025_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,55,6,61,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,43,4,47,26,41,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,55,6,61,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1025,Resident,Book Cliffs,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,55,43,4,47,55,6,61,,,27,28,14,-2,GREEN,MODELED,modeled_engine,26,41,Limited-entr y Muzzleloader Buck Deer - Book Cliffs - Muzzleloade r,TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,50,43,86,3.8,4.2,BUCK DEER.xlsx,DB1025_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,55,6,61,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,43,4,47,26,41,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,55,6,61,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1026,Nonresident,"Cache, Crawford Mtn",Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,1,6,1,7,8,1,9,,,0,1,0,-1,GREEN,MODELED,modeled_engine,27,42,"Limited-entr y Muzzleloader Buck Deer - Cache , Crawford Mtn - Muzzleloade r",TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,8,8,100,4.8,3.9,BUCK DEER.xlsx,DB1026_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,6,1,7,27,42,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,8,1,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1026,Resident,"Cache, Crawford Mtn",Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,8,6,1,7,8,1,9,,,4,4,18,-1,GREEN,MODELED,modeled_engine,27,42,"Limited-entr y Muzzleloader Buck Deer - Cache , Crawford Mtn - Muzzleloade r",TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,8,8,100,4.8,3.9,BUCK DEER.xlsx,DB1026_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,6,1,7,27,42,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,8,1,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1028,Nonresident,Fillmore,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,1,10,1,11,11,1,12,,,0,1,0,-1,GREEN,MODELED,modeled_engine,28,43,Limited-entr y Muzzleloader Buck Deer - Fillmore - Muzzleloade r,TRUE,11,2026 LIMITED ENTRY ON GENERAL SEASON BUCK DEER,2026-04-rac-packet.pdf,10,7,70,7.2,3.3,BUCK DEER.xlsx,DB1028_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,10,1,11,28,43,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,11,1,12,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
DB1028,Resident,Fillmore,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,11,10,1,11,11,1,12,,,5,6,14,-7,GREEN,MODELED,modeled_engine,28,43,Limited-entr y Muzzleloader Buck Deer - Fillmore - Muzzleloade r,TRUE,11,2026 LIMITED ENTRY ON GENERAL SEASON BUCK DEER,2026-04-rac-packet.pdf,10,7,70,7.2,3.3,BUCK DEER.xlsx,DB1028_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,10,1,11,28,43,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,11,1,12,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
DB1029,Nonresident,"Fillmore, Oak Creek LE",Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,1,11,1,12,12,1,13,,,0,1,0,-1,GREEN,MODELED,modeled_engine,29,44,"Limited-entr y Muzzleloader Buck Deer - Fillmore , Oak Creek Le - Muzzleloade r",TRUE,9,2026 LIMITED ENTRY BUCK DEER (2 of 3),2026-04-rac-packet.pdf,15,12,80,6,4.3,BUCK DEER.xlsx,DB1029_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,12,1,13,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,11,1,12,29,44,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,12,1,13,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1029,Resident,"Fillmore, Oak Creek LE",Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,12,11,1,12,12,1,13,,,6,6,23,-5,GREEN,MODELED,modeled_engine,29,44,"Limited-entr y Muzzleloader Buck Deer - Fillmore , Oak Creek Le - Muzzleloade r",TRUE,9,2026 LIMITED ENTRY BUCK DEER (2 of 3),2026-04-rac-packet.pdf,15,12,80,6,4.3,BUCK DEER.xlsx,DB1029_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,12,1,13,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,11,1,12,29,44,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,12,1,13,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1030,Nonresident,Kamas,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,1,5,1,6,4,1,5,,,0,1,0,-1,GREEN,MODELED,modeled_engine,30,45,Limited-entr y Muzzleloader Buck Deer - Kamas - Muzzleloade r,TRUE,11,2026 LIMITED ENTRY ON GENERAL SEASON BUCK DEER,2026-04-rac-packet.pdf,6,6,100,5.5,3.8,BUCK DEER.xlsx,DB1030_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,5,1,6,30,45,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,4,1,5,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
DB1030,Resident,Kamas,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,4,5,1,6,4,1,5,,,2,2,6,0,YELLOW,MODELED,modeled_engine,30,45,Limited-entr y Muzzleloader Buck Deer - Kamas - Muzzleloade r,TRUE,11,2026 LIMITED ENTRY ON GENERAL SEASON BUCK DEER,2026-04-rac-packet.pdf,6,6,100,5.5,3.8,BUCK DEER.xlsx,DB1030_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,5,1,6,30,45,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,4,1,5,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
DB1031,Nonresident,Dolores Triangle,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,0,4,0,4,5,0,5,,,0,0,0,-1,GREEN,MODELED,modeled_engine,31,46,"Limited-entr y Muzzleloader Buck Deer - La Sal , Dolores Trian gle - Muzzleloade r",TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,4,4,100,6.5,4,BUCK DEER.xlsx,DB1031_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,4,0,4,31,46,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1031,Resident,Dolores Triangle,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,5,4,0,4,5,0,5,,,2,3,20,-1,GREEN,MODELED,modeled_engine,31,46,"Limited-entr y Muzzleloader Buck Deer - La Sal , Dolores Trian gle - Muzzleloade r",TRUE,8,2026 LIMITED ENTRY BUCK DEER (1 of 3),2026-04-rac-packet.pdf,4,4,100,6.5,4,BUCK DEER.xlsx,DB1031_RESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,5,0,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,4,0,4,31,46,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,5,0,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT
DB1032,Nonresident,Monroe,Deer,Muzzleloader,Limited Entry,Limited Entry,Public,,1,5,1,6,5,1,6,,,0,1,0,-1,GREEN,MODELED,modeled_engine,32,47,Limited-entr y Muzzleloader Buck Deer - Monroe - Muzzleloade r,TRUE,11,2026 LIMITED ENTRY ON GENERAL SEASON BUCK DEER,2026-04-rac-packet.pdf,6,4,66.7,6.5,3.7,BUCK DEER.xlsx,DB1032_NONRESIDENT,,,,FALSE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,5,1,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,5,1,6,32,47,Bonus Point Draw Results,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,5,1,6,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
