hunt_code,residency,hunt_name,species,weapon,hunt_type,hunt_class,access_type,public_permits_2025,public_permits_2026,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,applicants_2025,projected_applicants_2026,max_point_permits_2026,random_permits_2026,guaranteed_at_2026,delta_gap,trend,coverage_status,coverage_reason,bg_odds_pdf_page_index,bg_odds_printed_page,bg_odds_hunt_title,has_bg_odds_page,rac_page,rac_section,source_pdf,harvest_hunters_2025,harvest_2025,harvest_success_percent_2025,harvest_average_days_2025,harvest_satisfaction_2025,source_file_2026,link_key,antlerless_odds_sheet,antlerless_odds_row_start,antlerless_odds_title,has_antlerless_odds_page,has_any_odds_source,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,public_permits_2026_source,permit_status,permit_allocation_type,permit_source_authority,permit_note,permit_overlay_source,data_status,permits_2026_conservation,permits_2026_expo,permits_2026_sportsman,special_permit_area_id,special_permit_category,special_permit_note,special_permit_overlay_source,boundary_id,permits_2025_draw_res,permits_2025_draw_nr,permits_2025_draw_total,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_source,permits_2025_source,draw_pool,permit_source,quota_source,truth_source_file,truth_source_status,data_quality_grade,reason_codes,hunt_category,draw_model_class,probability_model,availability_status,new_this_year,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
EA1223,Nonresident,"Beaver, East",Elk,Any Legal Weapon,General Season,Antlerless,Public,,4,27,3,30,36,4,40,,,1,2,5,4,RED,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,29,11,37.9,3.5,3.2,antlerless elk.xlsx,EA1223_NONRESIDENT,25_antlerless_drawing_odds_repo,3562,"Antlerless Elk - Beaver, East - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_REPLACED_STALE_RUNTIME_VALUE|TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1223,Resident,"Beaver, East",Elk,Any Legal Weapon,General Season,Antlerless,Public,,36,27,3,30,36,4,40,,,13,14,5,-1,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,29,11,37.9,3.5,3.2,antlerless elk.xlsx,EA1223_RESIDENT,25_antlerless_drawing_odds_repo,3562,"Antlerless Elk - Beaver, East - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,27,3,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_REPLACED_STALE_RUNTIME_VALUE|TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,36,4,40,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1224,Nonresident,"Book Cliffs, Bitter Creek/South",Elk,Any Legal Weapon,General Season,Antlerless,Public,,13,118,12,130,117,13,130,,,6,7,4,-2,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,118,68,57.6,4,3.9,antlerless elk.xlsx,EA1224_NONRESIDENT,25_antlerless_drawing_odds_repo,3588,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,117,13,130,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,117,13,130,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1224,Resident,"Book Cliffs, Bitter Creek/South",Elk,Any Legal Weapon,General Season,Antlerless,Public,,117,118,12,130,117,13,130,,,58,59,3,-1,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,118,68,57.6,4,3.9,antlerless elk.xlsx,EA1224_RESIDENT,25_antlerless_drawing_odds_repo,3588,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,117,13,130,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,117,13,130,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1225,Nonresident,"Book Cliffs, Bitter Creek/South",Elk,Muzzleloader,General Season,Antlerless,Public,,16,147,16,163,147,16,163,,,8,8,3,-3,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,146,114,78.1,2.9,4.4,antlerless elk.xlsx,EA1225_NONRESIDENT,25_antlerless_drawing_odds_repo,3614,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,147,16,163,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,147,16,163,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1225,Resident,"Book Cliffs, Bitter Creek/South",Elk,Muzzleloader,General Season,Antlerless,Public,,147,147,16,163,147,16,163,,,73,74,3,-2,GREEN,MODELED,modeled_engine,,,,FALSE,43,2026 ANTLERLESS ELK HUNT (1 OF 4),2026-04-rac-packet.pdf,146,114,78.1,2.9,4.4,antlerless elk.xlsx,EA1225_RESIDENT,25_antlerless_drawing_odds_repo,3614,"Antlerless Elk - Book Cliffs, Bitter Creek/south - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,147,16,163,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,147,16,163,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1226,Nonresident,"Nebo, Moroni Hills",Elk,Any Legal Weapon,General Season,Antlerless,Public,,1,8,1,9,9,1,10,,,0,1,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,5,0,0,3.6,2.2,antlerless elk.xlsx,EA1226_NONRESIDENT,25_antlerless_drawing_odds_repo,3640,"Antlerless Elk - Nebo, Moroni Hills - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1226,Resident,"Nebo, Moroni Hills",Elk,Any Legal Weapon,General Season,Antlerless,Public,,9,8,1,9,9,1,10,,,4,5,1,-2,GREEN,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,5,0,0,3.6,2.2,antlerless elk.xlsx,EA1226_RESIDENT,25_antlerless_drawing_odds_repo,3640,"Antlerless Elk - Nebo, Moroni Hills - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,9,1,10,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1228,Nonresident,Morgan-South Rich,Elk,Any Legal Weapon,General Season,Antlerless,Public,,8,64,7,71,67,8,75,,,4,4,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,49,15,30.6,2.9,3,antlerless elk.xlsx,EA1228_NONRESIDENT,25_antlerless_drawing_odds_repo,3666,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,67,8,75,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1228,Resident,Morgan-South Rich,Elk,Any Legal Weapon,General Season,Antlerless,Public,,67,64,7,71,67,8,75,,,33,34,0,-2,GREEN,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,49,15,30.6,2.9,3,antlerless elk.xlsx,EA1228_RESIDENT,25_antlerless_drawing_odds_repo,3666,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,67,8,75,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,67,8,75,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1229,Nonresident,Morgan-South Rich,Elk,Any Legal Weapon,General Season,Antlerless,Public,,16,147,13,160,144,16,160,,,8,8,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,120,36,30,4.3,2.6,antlerless elk.xlsx,EA1229_NONRESIDENT,25_antlerless_drawing_odds_repo,3692,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,144,16,160,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,144,16,160,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1229,Resident,Morgan-South Rich,Elk,Any Legal Weapon,General Season,Antlerless,Public,,144,147,13,160,144,16,160,,,72,72,1,-2,GREEN,MODELED,modeled_engine,,,,FALSE,44,2026 ANTLERLESS ELK HUNT (2 OF 4),2026-04-rac-packet.pdf,120,36,30,4.3,2.6,antlerless elk.xlsx,EA1229_RESIDENT,25_antlerless_drawing_odds_repo,3692,Antlerless Elk - Morgan-south Rich - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,144,16,160,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,144,16,160,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1231,Nonresident,"West Desert, Tintic Valley",Elk,Any Legal Weapon,General Season,Antlerless,Public,,5,46,4,50,45,5,50,,,2,3,2,-1,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,40,13,32.5,10.4,2.7,antlerless elk.xlsx,EA1231_NONRESIDENT,25_antlerless_drawing_odds_repo,3718,"Antlerless Elk - West Desert, Tintic Valley - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1231,Resident,"West Desert, Tintic Valley",Elk,Any Legal Weapon,General Season,Antlerless,Public,,45,46,4,50,45,5,50,,,22,23,3,-1,GREEN,MODELED,modeled_engine,,,,FALSE,46,2026 ANTLERLESS ELK HUNT (4 OF 4),2026-04-rac-packet.pdf,40,13,32.5,10.4,2.7,antlerless elk.xlsx,EA1231_RESIDENT,25_antlerless_drawing_odds_repo,3718,"Antlerless Elk - West Desert, Tintic Valley - Any Legal Weapon",TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_ANTLERLESS_ELK,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,2026_RAC_TRUTH_SOURCE,2026_RAC_TRUTH_SOURCE,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,MATCHED,A,TRUTH_SOURCE_PROMOTED,ANTLERLESS_ELK,,,,NO,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT
EA1233,Nonresident,Avintaquin Canyon CWMU,Elk,Any Legal Weapon,CWMU,CWMU,CWMU,,0,4,0,4,4,0,4,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,4,0,0,4.5,2.8,antlerless elk.xlsx,EA1233_NONRESIDENT,25_antlerless_drawing_odds_repo,3744,Cwmu Antlerless Elk - Avintaquin Canyon - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,599,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,4,0,4,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
EA1233,Resident,Avintaquin Canyon CWMU,Elk,Any Legal Weapon,CWMU,CWMU,CWMU,,4,4,0,4,4,0,4,,,2,2,5,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,4,0,0,4.5,2.8,antlerless elk.xlsx,EA1233_RESIDENT,25_antlerless_drawing_odds_repo,3744,Cwmu Antlerless Elk - Avintaquin Canyon - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,599,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,4,0,4,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
EA1234,Nonresident,Royal Ivory Outfitters CWMU,Elk,Any Legal Weapon,CWMU,CWMU,CWMU,,0,15,0,15,15,0,15,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,16,7,43.8,1.9,3.9,antlerless elk.xlsx,EA1234_NONRESIDENT,25_antlerless_drawing_odds_repo,3770,Cwmu Antlerless Elk - Royal Ivory Outfitters - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,828,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,15,0,15,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
EA1234,Resident,Royal Ivory Outfitters CWMU,Elk,Any Legal Weapon,CWMU,CWMU,CWMU,,15,15,0,15,15,0,15,,,7,8,3,-2,GREEN,MODELED,modeled_engine,,,,FALSE,,,,16,7,43.8,1.9,3.9,antlerless elk.xlsx,EA1234_RESIDENT,25_antlerless_drawing_odds_repo,3770,Cwmu Antlerless Elk - Royal Ivory Outfitters - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,15,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,828,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,15,0,15,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
EA1235,Nonresident,Sharp Mountain CWMU,Elk,Any Legal Weapon,CWMU,CWMU,CWMU,,0,10,0,10,10,0,10,,,0,0,0,-1,GREEN,MODELED,modeled_engine,,,,FALSE,,,,10,3,30,3.6,3,antlerless elk.xlsx,EA1235_NONRESIDENT,25_antlerless_drawing_odds_repo,3796,Cwmu Antlerless Elk - Sharp Mountain - Any Legal Weapon,TRUE,TRUE,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,,,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_CWMU_BIG_GAME,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FULL_SPLIT,FULL_SPLIT,Utah DWR published 2026 permit allocation,,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,COMPLETE,,,,,,,,490,,,,,,,,2025_DRAW_RESULTS_TABLES,standard,,,,,,,,,,,,10,0,10,FALLBACK_EXISTING_2026_PERMITS,DATABASE_2026_DWR_APPROVED_PUBLISHED_PERMIT_ALLOCATIONS,FALLBACK_EXISTING_2026_PERMITS
