hunt_code,hunt_name,species,historical_year,field_family,res,nr,total,source_field,source_value,lineage_status,canonical_status,paired_family_compare_status,review_reason
BR7011,Paunsaugunt,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
BR7113,Paunsaugunt,Black Bear,2025,permits_2025,3,0,3,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
BR7113,Paunsaugunt,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
BR7214,Paunsaugunt,Black Bear,2025,permits_2025,4,0,4,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
BR7214,Paunsaugunt,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
BR7323,Paunsaugunt,Black Bear,2025,permits_2025,1,0,1,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
BR7323,Paunsaugunt,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
DB1001,Paunsaugunt Premium,Deer,2025,permits_2025,25,3,28,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1001,Paunsaugunt Premium,Deer,2025,permits_2025_draw,25,3,28,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1004,Paunsaugunt Premium,Deer,2025,permits_2025,73,7,80,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1004,Paunsaugunt Premium,Deer,2025,permits_2025_draw,73,7,80,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1006,Paunsaugunt Premium,Deer,2025,permits_2025,25,3,28,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1006,Paunsaugunt Premium,Deer,2025,permits_2025_draw,25,3,28,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1008,Paunsaugunt Premium,Deer,2025,permits_2025,3,1,4,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1008,Paunsaugunt Premium,Deer,2025,permits_2025_draw,3,1,4,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1010,Paunsaugunt Management,Deer,2025,permits_2025,23,3,26,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1010,Paunsaugunt Management,Deer,2025,permits_2025_draw,23,3,26,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1058,Paunsaugunt Cactus,Deer,2025,permits_2025,27,3,30,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1058,Paunsaugunt Cactus,Deer,2025,permits_2025_draw,27,3,30,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1073,Paunsaugunt Management,Deer,2025,permits_2025,8,1,9,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1073,Paunsaugunt Management,Deer,2025,permits_2025_draw,8,1,9,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1074,Paunsaugunt Management,Deer,2025,permits_2025,8,1,9,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1074,Paunsaugunt Management,Deer,2025,permits_2025_draw,8,1,9,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EA1073,Paunsaugunt,Elk,2025,permits_2025,18,2,20,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
EA1073,Paunsaugunt,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
EA2015,Paunsaugunt,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EA2015,Paunsaugunt,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
LD1001,Paunsaugunt - Private Land Only,Deer,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
LD1001,Paunsaugunt - Private Land Only,Deer,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
LD1004,Paunsaugunt - Private Land Only,Deer,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
LD1004,Paunsaugunt - Private Land Only,Deer,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
LD1006,Paunsaugunt - Private Land Only,Deer,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
LD1006,Paunsaugunt - Private Land Only,Deer,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
DA1009,"Pine Valley, Enterprise",Deer,2025,permits_2025,25,0,25,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
DA1009,"Pine Valley, Enterprise",Deer,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
EB3145,Boulder,Elk,2025,permits_2025,28,2,30,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3145,Boulder,Elk,2025,permits_2025_draw,28,2,30,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3148,Boulder,Elk,2025,permits_2025,11,1,12,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3148,Boulder,Elk,2025,permits_2025_draw,11,1,12,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3151,Boulder,Elk,2025,permits_2025,19,2,21,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3151,Boulder,Elk,2025,permits_2025_draw,19,2,21,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3154,Boulder,Elk,2025,permits_2025,17,2,19,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3154,Boulder,Elk,2025,permits_2025_draw,17,2,19,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3156,Boulder,Elk,2025,permits_2025,4,0,4,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3156,Boulder,Elk,2025,permits_2025_draw,4,0,4,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3190,Boulder,Elk,2025,permits_2025,4,1,5,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3190,Boulder,Elk,2025,permits_2025_draw,4,1,5,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3191,Boulder,Elk,2025,permits_2025,32,3,35,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3191,Boulder,Elk,2025,permits_2025_draw,32,3,35,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EL3145,Boulder,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3145,Boulder,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3148,Boulder,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3148,Boulder,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3151,Boulder,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3151,Boulder,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3154,Boulder,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3154,Boulder,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3190,Boulder,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3190,Boulder,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3191,Boulder,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3191,Boulder,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
BR7013,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025,7,0,7,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
BR7013,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
BR7115,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025,7,0,7,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
BR7115,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
BR7216,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025,5,0,5,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
BR7216,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
BR7311,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025,3,0,3,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
BR7311,Fishlake/Thousand Lakes,Black Bear,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
EA1078,Fishlake/Thousand Lakes,Elk,2025,permits_2025,245,25,270,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,PRIMARY_ONLY,
EA1078,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,PRIMARY_ONLY,
EB3018,Fishlake/Thousand Lakes,Elk,2025,permits_2025,79,8,87,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3018,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,79,8,87,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3063,Fishlake/Thousand Lakes,Elk,2025,permits_2025,32,3,35,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3063,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,32,3,35,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3064,Fishlake/Thousand Lakes,Elk,2025,permits_2025,93,9,102,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3064,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,93,9,102,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3065,Fishlake/Thousand Lakes,Elk,2025,permits_2025,54,6,60,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3065,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,54,6,60,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3096,Fishlake/Thousand Lakes,Elk,2025,permits_2025,48,5,53,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3096,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,48,5,53,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3120,Fishlake/Thousand Lakes,Elk,2025,permits_2025,10,1,11,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3120,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,10,1,11,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3192,Fishlake/Thousand Lakes,Elk,2025,permits_2025,10,2,12,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3192,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,10,2,12,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EL3018,Fishlake/Thousand Lakes,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3018,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3063,Fishlake/Thousand Lakes,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3063,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3064,Fishlake/Thousand Lakes,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3064,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3065,Fishlake/Thousand Lakes,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3065,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3096,Fishlake/Thousand Lakes,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3096,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3192,Fishlake/Thousand Lakes,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3192,Fishlake/Thousand Lakes,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EB3019,San Juan Bull Elk,Elk,2025,permits_2025,25,3,28,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3019,San Juan Bull Elk,Elk,2025,permits_2025_draw,25,3,28,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3066,San Juan Bull Elk,Elk,2025,permits_2025,10,1,11,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3066,San Juan Bull Elk,Elk,2025,permits_2025_draw,10,1,11,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3067,San Juan Bull Elk,Elk,2025,permits_2025,18,2,20,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3067,San Juan Bull Elk,Elk,2025,permits_2025_draw,18,2,20,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3097,San Juan Bull Elk,Elk,2025,permits_2025,15,2,17,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3097,San Juan Bull Elk,Elk,2025,permits_2025_draw,15,2,17,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3121,San Juan Bull Elk,Elk,2025,permits_2025,3,0,3,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3121,San Juan Bull Elk,Elk,2025,permits_2025_draw,3,0,3,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3193,San Juan Bull Elk,Elk,2025,permits_2025,9,1,10,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3193,San Juan Bull Elk,Elk,2025,permits_2025_draw,9,1,10,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3194,San Juan Bull Elk,Elk,2025,permits_2025,31,2,33,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EB3194,San Juan Bull Elk,Elk,2025,permits_2025_draw,31,2,33,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
EL3019,San Juan Bull Elk,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3019,San Juan Bull Elk,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3066,San Juan Bull Elk,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3066,San Juan Bull Elk,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3067,San Juan Bull Elk,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3067,San Juan Bull Elk,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3097,San Juan Bull Elk,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3097,San Juan Bull Elk,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3193,San Juan Bull Elk,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3193,San Juan Bull Elk,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3194,San Juan Bull Elk,Elk,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
EL3194,San Juan Bull Elk,Elk,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
DB1014,"San Juan, Elk Ridge",Deer,2025,permits_2025,14,2,16,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1014,"San Juan, Elk Ridge",Deer,2025,permits_2025_draw,14,2,16,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1022,"San Juan, Elk Ridge",Deer,2025,permits_2025,39,3,42,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1022,"San Juan, Elk Ridge",Deer,2025,permits_2025_draw,39,3,42,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1037,"San Juan, Elk Ridge",Deer,2025,permits_2025,14,2,16,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1037,"San Juan, Elk Ridge",Deer,2025,permits_2025_draw,14,2,16,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1046,"San Juan, Elk Ridge",Deer,2025,permits_2025,2,0,2,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DB1046,"San Juan, Elk Ridge",Deer,2025,permits_2025_draw,2,0,2,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
PB5044,"San Juan, Hatch Point",Pronghorn,2025,permits_2025,4,0,4,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
PB5044,"San Juan, Hatch Point",Pronghorn,2025,permits_2025_draw,4,0,4,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DS6606,"San Juan, Lockhart",Desert Bighorn Sheep,2025,permits_2025,2,0,2,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DS6606,"San Juan, Lockhart",Desert Bighorn Sheep,2025,permits_2025_draw,2,0,2,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DS6607,"San Juan, South",Desert Bighorn Sheep,2025,permits_2025,2,0,2,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DS6607,"San Juan, South",Desert Bighorn Sheep,2025,permits_2025_draw,2,0,2,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DS1004,"San Rafael, Dirty Devil",Desert Bighorn Sheep,2025,permits_2025,,,,permits_2025_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
DS1004,"San Rafael, Dirty Devil",Desert Bighorn Sheep,2025,permits_2025_draw,,,,permits_2025_draw_source,,BLANK,NO_HISTORICAL_VALUE,BOTH_BLANK,
DS6608,"San Rafael, Dirty Devil",Desert Bighorn Sheep,2025,permits_2025,5,2,7,permits_2025_source,2025_DRAW_RESULTS_TABLES,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
DS6608,"San Rafael, Dirty Devil",Desert Bighorn Sheep,2025,permits_2025_draw,5,2,7,permits_2025_draw_source,canonical_2026_source_of_truth_draw_results,SOURCE_PRESENT,CANONICAL_HISTORICAL_SOURCE_TRUTH,MATCH,
