hunt_code,hunt_name,species,weapon,hunt_type,season,permit_family,permits_2026_res_allotted,permits_2026_nr_allotted,permits_2026_total_allotted,current_rac_res,current_rac_nr,current_rac_total,current_runtime_res,current_runtime_nr,current_runtime_total,delta_rac_res,delta_rac_nr,delta_rac_total,delta_runtime_res,delta_runtime_nr,delta_runtime_total,comparison_status,significant_difference,notes
EA1171,Summit Point CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,5,0,5,,,,5,0,5,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1172,Three C CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,9,0,9,,,,9,0,9,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1174,Two Bear CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,60,0,60,,,,60,0,60,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1175,Wallsburg CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,10,0,10,,,,10,0,10,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1177,Woodruff Creek South CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,8,0,8,,,,8,0,8,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1180,La Sal (Conservation),Elk,Any Legal Weapon,Conservation,"Oct 4 - Oct 16, 2025 & Nov 17 - Dec 31, 2025",DATABASE_ONLY_OR_CWMU,,,17,,,,17,17,17,,,,,,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1187,"Paunsaugunt, Hatch Bench",Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 30 2025,DATABASE_ONLY_OR_CWMU,13,2,15,,,,13,2,15,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1189,"Wasatch Mtns, West-Central",Elk,Muzzleloader,General Season,Nov 01 2025 - Nov 09 2025,STANDARD_ANTLERLESS_ELK,382,43,425,382,43,425,382,43,425,0,0,0,0,0,0,MATCH,NO,
EA1192,Pahvant Ensign CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,6,0,6,,,,6,0,6,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1193,"Cache, Rich",Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 10 2026,STANDARD_ANTLERLESS_ELK,18,2,20,31,4,35,31,4,35,13,2,15,13,2,15,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1196,"North Slope, Summit",Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,STANDARD_ANTLERLESS_ELK,67,8,75,67,8,75,67,8,75,0,0,0,0,0,0,MATCH,NO,
EA1198,Bear Springs CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,2,0,2,,,,2,0,2,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1200,Double R Ranch CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,10,0,10,,,,10,0,10,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1201,Mountain Sky Ranch CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,10,0,10,,,,10,0,10,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1203,"Box Elder, Pilot Mtn",Elk,Any Legal Weapon,General Season,Aug 01 2025 - Aug 15 2025,STANDARD_ANTLERLESS_ELK,4,1,5,4,1,5,4,1,5,0,0,0,0,0,0,MATCH,NO,
EA1204,"Box Elder, Pilot Mtn",Elk,Any Legal Weapon,General Season,Oct 11 2025 - Nov 01 2025,STANDARD_ANTLERLESS_ELK,4,1,5,4,1,5,4,1,5,0,0,0,0,0,0,MATCH,NO,
EA1206,"Cache, Richmond Hyde Park",Elk,Any Legal Weapon,General Season,Dec 02 2025 - Jan 15 2026,DATABASE_ONLY_OR_CWMU,9,1,10,,,,9,1,10,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1207,"Nebo, Moroni Hills",Elk,Any Legal Weapon,General Season,Aug 01 2025 - Aug 19 2025,STANDARD_ANTLERLESS_ELK,9,1,10,9,1,10,9,1,10,0,0,0,0,0,0,MATCH,NO,
EA1208,Nebo,Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 18 2026,STANDARD_ANTLERLESS_ELK,247,28,275,292,33,325,292,33,325,45,5,50,45,5,50,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1209,"Fillmore, Oak Creek LE",Elk,Any Legal Weapon,General Season,Nov 15 2025 - Jan 30 2026,STANDARD_ANTLERLESS_ELK,45,5,50,45,5,50,45,5,50,0,0,0,0,0,0,MATCH,NO,
EA1217,"Wasatch Mtns, Avintaquin",Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,STANDARD_ANTLERLESS_ELK,135,15,150,135,15,150,135,15,150,0,0,0,0,0,0,MATCH,NO,
EA1220,Manti (Expo),Elk,Any Legal Weapon,General Season,"Oct 4 - Oct 16, 2025",DATABASE_ONLY_OR_CWMU,,,,,,,,,,,,,,,,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1221,Fishlake/Thousand Lake (Expo),Elk,Any Legal Weapon,General Season,"Oct 4 - Oct 16, 2025",DATABASE_ONLY_OR_CWMU,,,,,,,,,,,,,,,,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1222,"Beaver, East",Elk,Any Legal Weapon,General Season,Nov 22 2025 - Dec 12 2025,STANDARD_ANTLERLESS_ELK,27,3,30,36,4,40,36,4,40,9,1,10,9,1,10,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1223,"Beaver, East",Elk,Any Legal Weapon,General Season,Dec 13 2025 - Dec 27 2025,STANDARD_ANTLERLESS_ELK,27,3,30,36,4,40,36,4,40,9,1,10,9,1,10,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1224,"Book Cliffs, Bitter Creek/South",Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,STANDARD_ANTLERLESS_ELK,117,13,130,117,13,130,117,13,130,0,0,0,0,0,0,MATCH,NO,
EA1225,"Book Cliffs, Bitter Creek/South",Elk,Any Legal Weapon,General Season,Nov 17 2025 - Dec 14 2025,STANDARD_ANTLERLESS_ELK,147,16,163,147,16,163,147,16,163,0,0,0,0,0,0,MATCH,NO,
EA1226,"Nebo, Moroni Hills",Elk,Any Legal Weapon,General Season,Sep 13 2025 - Oct 03 2025,STANDARD_ANTLERLESS_ELK,9,1,10,9,1,10,9,1,10,0,0,0,0,0,0,MATCH,NO,
EA1228,Morgan-South Rich,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Dec 21 2025,STANDARD_ANTLERLESS_ELK,67,8,75,67,8,75,67,8,75,0,0,0,0,0,0,MATCH,NO,
EA1229,Morgan-South Rich,Elk,Any Legal Weapon,General Season,Dec 22 2025 - Jan 31 2026,STANDARD_ANTLERLESS_ELK,144,16,160,144,16,160,144,16,160,0,0,0,0,0,0,MATCH,NO,
EA1231,"West Desert, Tintic Valley",Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,STANDARD_ANTLERLESS_ELK,45,5,50,45,5,50,45,5,50,0,0,0,0,0,0,MATCH,NO,
EA1233,Avintaquin Canyon CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,4,0,4,,,,4,0,4,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1234,Royal Ivory Outfitters CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,15,0,15,,,,15,0,15,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1235,Sharp Mountain CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,10,0,10,,,,10,0,10,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1236,East Canyon,Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 11 2026,STANDARD_ANTLERLESS_ELK,135,15,150,135,15,150,135,15,150,0,0,0,0,0,0,MATCH,NO,
EA1237,"La Sal, La Sal Mtns-North",Elk,Any Legal Weapon,General Season,Nov 17 2025 - Dec 07 2025,STANDARD_ANTLERLESS_ELK,157,18,175,157,18,175,157,18,175,0,0,0,0,0,0,MATCH,NO,
EA1239,"Nine Mile, Range Creek",Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,STANDARD_ANTLERLESS_ELK,45,5,50,45,5,50,45,5,50,0,0,0,0,0,0,MATCH,NO,
EA1240,"Nine Mile, Range Creek",Elk,Any Legal Weapon,General Season,Nov 27 2025 - Jan 31 2026,STANDARD_ANTLERLESS_ELK,135,15,150,135,15,150,135,15,150,0,0,0,0,0,0,MATCH,NO,
EA1242,"Vernal, Buckskin Hills-Jensen",Elk,Any Legal Weapon,General Season,Dec 01 2025 - Dec 31 2025,STANDARD_ANTLERLESS_ELK,90,10,100,90,10,100,90,10,100,0,0,0,0,0,0,MATCH,NO,
EA1243,"Vernal, Buckskin Hills-Jensen",Elk,Any Legal Weapon,General Season,Jan 01 2026 - Jan 31 2026,STANDARD_ANTLERLESS_ELK,90,10,100,90,10,100,90,10,100,0,0,0,0,0,0,MATCH,NO,
EA1244,Yellowstone,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 17 2025,STANDARD_ANTLERLESS_ELK,90,10,100,90,10,100,90,10,100,0,0,0,0,0,0,MATCH,NO,
EA1245,Yellowstone,Elk,Muzzleloader,General Season,Oct 29 2025 - Nov 06 2025,STANDARD_ANTLERLESS_ELK,45,5,50,45,5,50,45,5,50,0,0,0,0,0,0,MATCH,NO,
EA1250,"North Slope, West Daggett",Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,STANDARD_ANTLERLESS_ELK,27,3,30,27,3,30,27,3,30,0,0,0,0,0,0,MATCH,NO,
EA1251,"Southwest Desert, Burbank/Garrison",Elk,Any Legal Weapon,General Season,Aug 01 2025 - Aug 15 2025,STANDARD_ANTLERLESS_ELK,13,2,15,11,1,12,11,1,12,-2,-1,-3,-2,-1,-3,RUNTIME_DIFFERS_FROM_ALLOTTED,NO,
EA1254,Pine Valley,Elk,Any Legal Weapon,General Season,Nov 11 2025 - Jan 11 2026,STANDARD_ANTLERLESS_ELK,27,3,30,27,3,30,27,3,30,0,0,0,0,0,0,MATCH,NO,
EA1256,Little Pole Canyon CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,9,0,9,,,,9,0,9,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1257,Tunnel Hollow CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,5,0,5,,,,5,0,5,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1258,La Sal (Expo),Elk,Any Legal Weapon,General Season,"Oct 4 - Oct 16, 2025",DATABASE_ONLY_OR_CWMU,,,,,,,,,,,,,,,,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1259,Diamond Mountain CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,2,0,2,,,,2,0,2,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1260,West Ridge CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,5,0,5,,,,5,0,5,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1261,Blackhawk CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,5,0,5,,,,5,0,5,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1263,Weber Florence Creek/Stillman Creek CWMU,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,DATABASE_ONLY_OR_CWMU,35,0,35,,,,35,0,35,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1264,"Wasatch Mtns, Rabbit Gulch",Elk,Any Legal Weapon,General Season,Jan 17 2026 - Jan 25 2026,STANDARD_ANTLERLESS_ELK,45,5,50,45,5,50,45,5,50,0,0,0,0,0,0,MATCH,NO,
EA1265,"Wasatch Mtns, Tabby Mtn",Elk,Any Legal Weapon,General Season,Dec 20 2025 - Dec 30 2025,STANDARD_ANTLERLESS_ELK,90,10,100,90,10,100,90,10,100,0,0,0,0,0,0,MATCH,NO,
EA1266,"Box Elder, Hansel Mtn",Elk,Any Legal Weapon,General Season,Aug 01 2025 - Jan 31 2026,STANDARD_ANTLERLESS_ELK,18,2,20,27,3,30,27,3,30,9,1,10,9,1,10,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1267,Cache,Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 26 2025,STANDARD_ANTLERLESS_ELK,81,9,90,180,20,200,180,20,200,99,11,110,99,11,110,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1268,"North Slope, Summit",Elk,Archery,General Season,Aug 16 2025 - Sep 17 2025,STANDARD_ANTLERLESS_ELK,180,20,200,180,20,200,180,20,200,0,0,0,0,0,0,MATCH,NO,
EA1269,Ogden (Excludes Hyrum),Elk,Any Legal Weapon,General Season,Dec 01 2025 - Dec 31 2025,STANDARD_ANTLERLESS_ELK,180,20,200,270,30,300,270,30,300,90,10,100,90,10,100,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1270,Fishlake (Conservation),Elk,Any Legal Weapon,Conservation,"Oct 4 - Oct 16, 2025 & Nov 22 - Dec 31, 2025",DATABASE_ONLY_OR_CWMU,,,,,,,,,,,,,,,,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1271,Manti (Conservation),Elk,Any Legal Weapon,Conservation,"Oct 4 - Oct 16, 2025 & Nov 19, 2025 - Jan 31, 2026",DATABASE_ONLY_OR_CWMU,,,,,,,,,,,,,,,,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1272,"East Canyon, East",Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 31 2026,STANDARD_ANTLERLESS_ELK,135,15,150,135,15,150,135,15,150,0,0,0,0,0,0,MATCH,NO,
EA1273,"North Slope, Three Corners",Elk,Any Legal Weapon,General Season,Dec 20 2025 - Jan 04 2026,STANDARD_ANTLERLESS_ELK,22,3,25,22,3,25,22,3,25,0,0,0,0,0,0,MATCH,NO,
EA1274,"North Slope, Three Corners",Elk,Archery,General Season,Aug 16 2025 - Sep 05 2025,STANDARD_ANTLERLESS_ELK,22,3,25,22,3,25,22,3,25,0,0,0,0,0,0,MATCH,NO,
EA1276,"Wasatch Mtns, Box Elder Peak",Elk,Any Legal Weapon,General Season,Oct 04 2025 - Oct 16 2025,STANDARD_ANTLERLESS_ELK,40,5,45,40,5,45,40,5,45,0,0,0,0,0,0,MATCH,NO,
EA1277,"North Slope, Three Corners",Elk,Any Legal Weapon,General Season,Nov 22 2025 - Nov 30 2025,STANDARD_ANTLERLESS_ELK,22,3,25,22,3,25,22,3,25,0,0,0,0,0,0,MATCH,NO,
EA1278,"Manti, Ferron-Nelson Mtn",Elk,Any Legal Weapon,General Season,Oct 04 2025 - Nov 30 2025,DATABASE_ONLY_OR_CWMU,45,5,50,,,,45,5,50,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1279,"Manti, Ferron-Nelson Mtn",Elk,Any Legal Weapon,General Season,Dec 01 2025 - Jan 31 2026,DATABASE_ONLY_OR_CWMU,45,5,50,,,,45,5,50,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1280,"La Sal, La Sal Mtns-North",Elk,Any Legal Weapon,General Season,Dec 08 2025 - Dec 31 2025,DATABASE_ONLY_OR_CWMU,157,18,175,,,,157,18,175,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1281,"Mt Dutton, Deep Creek",Elk,Any Legal Weapon,General Season,Dec 20 2025 - Jan 11 2026,DATABASE_ONLY_OR_CWMU,67,8,75,,,,67,8,75,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1282,"Ogden, North",Elk,Archery,General Season,Dec 16 2025 - Jan 31 2026,DATABASE_ONLY_OR_CWMU,180,20,200,,,,180,20,200,,,,0,0,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA1283,Panguitch Lake,Elk,Archery,General Season,Aug 16 2025 - Aug 31 2025,STANDARD_ANTLERLESS_ELK,31,4,35,31,4,35,31,4,35,0,0,0,0,0,0,MATCH,NO,
EA1284,Panguitch Lake,Elk,Muzzleloader,General Season,Oct 29 2025 - Nov 06 2025,STANDARD_ANTLERLESS_ELK,31,4,35,49,6,55,49,6,55,18,2,20,18,2,20,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1285,Panguitch Lake,Elk,Any Legal Weapon,General Season,Dec 13 2025 - Dec 21 2025,STANDARD_ANTLERLESS_ELK,31,4,35,22,3,25,22,3,25,-9,-1,-10,-9,-1,-10,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA1286,Monroe,Elk,Any Legal Weapon,General Season,2026 Season Dates Pending,STANDARD_ANTLERLESS_ELK,,,,36,4,40,36,4,40,,,,,,,MATCH,NO,
EA2000,Antlerless Elk Control,Elk,Any Legal Weapon,Antlerless Elk Control,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",DATABASE_ONLY_OR_CWMU,,,,,,,,,,,,,,,,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA2002,Morgan-South Rich,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,600,,,600,,,600,,,0,,,0,MATCH,NO,
EA2003,East Canyon,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,500,,,500,,,500,,,0,,,0,MATCH,NO,
EA2004,Chalk Creek,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,600,,,600,,,600,,,0,,,0,MATCH,NO,
EA2005,"North Slope, West Daggett",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,100,,,100,,,100,,,0,,,0,MATCH,NO,
EA2006,Yellowstone,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,2000,,,2000,,,2000,,,0,,,0,MATCH,NO,
EA2008,"Nine Mile, Anthro-Myton Bench",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,250,,,250,,,250,,,0,,,0,MATCH,NO,
EA2009,"La Sal, La Sal Mtns",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,70,,,70,,,70,,,0,,,0,MATCH,NO,
EA2010,San Juan,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,50,,,50,,,50,,,0,,,0,MATCH,NO,
EA2011,Manti,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,300,,,300,,,300,,,0,,,0,MATCH,NO,
EA2012,"Wasatch Mtns, West",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,400,,,500,,,500,,,100,,,100,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA2013,"Wasatch Mtns, Currant Creek",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,2000,,,2000,,,2000,,,0,,,0,MATCH,NO,
EA2014,"Wasatch Mtns, Avintaquin - White River",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,400,,,400,,,400,,,0,,,0,MATCH,NO,
EA2015,Paunsaugunt,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,100,,,75,,,75,,,-25,,,-25,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA2016,Nebo,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,275,,,325,,,325,,,50,,,50,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA2017,Mt Dutton,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,75,,,,75,75,75,,,,,,0,NO_RAC_TRUTH_ROW_RUNTIME_ONLY,NO,No normalized RAC row was found; current value comes from runtime/database surfaces.
EA2018,Panguitch Lake,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,75,,,75,,,75,,,0,,,0,MATCH,NO,
EA2019,"West Desert, Tintic Valley",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,60,,,60,,,60,,,0,,,0,MATCH,NO,
EA2020,Zion,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,320,,,320,,,320,,,0,,,0,MATCH,NO,
EA2021,"Beaver, East",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,30,,,30,,,30,,,0,,,0,MATCH,NO,
EA2026,"Box Elder, Hansel Mtn",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,200,,,200,,,200,,,0,,,0,MATCH,NO,
EA2027,Cache,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,300,,,250,,,250,,,-50,,,-50,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA2028,Vernal/Bonanza,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,450,,,450,,,450,,,0,,,0,MATCH,NO,
EA2029,"Nine Mile, Range Creek",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,150,,,150,,,150,,,0,,,0,MATCH,NO,
EA2030,Diamond Mtn,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,200,,,200,,,200,,,0,,,0,MATCH,NO,
EA2033,Kamas,Elk,Archery,General Season,Aug 16 2025 - Sep 17 2025,STANDARD_ANTLERLESS_ELK,225,25,250,180,20,200,180,20,200,-45,-5,-50,-45,-5,-50,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA2034,"Nine Mile, Anthro",Elk,Archery,General Season,Aug 16 2025 - Sep 17 2025,STANDARD_ANTLERLESS_ELK,180,20,200,180,20,200,180,20,200,0,0,0,0,0,0,MATCH,NO,
EA2036,"Oquirrh-Stansbury, East",Elk,Any Legal Weapon,General Season,Nov 08 2025 - Jan 31 2026,STANDARD_ANTLERLESS_ELK,54,6,60,63,7,70,63,7,70,9,1,10,9,1,10,RUNTIME_DIFFERS_FROM_ALLOTTED,YES,
EA2037,Yellowstone,Elk,Archery,General Season,Aug 16 2025 - Sep 17 2025,STANDARD_ANTLERLESS_ELK,180,20,200,180,20,200,180,20,200,0,0,0,0,0,0,MATCH,NO,
EA2038,Wasatch Mtns,Elk,Archery,General Season,Aug 16 2025 - Sep 05 2025,STANDARD_ANTLERLESS_ELK,1080,120,1200,1080,120,1200,1080,120,1200,0,0,0,0,0,0,MATCH,NO,
EA2039,"Fillmore, Pahvant",Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,150,,,150,,,150,,,0,,,0,MATCH,NO,
EA2040,Kamas,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2025 - Jan 31 2026,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,150,,,150,,,150,,,0,,,0,MATCH,NO,
