source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_year_instances_2025_2027,permit_count_2025,permit_count_2026,permit_count_2027,interpretation,year,permit_count_for_year
199,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Muzzleloader,23983.33,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
200,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,"Any Legal Weapon, late",22500.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
201,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,"Any Legal Weapon, mid",20000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
202,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Archery,8416.67,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
203,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Hunter's Choice,28291.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
204,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Hunter's Choice,28291.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
205,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Multiseason,33583.33,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
206,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Multiseason,33583.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
207,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Muzzleloader,20166.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
208,conservation,2025-2027,2026,Elk,Elk,Elk,Statewide,,195000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
209,conservation,2025-2027,2026,Moose,Moose,Moose,Cache,Any Legal Weapon,44666.67,UCWF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
210,conservation,2025-2027,2026,Moose,Moose,Moose,"North Slope, Summit",Any Legal Weapon,32666.67,SCI,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
211,conservation,2025-2027,2026,Moose,Moose,Moose,"North Slope, Summit",Any Legal Weapon,32666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
212,conservation,2025-2027,2026,Moose,Moose,Moose,Wasatch Mtns/Central Mtns,Any Legal Weapon,35541.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
213,conservation,2025-2027,2026,Moose,Moose,Moose,Statewide,,64000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
214,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Beaver (early),"Any Legal Weapon, early",32000.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
215,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,High Uintas West,Any Legal Weapon,31000.0,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
216,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,"La Sal, La Sal Mtns",Any Legal Weapon,22666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
217,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Nebo,Any Legal Weapon,22666.67,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
218,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Nebo,Archery,16000.0,UAA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
219,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,"Wasatch Mtns, Timpanogos",Any Legal Weapon,21666.67,SCI,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
220,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Statewide,,59166.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
221,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Beaver,Hunter's Choice,5641.67,UAA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
222,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Beaver,Hunter's Choice,5641.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
223,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,DSC,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
224,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
225,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
226,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,4833.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
227,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,4833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
228,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Promontory",Any Legal Weapon,3833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
229,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Puddle Valley",Any Legal Weapon,4916.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
230,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,2858.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
231,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,2858.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
232,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,2758.33,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
233,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,2758.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
234,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
235,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
236,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
237,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"La Sal, Potash/South Cisco",Any Legal Weapon,2750.0,UHA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
238,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,3491.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
239,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,3491.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
240,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
241,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
242,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
243,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
244,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
245,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
246,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
247,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Range Creek",Any Legal Weapon,7416.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
248,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Summit",Any Legal Weapon,5000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
249,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
250,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
251,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
252,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,3583.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
253,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,3583.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
254,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
255,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
256,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
257,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
258,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,4416.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
259,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,4416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
260,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
261,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
262,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
263,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
264,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
265,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,DSC,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
266,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,UAA,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
267,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
268,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
269,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
270,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
271,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
272,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Southwest Desert,Any Legal Weapon,5777.08,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
273,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
274,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,WCF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
275,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,SCI,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
276,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
277,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Vernal,Any Legal Weapon,5388.89,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
278,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
279,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
280,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
281,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Riverbed",Any Legal Weapon,7458.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
282,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Rush Valley",Any Legal Weapon,4666.67,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
283,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Rush Valley",Any Legal Weapon,4666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
284,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
285,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
286,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,RMEF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
287,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
288,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"West Desert, Snake Valley",Any Legal Weapon,5755.56,SFW,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
289,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Statewide,,33666.67,MDF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
290,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Book Cliffs, South",Any Legal Weapon,208333.33,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
291,conservation,2025-2027,2026,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtns (early)",Any Legal Weapon,133333.33,UWSF,1.0,2025-27 Conservation Permits.xlsx,2025|2026|2027,True,1.0,3.0,1.0,1.0,1.0,"one permit per row per year for 2025, 2026, and 2027",2026,1.0
