hunt_code,boundary_id,hunt_name,sex_type,species,weapon,hunt_type,hunt_class,season,NOTES,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_source,permits_2026_source,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status,percent_harvest_success_previous_hunting_season,current_age_3yr_average,average_harvest_age,average_harvest_age_reported_hunt_year,average_harvest_age_source_file,average_harvest_age_review_status,dwr_huntplanner_age_objective,dwr_huntplanner_population_objective,dwr_huntplanner_current_population_estimate,conservation_permits_2026_total,conservation_permits_2026_source
DA1031,21,"Oquirrh-Stansbury, Settlement Cyn",Antlerless,Deer,Archery,General Season,Antlerless,Aug 15 2026 - Sept 11 2026,,,,,20,0,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,68.8,,,,,,,11600 (entire Oquirrh-Stansbury unit),10400 (entire Oquirrh-Stansbury unit),,
DA1033,23,"San Juan, Monticello",Antlerless,Deer,Archery,General Season,Antlerless,Aug 01 2026 - Sept 14 2026,,,,,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,0,,,,,,,,,,
DA1042,23,"San Juan, Monticello",Antlerless,Deer,Archery,General Season,Antlerless,Nov 24 2026 - Dec 31 2026,,,,,5,0,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,33.3,,,,,,,,,,
PB5003,24,"Box Elder, Promontory",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,,412,503,Bonus Point Draw Results,3,0,3,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,0,3.7,2.9,2021,21_bg_report.pdf,PASS,2.0-3.0,150,150,,
PB5028,24,"Box Elder, Promontory",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,,432,523,Bonus Point Draw Results,14,2,16,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,57.1,3.7,2.9,2021,21_bg_report.pdf,PASS,2.0-3.0,150,150,,
PD1012,24,"Box Elder, Promontory",Doe,Pronghorn,Any Legal Weapon,General Season,Antlerless,Oct 03 2026 - Oct 25 2026,,,,,22,3,25,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,22,3,25,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe,LIVE_DWR_RES_NR_SPLIT,62.5,,,,,,,150,150,,
PB5004,25,"Box Elder, Puddle Valley",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,,413,504,Bonus Point Draw Results,3,1,4,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,100,3.3,3.4,2021,21_bg_report.pdf,PASS,2.0-3.0,300,200,,
PB5029,25,"Box Elder, Puddle Valley",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,,433,524,Bonus Point Draw Results,14,2,16,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,14,2,16,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,94.1,3.3,3.4,2021,21_bg_report.pdf,PASS,2.0-3.0,300,200,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
PB5005,27,"Box Elder, Snowville",Buck,Pronghorn,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,,414,505,Bonus Point Draw Results,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,42.9,3.2,3,2021,21_bg_report.pdf,PASS,2.0-3.0,400,570,,
PB5030,27,"Box Elder, Snowville",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,,434,525,Bonus Point Draw Results,27,3,30,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,28,3,31,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,94.7,3.2,3,2021,21_bg_report.pdf,PASS,2.0-3.0,400,570,,
PB5080,27,"Box Elder, Snowville",Buck,Pronghorn,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,,472,563,Bonus Point Draw Results,1,6,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,
PD1000,27,"Box Elder, Snowville",Doe,Pronghorn,Any Legal Weapon,General Season,Antlerless,Nov 07 2026 - Dec 06 2026,,,,,72,8,80,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,72,8,80,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Doe,LIVE_DWR_RES_NR_SPLIT,51.5,,,,,,,400,570,,
DA1001,28,"Box Elder, West Bear River",Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Antlerless,Aug 18 2026 - Aug 30 2026,,,,,26,0,26,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,30,,,,,,,20000 (entire Box Elder unit),18300 (entire Box Elder unit),,
DA1002,28,"Box Elder, West Bear River",Antlerless,Deer,"Archery, Muzzleloader, Shotgun",General Season,Antlerless,Nov 24 2026 - Nov 29 2026,,,,,30,0,30,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,30,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,55.6,,,,,,,20000 (entire Box Elder unit),18300 (entire Box Elder unit),,
DB1078,29,Cache,Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Oct 28 2026 - Nov 05 2026,,55,70,Bonus Point Draw Results,9,1,10,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,60,,,,,,,25000,13550,,
DB1502,29,Cache,Buck,Deer,Archery,General Season,General Season,Aug 15 2026 - Sept 11 2026,,,,,876,42,918,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1160,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,12,,,,,,,25000,13550,,
DB1627,29,Cache,Buck,Deer,Restricted Rifle,General Season,General Season,Oct 17 2026 - Oct 25 2026,,,,,2647,58,2705,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,3480,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,,,,,,,,,,,
DB1628,29,Cache,Buck,Deer,Restricted Muzzleloader,General Season,General Season,Sept 23 2026 - Oct 01 2026,,,,,383,16,399,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,1160,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,,,,,,,,,,,
DB1771,29,Cache,Buck,Deer,Dedicated Hunter,General Season,General Season,Archery: Aug 15 2026 - Sept 11 2026 | Restricted Muzz: Sept 23 2026 - Oct 01 2026 | Restricted Rifle: Oct 17 2026 - Oct 25 2026,,,,,140,1,141,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PREFERENCE_DEDICATED_HUNTER_DEER,,,588,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_TOTAL_ONLY,31.5,,,,,,,25000,13550,,
EA1267,29,Cache,Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Oct 03 2026 - Oct 25 2026,,,,,81,9,90,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,81,9,90,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,17.3,,,,,,,2300,1800,,
EA2027,29,Cache,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Antlerless,Aug 01 2026 - Jan 31 2027,,,,,,,,,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,PRIVATE_LANDS_ONLY_ANTLERLESS_ELK,,,300,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_TOTAL_ONLY,31.1,,,,,,,2300,1800,,
LO1502,29,Cache,Buck,Deer,Archery,General Season - Private Land Only,Private Land Only,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1627,29,Cache,Buck,Deer,Restricted Rifle,General Season - Private Land Only,Private Land Only,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
LO1628,29,Cache,Buck,Deer,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
MB6000,29,Cache,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,,498,464,Bonus Point Draw Results,12,3,15,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_OIL_BIG_GAME,14,3,17,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Moose&gender=Bull,LIVE_DWR_RES_NR_SPLIT,100,4.6,5.7,2023,2023 Hunt Success.pdf,PASS,3.75-4.25,400,240,,
DB1026,32,"Cache, Crawford Mtn",Buck,Deer,Muzzleloader,Limited Entry,Limited Entry,Nov 07 2026 - Nov 22 2026,,27,42,Bonus Point Draw Results,6,1,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Buck,LIVE_DWR_RES_NR_SPLIT,87.5,,,,,,,25000 (entire Cache unit),13550 (entire Cache unit),,
EB3003,33,"Cache, Meadowville",Bull,Elk,Archery,Limited Entry,Mature Bull,Aug 15 2026 - Sept 15 2026,,200,239,Bonus Point Draw Results,10,1,11,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,9,1,10,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,33.3,5.5,,,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EB3032,33,"Cache, Meadowville",Bull,Elk,Early Any Legal Weapon,Limited Entry,Mature Bull,Sept 16 2026 - Sept 20 2026,,217,256,Bonus Point Draw Results,4,1,5,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,3,1,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,57.1,5.5,,,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EB3033,33,"Cache, Meadowville",Bull,Elk,Late Any Legal Weapon,Limited Entry,Mature Bull,Nov 07 2026 - Nov 15 2026,,218,257,Bonus Point Draw Results,7,1,8,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,6,1,7,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,50,5.5,,,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EB3081,33,"Cache, Meadowville",Bull,Elk,Muzzleloader,Limited Entry,Mature Bull,Sept 21 2026 - Oct 02 2026,,246,285,Bonus Point Draw Results,6,1,7,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,5,1,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,50,5.5,,,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EB3105,33,"Cache, Meadowville",Bull,Elk,Multiseason,Limited Entry,Mature Bull,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",,261,300,Bonus Point Draw Results,1,0,1,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,1,0,1,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,66.7,5.5,7,2021,21_bg_report.pdf,PASS,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EB3168,33,"Cache, Meadowville",Bull,Elk,Late Archery,Limited Entry,Mature Bull,Nov 28 2026 - Dec 13 2026,,,,,2,1,3,2024_DRAW_ODDS_MODEL_TARGET_2025_BLANK_FILL,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,0,5.5,,,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EB3169,33,"Cache, Meadowville",Bull,Elk,Mid Any Legal Weapon,Limited Entry,Mature Bull,Oct 03 2026 - Oct 15 2026,,308,347,Bonus Point Draw Results,13,2,15,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,11,1,12,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,25,5.5,,,,,6.0-6.5,2300 (entire Cache unit),1800 (entire Cache unit),1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30
EL3003,33,Cache Meadowville,Bull,Elk,Archery,Limited Entry - Private Land Only,Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,7,2021,21_bg_report.pdf,PASS,,,,,
EL3032,33,Cache Meadowville,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,7,2021,21_bg_report.pdf,PASS,,,,,
EL3033,33,Cache Meadowville,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,7,2021,21_bg_report.pdf,PASS,,,,,
EL3081,33,Cache Meadowville,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,7,2021,21_bg_report.pdf,PASS,,,,,
EL3168,33,Cache Meadowville,Bull,Elk,Archery,Limited Entry - Private Land Only,Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
EL3169,33,Cache Meadowville,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
EB3132,36,"Cache, North",Bull,Elk,September Archery,Limited Entry,Mature Bull,Sept 01 2026 - Sept 30 2026,,277,316,Bonus Point Draw Results,25,3,28,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,22,2,24,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,25.9,6.7,,,,,3.5-4.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EB3139,36,"Cache, North",Bull,Elk,HAMSS,Limited Entry,Mature Bull,Nov 07 2026 - Nov 30 2026,,281,320,Bonus Point Draw Results,25,3,28,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,22,2,24,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Bull,LIVE_DWR_RES_NR_SPLIT,34.6,6.7,,,,,3.5-4.5,2300 (entire Cache unit),1800 (entire Cache unit),,
EL3132,36,Cache North,Bull,Elk,Archery,Limited Entry - Private Land Only,Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
EL3139,36,Cache North,Bull,Elk,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,,,,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,pipeline/RAW/hunt_unit_database/2026/csv/2026 Permits/2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,NO_QUOTA_PUBLISHED,,,,,,,,,,,
EA1010,38,"Cache, Rich",Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Oct 03 2026 - Oct 25 2026,,,,,18,2,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,14.3,,,,,,,2300 (entire Cache unit),1800 (entire Cache unit),,
EA1193,38,"Cache, Rich",Antlerless,Elk,Any Legal Weapon,General Season,Antlerless,Nov 14 2026 - Jan 15 2027,,,,,18,2,20,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless,LIVE_DWR_RES_NR_SPLIT,46.2,,,,,,,2300 (entire Cache unit),1800 (entire Cache unit),,
PB5073,38,"Cache, Rich",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Limited Entry,Sept 12 2026 - Sept 20 2026,,465,556,Bonus Point Draw Results,6,0,6,2025_DRAW_RESULTS_TABLES,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,6,0,6,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Pronghorn&gender=Buck,LIVE_DWR_RES_NR_SPLIT,33.3,2.7,2,2023,2023 Hunt Success.pdf,PASS,2.0-3.0,1400 (Cache/Morgan-South Rich/Ogden),235,,
