hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_validation_notes,notes
GO6814,630,Mt Dutton,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 05 2026 - Nov 25 2026,2,0,2,OK,,
GO6817,617,La Sal Mtns,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 05 2026 - Nov 25 2026,10,2,12,OK,,
GO6818,225,"Wasatch Mtns, Box Elder Peak",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 05 2026 - Nov 25 2026,3,0,3,OK,,
GO6819,231,"Wasatch Mtns, Lone Peak",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 05 2026 - Nov 25 2026,1,0,1,OK,,
GO6820,200,"Wasatch Mtns, Timpanogos",Mountain Goat,Hunters Choice,Once-in-a-lifetime,Any Legal Weapon,Public,Sept 05 2026 - Nov 25 2026,8,2,10,OK,,
GO6821,616,Nebo,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Archery,Public,Sept 16 2026 - Sept 25 2026,12,0,12,OK,,
GO6822,628,Beaver,Mountain Goat,Hunters Choice,Once-in-a-lifetime,Archery,Public,Nov 14 2026 - Nov 23 2026,2,0,2,OK,,
LD1001,163,Paunsaugunt - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LD1004,163,Paunsaugunt - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LD1006,163,Paunsaugunt - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LD1019,85,"Fillmore, Oak Creek LE - Private Land Only",Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LD1023,206,Diamond Mtn - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LD1108,632,Thousand Lakes - Private Land Only,Deer,Buck,Limited Entry - Private Land Only,Restricted Rifle,Public,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LO0008,206,Diamond Mtn Landowner Association,Deer,Buck,Limited Entry - Private Land Only,Archery,Private,Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_QUOTA_PUBLISHED,,
LO0009,206,Diamond Mtn Landowner Association,Deer,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_QUOTA_PUBLISHED,,
LO0010,206,Diamond Mtn Landowner Association,Deer,Buck,Limited Entry - Private Land Only,Muzzleloader,Private,Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_QUOTA_PUBLISHED,,
LO0011,206,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Archery,Private,Aug 15 2026 - Sept 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,16,TOTAL_ONLY_SPLIT_MISSING,,
LO0012,206,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,"Sept 16 - Sept 20, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,,NO_QUOTA_PUBLISHED,,
LO0013,206,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,"Oct 3, 2026 - Oct 15, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,,NO_QUOTA_PUBLISHED,,
LO0014,206,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Muzzleloader,Public,"Sept 21, 2026 - Oct 2, 2026 - Valid only on property enrolled in the Diamond Mtn LOA",,,,NO_QUOTA_PUBLISHED,,
LO0015,206,Diamond Mtn Landowner Association,Elk,Bull,Limited Entry - Private Land Only,Any Legal Weapon,Public,Nov 07 2026 - Nov 15 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,16,TOTAL_ONLY_SPLIT_MISSING,,
LO1501,607,Box Elder,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1502,29,Cache,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1503,619,Manti/San Rafael,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1504,616,Nebo,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1506,804,Fillmore,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1508,611,Kamas,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1509,617,"La Sal, La Sal Mtns",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1510,629,Monroe,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1511,630,Mt Dutton,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1512,615,Nine Mile,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1513,612,North Slope,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1514,609,Ogden,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1516,634,Panguitch Lake,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1517,636,Pine Valley,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1518,455,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1519,633,Fishlake,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1521,618,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1522,614,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1523,613,Yellowstone,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1524,625,Southwest Desert,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1525,621,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1526,620,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1529,635,Zion,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1531,607,Box Elder,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1533,619,Manti/San Rafael,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1534,616,Nebo,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1536,804,Fillmore,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1538,611,Kamas,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1539,617,"La Sal, La Sal Mtns",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1540,629,Monroe,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1541,630,Mt Dutton,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1542,615,Nine Mile,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1543,612,North Slope,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1544,609,Ogden,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1546,634,Panguitch Lake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1547,636,Pine Valley,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1549,633,Fishlake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1551,618,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1552,614,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1553,613,Yellowstone,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1554,625,Southwest Desert,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1555,621,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1556,620,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1559,635,Zion,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1561,607,Box Elder,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1563,619,Manti/San Rafael,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1564,616,Nebo,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1566,804,Fillmore,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1568,611,Kamas,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1569,617,"La Sal, La Sal Mtns",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1570,629,Monroe,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1571,630,Mt Dutton,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1572,615,Nine Mile,Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1573,612,North Slope,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1574,609,Ogden,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1576,634,Panguitch Lake,Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1577,636,Pine Valley,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1579,633,Fishlake,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1581,618,"San Juan, Abajo Mtns",Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1582,614,Vernal/Bonanza,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1583,613,Yellowstone,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1584,625,Southwest Desert,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1585,621,"Wasatch Mtns, East",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1586,620,"Wasatch Mtns, West",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1589,635,Zion,Deer,Buck,General Season - Private Land Only,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1591,804,Fillmore,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,,
LO1592,611,Kamas,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,,
LO1593,615,Nine Mile,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,,
LO1594,634,Panguitch Lake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1595,636,Pine Valley,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,,
LO1596,633,Fishlake,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,,
LO1597,635,Zion,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,,
LO1598,612,North Slope,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1599,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1600,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1601,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1602,69,Chalk Creek,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1603,276,East Canyon,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1604,276,East Canyon,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1605,276,East Canyon,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1606,276,East Canyon,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1607,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1608,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1609,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Private,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1610,117,Morgan-South Rich,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1611,685,"Beaver, East",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1612,685,"Beaver, East",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1613,685,"Beaver, East",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1614,672,"Beaver, West",Deer,Buck,General Season - Private Land Only,Archery,Public,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1615,672,"Beaver, West",Deer,Buck,General Season - Private Land Only,Restricted Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1616,672,"Beaver, West",Deer,Buck,General Season - Private Land Only,Restricted Rifle,Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1617,926,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1618,926,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1619,926,"West Desert, Swasey",Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1620,927,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1621,927,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1622,927,Oquirrh/Tintic,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1623,925,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,Archery,Private,Aug 16 2025 - Sept 12 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1624,925,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1625,925,Cedar/Stansbury,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Late),Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1627,29,Cache,Deer,Buck,General Season - Private Land Only,Restricted Rifle,Public,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1628,29,Cache,Deer,Buck,General Season - Private Land Only,Restricted Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,2,TOTAL_ONLY_SPLIT_MISSING,,
LO1629,455,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,Restricted Rifle,Private,Oct 18 2025 - Oct 26 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1630,455,Boulder/Kaiparowits,Deer,Buck,General Season - Private Land Only,Restricted Muzzleloader,Private,Sept 24 2025 - Oct 02 2025 - PRIVATE LAND ONLY,,,,NO_QUOTA_PUBLISHED,,
LO1631,607,Box Elder,Deer,Buck,General Season - Private Land Only,Any Legal Weapon (Early),Public,Oct 08 2025 - Oct 12 2025 - PRIVATE LAND ONLY,,,1,TOTAL_ONLY_SPLIT_MISSING,,
LP5025,628,Beaver - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LP5031,755,"Box Elder, West - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LP5033,81,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LP5046,194,"San Rafael, North - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LP5049,625,Southwest Desert - Private Land Only,Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
LP5051,245,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Limited Entry - Private Land Only,Any Legal Weapon,Public,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,NO_QUOTA_PUBLISHED,,
MA1005,117,Morgan-South Rich,Moose,Antlerless,Limited Entry,Any Legal Weapon,Public,Sep 20 2025 - Oct 19 2025,6,1,7,OK,,
MA1007,117,Morgan-South Rich,Moose,Antlerless,Limited Entry,Archery,Public,Aug 01 2025 - Sep 19 2025,3,0,3,OK,,
