hunt_code,boundary_id,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,source_file_2026,link_key
BR7322,630,Mt Dutton,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,OK,DATABASE.csv,BR7322_RESIDENT
BR7323,163,Paunsaugunt,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",1,0,1,OK,DATABASE.csv,BR7323_RESIDENT
BR7324,610,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Conservation,Multiseason,Public,"March 29 - May 26, 2025 | Jul 5 - 31, 2025 | Aug 1 - 31, 2025 | Sept 1 - Oct 26, 2025 | Nov 3 - 9, 2025 | Sept 1 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,DATABASE.csv,BR7324_RESIDENT
BR7325,610,Chalk Creek/East Canyon/Morgan-South Rich,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",1,0,1,OK,DATABASE.csv,BR7325_RESIDENT
BR7326,617,La Sal Mtns,Black Bear,Either Sex,Limited Entry - Multiseason,Multiseason,Public,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,14,OK,DATABASE.csv,BR7326_RESIDENT
CG9999,5107,Cougar - Statewide,Cougar,Either Sex,Statewide,Any Legal Weapon,Public,,,,,NO_QUOTA_PUBLISHED,cougar.xlsx,CG9999_RESIDENT
DA1001,28,"Box Elder, West Bear River",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Aug 18 2025 - Aug 30 2025,,,30,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1001_RESIDENT
DA1002,28,"Box Elder, West Bear River",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Nov 24 2025 - Nov 29 2025,,,30,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1002_RESIDENT
DA1003,115,"Monroe/Plateau, Sevier Valley",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Sep 01 2025 - Sep 30 2025,,,15,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1003_RESIDENT
DA1009,169,"Pine Valley, Enterprise",Deer,Antlerless,General Season,Any Legal Weapon,Public,Aug 01 2025 - Aug 15 2025,,,25,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1009_RESIDENT
DA1011,806,George Creek CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,OK,antlerless deer.xlsx,DA1011_RESIDENT
DA1012,589,Junction Valley CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,15,0,15,OK,antlerless deer.xlsx,DA1012_RESIDENT
DA1013,533,Mt Carmel CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,5,0,5,OK,antlerless deer.xlsx,DA1013_RESIDENT
DA1018,840,"Pine Valley, New Harmony",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Aug 01 2025 - Aug 15 2025,,,20,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1018_RESIDENT
DA1027,77,"East Canyon, Davis-North Salt Lake",Deer,Antlerless,General Season,Any Legal Weapon,Public,Aug 01 2025 - Sep 15 2025,,,30,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1027_RESIDENT
DA1030,11,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 12 2025,,,25,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1030_RESIDENT
DA1031,21,"Oquirrh-Stansbury, Settlement Cyn",Deer,Antlerless,General Season,Archery,Public,Aug 16 2025 - Sep 12 2025,,,20,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1031_RESIDENT
DA1033,23,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,Public,Aug 01 2025 - Sep 14 2025,,,5,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1033_RESIDENT
DA1041,6,"Nine Mile, Green River Valley",Deer,Antlerless,General Season,Any Legal Weapon,Public,Oct 04 2025 - Oct 26 2025,,,15,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1041_RESIDENT
DA1042,23,"San Juan, Monticello",Deer,Antlerless,General Season,Archery,Public,Nov 24 2025 - Dec 31 2025,,,5,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1042_RESIDENT
DA1045,474,"Fillmore, Oak City",Deer,Antlerless,General Season,Archery,Public,Aug 01 2025 - Sep 04 2025,,,20,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1045_RESIDENT
DA1046,11,"Nine Mile, Price River Valley",Deer,Antlerless,General Season,"Archery, Muzzleloader, Shotgun",Public,Sep 13 2025 - Oct 12 2025,,,25,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1046_RESIDENT
DA1047,895,Vernal-Ouray Valley,Deer,Antlerless,General Season,Any Legal Weapon,Public,Sep 27 2025 - Dec 12 2025,,,25,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1047_RESIDENT
DA1048,910,Fillmore City,Deer,Antlerless,General Season,Archery,Public,Aug 01 2025 - Sep 04 2025,,,15,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1048_RESIDENT
DA1049,909,"Vernal, Ashley Valley",Deer,Antlerless,General Season,Archery,Public,Aug 16 2025 - Dec 12 2025,,,35,TOTAL_ONLY_SPLIT_MISSING,antlerless deer.xlsx,DA1049_RESIDENT
DA1050,509,The Rose of Snowville CWMU,Deer,Antlerless,CWMU,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,8,0,8,OK,antlerless deer.xlsx,DA1050_RESIDENT
DB0001,866,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0001_RESIDENT
DB0002,866,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Archery,Public,"Aug 16, 2025 - Sept 12, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0002_RESIDENT
DB0003,866,Southeastern Navajo Buck Deer,Deer,Buck,Tribal,Muzzleloader,Public,"Sept 24 - Oct 2, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0003_RESIDENT
DB0004,865,Southern Navajo Buck Deer,Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0004_RESIDENT
DB0005,865,Southern Navajo Buck Deer,Deer,Buck,Tribal,Archery,Public,"Aug 16, 2025 - Sept 12, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0005_RESIDENT
DB0006,865,Southern Navajo Buck Deer,Deer,Buck,Tribal,Muzzleloader,Public,"Sept 24 - Oct 2, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0006_RESIDENT
DB0007,5108,Buck Deer - Statewide Permit,Deer,Buck,Statewide,Any Legal Weapon,Public,"Archery: Aug 15 - Aug 31, 2026 | ALW: Sept 1, 2026 - Jan 15, 2027",,,1,TOTAL_ONLY_SPLIT_MISSING,BUCK DEER.xlsx,DB0007_RESIDENT
DB0008,5109,Extended Archery Deer,Deer,Hunters Choice,Extended Archery,Archery,Public,"Sept 12-Oct 15, 2026 -OR- Sept 12-Nov 30, 2026 | See guidebook for units & dates",,,2000,TOTAL_ONLY_SPLIT_MISSING,deer hunter's choice.xlsx,DB0008_RESIDENT
DB0009,1,Antelope Island - Conservation/Expo,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,"Nov 9, 2026 - Nov 16, 2026",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0009_RESIDENT
DB0010,865,Southern Paiute Buck Deer (early),Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0010_RESIDENT
DB0011,865,Southern Paiute Buck Deer,Deer,Buck,Tribal,Archery,Public,"Aug 16, 2025 - Sept 12, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0011_RESIDENT
DB0012,865,Southern Paiute Buck Deer,Deer,Buck,Tribal,Muzzleloader,Public,"Sept 24 - Oct 2, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0012_RESIDENT
DB0013,865,Southern Paiute Buck Deer (late),Deer,Buck,Tribal,Any Legal Weapon,Public,"Oct 18, 2025 - Oct 26, 2025",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB0013_RESIDENT
DB1000,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,8,1,9,OK,BUCK DEER.xlsx,DB1000_RESIDENT
DB1001,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,26,3,29,OK,BUCK DEER.xlsx,DB1001_RESIDENT
DB1002,1,Antelope Island,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,Nov 11 2026 - Nov 18 2026,1,0,1,OK,BUCK DEER.xlsx,DB1002_RESIDENT
DB1003,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,24,3,27,OK,BUCK DEER.xlsx,DB1003_RESIDENT
DB1004,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 31 2026,75,8,83,OK,BUCK DEER.xlsx,DB1004_RESIDENT
DB1005,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,8,1,9,OK,BUCK DEER.xlsx,DB1005_RESIDENT
DB1006,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,26,3,29,OK,BUCK DEER.xlsx,DB1006_RESIDENT
DB1007,94,Henry Mtns,Deer,Buck,Premium Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",1,0,1,OK,BUCK DEER.xlsx,DB1007_RESIDENT
DB1008,163,Paunsaugunt,Deer,Buck,Premium Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 31, 2026",3,1,4,OK,BUCK DEER.xlsx,DB1008_RESIDENT
DB1009,94,Henry Mtns (Management Buck Deer),Deer,Buck,Management Buck Deer,Any Legal Weapon,Public,Oct 26 2026 - Oct 30 2026,10,1,11,OK,BUCK DEER.xlsx,DB1009_RESIDENT
DB1010,163,Paunsaugunt,Deer,Buck,Management Buck Deer,Any Legal Weapon,Public,Nov 02 2026 - Nov 20 2026,30,3,33,OK,BUCK DEER.xlsx,DB1010_RESIDENT
DB1011,7,Book Cliffs,Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,55,6,61,OK,BUCK DEER.xlsx,DB1011_RESIDENT
DB1012,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,12,1,13,OK,BUCK DEER.xlsx,DB1012_RESIDENT
DB1013,108,Dolores Triangle,Deer,Buck,Limited Entry,Archery,Public,Oct 31 2026 - Nov 13 2026,5,0,5,OK,BUCK DEER.xlsx,DB1013_RESIDENT
DB1014,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,15,2,17,OK,BUCK DEER.xlsx,DB1014_RESIDENT
DB1015,206,Diamond Mtn,Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,22,2,24,OK,BUCK DEER.xlsx,DB1015_RESIDENT
DB1016,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Archery,Public,Aug 15 2026 - Sept 11 2026,46,5,51,OK,BUCK DEER.xlsx,DB1016_RESIDENT
DB1017,714,"Book Cliffs, North",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,137,15,152,OK,BUCK DEER.xlsx,DB1017_RESIDENT
DB1018,15,"Book Cliffs, South",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,34,4,38,OK,BUCK DEER.xlsx,DB1018_RESIDENT
DB1019,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,33,4,37,OK,BUCK DEER.xlsx,DB1019_RESIDENT
DB1020,108,Dolores Triangle,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 14 2026 - Nov 22 2026,13,2,15,OK,BUCK DEER.xlsx,DB1020_RESIDENT
DB1022,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,42,5,47,OK,BUCK DEER.xlsx,DB1022_RESIDENT
DB1023,206,Diamond Mtn,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,61,7,68,OK,BUCK DEER.xlsx,DB1023_RESIDENT
DB1024,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Any Legal Weapon,Public,Oct 17 2026 - Oct 25 2026,130,14,144,OK,BUCK DEER.xlsx,DB1024_RESIDENT
DB1025,7,Book Cliffs,Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,55,6,61,OK,BUCK DEER.xlsx,DB1025_RESIDENT
DB1026,32,"Cache, Crawford Mtn",Deer,Buck,Limited Entry,Muzzleloader,Public,Nov 07 2026 - Nov 22 2026,8,1,9,OK,BUCK DEER.xlsx,DB1026_RESIDENT
DB1028,804,Fillmore,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,11,1,12,OK,BUCK DEER.xlsx,DB1028_RESIDENT
DB1029,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,12,1,13,OK,BUCK DEER.xlsx,DB1029_RESIDENT
DB1030,611,Kamas,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,BUCK DEER.xlsx,DB1030_RESIDENT
DB1031,108,Dolores Triangle,Deer,Buck,Limited Entry,Muzzleloader,Public,Nov 23 2026 - Dec 01 2026,5,0,5,OK,BUCK DEER.xlsx,DB1031_RESIDENT
DB1032,629,Monroe,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,5,1,6,OK,BUCK DEER.xlsx,DB1032_RESIDENT
DB1033,615,Nine Mile,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,BUCK DEER.xlsx,DB1033_RESIDENT
DB1034,636,Pine Valley,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,13,2,15,OK,BUCK DEER.xlsx,DB1034_RESIDENT
DB1037,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,15,2,17,OK,BUCK DEER.xlsx,DB1037_RESIDENT
DB1038,206,Diamond Mtn,Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,22,2,24,OK,BUCK DEER.xlsx,DB1038_RESIDENT
DB1039,613,Yellowstone,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,BUCK DEER.xlsx,DB1039_RESIDENT
DB1040,625,Southwest Desert,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,BUCK DEER.xlsx,DB1040_RESIDENT
DB1041,621,"Wasatch Mtns, East",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,30,3,33,OK,BUCK DEER.xlsx,DB1041_RESIDENT
DB1042,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,46,5,51,OK,BUCK DEER.xlsx,DB1042_RESIDENT
DB1043,635,Zion,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,15,2,17,OK,BUCK DEER.xlsx,DB1043_RESIDENT
DB1044,7,Book Cliffs,Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-25, 2026",8,1,9,OK,BUCK DEER.xlsx,DB1044_RESIDENT
DB1045,85,"Fillmore, Oak Creek LE",Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,OK,BUCK DEER.xlsx,DB1045_RESIDENT
DB1046,185,"San Juan, Elk Ridge",Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,OK,BUCK DEER.xlsx,DB1046_RESIDENT
DB1047,206,Diamond Mtn,Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",4,0,4,OK,BUCK DEER.xlsx,DB1047_RESIDENT
DB1048,248,"West Desert, Vernon",Deer,Buck,Limited Entry,Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",7,1,8,OK,BUCK DEER.xlsx,DB1048_RESIDENT
DB1053,630,Mt Dutton,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,BUCK DEER.xlsx,DB1053_RESIDENT
DB1054,609,Ogden,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,13,1,14,OK,BUCK DEER.xlsx,DB1054_RESIDENT
DB1055,633,Fishlake,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,BUCK DEER.xlsx,DB1055_RESIDENT
DB1056,7,Book Cliffs (North & South),Deer,Buck,Conservation,Any Legal Weapon,Public,"Oct 17, 2026 - Oct 25, 2026",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB1056_RESIDENT
DB1058,163,Paunsaugunt,Deer,Buck,Cactus Buck,Any Legal Weapon,Public,Nov 02 2026 - Nov 20 2026,18,2,20,OK,BUCK DEER.xlsx,DB1058_RESIDENT
DB1065,612,North Slope,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,14,2,16,OK,BUCK DEER.xlsx,DB1065_RESIDENT
DB1073,163,Paunsaugunt,Deer,Buck,Management Buck Deer,Archery,Public,Aug 15 2026 - Sept 11 2026,10,1,11,OK,BUCK DEER.xlsx,DB1073_RESIDENT
DB1074,163,Paunsaugunt,Deer,Buck,Management Buck Deer,Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,10,1,11,OK,BUCK DEER.xlsx,DB1074_RESIDENT
DB1075,7,Book Cliffs (North & South),Deer,Buck,Conservation,Archery,Public,Aug 16 2025 - Sept 12 2025,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB1075_RESIDENT
DB1076,7,Book Cliffs (North & South),Deer,Buck,Conservation,Muzzleloader,Public,Sept 24 2025 - Oct 02 2025,,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB1076_RESIDENT
DB1077,607,Box Elder,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,23,3,26,OK,BUCK DEER.xlsx,DB1077_RESIDENT
DB1078,29,Cache,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,11,1,12,OK,BUCK DEER.xlsx,DB1078_RESIDENT
DB1079,619,Manti/San Rafael,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,40,5,45,OK,BUCK DEER.xlsx,DB1079_RESIDENT
DB1080,616,Nebo,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,23,3,26,OK,BUCK DEER.xlsx,DB1080_RESIDENT
DB1081,617,La Sal Mtns,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,8,1,9,OK,BUCK DEER.xlsx,DB1081_RESIDENT
DB1083,634,Panguitch Lake,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,12,1,13,OK,BUCK DEER.xlsx,DB1083_RESIDENT
DB1084,455,Boulder/Kaiparowits,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,12,1,13,OK,BUCK DEER.xlsx,DB1084_RESIDENT
DB1085,618,"San Juan, Abajo Mtns",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,13,1,14,OK,BUCK DEER.xlsx,DB1085_RESIDENT
DB1086,614,Vernal/Bonanza,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,6,1,7,OK,BUCK DEER.xlsx,DB1086_RESIDENT
DB1087,620,"Wasatch Mtns, West",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,36,4,40,OK,BUCK DEER.xlsx,DB1087_RESIDENT
DB1090,301,"Book Cliffs, Floy Canyon",Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,6,1,7,OK,BUCK DEER.xlsx,DB1090_RESIDENT
DB1091,314,Kaiparowits HAMSS,Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,4,1,5,OK,BUCK DEER.xlsx,DB1091_RESIDENT
DB1100,69,Chalk Creek,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,10,1,11,OK,BUCK DEER.xlsx,DB1100_RESIDENT
DB1101,276,East Canyon,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,9,1,10,OK,BUCK DEER.xlsx,DB1101_RESIDENT
DB1103,117,Morgan-South Rich,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,7,1,8,OK,BUCK DEER.xlsx,DB1103_RESIDENT
DB1105,276,East Canyon,Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,6,1,7,OK,BUCK DEER.xlsx,DB1105_RESIDENT
DB1106,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Archery,Public,Aug 15 2026 - Sept 11 2026,20,2,22,OK,BUCK DEER.xlsx,DB1106_RESIDENT
DB1107,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Muzzleloader,Public,Sept 23 2026 - Oct 01 2026,20,2,22,OK,BUCK DEER.xlsx,DB1107_RESIDENT
DB1108,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Rifle,Public,Oct 17 2026 - Oct 25 2026,27,3,30,OK,BUCK DEER.xlsx,DB1108_RESIDENT
DB1109,632,Thousand Lakes,Deer,Buck,Limited Entry,Restricted Multiseason,Public,"Archery: Aug 15-Sept 11, 2026 | Muzz: Sept 23-Oct 1, 2026 | ALW: Oct 17-Oct 25, 2026",2,0,2,OK,BUCK DEER.xlsx,DB1109_RESIDENT
DB1110,685,"Beaver, East",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,10,1,11,OK,BUCK DEER.xlsx,DB1110_RESIDENT
DB1111,672,"Beaver, West",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,BUCK DEER.xlsx,DB1111_RESIDENT
DB1112,926,"West Desert, Swasey",Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,4,1,5,OK,BUCK DEER.xlsx,DB1112_RESIDENT
DB1113,927,Oquirrh/Tintic,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,10,1,11,OK,BUCK DEER.xlsx,DB1113_RESIDENT
DB1114,925,Cedar/Stansbury,Deer,Buck,Limited Entry,Muzzleloader,Public,Oct 28 2026 - Nov 05 2026,5,1,6,OK,BUCK DEER.xlsx,DB1114_RESIDENT
DB1115,928,Little Rockies,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 30 2026,4,1,5,OK,BUCK DEER.xlsx,DB1115_RESIDENT
DB1116,929,"San Juan, Mancos Mesa",Deer,Buck,Limited Entry,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Public,Nov 07 2026 - Nov 30 2026,4,1,5,OK,BUCK DEER.xlsx,DB1116_RESIDENT
DB1118,108,Dolores Triangle,Deer,Buck,Conservation,Multiseason,Public,"Arch: Oct 31-Nov 13, 2026 | Any Legal Weapon: Nov 14-22, 2026 | Muzz: Nov 23-Dec 1, 2026",,,,NO_QUOTA_PUBLISHED,BUCK DEER.xlsx,DB1118_RESIDENT
DB1119,930,Moab Valley,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 22 2026,9,1,10,OK,BUCK DEER.xlsx,DB1119_RESIDENT
DB1120,932,Castle Valley,Deer,Buck,Limited Entry,Any Legal Weapon,Public,Nov 07 2026 - Nov 22 2026,13,2,15,OK,BUCK DEER.xlsx,DB1120_RESIDENT
DB1121,1,Antelope Island,Deer,Buck,Management Buck Deer,Any Legal Weapon,Public,"Nov 16 2026 - Nov 20, 2026",2,0,2,OK,BUCK DEER.xlsx,DB1121_RESIDENT
DB1200,526,Alton - Premium Buck CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,OK,BUCK DEER.xlsx,DB1200_RESIDENT
DB1201,526,Alton - Management Buck CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,BUCK DEER.xlsx,DB1201_RESIDENT
DB1202,581,Antelope Creek CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,BUCK DEER.xlsx,DB1202_RESIDENT
DB1203,599,Avintaquin Canyon CWMU,Deer,Buck,CWMU,Any Legal Weapon,CWMU,Contact Operator for 2026 season dates,1,0,1,OK,BUCK DEER.xlsx,DB1203_RESIDENT
