target_model_year,reported_hunt_year,hunt_code,species,hunt_family,hunt_names,target_harvest_sum,target_permits_sum,exact_code_history_years,name_family_match_years,crosswalk_candidates,best_match_method,status_bucket,reason_code,recommended_model_behavior,data_quality_grade,source_labels
2026,2025,BI0001,Bison,Bison,Antelope Island,7.0,7.0,2022|2023,2022|2023,2022:BI6500:Antelope Island; 2023:BI6500:Antelope Island,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,C,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI1000,Bison,Bison,Bison - Statewide Permit,2.0,2.0,2022,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,C,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6500,Bison,Bison,Antelope Island,2.0,2.0,2022|2023,2022|2023,2022:BI0001:Antelope Island; 2023:BI0001:Antelope Island,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,C,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6503,Bison,Bison,Henry Mtns,14.0,15.0,2021|2022|2023|2024,2022|2023|2024,2022:BI6504:Henry Mtns; 2022:BI6505:Henry Mtns; 2022:BI6506:Henry Mtns; 2022:BI6509:Henry Mtns; 2022:BI6516:Henry Mtns; 2023:BI6504:Henry Mtns; 2023:BI6505:Henry Mtns; 2023:BI6506:Henry Mtns; 2023:BI6509:Henry Mtns; 2023:BI6516:Henry Mtns; 2024:BI6504:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6505:Henry Mtns|Henry Mtns Cow only; 2024:BI6506:Henry Mtns|Henry Mtns Cow only; 2024:BI6516:Henry Mtns|Henry Mtns Hunter's choice,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6504,Bison,Bison,Henry Mtns,13.0,13.0,2021|2022|2023|2024,2022|2023|2024,2022:BI6503:Henry Mtns; 2022:BI6505:Henry Mtns; 2022:BI6506:Henry Mtns; 2022:BI6509:Henry Mtns; 2022:BI6516:Henry Mtns; 2023:BI6503:Henry Mtns; 2023:BI6505:Henry Mtns; 2023:BI6506:Henry Mtns; 2023:BI6509:Henry Mtns; 2023:BI6516:Henry Mtns; 2024:BI6503:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6505:Henry Mtns|Henry Mtns Cow only; 2024:BI6506:Henry Mtns|Henry Mtns Cow only; 2024:BI6516:Henry Mtns|Henry Mtns Hunter's choice,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6505,Bison,Bison,Henry Mtns,22.0,28.0,2021|2022|2023|2024,2022|2023|2024,2022:BI6503:Henry Mtns; 2022:BI6504:Henry Mtns; 2022:BI6506:Henry Mtns; 2022:BI6509:Henry Mtns; 2022:BI6516:Henry Mtns; 2023:BI6503:Henry Mtns; 2023:BI6504:Henry Mtns; 2023:BI6506:Henry Mtns; 2023:BI6509:Henry Mtns; 2023:BI6516:Henry Mtns; 2024:BI6503:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6504:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6506:Henry Mtns|Henry Mtns Cow only; 2024:BI6516:Henry Mtns|Henry Mtns Hunter's choice,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6506,Bison,Bison,Henry Mtns,27.0,29.0,2021|2022|2023|2024,2022|2023|2024,2022:BI6503:Henry Mtns; 2022:BI6504:Henry Mtns; 2022:BI6505:Henry Mtns; 2022:BI6509:Henry Mtns; 2022:BI6516:Henry Mtns; 2023:BI6503:Henry Mtns; 2023:BI6504:Henry Mtns; 2023:BI6505:Henry Mtns; 2023:BI6509:Henry Mtns; 2023:BI6516:Henry Mtns; 2024:BI6503:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6504:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6505:Henry Mtns|Henry Mtns Cow only; 2024:BI6516:Henry Mtns|Henry Mtns Hunter's choice,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6509,Bison,Bison,Henry Mtns,2.0,3.0,2021|2022|2023|2024,2022|2023|2024,2022:BI6503:Henry Mtns; 2022:BI6504:Henry Mtns; 2022:BI6505:Henry Mtns; 2022:BI6506:Henry Mtns; 2022:BI6516:Henry Mtns; 2023:BI6503:Henry Mtns; 2023:BI6504:Henry Mtns; 2023:BI6505:Henry Mtns; 2023:BI6506:Henry Mtns; 2023:BI6516:Henry Mtns; 2024:BI6503:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6504:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6505:Henry Mtns|Henry Mtns Cow only; 2024:BI6506:Henry Mtns|Henry Mtns Cow only; 2024:BI6516:Henry Mtns|Henry Mtns Hunter's choice,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6516,Bison,Bison,Henry Mtns,13.0,13.0,2021|2022|2023|2024,2022|2023|2024,2022:BI6503:Henry Mtns; 2022:BI6504:Henry Mtns; 2022:BI6505:Henry Mtns; 2022:BI6506:Henry Mtns; 2022:BI6509:Henry Mtns; 2023:BI6503:Henry Mtns; 2023:BI6504:Henry Mtns; 2023:BI6505:Henry Mtns; 2023:BI6506:Henry Mtns; 2023:BI6509:Henry Mtns; 2024:BI6503:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6504:Henry Mtns|Henry Mtns Hunter's choice; 2024:BI6505:Henry Mtns|Henry Mtns Cow only; 2024:BI6506:Henry Mtns|Henry Mtns Cow only,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6527,Bison,Bison,Nine Mile,0.0,18.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6528,Bison,Bison,"Book Cliffs, Little Creek/South",5.0,5.0,2022|2023|2024,2022|2023|2024,"2022:BI6529:Book Cliffs, Little Creek/South; 2022:BI6530:Book Cliffs, Little Creek/South; 2022:BI6531:Book Cliffs, Little Creek/South; 2022:BI6533:Book Cliffs, Little Creek/South; 2023:BI6529:Book Cliffs, Little Creek/South; 2023:BI6530:Book Cliffs, Little Creek/South; 2023:BI6531:Book Cliffs, Little Creek/South; 2023:BI6533:Book Cliffs, Little Creek/South; 2023:BI6537:Book Cliffs, Little Creek/South; 2024:BI6529:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice; 2024:BI6530:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice; 2024:BI6537:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6529,Bison,Bison,"Book Cliffs, Little Creek/South",4.0,5.0,2022|2023|2024,2022|2023|2024,"2022:BI6528:Book Cliffs, Little Creek/South; 2022:BI6530:Book Cliffs, Little Creek/South; 2022:BI6531:Book Cliffs, Little Creek/South; 2022:BI6533:Book Cliffs, Little Creek/South; 2023:BI6528:Book Cliffs, Little Creek/South; 2023:BI6530:Book Cliffs, Little Creek/South; 2023:BI6531:Book Cliffs, Little Creek/South; 2023:BI6533:Book Cliffs, Little Creek/South; 2023:BI6537:Book Cliffs, Little Creek/South; 2024:BI6530:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice; 2024:BI6537:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6531,Bison,Bison,"Book Cliffs, Little Creek/South",6.0,8.0,2022|2023,2022|2023|2024,"2022:BI6528:Book Cliffs, Little Creek/South; 2022:BI6529:Book Cliffs, Little Creek/South; 2022:BI6530:Book Cliffs, Little Creek/South; 2022:BI6533:Book Cliffs, Little Creek/South; 2023:BI6528:Book Cliffs, Little Creek/South; 2023:BI6529:Book Cliffs, Little Creek/South; 2023:BI6530:Book Cliffs, Little Creek/South; 2023:BI6533:Book Cliffs, Little Creek/South; 2023:BI6537:Book Cliffs, Little Creek/South; 2024:BI6529:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice; 2024:BI6530:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice; 2024:BI6537:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,C,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6532,Bison,Bison,"Book Cliffs, Bitter Creek",3.0,4.0,2022|2023|2024,2022|2023|2024,"2022:BI6534:Book Cliffs, Bitter Creek; 2022:BI6535:Book Cliffs, Bitter Creek; 2022:BI6536:Book Cliffs, Bitter Creek; 2023:BI6534:Book Cliffs, Bitter Creek; 2023:BI6535:Book Cliffs, Bitter Creek; 2023:BI6536:Book Cliffs, Bitter Creek; 2024:BI6534:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Hunter's choice; 2024:BI6535:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Hunter's choice; 2024:BI6536:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Cow only",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6534,Bison,Bison,"Book Cliffs, Bitter Creek",4.0,5.0,2022|2023|2024,2022|2023|2024,"2022:BI6532:Book Cliffs, Bitter Creek; 2022:BI6535:Book Cliffs, Bitter Creek; 2022:BI6536:Book Cliffs, Bitter Creek; 2023:BI6532:Book Cliffs, Bitter Creek; 2023:BI6535:Book Cliffs, Bitter Creek; 2023:BI6536:Book Cliffs, Bitter Creek; 2024:BI6535:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Hunter's choice; 2024:BI6536:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Cow only",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6535,Bison,Bison,"Book Cliffs, Bitter Creek",5.0,5.0,2022|2023|2024,2022|2023|2024,"2022:BI6532:Book Cliffs, Bitter Creek; 2022:BI6534:Book Cliffs, Bitter Creek; 2022:BI6536:Book Cliffs, Bitter Creek; 2023:BI6532:Book Cliffs, Bitter Creek; 2023:BI6534:Book Cliffs, Bitter Creek; 2023:BI6536:Book Cliffs, Bitter Creek; 2024:BI6534:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Hunter's choice; 2024:BI6536:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Cow only",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6536,Bison,Bison,"Book Cliffs, Bitter Creek",2.0,3.0,2022|2023|2024,2022|2023|2024,"2022:BI6532:Book Cliffs, Bitter Creek; 2022:BI6534:Book Cliffs, Bitter Creek; 2022:BI6535:Book Cliffs, Bitter Creek; 2023:BI6532:Book Cliffs, Bitter Creek; 2023:BI6534:Book Cliffs, Bitter Creek; 2023:BI6535:Book Cliffs, Bitter Creek; 2024:BI6534:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Hunter's choice; 2024:BI6535:Book Cliffs, Bitter Creek|Book Cliffs, Bitter Creek Hunter's choice",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,BI6537,Bison,Bison,"Book Cliffs, Little Creek/South",10.0,11.0,2023|2024,2022|2023|2024,"2022:BI6528:Book Cliffs, Little Creek/South; 2022:BI6529:Book Cliffs, Little Creek/South; 2022:BI6530:Book Cliffs, Little Creek/South; 2022:BI6531:Book Cliffs, Little Creek/South; 2022:BI6533:Book Cliffs, Little Creek/South; 2023:BI6528:Book Cliffs, Little Creek/South; 2023:BI6529:Book Cliffs, Little Creek/South; 2023:BI6530:Book Cliffs, Little Creek/South; 2023:BI6531:Book Cliffs, Little Creek/South; 2023:BI6533:Book Cliffs, Little Creek/South; 2024:BI6529:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice; 2024:BI6530:Book Cliffs, Little Creek/South|Book Cliffs, Little Creek/South Hunter's choice",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1001,Deer,Antlerless Deer,"Box Elder, West Bear River",5.0,29.0,2021|2022|2024,2021|2022,"2021:DA1002:Box Elder, West Bear River; 2022:DA1002:Box Elder, West Bear River",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1002,Deer,Antlerless Deer,"Box Elder, West Bear River",3.0,29.0,2021|2022|2024,2021|2022,"2021:DA1001:Box Elder, West Bear River; 2022:DA1001:Box Elder, West Bear River",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1003,Deer,Antlerless Deer,"Monroe/Plateau, Sevier Valley",1.0,14.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1009,Deer,Antlerless Deer,"Pine Valley, Enterprise",23.0,25.0,2021|2022|2024,2021,"2021:DA1017:Pine Valley, Enterprise",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1011,Deer,Antlerless Deer,George Creek,4.0,5.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
