target_model_year,reported_hunt_year,hunt_code,species,hunt_family,hunt_names,target_harvest_sum,target_permits_sum,exact_code_history_years,name_family_match_years,crosswalk_candidates,best_match_method,status_bucket,reason_code,recommended_model_behavior,data_quality_grade,source_labels
2026,2025,DA1012,Deer,Antlerless Deer,Junction Valley,14.0,15.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1013,Deer,Antlerless Deer,Mt Carmel,3.0,5.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1018,Deer,Antlerless Deer,"Pine Valley, New Harmony",8.0,18.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1027,Deer,Antlerless Deer,"East Canyon, Davis-North Salt Lake",19.0,30.0,2021|2022|2024,2021|2022,"2021:DA1028:East Canyon, Davis-North Salt Lake; 2022:DA1028:East Canyon, Davis-North Salt Lake",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1030,Deer,Antlerless Deer,"Nine Mile, Price River Valley",2.0,24.0,2021|2022|2024,2021|2022,"2021:DA1046:Nine Mile, Price River Valley; 2022:DA1046:Nine Mile, Price River Valley",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1031,Deer,Antlerless Deer,"Oquirrh-Stansbury, Settlement Cyn",11.0,20.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1033,Deer,Antlerless Deer,"San Juan, Monticello",4.0,5.0,2021|2022|2024,2021|2022,"2021:DA1042:San Juan, Monticello; 2022:DA1042:San Juan, Monticello",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1041,Deer,Antlerless Deer,"Nine Mile, Green River Valley",6.0,15.0,2021|2022|2024,2021,"2021:DA1029:Nine Mile, Green River Valley",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1042,Deer,Antlerless Deer,"San Juan, Monticello",4.0,5.0,2021|2022|2024,2021|2022,"2021:DA1033:San Juan, Monticello; 2022:DA1033:San Juan, Monticello",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1045,Deer,Antlerless Deer,"Fillmore, Oak City",5.0,18.0,2021|2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1046,Deer,Antlerless Deer,"Nine Mile, Price River Valley",10.0,25.0,2021|2022|2024,2021|2022,"2021:DA1030:Nine Mile, Price River Valley; 2022:DA1030:Nine Mile, Price River Valley",exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1047,Deer,Antlerless Deer,Vernal-Ouray Valley,4.0,23.0,2022|2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1048,Deer,Antlerless Deer,Fillmore City,2.0,14.0,2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1049,Deer,Antlerless Deer,"Vernal, Ashley Valley",9.0,35.0,2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DA1050,Deer,Antlerless Deer,The Rose of Snowville,6.0,10.0,2024,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB0007,Deer,Deer,Buck Deer - Statewide Permit,2.0,2.0,2022,,,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,C,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB0008,Deer,Deer,Deer Extended Archery Only,288.0,1904.0,,,,none,NO_PRIOR_HISTORY_FOUND_IN_AVAILABLE_HARVEST_DB,NEW_OR_UNMATCHED_2026_MODEL_TARGET_CODE,Use species/family fallback or parent unit crosswalk; send to manual review before asserting trend.,D,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB0009,Deer,Deer,Antelope Island,1.0,1.0,2022|2024,2022,2022:DB1002:Antelope Island,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB1000,Deer,Deer,Henry Mtns,9.0,9.0,2021|2022|2023|2024,2021|2022,2021:DB1003:Henry Mtns; 2021:DB1005:Henry Mtns; 2021:DB1007:Henry Mtns; 2022:DB1003:Henry Mtns; 2022:DB1005:Henry Mtns; 2022:DB1007:Henry Mtns,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB1001,Deer,Deer,Paunsaugunt,23.0,34.0,2021|2022|2023|2024,2021|2022|2023,2021:DB1004:Paunsaugunt; 2021:DB1006:Paunsaugunt; 2021:DB1008:Paunsaugunt; 2021:DB1058:Paunsaugunt; 2022:DB1004:Paunsaugunt; 2022:DB1006:Paunsaugunt; 2022:DB1008:Paunsaugunt; 2022:DB1010:Paunsaugunt; 2022:DB1058:Paunsaugunt; 2022:DB1073:Paunsaugunt; 2022:DB1074:Paunsaugunt; 2023:DB1010:Paunsaugunt; 2023:DB1058:Paunsaugunt; 2023:DB1073:Paunsaugunt; 2023:DB1074:Paunsaugunt,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB1002,Deer,Deer,Antelope Island,1.0,1.0,2022|2023|2024,2022,2022:DB0009:Antelope Island,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB1003,Deer,Deer,Henry Mtns,26.0,27.0,2021|2022|2023|2024,2021|2022,2021:DB1000:Henry Mtns; 2021:DB1005:Henry Mtns; 2021:DB1007:Henry Mtns; 2022:DB1000:Henry Mtns; 2022:DB1005:Henry Mtns; 2022:DB1007:Henry Mtns,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
2026,2025,DB1004,Deer,Deer,Paunsaugunt,82.0,90.0,2021|2022|2023|2024,2021|2022|2023,2021:DB1001:Paunsaugunt; 2021:DB1006:Paunsaugunt; 2021:DB1008:Paunsaugunt; 2021:DB1058:Paunsaugunt; 2022:DB1001:Paunsaugunt; 2022:DB1006:Paunsaugunt; 2022:DB1008:Paunsaugunt; 2022:DB1010:Paunsaugunt; 2022:DB1058:Paunsaugunt; 2022:DB1073:Paunsaugunt; 2022:DB1074:Paunsaugunt; 2023:DB1010:Paunsaugunt; 2023:DB1058:Paunsaugunt; 2023:DB1073:Paunsaugunt; 2023:DB1074:Paunsaugunt,exact_hunt_code,ACTIVE_2026_WITH_PRIOR_EXACT_CODE_HISTORY,EXACT_CODE_HISTORY_USED,Use exact-code harvest history as quality/demand feature; 2025 row remains preliminary if flagged.,B,2025_for_2026_preliminary_hunt_code_keyed
