reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6521,Bison,,"Book Cliffs (archery, hunter's choice)",5|0|5|5|5|4.2|100.0,"[5, 0, 5, 5, 5, 4.2, 100.0]","BI6521 Book Cliffs (archery, hunter's choice) 5 0 5 5 5 4.2 100.0",5.0,5,5.0,4.2,100.0,5.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6520,Bison,,Book Cliffs (cow only),0|4|4|6|6|4.8|66.7,"[0, 4, 4, 6, 6, 4.8, 66.7]",BI6520 Book Cliffs (cow only) 0 4 4 6 6 4.8 66.7,4.0,6,6.0,4.8,66.7,0.0,4.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6517,Bison,,Book Cliffs (hunter's choice),8|0|8|9|9|3.7|88.9,"[8, 0, 8, 9, 9, 3.7, 88.9]",BI6517 Book Cliffs (hunter's choice) 8 0 8 9 9 3.7 88.9,8.0,9,9.0,3.7,88.9,8.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6523,Bison,,"Book Cliffs, Bitter Creek/South (hunter's choice)",4|0|4|5|5|5.2|80.0,"[4, 0, 4, 5, 5, 5.2, 80.0]","BI6523 Book Cliffs, Bitter Creek/South (hunter's choice) 4 0 4 5 5 5.2 80.0",4.0,5,5.0,5.2,80.0,4.0,0.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6524,Bison,,"Book Cliffs, Little Creek Roadless (cow only)",0|12|12|18|18|3.6|64.7,"[0, 12, 12, 18, 18, 3.6, 64.7]","BI6524 Book Cliffs, Little Creek Roadless (cow only) 0 12 12 18 18 3.6 64.7",12.0,18,18.0,3.6,64.7,0.0,12.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6519,Bison,,"Book Cliffs, Little Creek Roadless (hunter's choice)",16|2|18|19|18|1.7|100.0,"[16, 2, 18, 19, 18, 1.7, 100.0]","BI6519 Book Cliffs, Little Creek Roadless (hunter's choice) 16 2 18 19 18 1.7 100.0",18.0,19,18.0,1.7,100.0,16.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6509,Bison,,"Henry Mtns (archery, hunter's choice)",0|2|2|7|7|12.3|25.0,"[0, 2, 2, 7, 7, 12.3, 25.0]","BI6509 Henry Mtns (archery, hunter's choice) 0 2 2 7 7 12.3 25.0",2.0,7,7.0,12.3,25.0,0.0,2.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6505,Bison,,Henry Mtns (cow only),0|6|6|14|13|5.9|50.0,"[0, 6, 6, 14, 13, 5.9, 50.0]",BI6505 Henry Mtns (cow only) 0 6 6 14 13 5.9 50.0,6.0,14,13.0,5.9,50.0,0.0,6.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6506,Bison,,Henry Mtns (cow only),0|8|8|13|12|7.0|70.0,"[0, 8, 8, 13, 12, 7.0, 70.0]",BI6506 Henry Mtns (cow only) 0 8 8 13 12 7.0 70.0,8.0,13,12.0,7.0,70.0,0.0,8.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,175,"Once-in-a-lifetime bison harvest by hunt, Utah 2021.",BI6503,Bison,,Henry Mtns (hunter's choice),14|1|15|18|18|3.7|81.3,"[14, 1, 15, 18, 18, 3.7, 81.3]",BI6503 Henry Mtns (hunter's choice) 14 1 15 18 18 3.7 81.3,15.0,18,18.0,3.7,81.3,14.0,1.0,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
