reported_hunt_year,model_target_year,hunt_code,species,hunt_name,source_row_count,harvest_total_sum_across_sources,permits_sum_across_sources,hunters_afield_sum_across_sources,source_files,source_pages,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,BI6503,Bison,Henry Mtns (hunter's choice),1,15.0,18,18.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6504,Bison,Henry Mtns (hunter's choice),1,10.0,15,15.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6505,Bison,Henry Mtns (cow only),1,6.0,14,13.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6506,Bison,Henry Mtns (cow only),1,8.0,13,12.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6509,Bison,"Henry Mtns (archery, hunter's choice)",1,2.0,7,7.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6516,Bison,Henry Mtns (hunter's choice),1,8.0,15,15.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6517,Bison,Book Cliffs (hunter's choice),1,8.0,9,9.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6519,Bison,"Book Cliffs, Little Creek Roadless (hunter's choice)",1,18.0,19,18.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6520,Bison,Book Cliffs (cow only),1,4.0,6,6.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6521,Bison,"Book Cliffs (archery, hunter's choice)",1,5.0,5,5.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6523,Bison,"Book Cliffs, Bitter Creek/South (hunter's choice)",1,4.0,5,5.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6524,Bison,"Book Cliffs, Little Creek Roadless (cow only)",1,12.0,18,18.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BI6527,Bison,Nine Mile,1,10.0,163,150.0,21_bg_report.pdf,175,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7000,Black Bear,Beaver,1,5.0,10,1.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7001,Black Bear,"Book Cliffs, Bitter Creek/South",1,11.0,45,2.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7003,Black Bear,"Central Mtns, Manti-North",1,8.0,19,3.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7004,Black Bear,"Central Mtns, Manti-South/San Rafael, North",1,10.0,14,0.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7005,Black Bear,"Central Mtns, Nebo",1,2.0,12,0.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7007,Black Bear,"Fillmore, Pahvant",1,0.0,1,0.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7008,Black Bear,La Sal,1,21.0,45,6.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
2021,2022,BR7009,Black Bear,Mt Dutton,1,1.0,3,0.0,21_black_bear_report.pdf,10,True,True,True,AGGREGATED_BY_HUNT_CODE|SUMS_MAY_SPAN_SEASON_SUBROWS_REVIEW_BEFORE_MODEL_USE
