reported_hunt_year,model_target_year,source_file,source_sha256,source_kind,source_page,source_section,hunt_code,species,unit_or_prefix,hunt_name,metric_tokens,metrics_json,raw_line,harvest_total,permits,hunters_afield,average_days,percent_success,harvest_male_or_buck_or_bull_or_ram,harvest_female_or_cow_or_doe,harvest_young,parse_confidence,parse_notes,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,data_quality_flags
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6701,Rocky Mountain Bighorn Sheep,10,"Book Cliffs, South",5|5|5|10.0|100.0,"[5, 5, 5, 10.0, 100.0]","10 RS6701 Book Cliffs, South 5 5 5 10.0 100.0",5.0,5,5.0,10.0,100.0,5.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6703,Rocky Mountain Bighorn Sheep,1,"Box Elder, Newfoundland Mtn",9|9|9|3.0|100.0,"[9, 9, 9, 3.0, 100.0]","1 RS6703 Box Elder, Newfoundland Mtn 9 9 9 3.0 100.0",9.0,9,9.0,3.0,100.0,9.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6704,Rocky Mountain Bighorn Sheep,1,"Box Elder, Newfoundland Mtn",6|7|7|3.3|85.7,"[6, 7, 7, 3.3, 85.7]","1 RS6704 Box Elder, Newfoundland Mtn 6 7 7 3.3 85.7",6.0,7,7.0,3.3,85.7,6.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6722,Rocky Mountain Bighorn Sheep,1,"Box Elder, Newfoundland Mtn (archery only)",2|4|4|7.8|50.0,"[2, 4, 4, 7.8, 50.0]","1 RS6722 Box Elder, Newfoundland Mtn (archery only) 2 4 4 7.8 50.0",2.0,4,4.0,7.8,50.0,2.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6719,Rocky Mountain Bighorn Sheep,16,"Central Mtns, Nebo",3|3|3|3.7|100.0,"[3, 3, 3, 3.7, 100.0]","16 RS6719 Central Mtns, Nebo 3 3 3 3.7 100.0",3.0,3,3.0,3.7,100.0,3.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6720,Rocky Mountain Bighorn Sheep,21,"Fillmore, Oak Creek",8|8|8|2.8|100.0,"[8, 8, 8, 2.8, 100.0]","21 RS6720 Fillmore, Oak Creek 8 8 8 2.8 100.0",8.0,8,8.0,2.8,100.0,8.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6726,Rocky Mountain Bighorn Sheep,21,"Fillmore, Oak Creek",7|7|7|3.3|100.0,"[7, 7, 7, 3.3, 100.0]","21 RS6726 Fillmore, Oak Creek 7 7 7 3.3 100.0",7.0,7,7.0,3.3,100.0,7.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6727,Rocky Mountain Bighorn Sheep,21,"Fillmore, Oak Creek (archery only)",2|2|2|3.5|100.0,"[2, 2, 2, 3.5, 100.0]","21 RS6727 Fillmore, Oak Creek (archery only) 2 2 2 3.5 100.0",2.0,2,2.0,3.5,100.0,2.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6712,Rocky Mountain Bighorn Sheep,11,"Nine Mile, Gray Canyon",4|6|6|12.2|66.7,"[4, 6, 6, 12.2, 66.7]","11 RS6712 Nine Mile, Gray Canyon 4 6 6 12.2 66.7",4.0,6,6.0,12.2,66.7,4.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
2021,2022,21_bg_report.pdf,1553c2f74659f718c8ed0a5c943bed9e29495fb4de6e71794474e9bf03453458,big_game_annual_report,192,"Total Rocky Mountain bighorn sheep harvest by hunt, Utah 2021.",RS6713,Rocky Mountain Bighorn Sheep,11,"Nine Mile, Jack Creek",3|3|3|8.3|100.0,"[3, 3, 3, 8.3, 100.0]","11 RS6713 Nine Mile, Jack Creek 3 3 3 8.3 100.0",3.0,3,3.0,8.3,100.0,3.0,,,MEDIUM,,True,True,True,HUNT_CODE_ROW_EXTRACTED|REQUIRES_SPOT_CHECK_FOR_COMPLEX_PDF_TABLES
