reported_hunt_year,model_target_year,source_file,source_page,source_family,species,permits_sold,hunters_afield,harvest_total,percent_permits_filled,bears_per_hunter,percent_female,depredation_other_mortality,total_harvest_mortality,pursuit_permits,raw_line,source_sha256,percent_success,source_path,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,parse_notes,section_title,hunt_name,hunt_code,permits_issued,harvest_male,harvest_female,harvest_unknown,percent_adult_male,mean_age,depredation_male,depredation_female,depredation_unknown,average_age,unit_context,permits_or_quota,percent_permits_or_quota_filled,depredation_mortality,permits,season,hunt_type,quota,percent_quota_filled,pursuit_permits_sold,sample_n,spring_pursuers,spring_bears_per_pursuit_day,spring_bears_per_pursuer,summer_fall_pursuers,summer_fall_bears_per_pursuit_day,summer_fall_bears_per_pursuer,pursuit_type,pursuers_afield,bears_per_pursuit_day,bears_per_pursuer,pursuit_days_afield,bears_treed_male,bears_treed_female,bears_treed_cubs,bears_treed_unknown,bears_treed_total,unit_code,table_year_start,table_year_end
2020,2021,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,,,7.0,58.0,,43.0,,10.0,,2020 12 4 3 7 58 43 0 3.2 3 0 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,58.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,12.0,4.0,3.0,,0.0,3.2,3.0,0.0,,3.2,"North Slope, Three Corners/West Daggett",,,,,,,,,,,,,,,,,,,,,,,,,,,8bc,1998.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,,,8.0,67.0,,88.0,,8.0,,2021 12 1 7 8 67 88 14 12.3 0 0 8,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,67.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,12.0,1.0,7.0,,14.0,12.3,0.0,0.0,,12.3,"North Slope, Three Corners/West Daggett",,,,,,,,,,,,,,,,,,,,,,,,,,,8bc,1998.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,,,4.0,50.0,,50.0,,6.0,,2022 8 2 2 4 50 50 25 7.5 2 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,2.0,2.0,,25.0,7.5,2.0,0.0,,7.5,"North Slope, Three Corners/West Daggett",,,,,,,,,,,,,,,,,,,,,,,,,,,8bc,1998.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,,,5.0,63.0,,40.0,,6.0,,2023 8 3 2 5 63 40 0 4.4 1 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,63.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,3.0,2.0,,0.0,4.4,1.0,0.0,,4.4,"North Slope, Three Corners/West Daggett",,,,,,,,,,,,,,,,,,,,,,,,,,,8bc,1998.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,,,3.0,38.0,,67.0,,6.0,,2024 8 1 2 3 38 67 33 8.7 2 1 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,38.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,1.0,2.0,,33.0,8.7,2.0,1.0,,8.7,"North Slope, Three Corners/West Daggett",,,,,,,,,,,,,,,,,,,,,,,,,,,8bc,1998.0,2024.0
1990,1991,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,1990 3 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,1.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1991,1992,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,1.0,33.0,,0.0,,3.0,,1991 3 1 0 1 33 0 — — 2 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,33.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,1.0,0.0,,,,2.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1992,1993,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,2.0,,1992 3 0 0 0 0 — — — 2 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,2.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1993,1994,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1993 3 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,3.0,0.0,0.0,,,,0.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1994,1995,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,1.0,25.0,,0.0,,2.0,,1994 4 1 0 1 25 0 — — 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,25.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,4.0,1.0,0.0,,,,1.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1995,1996,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,1.0,13.0,,0.0,,3.0,,1995 8 1 0 1 13 0 — — 1 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,13.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,1.0,0.0,,,,1.0,1.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1996,1997,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,4.0,,1996 8 0 0 0 0 — — — 4 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,0.0,0.0,,,,4.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1997,1998,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,1997 8 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,0.0,0.0,,,,0.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1998,1999,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,1998 8 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,0.0,0.0,,,,1.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
1999,2000,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,1.0,13.0,,100.0,,3.0,,1999 8 0 1 1 13 100 — 5.7 2 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,13.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,8.0,0.0,1.0,,,5.7,2.0,0.0,,5.7,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2000,2001,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2000 6 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,6.0,0.0,0.0,,,,0.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2001,2002,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,1.0,17.0,,100.0,,2.0,,2001 6 0 1 1 17 100 — 19.0 0 1 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,17.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,6.0,0.0,1.0,,,19.0,0.0,1.0,,19.0,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2002,2003,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,1.0,17.0,,100.0,,6.0,,2002 6 0 1 1 17 100 — 11.0 5 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,17.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,6.0,0.0,1.0,,,11.0,5.0,0.0,,11.0,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2003,2004,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,2.0,18.0,,50.0,,4.0,,2003 11 1 1 2 18 50 — 5.3 2 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,18.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,11.0,1.0,1.0,,,5.3,2.0,0.0,,5.3,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2004,2005,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,2.0,17.0,,0.0,,5.0,,2004 12 2 0 2 17 0 — 8.0 3 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,17.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,12.0,2.0,0.0,,,8.0,3.0,0.0,,8.0,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2005,2006,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,3.0,,2005 12 0 0 0 0 — — — 2 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,12.0,0.0,0.0,,,,2.0,1.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2006,2007,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,1.0,9.0,,100.0,,1.0,,2006 11 0 1 1 9 100 — 4.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,9.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,11.0,0.0,1.0,,,4.0,0.0,0.0,,4.0,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2007,2008,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,2.0,20.0,,50.0,,2.0,,2007 10 1 1 2 20 50 — 3.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,20.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,10.0,1.0,1.0,,,3.5,0.0,0.0,,3.5,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2008,2009,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,5.0,45.0,,0.0,,7.0,,2008 11 4 0 5* 45 0 — 5.8 0 0 7**,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,45.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,11.0,4.0,0.0,,,5.8,0.0,0.0,,5.8,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2009,2010,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,3.0,27.0,,0.0,,4.0,,2009 11 3 0 3 27 0 100 5.5 0 0 4*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,27.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,11.0,3.0,0.0,,100.0,5.5,0.0,0.0,,5.5,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2010,2011,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,6.0,55.0,,17.0,,6.0,,2010 11 5 1 6 55 17 67 6.7 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,55.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,11.0,5.0,1.0,,67.0,6.7,0.0,0.0,,6.7,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2011,2012,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,6.0,46.0,,17.0,,6.0,,2011 13 5 1 6 46 17 25 5.8 0 0 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,46.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,13.0,5.0,1.0,,25.0,5.8,0.0,0.0,,5.8,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2012,2013,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,3.0,19.0,,0.0,,3.0,,2012 16 3 0 3 19 0 50 4.0 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,19.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,16.0,3.0,0.0,,50.0,4.0,0.0,0.0,,4.0,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2013,2014,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,5.0,31.0,,40.0,,5.0,,2013 16 3 2 5 31 40 20 5.8 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,31.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,16.0,3.0,2.0,,20.0,5.8,0.0,0.0,,5.8,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2014,2015,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,3.0,19.0,,0.0,,4.0,,2014 16 3 0 3 19 0 0 2.7 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,19.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,16.0,3.0,0.0,,0.0,2.7,1.0,0.0,,2.7,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2015,2016,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,7.0,41.0,,14.0,,7.0,,2015 17 6 1 7 41 14 29 5.0 0 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,41.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,17.0,6.0,1.0,,29.0,5.0,0.0,0.0,,5.0,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2016,2017,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,3.0,19.0,,0.0,,4.0,,2016 16 3 0 3 19 0 — — 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,19.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,16.0,3.0,0.0,,,,1.0,0.0,,,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2017,2018,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,6.0,35.0,,0.0,,9.0,,2017 17 6 0 6 35 0 67 6.2 1 2 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,35.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,17.0,6.0,0.0,,67.0,6.2,1.0,2.0,,6.2,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2018,2019,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,6.0,32.0,,17.0,,7.0,,2018 19 5 1 6 32 17 60 4.6 1 0 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,32.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,19.0,5.0,1.0,,60.0,4.6,1.0,0.0,,4.6,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2019,2020,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,8.0,35.0,,13.0,,10.0,,2019 23 7 1 8 35 13 50 5.3 2 0 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,35.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,23.0,7.0,1.0,,50.0,5.3,2.0,0.0,,5.3,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2020,2021,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,6.0,26.0,,0.0,,7.0,,2020 23 6 0 6 26 0 17 3.5 0 1 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,26.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,23.0,6.0,0.0,,17.0,3.5,0.0,1.0,,3.5,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2021,2022,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,11.0,46.0,,18.0,,11.0,,2021 24 9 2 11 46 18 18 3.6 0 0 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,46.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,24.0,9.0,2.0,,18.0,3.6,0.0,0.0,,3.6,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2022,2023,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,12.0,41.0,,17.0,,14.0,,2022 29 10 2 12 41 17 25 4.0 2 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,41.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,29.0,10.0,2.0,,25.0,4.0,2.0,0.0,,4.0,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2023,2024,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,9.0,31.0,,11.0,,10.0,,2023 29 8 1 9 31 11 22 4.4 0 1 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,31.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,29.0,8.0,1.0,,22.0,4.4,0.0,1.0,,4.4,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2024,2025,24_black_bear_mortality_report.pdf,21,black_bear_unit_mortality_history,Black Bear,,,10.0,34.0,,10.0,,12.0,,2024 29 9 1 10 34 10 22 4.8 1 1 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,34.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,29.0,9.0,1.0,,22.0,4.8,1.0,1.0,,4.8,Panguitch Lake/Zion,,,,,,,,,,,,,,,,,,,,,,,,,,,28/29,1990.0,2024.0
2003,2004,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2003 1 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,0.0,,,Paunsaugunt,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2003.0,2024.0
2004,2005,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,1.0,,2004 1 0 0 0 0 — — — 0 1 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,1.0,0.0,0.0,,,,0.0,1.0,,,Paunsaugunt,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2003.0,2024.0
2005,2006,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,,,1.0,50.0,,0.0,,1.0,,2005 2 1 0 1 50 0 — 3.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,1.0,0.0,,,3.0,0.0,0.0,,3.0,Paunsaugunt,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2003.0,2024.0
2006,2007,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,,,1.0,50.0,,100.0,,1.0,,2006 2 0 1 1 50 100 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,1.0,,,,0.0,0.0,,,Paunsaugunt,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2003.0,2024.0
2007,2008,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2007 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,Paunsaugunt,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2003.0,2024.0
2008,2009,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,,,0.0,0.0,,,,0.0,,2008 2 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,0.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,0.0,0.0,,,,0.0,0.0,,,Paunsaugunt,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2003.0,2024.0
2009,2010,24_black_bear_mortality_report.pdf,22,black_bear_unit_mortality_history,Black Bear,,,1.0,50.0,,0.0,,2.0,,2009 2 1 0 1 50 0 100 8.0 1 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5,50.0,24_black_bear_mortality_report.pdf,True,True,True,black_bear_supplement_extracted_from_2024_report,black_bear_unit_mortality_history,,,2.0,1.0,0.0,,100.0,8.0,1.0,0.0,,8.0,Paunsaugunt,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2003.0,2024.0
