reported_hunt_year,model_target_year,source_file,source_page,source_family,species,unit_context,unit_code,table_year_start,table_year_end,permits_issued,harvest_male,harvest_female,harvest_total,percent_permits_filled,percent_female,percent_adult_male,mean_age,depredation_male,depredation_female,total_harvest_mortality,raw_line,source_sha256
1996,1997,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,0.0,0.0,0.0,0.0,,,,0,0,0,1996 6 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,0.0,0.0,0.0,0.0,,,,1,0,1,1997 6 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,1.0,0.0,1.0,17.0,0.0,,,0,0,1,1998 6 1 0 1 17 0 — — 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,1.0,1.0,2.0,33.0,50.0,,,0,0,2,1999 6 1 1 2 33 50 — — 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,2.0,1.0,3.0,50.0,33.0,,,1,0,4,2000 6 2 1 3 50 33 — — 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,0.0,1.0,2.0,33.0,50.0,,2.5,0,0,2,2001 6 0 1 2* 33 50 — 2.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,6.0,2.0,1.0,3.0,50.0,33.0,,6.0,1,0,5,2002 6 2 1 3 50 33 — 6.0 1 0 5*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,8.0,4.0,0.0,4.0,50.0,0.0,,3.0,1,0,5,2003 8 4 0 4 50 0 — 3.0 1 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,8.0,2.0,1.0,3.0,38.0,33.0,,3.5,1,0,4,2004 8 2 1 3 38 33 — 3.5 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,8.0,5.0,0.0,5.0,63.0,0.0,,1.8,0,1,6,2005 8 5 0 5 63 0 — 1.8 0 1 6,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,9.0,1.0,1.0,2.0,22.0,50.0,,6.0,0,0,2,2006 9 1 1 2 22 50 — 6.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,8.0,4.0,2.0,6.0,75.0,33.0,,4.0,1,2,9,2007 8 4 2 6 75 33 — 4.0 1 2 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,12.0,5.0,1.0,6.0,50.0,17.0,,3.5,1,2,9,2008 12 5 1 6 50 17 — 3.5 1 2 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,12.0,3.0,0.0,3.0,25.0,0.0,67.0,7.3,3,2,9,2009 12 3 0 3 25 0 67 7.3 3 2 9*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,14.0,4.0,2.0,6.0,43.0,33.0,50.0,7.5,2,1,9,2010 14 4 2 6 43 33 50 7.5 2 1 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,17.0,3.0,7.0,10.0,59.0,70.0,0.0,5.6,3,1,14,2011 17 3 7 10 59 70 0 5.6 3 1 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,21.0,7.0,3.0,10.0,48.0,30.0,10.0,5.3,2,1,14,2012 21 7 3 10 48 30 10 5.3 2 1 14*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,21.0,11.0,3.0,14.0,67.0,21.0,21.0,3.6,2,2,18,2013 21 11 3 14 67 21 21 3.6 2 2 18,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,21.0,5.0,10.0,15.0,71.0,67.0,8.0,4.0,0,1,16,2014 21 5 10 15 71 67 8 4.0 0 1 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,21.0,4.0,6.0,10.0,48.0,60.0,13.0,5.1,6,1,17,2015 21 4 6 10 48 60 13 5.1 6 1 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,21.0,7.0,4.0,11.0,52.0,36.0,29.0,3.6,3,3,17,2016 21 7 4 11 52 36 29 3.6 3 3 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,26.0,10.0,9.0,19.0,69.0,47.0,26.0,6.1,0,2,21,2017 26 10 9 19 69 47 26 6.1 0 2 21,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,29.0,12.0,7.0,19.0,66.0,37.0,22.0,4.7,0,1,20,2018 29 12 7 19 66 37 22 4.7 0 1 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,48.0,8.0,16.0,24.0,50.0,67.0,4.0,6.0,3,0,28,2019 48 8 16 24 50 67 4 6.0 3 0 28*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,50.0,14.0,7.0,21.0,42.0,33.0,14.0,4.4,2,1,25,2020 50 14 7 21 42 33 14 4.4 2 1 25*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,53.0,10.0,7.0,17.0,32.0,41.0,24.0,6.1,0,3,20,2021 53 10 7 17 32 41 24 6.1 0 3 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,32.0,7.0,12.0,19.0,59.0,63.0,12.0,6.2,1,0,20,2022 32 7 12 19 59 63 12 6.2 1 0 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,32.0,6.0,4.0,10.0,31.0,40.0,40.0,6.4,0,0,10,2023 32 6 4 10 31 40 40 6.4 0 0 10,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,18,black_bear_unit_mortality_history,Black Bear,Nebo,16a,1990,2024,32.0,10.0,10.0,20.0,63.0,50.0,0.0,3.7,0,0,20,2024 32 10 10 20 63 50 0 3.7 0 0 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1990,1991,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,44.0,14.0,0.0,14.0,32.0,0.0,,,6,0,20,1990 44 14 0 14 32 0 — — 6 0 20,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1991,1992,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,22.0,3.0,2.0,5.0,23.0,40.0,,,1,1,7,1991 22 3 2 5 23 40 — — 1 1 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1992,1993,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,22.0,6.0,0.0,6.0,27.0,0.0,,,4,1,11,1992 22 6 0 6 27 0 — — 4 1 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1993,1994,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,27.0,0.0,4.0,4.0,15.0,100.0,,,0,0,4,1993 27 0 4 4 15 100 — — 0 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1994,1995,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,27.0,3.0,7.0,10.0,37.0,70.0,,,4,2,16,1994 27 3 7 10 37 70 — — 4 2 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1995,1996,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,24.0,3.0,4.0,7.0,29.0,57.0,,,3,3,13,1995 24 3 4 7 29 57 — — 3 3 13,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1996,1997,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,24.0,6.0,6.0,12.0,50.0,50.0,,,5,2,19,1996 24 6 6 12 50 50 — — 5 2 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1997,1998,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,2.0,2.0,4.0,20.0,50.0,,,1,0,5,1997 20 2 2 4 20 50 — — 1 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,4.0,1.0,5.0,25.0,20.0,,,0,0,5,1998 20 4 1 5 25 20 — — 0 0 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,2.0,1.0,3.0,15.0,33.0,,,0,0,3,1999 20 2 1 3 15 33 — — 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,4.0,4.0,8.0,40.0,50.0,,,9,0,17,2000 20 4 4 8 40 50 — — 9 0 17,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,15.0,3.0,0.0,3.0,20.0,0.0,,8.3,1,0,4,2001 15 3 0 3 20 0 — 8.3 1 0 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,7.0,0.0,7.0,35.0,0.0,,5.0,2,3,12,2002 20 7 0 7 35 0 — 5.0 2 3 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,7.0,2.0,9.0,45.0,22.0,,12.0,0,0,9,2003 20 7 2 9 45 22 — 12.0 0 0 9,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,7.0,2.0,9.0,45.0,22.0,,7.6,6,4,19,2004 20 7 2 9 45 22 — 7.6 6 4 19,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,20.0,2.0,0.0,2.0,10.0,0.0,,6.5,0,0,2,2005 20 2 0 2 10 0 — 6.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,22.0,5.0,1.0,6.0,27.0,17.0,,9.0,0,0,7,2006 22 5 1 6 27 17 — 9.0 0 0 7*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,26.0,5.0,6.0,11.0,42.0,55.0,,6.1,2,3,16,2007 26 5 6 11 42 55 — 6.1 2 3 16,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,29.0,6.0,3.0,10.0,34.0,30.0,,7.6,1,0,11,2008 29 6 3 10* 34 30 — 7.6 1 0 11,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,34.0,11.0,6.0,17.0,50.0,35.0,50.0,6.9,1,3,21,2009 34 11 6 17 50 35 50 6.9 1 3 21,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,40.0,8.0,4.0,12.0,30.0,33.0,25.0,5.0,0,0,12,2010 40 8 4 12 30 33 25 5.0 0 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,44.0,10.0,2.0,12.0,27.0,17.0,70.0,5.9,0,0,12,2011 44 10 2 12 27 17 70 5.9 0 0 12,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,34.0,9.0,4.0,13.0,38.0,31.0,23.0,5.7,1,0,14,2012 34 9 4 13 38 31 23 5.7 1 0 14,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,34.0,11.0,3.0,14.0,41.0,21.0,50.0,6.6,0,1,15,2013 34 11 3 14 41 21 50 6.6 0 1 15,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,34.0,18.0,8.0,26.0,76.0,23.0,38.0,5.2,9,2,38,2014 34 18 8 26 76 23 38 5.2 9 2 38*,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2015,2016,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,49.0,20.0,11.0,31.0,63.0,35.0,23.0,5.7,1,0,32,2015 49 20 11 31 63 35 23 5.7 1 0 32,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2016,2017,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,58.0,14.0,7.0,21.0,36.0,33.0,14.0,4.3,1,0,22,2016 58 14 7 21 36 33 14 4.3 1 0 22,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2017,2018,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,62.0,18.0,7.0,25.0,40.0,28.0,43.0,6.7,5,0,30,2017 62 18 7 25 40 28 43 6.7 5 0 30,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2018,2019,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,73.0,14.0,14.0,28.0,38.0,50.0,19.0,6.7,1,0,29,2018 73 14 14 28 38 50 19 6.7 1 0 29,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2019,2020,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,74.0,20.0,7.0,27.0,36.0,26.0,27.0,5.5,4,0,31,2019 74 20 7 27 36 26 27 5.5 4 0 31,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2020,2021,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,79.0,20.0,14.0,34.0,43.0,41.0,19.0,5.9,8,1,43,2020 79 20 14 34 43 41 19 5.9 8 1 43,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2021,2022,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,79.0,20.0,12.0,32.0,40.0,38.0,33.0,6.5,1,0,33,2021 79 20 12 32 40 38 33 6.5 1 0 33,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2022,2023,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,90.0,13.0,12.0,25.0,28.0,48.0,21.0,6.0,1,2,28,2022 90 13 12 25 28 48 21 6.0 1 2 28,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2023,2024,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,90.0,13.0,11.0,24.0,27.0,46.0,13.0,4.7,2,1,27,2023 90 13 11 24 27 46 13 4.7 2 1 27,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2024,2025,24_black_bear_mortality_report.pdf,19,black_bear_unit_mortality_history,Black Bear,Nine Mile,11,1990,2024,90.0,16.0,7.0,23.0,26.0,30.0,43.0,5.7,3,0,26,2024 90 16 7 23 26 30 43 5.7 3 0 26,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1998,1999,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,0.0,0.0,0.0,0.0,,,,0,0,0,1998 4 0 0 0 0 — — — 0 0 0,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
1999,2000,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,1.0,0.0,1.0,25.0,0.0,,1.0,0,0,1,1999 4 1 0 1 25 0 — 1.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2000,2001,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,0.0,0.0,0.0,0.0,,,,2,0,2,2000 4 0 0 0 0 — — — 2 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2001,2002,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,0.0,0.0,0.0,0.0,,,,1,0,1,2001 4 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2002,2003,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,0.0,0.0,0.0,0.0,,,,2,2,4,2002 4 0 0 0 0 — — — 2 2 4,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2003,2004,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,1.0,0.0,1.0,25.0,0.0,,7.0,0,0,1,2003 4 1 0 1 25 0 — 7.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2004,2005,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,0.0,0.0,0.0,0.0,,,,1,0,1,2004 4 0 0 0 0 — — — 1 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2005,2006,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,4.0,1.0,1.0,2.0,50.0,50.0,,6.0,0,0,2,2005 4 1 1 2 50 50 — 6.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2006,2007,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,5.0,1.0,0.0,1.0,20.0,0.0,,4.0,0,0,1,2006 5 1 0 1 20 0 — 4.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2007,2008,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,5.0,1.0,1.0,2.0,40.0,50.0,,2.0,0,0,2,2007 5 1 1 2 40 50 — 2.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2008,2009,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,7.0,1.0,1.0,2.0,29.0,50.0,,5.0,0,0,2,2008 7 1 1 2 29 50 — 5.0 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2009,2010,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,7.0,3.0,0.0,3.0,43.0,0.0,0.0,3.7,0,0,3,2009 7 3 0 3 43 0 0 3.7 0 0 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2010,2011,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,9.0,1.0,1.0,2.0,22.0,50.0,50.0,10.5,0,0,2,2010 9 1 1 2 22 50 50 10.5 0 0 2,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2011,2012,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,9.0,2.0,0.0,2.0,22.0,0.0,50.0,5.0,0,1,3,2011 9 2 0 2 22 0 50 5.0 0 1 3,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2012,2013,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,11.0,0.0,4.0,4.0,36.0,100.0,0.0,5.8,0,1,5,2012 11 0 4 4 36 100 0 5.8 0 1 5,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2013,2014,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,12.0,0.0,1.0,1.0,8.0,100.0,0.0,14.0,0,0,1,2013 12 0 1 1 8 100 0 14.0 0 0 1,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
2014,2015,24_black_bear_mortality_report.pdf,20,black_bear_unit_mortality_history,Black Bear,"North Slope, Three Corners/West Daggett",8bc,1998,2024,12.0,2.0,1.0,3.0,25.0,33.0,0.0,2.7,1,3,7,2014 12 2 1 3 25 33 0 2.7 1 3 7,03c4ca343be9588fd3cdf7fd61ccd57401b1f4b4a2c7c25586b062d7368674d5
