record_id,record_type,public_visible,prediction_engine_source,year_start,year_end,title,species,category,organization,group,area,condition,file_path,source_pdf,source_page,source_repo_path,data_status,notes,database_hunt_code,database_hunt_name,database_sex_type,database_species,database_weapon,database_hunt_type,database_season,database_permits_2026_res,database_permits_2026_nr,database_permits_2026_total,database_permits_2026_source,database_permit_allotment_2026_res,database_permit_allotment_2026_nr,database_permit_allotment_2026_total,database_permit_allotment_2026_source,database_permit_allotment_2026_source_file,database_permit_allotment_2026_status,database_match_status,document_file_status,reconciliation_issue
permit_2022_2024_conservation_0080,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Antlerless Elk - Central Mtns,Antlerless Elk,Conservation Permits,National Wild Turkey Federation,NWTF,Central Mtns,Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,EA2012,"Wasatch Mtns, West-Central",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY,MATCH_REVIEW,,Fuzzy match score 0.57; owner review required.
permit_2022_2024_conservation_0081,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Antlerless Elk - Central Mtns,Antlerless Elk,Conservation Permits,National Wild Turkey Federation,NWTF,Central Mtns,Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,EA2012,"Wasatch Mtns, West-Central",Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,500,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY,MATCH_REVIEW,,Fuzzy match score 0.57; owner review required.
permit_2022_2024_conservation_0082,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Black Bear - Book Cliffs, Bitter Creek/South",Black Bear,Conservation Permits,National Wild Turkey Federation,NWTF,"Book Cliffs, Bitter Creek/South",Multiseason,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,BR7300,Book Cliffs Bitter Creek/South,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 14 & Aug. 15 - Oct. 1 & Oct. 2 - Nov. 8, 2026",9,1,10,,,,,,,,MATCH_HIGH,,
permit_2022_2024_conservation_0083,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Black Bear - Central Mtns, Manti-North",Black Bear,Conservation Permits,National Wild Turkey Federation,NWTF,"Central Mtns, Manti-North",Multiseason,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,BR7303,Manti North,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",13,1,14,,,,,,,,MATCH_REVIEW,,Fuzzy match score 0.50; owner review required.
permit_2022_2024_conservation_0084,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Black Bear - La Sal,Black Bear,Conservation Permits,National Wild Turkey Federation,NWTF,La Sal,Multiseason,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,BR7307,La Sal,Either Sex,Black Bear,Multiseason,Multiseason - Conservation,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Nov 2 - Nov. 8, 2026",,,,,,,,,,,MATCH_HIGH,,
permit_2022_2024_conservation_0085,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Black Bear - Panguitch Lake/Zion,Black Bear,Conservation Permits,National Wild Turkey Federation,NWTF,Panguitch Lake/Zion,Multiseason,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,BR7309,Panguitch Lake/Zion,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",4,0,4,,,,,,,,MATCH_HIGH,,
permit_2022_2024_conservation_0086,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Black Bear - Wasatch Mtns, West-Central",Black Bear,Conservation Permits,National Wild Turkey Federation,NWTF,"Wasatch Mtns, West-Central",Multiseason,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,BR7316,Wasatch Mtns West-Central,Either Sex,Black Bear,Multiseason,Limited Entry - Multiseason,"Mar. 28 - May 25 & May 25 - June 28 & July 5 - 31 & Aug. 1 - Aug. 31 & Sept. 1 - Oct. 25 & Nov 2 - Nov. 8, 2026",14,1,15,,,,,,,,MATCH_HIGH,,
permit_2022_2024_conservation_0087,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Buck Deer - Book Cliffs,Buck Deer,Conservation Permits,National Wild Turkey Federation,NWTF,Book Cliffs,Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,DB1017,"Book Cliffs, North",Buck,Deer,Any Legal Weapon,Limited Entry,Oct 17 2026 - Oct 25 2026,137,15,152,2026_RAC_CURRENT_YEAR_ALLOTMENT,137,15,152,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.67; tied/weak candidates require review.
permit_2022_2024_conservation_0088,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Buck Deer - Paunsaugunt,Buck Deer,Conservation Permits,National Wild Turkey Federation,NWTF,Paunsaugunt,Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,LD1004,Paunsaugunt - Private Land Only,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,Utah DWR Hunt Planner,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED,MATCH_REVIEW,,Fuzzy match score 0.75; owner review required.
permit_2022_2024_conservation_0089,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Buck Deer - Paunsaugunt,Buck Deer,Conservation Permits,National Wild Turkey Federation,NWTF,Paunsaugunt,Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,LD1004,Paunsaugunt - Private Land Only,Buck,Deer,Any Legal Weapon,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,Utah DWR Hunt Planner,,,,Utah DWR Hunt Planner,2026_deer_buck_limited_entry_private_lands_only.csv,NO_QUOTA_PUBLISHED,MATCH_REVIEW,,Fuzzy match score 0.75; owner review required.
permit_2022_2024_conservation_0090,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Buck Deer - South Slope, Diamond Mtn",Buck Deer,Conservation Permits,National Wild Turkey Federation,NWTF,"South Slope, Diamond Mtn",Archery,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,DB1015,Diamond Mtn,Buck,Deer,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,22,2,24,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_buck_deer_limited_entry_permits.csv,RAC_CURRENT_YEAR_SPLIT,MATCH_HIGH,,
permit_2022_2024_conservation_0091,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Buck Pronghorn - Nine Mile, Range Creek",Buck Pronghorn,Conservation Permits,National Wild Turkey Federation,NWTF,"Nine Mile, Range Creek",Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,PB5038,"Nine Mile, Range Creek",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,13,1,14,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT,MATCH_HIGH,,
permit_2022_2024_conservation_0092,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Buck Pronghorn - San Rafael, Desert",Buck Pronghorn,Conservation Permits,National Wild Turkey Federation,NWTF,"San Rafael, Desert",Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,PB5045,"San Rafael, Desert",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT,MATCH_HIGH,,
permit_2022_2024_conservation_0093,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Buck Pronghorn - San Rafael, North",Buck Pronghorn,Conservation Permits,National Wild Turkey Federation,NWTF,"San Rafael, North",Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,LP5046,"San Rafael, North - Private Land Only",Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.83; tied/weak candidates require review.
permit_2022_2024_conservation_0094,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Buck Pronghorn - Southwest Desert,Buck Pronghorn,Conservation Permits,National Wild Turkey Federation,NWTF,Southwest Desert,Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,LP5049,Southwest Desert - Private Land Only,Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.80; tied/weak candidates require review.
permit_2022_2024_conservation_0095,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Buck Pronghorn - Southwest Desert,Buck Pronghorn,Conservation Permits,National Wild Turkey Federation,NWTF,Southwest Desert,Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,LP5049,Southwest Desert - Private Land Only,Buck,Pronghorn,Any Legal Weapon,Limited Entry - Private Land Only,Sept 13 2025 - Sept 21 2025 - Private Land Only,,,,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.80; tied/weak candidates require review.
permit_2022_2024_conservation_0096,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Buck Pronghorn - West Desert, Riverbed",Buck Pronghorn,Conservation Permits,National Wild Turkey Federation,NWTF,"West Desert, Riverbed",Any Weapon,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,PB5050,"West Desert, Riverbed",Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,73,8,81,2026_RAC_CURRENT_YEAR_ALLOTMENT,73,8,81,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT,MATCH_HIGH,,
permit_2022_2024_conservation_0097,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Bull Elk - Cache, South",Bull Elk,Conservation Permits,National Wild Turkey Federation,NWTF,"Cache, South",Choice of ALW season,,2022-24_conservation_permits.pdf,3,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,EB3107,"Cache, South",Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.33; tied/weak candidates require review.
permit_2022_2024_conservation_0098,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Bull Elk - Central Mtns, Nebo",Bull Elk,Conservation Permits,National Wild Turkey Federation,NWTF,"Central Mtns, Nebo",Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,EB3178,Nebo/San Pitch Mtns,Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.40; tied/weak candidates require review.
permit_2022_2024_conservation_0099,permit_allocation,False,True,2022,2024,"2022-2024 National Wild Turkey Federation Bull Elk - North Slope, Three Corners",Bull Elk,Conservation Permits,National Wild Turkey Federation,NWTF,"North Slope, Three Corners",Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,EB3115,"North Slope, Three Corners",Bull,Elk,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026",1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,1,0,1,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_bull_elk_permits.csv,RAC_CURRENT_YEAR_SPLIT,MATCH_HIGH,,
permit_2022_2024_conservation_0100,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Bull Moose - Wasatch Mtns/Central Mtns,Bull Moose,Conservation Permits,National Wild Turkey Federation,NWTF,Wasatch Mtns/Central Mtns,Any Weapon,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,MB6011,Wasatch Mtns/Central Mtns,Bull,Moose,Any Legal Weapon,Once-in-a-lifetime,Sept 12 2026 - Oct 31 2026,19,3,22,2026_RAC_CURRENT_YEAR_ALLOTMENT,19,3,22,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_oial_bull_moose_permits.csv,RAC_CURRENT_YEAR_SPLIT,MATCH_REVIEW,,Fuzzy match score 0.50; owner review required.
permit_2022_2024_conservation_0101,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Central Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Central Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1020,Central Region - Private land only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,800,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.29; tied/weak candidates require review.
permit_2022_2024_conservation_0102,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Central Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Central Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1020,Central Region - Private land only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,800,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.29; tied/weak candidates require review.
permit_2022_2024_conservation_0103,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Northeastern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Northeastern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1004,Northeastern Area,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,347,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.17; tied/weak candidates require review.
permit_2022_2024_conservation_0104,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Northeastern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Northeastern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1004,Northeastern Area,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,347,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.17; tied/weak candidates require review.
permit_2022_2024_conservation_0105,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Northeastern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Northeastern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1004,Northeastern Area,Bearded,Turkey,Any Legal Weapon,Limited Entry,"April 11 - April 30, 2026 | Youth only : May 1-3, 2026",,,347,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.17; tied/weak candidates require review.
permit_2022_2024_conservation_0106,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Northern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Northern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1001,Northern Region - Private land only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,2060,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.29; tied/weak candidates require review.
permit_2022_2024_conservation_0107,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Southeastern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Southeastern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1019,Southeastern Region - Select areas only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,66,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0108,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Southeastern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Southeastern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1019,Southeastern Region - Select areas only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,66,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0109,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Southeastern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Southeastern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1019,Southeastern Region - Select areas only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Feb 28, 2026",,,66,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0110,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Southern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Southern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1022,Southern Region - Select areas only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Jan 4, 2026",,,155,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0111,permit_allocation,False,True,2022,2024,2022-2024 National Wild Turkey Federation Wild Bearded Turkey - Southern Region,Wild Bearded Turkey,Conservation Permits,National Wild Turkey Federation,NWTF,Southern Region,Multiseason,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,TK1022,Southern Region - Select areas only,Either Sex,Turkey,Any Legal Weapon,Fall Management,"Oct 1, 2025 - Jan 4, 2026",,,155,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.22; tied/weak candidates require review.
permit_2022_2024_conservation_0112,permit_allocation,False,True,2022,2024,2022-2024 Rocky Mountain Elk Foundation Antlerless Elk - Cache,Antlerless Elk,Conservation Permits,Rocky Mountain Elk Foundation,RMEF,Cache,Any Weapon,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,EA2027,Cache,Antlerless,Elk,Any Legal Weapon,Private Lands Only,Aug 01 2026 - Jan 31 2027,,,250,2026_RAC_CURRENT_YEAR_ALLOTMENT,,,250,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_private_lands_only_antlerless_elk_permits.csv,RAC_CURRENT_YEAR_TOTAL_ONLY,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.75; tied/weak candidates require review.
permit_2022_2024_conservation_0113,permit_allocation,False,True,2022,2024,2022-2024 Rocky Mountain Elk Foundation Antlerless Elk - Plateau,Antlerless Elk,Conservation Permits,Rocky Mountain Elk Foundation,RMEF,Plateau,Any Weapon,,2022-24_conservation_permits.pdf,4,TBD: copy source PDF into public/hard-copy/source_pdfs/regulations/2022-2024/,extracted_permit_row,Duplicate rows intentionally preserved; duplicate entries may represent multiple permits/allocations.,EA1153,Old Woman Plateau CWMU,Antlerless,Elk,Any Legal Weapon,CWMU,Contact operator for 2025 season dates,4,0,4,,,,,,,,AMBIGUOUS_DATABASE_MATCH,,Best fuzzy match score 0.43; tied/weak candidates require review.
