review_bucket,repo,scan_root,classification,domain,recommended_action,reason,relative_path,absolute_path,file_name,extension,size_bytes,size_mb,row_count,header_columns,has_hunt_code,has_current_hunt_code,has_historical_hunt_code,has_boundary_id,modified_utc
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,draw,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/permits_2026_draw_subset.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\permits_2026_draw_subset.csv,permits_2026_draw_subset.csv,csv,155487,0.148,813,hunt_code|boundary_id|hunt_name|species|sex_type|weapon|hunt_type|season|permits_2026_draw_res|permits_2026_draw_nr|permits_2026_draw_total|permits_2026_draw_source|draw_2026_system_type|source_field_family,true,false,false,true,2026-05-27T03:41:56.055Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/remaining_2025_history_crosswalk_boundary_closeout_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\remaining_2025_history_crosswalk_boundary_closeout_summary.json,remaining_2025_history_crosswalk_boundary_closeout_summary.json,json,2235,0.002,,,false,false,false,false,2026-05-27T02:09:03.827Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/remaining_2025_history_crosswalk_boundary_closeout.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\remaining_2025_history_crosswalk_boundary_closeout.csv,remaining_2025_history_crosswalk_boundary_closeout.csv,csv,3363,0.003,13,section|hunt_code|hunt_name|species|sex_type|weapon|hunt_type|boundary_id|review_status|confidence|candidate_hunt_code|candidate_boundary_id|evidence,true,false,false,true,2026-05-27T02:09:03.826Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,unknown,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/runtime_reference_surface_coverage_repair_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\runtime_reference_surface_coverage_repair_2026_summary.json,runtime_reference_surface_coverage_repair_2026_summary.json,json,1126,0.001,,,false,false,false,false,2026-05-27T03:42:36.156Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,unknown,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/runtime_reference_surface_coverage_repair_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\runtime_reference_surface_coverage_repair_2026.csv,runtime_reference_surface_coverage_repair_2026.csv,csv,6378,0.006,55,surface|hunt_code|rows_added|hunt_name|species|hunt_type|weapon|permits_2025_total|permits_2026_total|repair_status,true,false,false,false,2026-05-27T03:42:30.719Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/active_runtime_codes_removed_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\active_runtime_codes_removed_2026_summary.json,active_runtime_codes_removed_2026_summary.json,json,5324,0.005,,,false,false,false,false,2026-05-27T04:05:03.154Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/black_bear_BR_2024_2025_2026_crosswalk_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\black_bear_BR_2024_2025_2026_crosswalk_summary.json,black_bear_BR_2024_2025_2026_crosswalk_summary.json,json,2047,0.002,,,false,false,false,false,2026-05-26T20:57:36.871Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/comprehensive_live_dwr_permit_totals_promoted_to_DATABASE_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\comprehensive_live_dwr_permit_totals_promoted_to_DATABASE_2026_summary.json,comprehensive_live_dwr_permit_totals_promoted_to_DATABASE_2026_summary.json,json,1493,0.001,,,false,false,false,false,2026-05-26T22:12:40.705Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/comprehensive_live_dwr_permit_totals_promoted_to_DATABASE_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\comprehensive_live_dwr_permit_totals_promoted_to_DATABASE_2026.csv,comprehensive_live_dwr_permit_totals_promoted_to_DATABASE_2026.csv,csv,675809,0.645,1389,snapshot_utc|hunt_code|hunt_name|species|sex_type|weapon|hunt_type|live_res|live_nr|live_total|shaped_res|shaped_nr|shaped_total|shape_status|promotion_status|changed_fields|source_url|old_permits_2026_res|old_permits_2026_nr|old_permits_2026_total|old_permits_2026_source|old_permit_allotment_2026_res|old_permit_allotment_2026_nr|old_permit_allotment_2026_total|old_permit_allotment_2026_source|old_permit_allotment_2026_status|new_permits_2026_res|new_permits_2026_nr|new_permits_2026_total|new_permits_2026_source|new_permit_allotment_2026_res|new_permit_allotment_2026_nr|new_permit_allotment_2026_total|new_permit_allotment_2026_source|new_permit_allotment_2026_status,true,false,false,false,2026-05-26T22:12:40.704Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/current_active_ea_hunts_2026_reconciliation_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\current_active_ea_hunts_2026_reconciliation_summary.json,current_active_ea_hunts_2026_reconciliation_summary.json,json,676,0.001,,,false,false,false,false,2026-05-26T21:05:10.529Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/current_active_ea_hunts_2026_reconciliation.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\current_active_ea_hunts_2026_reconciliation.csv,current_active_ea_hunts_2026_reconciliation.csv,csv,35056,0.033,204,hunt_code|status|recommended_action|database_hunt_name|live_hunt_name|database_season|live_season|database_res|database_nonres|database_total|live_res|live_nonres|live_total|retired_ledger_status|retirement_reason,true,false,false,false,2026-05-26T21:05:10.528Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/current_online_missing_hunt_codes_2026_review_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\current_online_missing_hunt_codes_2026_review_summary.json,current_online_missing_hunt_codes_2026_review_summary.json,json,1520,0.001,,,false,false,false,false,2026-05-26T21:05:11.866Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/current_online_missing_hunt_codes_2026_review.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\current_online_missing_hunt_codes_2026_review.csv,current_online_missing_hunt_codes_2026_review.csv,csv,316,0.000,0,hunt_code|boundary_id|hunt_name|species|sex_type|weapon|hunt_type|season|permits_2026_res|permits_2026_nr|permits_2026_total|permit_allotment_2026_status|permit_allotment_2026_source_file|online_status|issue_type|boundary_id_status|review_priority|user_reported_missing|live_same_name_candidates|recommended_action,true,false,false,true,2026-05-26T21:05:11.865Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/current_reference_codes_2026_review.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\current_reference_codes_2026_review.csv,current_reference_codes_2026_review.csv,csv,2377,0.002,4,hunt_code|boundary_id|hunt_code_mapping_status|boundary_id_mapping_status|candidate_hunt_code|candidate_boundary_id|hunt_name|sex_type|species|weapon|hunt_type|season|permits_2026_res|permits_2026_nr|permits_2026_total|permit_allotment_2026_res|permit_allotment_2026_nr|permit_allotment_2026_total|permit_allotment_2026_status|review_status|source_file|source_sha256|review_note,true,false,false,true,2026-05-26T16:27:08.890Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/current_reference_codes_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\current_reference_codes_2026_summary.json,current_reference_codes_2026_summary.json,json,358,0.000,,,false,false,false,false,2026-05-26T16:27:08.890Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/current_to_historical_hunt_code_crosswalk_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\current_to_historical_hunt_code_crosswalk_2026_summary.json,current_to_historical_hunt_code_crosswalk_2026_summary.json,json,1031,0.001,,,false,false,false,false,2026-05-26T20:56:20.292Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/database_boundary_id_fill_2026_audit.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\database_boundary_id_fill_2026_audit.csv,database_boundary_id_fill_2026_audit.csv,csv,209,0.000,0,hunt_code|hunt_name|species|previous_boundary_id|promoted_boundary_id|candidate_boundary_id|boundary_id_mapping_status|match_method|source_file|source_sha256|source_boundary_name|source_hunt_code|review_note,true,false,false,false,2026-05-26T20:56:19.493Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/database_boundary_id_fill_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\database_boundary_id_fill_2026_summary.json,database_boundary_id_fill_2026_summary.json,json,528,0.001,,,false,false,false,false,2026-05-26T20:56:19.494Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/expo_hard_copy_promoted_to_DATABASE_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\expo_hard_copy_promoted_to_DATABASE_2026_summary.json,expo_hard_copy_promoted_to_DATABASE_2026_summary.json,json,762,0.001,,,false,false,false,false,2026-05-26T21:04:27.151Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/expo_hard_copy_promoted_to_DATABASE_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\expo_hard_copy_promoted_to_DATABASE_2026.csv,expo_hard_copy_promoted_to_DATABASE_2026.csv,csv,948,0.001,3,snapshot_utc|hunt_code|hunt_name|unit|old_total|new_total|promotion_status|source_file|source_sheet|source_row|source_text,true,false,false,false,2026-05-26T21:04:27.150Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/harvest_only_2025_code_resolutions_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\harvest_only_2025_code_resolutions_summary.json,harvest_only_2025_code_resolutions_summary.json,json,1071,0.001,,,false,false,false,false,2026-05-27T00:35:44.614Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/hunt_code_crosswalk_2024_pdf_to_2025_pdf_dropped_review.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_dropped_review.csv,hunt_code_crosswalk_2024_pdf_to_2025_pdf_dropped_review.csv,csv,3851,0.004,13,source_hunt_code|source_model_target_year|source_hunt_name|source_species|source_sex_type|source_weapon|source_hunt_type|source_boundary_id|source_total_public_draw_permits|next_year_pdf_coverage_status|same_code_in_2025_pdf|same_code_current_database_presence|crosswalk_status|mapped_hunt_code|mapped_hunt_name|mapped_boundary_id|mapped_source|mapped_confidence|candidate_hunt_codes|candidate_boundary_ids|candidate_reason,false,false,false,false,2026-05-27T01:16:54.726Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years_summary.json,hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years_summary.json,json,1578,0.002,,,false,false,false,false,2026-05-27T01:16:54.727Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,hunt_code_crosswalk_2024_pdf_to_2025_pdf_model_years.csv,csv,265903,0.254,874,source_hunt_code|source_model_target_year|source_hunt_name|source_species|source_sex_type|source_weapon|source_hunt_type|source_boundary_id|source_total_public_draw_permits|next_year_pdf_coverage_status|same_code_in_2025_pdf|same_code_current_database_presence|crosswalk_status|mapped_hunt_code|mapped_hunt_name|mapped_boundary_id|mapped_source|mapped_confidence|candidate_hunt_codes|candidate_boundary_ids|candidate_reason,false,false,false,false,2026-05-27T01:16:54.725Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/live_dwr_permit_numbers_comprehensive_vs_DATABASE_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\live_dwr_permit_numbers_comprehensive_vs_DATABASE_2026_summary.json,live_dwr_permit_numbers_comprehensive_vs_DATABASE_2026_summary.json,json,3275,0.003,,,false,false,false,false,2026-05-27T00:54:07.675Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/live_dwr_permit_numbers_comprehensive_vs_DATABASE_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\live_dwr_permit_numbers_comprehensive_vs_DATABASE_2026.csv,live_dwr_permit_numbers_comprehensive_vs_DATABASE_2026.csv,csv,719358,0.686,1449,hunt_code|presence_status|comparison_status|live_shape_status|database_compare_source|source_url|endpoint_species|endpoint_gender|live_hunt_name|database_hunt_name|live_species|database_species|live_sex_type|database_sex_type|live_weapon|database_weapon|live_hunt_type|database_hunt_type|live_season|database_season|live_raw_res|live_raw_nr|live_raw_total|live_res|live_nr|live_total|database_res|database_nr|database_total|database_allotment_res|database_allotment_nr|database_allotment_total|database_compared_res|database_compared_nr|database_compared_total|database_source|database_allotment_source|database_allotment_status,true,false,false,false,2026-05-27T00:48:04.143Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/live_dwr_permit_numbers_promoted_to_DATABASE_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\live_dwr_permit_numbers_promoted_to_DATABASE_2026_summary.json,live_dwr_permit_numbers_promoted_to_DATABASE_2026_summary.json,json,1317,0.001,,,false,false,false,false,2026-05-26T21:04:27.844Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/live_dwr_permit_numbers_promoted_to_DATABASE_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\live_dwr_permit_numbers_promoted_to_DATABASE_2026.csv,live_dwr_permit_numbers_promoted_to_DATABASE_2026.csv,csv,59562,0.057,227,snapshot_utc|hunt_code|hunt_name|species|sex_type|hunt_type|live_hunt_type|live_res|live_nr|live_total|old_res|old_nr|old_total|new_res|new_nr|new_total|shape_status|promotion_status|changed_fields|source_url,true,false,false,false,2026-05-26T21:04:27.842Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/live_dwr_permit_numbers_vs_DATABASE_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\live_dwr_permit_numbers_vs_DATABASE_2026_summary.json,live_dwr_permit_numbers_vs_DATABASE_2026_summary.json,json,1338,0.001,,,false,false,false,false,2026-05-26T21:38:12.764Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,crosswalk,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/crosswalk_truth/validation/live_dwr_permit_numbers_vs_DATABASE_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\crosswalk_truth\validation\live_dwr_permit_numbers_vs_DATABASE_2026.csv,live_dwr_permit_numbers_vs_DATABASE_2026.csv,csv,88805,0.085,227,hunt_code|presence_status|comparison_status|live_shape_status|database_compare_source|source_url|live_hunt_name|database_hunt_name|live_species|database_species|live_sex_type|database_sex_type|live_weapon|database_weapon|live_hunt_type|database_hunt_type|live_season|database_season|live_raw_res|live_raw_nr|live_raw_total|live_res|live_nr|live_total|database_res|database_nr|database_total|database_allotment_res|database_allotment_nr|database_allotment_total|database_compared_res|database_compared_nr|database_compared_total,true,false,false,false,2026-05-26T21:38:12.763Z
