review_bucket,repo,scan_root,classification,domain,recommended_action,reason,relative_path,absolute_path,file_name,extension,size_bytes,size_mb,row_count,header_columns,has_hunt_code,has_current_hunt_code,has_historical_hunt_code,has_boundary_id,modified_utc
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,unknown,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/database_candidate_review/database_candidate_review_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\database_candidate_review\database_candidate_review_summary.json,database_candidate_review_summary.json,json,1572,0.001,,,false,false,false,false,2026-05-27T09:28:48.721Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,permit,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/database_authoritative_permit_overlay_plan_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\database_authoritative_permit_overlay_plan_2026_summary.json,database_authoritative_permit_overlay_plan_2026_summary.json,json,1782,0.002,,,false,false,false,false,2026-05-26T21:05:13.178Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,permit,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/database_historical_permit_lineage_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\database_historical_permit_lineage_2026_summary.json,database_historical_permit_lineage_2026_summary.json,json,2740,0.003,,,false,false,false,false,2026-05-27T02:09:03.513Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,permit,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/final_permit_database_crosscheck_2026_by_prefix.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\final_permit_database_crosscheck_2026_by_prefix.csv,final_permit_database_crosscheck_2026_by_prefix.csv,csv,1377,0.001,21,prefix|hunt_code_count|permits_2026_total_row_count|permits_2026_total_sum|permits_2026_draw_total_row_count|permits_2026_draw_total_sum|permit_allotment_2026_total_row_count|permit_allotment_2026_total_sum|permits_2025_total_row_count|permits_2025_total_sum|permits_2025_draw_total_row_count|permits_2025_draw_total_sum|live_status_match|live_status_total_match_split_differs|live_status_both_blank|live_status_live_no_quota_database_preserved|live_status_database_only,false,false,false,false,2026-05-27T04:06:43.153Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,permit,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/final_permit_database_crosscheck_2026_by_species.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\final_permit_database_crosscheck_2026_by_species.csv,final_permit_database_crosscheck_2026_by_species.csv,csv,1135,0.001,11,species|hunt_code_count|permits_2026_total_row_count|permits_2026_total_sum|permits_2026_draw_total_row_count|permits_2026_draw_total_sum|permit_allotment_2026_total_row_count|permit_allotment_2026_total_sum|permits_2025_total_row_count|permits_2025_total_sum|permits_2025_draw_total_row_count|permits_2025_draw_total_sum|live_status_match|live_status_total_match_split_differs|live_status_both_blank|live_status_live_no_quota_database_preserved|live_status_database_only,false,false,false,false,2026-05-27T04:06:43.152Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,permit,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/final_permit_database_crosscheck_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\final_permit_database_crosscheck_2026_summary.json,final_permit_database_crosscheck_2026_summary.json,json,3506,0.003,,,false,false,false,false,2026-05-27T04:06:43.156Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,permit,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/final_permit_database_crosscheck_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\final_permit_database_crosscheck_2026.csv,final_permit_database_crosscheck_2026.csv,csv,485810,0.463,1449,snapshot_utc|hunt_code|prefix|boundary_id|hunt_name|species|sex_type|weapon|hunt_type|season|permits_2026_total|permits_2026_draw_total|permit_allotment_2026_total|permits_2025_total|permits_2025_draw_total|total_status|year_delta_status|year_delta_2026_minus_2025|live_comparison_status|live_shape_status|permits_2026_source|permit_allotment_2026_source|permits_2025_source,true,false,false,true,2026-05-27T04:06:43.151Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,harvest,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/harvest_draw_same_year_alignment_2026_code_detail.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\harvest_draw_same_year_alignment_2026_code_detail.csv,harvest_draw_same_year_alignment_2026_code_detail.csv,csv,269588,0.257,2262,year|hunt_code|alignment_status|species|hunt_name|hunt_type|weapon|source_file,true,false,false,false,2026-05-27T05:07:41.377Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,harvest,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/harvest_draw_same_year_alignment_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\harvest_draw_same_year_alignment_2026_summary.json,harvest_draw_same_year_alignment_2026_summary.json,json,6969,0.007,,,false,false,false,false,2026-05-27T05:08:05.116Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,harvest,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/harvest_draw_same_year_alignment_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\harvest_draw_same_year_alignment_2026.csv,harvest_draw_same_year_alignment_2026.csv,csv,2394,0.002,6,year|harvest_rows|draw_rows|harvest_native_unique_hunt_codes|draw_native_unique_hunt_codes|same_year_overlap_hunt_codes|harvest_only_hunt_codes|draw_only_hunt_codes|harvest_codes_matched_to_draw_pct|draw_codes_matched_to_harvest_pct|harvest_species_counts|draw_residency_counts|comparison_use,false,false,false,false,2026-05-27T05:07:41.369Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,unknown,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/hunt_code_comparison_2025_to_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\hunt_code_comparison_2025_to_2026_summary.json,hunt_code_comparison_2025_to_2026_summary.json,json,4316,0.004,,,false,false,false,false,2026-05-26T13:15:28.729Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,permit,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/hunt_master_canonical_2026_built_permit_deep_dive_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\hunt_master_canonical_2026_built_permit_deep_dive_summary.json,hunt_master_canonical_2026_built_permit_deep_dive_summary.json,json,5234,0.005,,,false,false,false,false,2026-05-25T13:25:43.198Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,unknown,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/hunt_master_enriched_hunt_class_routing_2026_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\hunt_master_enriched_hunt_class_routing_2026_summary.json,hunt_master_enriched_hunt_class_routing_2026_summary.json,json,1780,0.002,,,false,false,false,false,2026-05-27T04:02:58.909Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,unknown,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/hunt_master_enriched_hunt_class_routing_2026.csv,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\hunt_master_enriched_hunt_class_routing_2026.csv,hunt_master_enriched_hunt_class_routing_2026.csv,csv,25188,0.024,76,hunt_code|hunt_name|species|sex_type|hunt_type|weapon|hunt_class|draw_2026_system_type|draw_system_type|algorithm_status|draw_routing_reason|residency|points,true,false,false,false,2026-05-27T04:02:58.876Z
,HUNT-BUILDER,data_truth_local_fragments,audit_validation_report,draw,keep_as_audit_or_archive,"validation, audit, or report artifact",data_truth/comparison_outputs/validation/permits_2026_draw_subset_summary.json,C:\Users\tyler\Desktop\GitHub\HUNT-BUILDER\data_truth\comparison_outputs\validation\permits_2026_draw_subset_summary.json,permits_2026_draw_subset_summary.json,json,2885,0.003,,,false,false,false,false,2026-05-27T03:41:58.335Z
