source_file,source_page,hunt_code,hunt_name,species_or_category,res_total_permits,nr_total_permits,total_permits_comp,totals_numbers,raw_hunt_line,raw_totals_line,parse_style,dataset_family,source_dataset,total_permits_master,status
24_bg-odds.pdf,162,DB1312,Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon Page 178,,1,0,1,3;0;1;1;1;3;0;0;0;0;0,,Totals 3 0 1 1 1 in 3.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,163,DB1317,Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon Page 179,,1,0,1,2;0;1;1;1;2;0;0;0;0;0,,Totals 2 0 1 1 1 in 2.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,164,DB1320,Cwmu Buck Deer - Deer Creek - Any Legal Weapon Page 180,,1,0,1,1;0;1;1;1;1;0;0;0;0;0,,Totals 1 0 1 1 1 in 1.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,165,DB1322,Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon Page 181,,1,0,1,12;0;1;1;1;12;0;0;0;0;0,,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,166,DB1324,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon Page 182,,1,0,1,12;0;1;1;1;12;0;0;0;0;0,,Totals 12 0 1 1 1 in 12.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,167,DB1325,Cwmu Buck Deer - Double Cone - Any Legal Weapon Page 183,,1,0,1,5;0;1;1;1;5;0;0;0;0;0,,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,168,DB1326,Cwmu Buck Deer - Rosette - Any Legal Weapon Page 184,,1,0,1,6;0;1;1;1;6;0;0;0;0;0,,Totals 6 0 1 1 1 in 6.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,169,DB1327,Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon Page 185,,1,0,1,8;0;1;1;1;8;0;0;0;0;0,,Totals 8 0 1 1 1 in 8.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,170,DB1328,Cwmu Buck Deer - Clear Creek - Any Legal Weapon Page 186,,1,0,1,4;0;1;1;1;4;0;0;0;0;0,,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,171,DB1330,Cwmu Buck Deer - Iron Spring - Any Legal Weapon Page 187,,1,0,1,16;0;1;1;1;16;0;0;0;0;0,,Totals 16 0 1 1 1 in 16.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,172,DB1331,Cwmu Buck Deer - Raft River - Any Legal Weapon Page 188,,3,0,3,11;2;1;3;1;3;7;0;0;0;0,,Totals 11 2 1 3 1 in 3.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,173,DB1332,Cwmu Buck Deer - West Ridge - Any Legal Weapon Page 189,,5,0,5,23;3;2;5;1;4;6;0;0;0;0,,Totals 23 3 2 5 1 in 4.6 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,5,match
24_bg-odds.pdf,174,DB1333,Cwmu Buck Deer - 5s - Any Legal Weapon Page 190,,2,0,2,8;1;1;2;1;4;0;0;0;0;0,,Totals 8 1 1 2 1 in 4.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,175,DB1334,Cwmu Cactus Buck Deer - Alton - Any Legal Weapon Page 191,,1,0,1,9;0;1;1;1;9;0;0;0;0;0,,Totals 9 0 1 1 1 in 9.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,176,DB1335,Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon Page 192,,1,0,1,13;0;1;1;1;13;0;0;0;0;0,,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,177,DB1336,Cwmu Buck Deer - First Light - Any Legal Weapon Page 193,,1,0,1,5;0;1;1;1;5;0;0;0;0;0,,Totals 5 0 1 1 1 in 5.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,178,DB1337,Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon Page 194,,1,0,1,14;0;1;1;1;14;0;0;0;0;0,,Totals 14 0 1 1 1 in 14.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,179,DB1338,Cwmu Buck Deer - Sweetwater - Any Legal Weapon Page 195,,1,0,1,10;0;1;1;1;10;0;0;0;0;0,,Totals 10 0 1 1 1 in 10.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,180,DB1341,Cwmu Buck Deer - Dry Creek - Any Legal Weapon Page 196,,1,0,1,13;0;1;1;1;13;0;0;0;0;0,,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,181,DB1342,Cwmu Buck Deer - Faust Valley - Any Legal Weapon Page 197,,1,0,1,13;0;1;1;1;13;0;0;0;0;0,,Totals 13 0 1 1 1 in 13.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,182,DB1343,Cwmu Buck Deer - Red Iron - Any Legal Weapon Page 198,,1,0,1,15;0;1;1;1;15;0;0;0;0;0,,Totals 15 0 1 1 1 in 15.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,183,DB1344,Cwmu Buck Deer - Salt Wells - Any Legal Weapon Page 199,,1,0,1,4;0;1;1;1;4;0;0;0;0;0,,Totals 4 0 1 1 1 in 4.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,184,DB1345,Cwmu Buck Deer - Diamond Mountain - Any Legal Weapon Page 200,,1,0,1,24;0;1;1;1;24;0;0;0;0;0,,Totals 24 0 1 1 1 in 24.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,185,DB1347,Cwmu Buck Deer - The Rose Of Snowville - Any Legal Weapon Page 201,,2,0,2,10;1;1;2;1;5;0;0;0;0;0,,Totals 10 1 1 2 1 in 5.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,186,DB1348,Cwmu Buck Deer - Kimberly - Any Legal Weapon Page 202,,1,0,1,3;0;1;1;1;3;0;0;0;0;0,,Totals 3 0 1 1 1 in 3.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,187,DB1349,Cwmu Buck Deer - Weber Florence Creek/stillman Creek - Any Legal Weapon Page 203,,9,0,9,69;5;4;9;1;7;7;0;0;0;0,,Totals 69 5 4 9 1 in 7.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,9,match
24_bg-odds.pdf,502,DS6600,Desert Bighorn Sheep - Henry Mtns - Any Legal Weapon Page 204,,2,0,2,367;1;1;2;1;183;5;0;0;0;0,,Totals 367 1 1 2 1 in 183.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,503,DS6601,"Desert Bighorn Sheep - Kaiparowits, East - Any Legal Weapon Page 205",,7,2998,3005,844;4;3;7;1;120;6;2998;0;1;1;2998;0,,Totals 844 4 3 7 1 in 120.6 Totals 2998 0 1 1 in 2998.0,res_nr_split,big_game_master,24_bg-odds.pdf,3005,match
24_bg-odds.pdf,504,DS6602,"Desert Bighorn Sheep - Kaiparowits, Escalante - Any Legal Weapon Page 206",,7,2000,2007,467;4;3;7;1;66;7;2000;0;1;1;2000;0,,Totals 467 4 3 7 1 in 66.7 Totals 2000 0 1 1 in 2000.0,res_nr_split,big_game_master,24_bg-odds.pdf,2007,match
24_bg-odds.pdf,505,DS6603,"Desert Bighorn Sheep - Kaiparowits, West - Any Legal Weapon Page 207",,5,3785,3790,851;3;2;5;1;170;2;3785;0;1;1;3785;0,,Totals 851 3 2 5 1 in 170.2 Totals 3785 0 1 1 in 3785.0,res_nr_split,big_game_master,24_bg-odds.pdf,3790,match
24_bg-odds.pdf,506,DS6604,"Desert Bighorn Sheep - La Sal, Potash/south Cisco - Any Legal Weapon Page 208",,6,0,6,353;3;3;6;1;58;8;0;0;0;0,,Totals 353 3 3 6 1 in 58.8 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,6,match
24_bg-odds.pdf,507,DS6606,"Desert Bighorn Sheep - San Juan, Lockhart - Any Legal Weapon Page 209",,2,0,2,130;1;1;2;1;65;0;0;0;0;0,,Totals 130 1 1 2 1 in 65.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,508,DS6607,"Desert Bighorn Sheep - San Juan, South - Any Legal Weapon Page 210",,2,0,2,192;1;1;2;1;96;0;0;0;0;0,,Totals 192 1 1 2 1 in 96.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,509,DS6608,"Desert Bighorn Sheep - San Rafael, Dirty Devil - Any Legal Weapon Page 211",,6,1801,1807,499;3;3;6;1;83;2;1801;0;1;1;1801;0,,Totals 499 3 3 6 1 in 83.2 Totals 1801 0 1 1 in 1801.0,res_nr_split,big_game_master,24_bg-odds.pdf,1807,match
24_bg-odds.pdf,510,DS6609,"Desert Bighorn Sheep - San Rafael, North - Any Legal Weapon Page 212",,3,0,3,617;2;1;3;1;205;7;0;0;0;0,,Totals 617 2 1 3 1 in 205.7 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,511,DS6610,"Desert Bighorn Sheep - San Rafael, South - Any Legal Weapon Page 213",,11,2123,2134,810;6;5;11;1;73;6;2123;0;1;1;2123;0,,Totals 810 6 5 11 1 in 73.6 Totals 2123 0 1 1 in 2123.0,res_nr_split,big_game_master,24_bg-odds.pdf,2134,match
24_bg-odds.pdf,512,DS6611,Desert Bighorn Sheep - Zion - Any Legal Weapon Page 214,,2,0,2,1378;1;1;2;1;689;0;0;0;0;0,,Totals 1378 1 1 2 1 in 689.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,513,DS6620,"Desert Bighorn Sheep - Pine Valley, Virgin River - Any Legal Weapon Page 215",,2,0,2,569;1;1;2;1;284;5;0;0;0;0,,Totals 569 1 1 2 1 in 284.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,514,DS6621,"Desert Bighorn Sheep - Pine Valley, Beaver Dam - Any Legal Weapon Page 216",,6,0,6,785;3;3;6;1;130;8;0;0;0;0,,Totals 785 3 3 6 1 in 130.8 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,6,match
24_bg-odds.pdf,515,DS6622,"Desert Bighorn Sheep - San Juan, North - Any Legal Weapon Page 217",,3,0,3,166;2;1;3;1;55;3;0;0;0;0,,Totals 166 2 1 3 1 in 55.3 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,3,match
24_bg-odds.pdf,516,DS6623,"Desert Bighorn Sheep - San Juan, San Juan River - Any Legal Weapon Page 218",,1,0,1,69;0;1;1;1;69;0;0;0;0;0,,Totals 69 0 1 1 1 in 69.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,1,match
24_bg-odds.pdf,517,DS6624,"Desert Bighorn Sheep Archery - San Rafael, Dirty Devil - Archery Page 219",,2,0,2,197;1;1;2;1;98;5;0;0;0;0,,Totals 197 1 1 2 1 in 98.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,518,DS6625,Desert Bighorn Sheep - Mineral Mtns - Any Legal Weapon Page 220,,2,0,2,366;1;1;2;1;183;0;0;0;0;0,,Totals 366 1 1 2 1 in 183.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,189,EB3000,"Limited-entry Archery Bull Elk - Beaver, East - Archery Page 222",,18,514,532,396;9;9;18;1;22;0;514;1;1;2;1;257;0,,Totals 396 9 9 18 1 in 22.0 Totals 514 1 1 2 1 in 257.0,res_nr_split,big_game_master,24_bg-odds.pdf,532,match
24_bg-odds.pdf,190,EB3002,"Limited-entry Archery Bull Elk - Book Cliffs, Little Creek Roadless - Archery Page 223",,2,0,2,49;1;1;2;1;24;5;0;0;0;0,,Totals 49 1 1 2 1 in 24.5 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,191,EB3003,"Limited-entry Archery Bull Elk - Cache, Meadowville - Archery Page 224",,12,11,23,13;6;6;12;1;1;1;11;0;1;1;1;11;0,,Totals 13 6 6 12 1 in 1.1 Totals 11 0 1 1 1 in 11.0,res_nr_split,big_game_master,24_bg-odds.pdf,23,match
24_bg-odds.pdf,192,EB3005,"Limited-entry Archery Bull Elk - Cache, South - Archery Page 225",,7,36,43,206;4;3;7;1;29;4;36;0;1;1;1;36;0,,Totals 206 4 3 7 1 in 29.4 Totals 36 0 1 1 1 in 36.0,res_nr_split,big_game_master,24_bg-odds.pdf,43,match
24_bg-odds.pdf,193,EB3006,Limited-entry Archery Bull Elk - Manti - Archery Page 226,,149,453,602,1003;75;74;149;1;6;7;453;8;8;16;1;28;3,,Totals 1003 75 74 149 1 in 6.7 Totals 453 8 8 16 1 in 28.3,res_nr_split,big_game_master,24_bg-odds.pdf,602,match
24_bg-odds.pdf,194,EB3008,"Limited-entry Archery Bull Elk - Fillmore, Pahvant - Archery Page 227",,16,128,144,174;8;8;16;1;10;9;128;1;1;2;1;64;0,,Totals 174 8 8 16 1 in 10.9 Totals 128 1 1 2 1 in 64.0,res_nr_split,big_game_master,24_bg-odds.pdf,144,match
24_bg-odds.pdf,195,EB3009,"Limited-entry Archery Bull Elk - La Sal, La Sal Mtns - Archery Page 228",,35,138,173,188;18;17;35;1;5;4;138;2;2;4;1;34;5,,Totals 188 18 17 35 1 in 5.4 Totals 138 2 2 4 1 in 34.5,res_nr_split,big_game_master,24_bg-odds.pdf,173,match
24_bg-odds.pdf,196,EB3010,Limited-entry Archery Bull Elk - Monroe - Archery Page 229,,17,304,321,258;9;8;17;1;15;2;304;1;1;2;1;152;0,,Totals 258 9 8 17 1 in 15.2 Totals 304 1 1 2 1 in 152.0,res_nr_split,big_game_master,24_bg-odds.pdf,321,match
24_bg-odds.pdf,197,EB3011,Limited-entry Archery Bull Elk - Mt Dutton - Archery Page 230,,15,145,160,160;8;7;15;1;10;7;145;1;1;2;1;72;5,,Totals 160 8 7 15 1 in 10.7 Totals 145 1 1 2 1 in 72.5,res_nr_split,big_game_master,24_bg-odds.pdf,160,match
24_bg-odds.pdf,198,EB3013,"Limited-entry Archery Bull Elk - North Slope, Three Corners - Archery Page 231",,6,62,68,91;3;3;6;1;15;2;62;0;1;1;1;62;0,,Totals 91 3 3 6 1 in 15.2 Totals 62 0 1 1 1 in 62.0,res_nr_split,big_game_master,24_bg-odds.pdf,68,match
24_bg-odds.pdf,199,EB3015,Limited-entry Archery Bull Elk - Panguitch Lake - Archery Page 232,,12,250,262,259;6;6;12;1;21;6;250;1;1;2;1;125;0,,Totals 259 6 6 12 1 in 21.6 Totals 250 1 1 2 1 in 125.0,res_nr_split,big_game_master,24_bg-odds.pdf,262,match
24_bg-odds.pdf,200,EB3018,Limited-entry Archery Bull Elk - Fishlake/thousand Lakes - Archery Page 233,,76,203,279,392;38;38;76;1;5;2;203;4;4;8;1;25;4,,Totals 392 38 38 76 1 in 5.2 Totals 203 4 4 8 1 in 25.4,res_nr_split,big_game_master,24_bg-odds.pdf,279,match
24_bg-odds.pdf,201,EB3019,Limited-entry Archery Bull Elk - San Juan Bull Elk - Archery Page 234,,22,809,831,319;11;11;22;1;14;5;809;2;1;3;1;269;7,,Totals 319 11 11 22 1 in 14.5 Totals 809 2 1 3 1 in 269.7,res_nr_split,big_game_master,24_bg-odds.pdf,831,match
24_bg-odds.pdf,202,EB3020,Limited-entry Archery Bull Elk - Diamond Mtn - Archery Page 235,,21,51,72,126;11;10;21;1;6;0;51;1;1;2;1;25;5,,Totals 126 11 10 21 1 in 6.0 Totals 51 1 1 2 1 in 25.5,res_nr_split,big_game_master,24_bg-odds.pdf,72,match
24_bg-odds.pdf,203,EB3022,Limited-entry Archery Bull Elk - Wasatch Mtns - Archery Page 236,,181,381,562,1057;91;90;181;1;5;8;381;10;9;19;1;20;1,,Totals 1057 91 90 181 1 in 5.8 Totals 381 10 9 19 1 in 20.1,res_nr_split,big_game_master,24_bg-odds.pdf,562,match
24_bg-odds.pdf,204,EB3024,"Limited-entry Alw (rifle) Bull Elk - Early - Beaver, East - Any Legal Weapon Page 237",,7,1199,1206,1504;4;3;7;1;214;9;1199;0;1;1;1199;0,,Totals 1504 4 3 7 1 in 214.9 Totals 1199 0 1 1 in 1199.0,res_nr_split,big_game_master,24_bg-odds.pdf,1206,match
24_bg-odds.pdf,205,EB3025,"Limited-entry Alw (rifle) Bull Elk - Late - Beaver, East - Any Legal Weapon Page 238",,13,216,229,379;7;6;13;1;29;2;216;1;1;2;1;108;0,,Totals 379 7 6 13 1 in 29.2 Totals 216 1 1 2 1 in 108.0,res_nr_split,big_game_master,24_bg-odds.pdf,229,match
24_bg-odds.pdf,206,EB3028,"Limited-entry Alw (rifle) Bull Elk - Early - Book Cliffs, Little Creek Roadless - Any Legal Weapon Page 239",,2,0,2,184;1;1;2;1;92;0;0;0;0;0,,Totals 184 1 1 2 1 in 92.0 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,2,match
24_bg-odds.pdf,207,EB3031,"Limited-entry Alw (rifle) Bull Elk - Early - Box Elder, Pilot Mtn - Any Legal Weapon Page 240",,9,160,169,367;5;4;9;1;40;8;160;0;1;1;1;160;0,,Totals 367 5 4 9 1 in 40.8 Totals 160 0 1 1 1 in 160.0,res_nr_split,big_game_master,24_bg-odds.pdf,169,match
24_bg-odds.pdf,208,EB3032,"Limited-entry Alw (rifle) Bull Elk - Early - Cache, Meadowville - Any Legal Weapon Page 241",,4,38,42,114;2;2;4;1;28;5;38;0;1;1;1;38;0,,Totals 114 2 2 4 1 in 28.5 Totals 38 0 1 1 1 in 38.0,res_nr_split,big_game_master,24_bg-odds.pdf,42,match
24_bg-odds.pdf,209,EB3033,"Limited-entry Alw (rifle) Bull Elk - Late - Cache, Meadowville - Any Legal Weapon Page 242",,8,6,14,44;4;4;8;1;5;5;6;0;1;1;1;6;0,,Totals 44 4 4 8 1 in 5.5 Totals 6 0 1 1 1 in 6.0,res_nr_split,big_game_master,24_bg-odds.pdf,14,match
24_bg-odds.pdf,210,EB3036,"Limited-entry Alw (rifle) Bull Elk - Early - Cache, South - Any Legal Weapon Page 243",,2,95,97,800;1;1;2;1;400;0;95;0;1;1;1;95;0,,Totals 800 1 1 2 1 in 400.0 Totals 95 0 1 1 1 in 95.0,res_nr_split,big_game_master,24_bg-odds.pdf,97,match
24_bg-odds.pdf,211,EB3037,"Limited-entry Alw (rifle) Bull Elk - Late - Cache, South - Any Legal Weapon Page 244",,5,35,40,273;3;2;5;1;54;6;35;0;1;1;1;35;0,,Totals 273 3 2 5 1 in 54.6 Totals 35 0 1 1 1 in 35.0,res_nr_split,big_game_master,24_bg-odds.pdf,40,match
24_bg-odds.pdf,212,EB3038,Limited-entry Alw (rifle) Bull Elk - Early - Manti - Any Legal Weapon Page 245,,62,656,718,3076;31;31;62;1;49;6;656;3;3;6;1;109;3,,Totals 3076 31 31 62 1 in 49.6 Totals 656 3 3 6 1 in 109.3,res_nr_split,big_game_master,24_bg-odds.pdf,718,match
24_bg-odds.pdf,213,EB3039,Limited-entry Alw (rifle) Bull Elk - Late - Manti - Any Legal Weapon Page 246,,102,241,343,1147;51;51;102;1;11;2;241;6;5;11;1;21;9,,Totals 1147 51 51 102 1 in 11.2 Totals 241 6 5 11 1 in 21.9,res_nr_split,big_game_master,24_bg-odds.pdf,343,match
24_bg-odds.pdf,214,EB3042,"Limited-entry Alw (rifle) Bull Elk - Early - Fillmore, Pahvant - Any Legal Weapon Page 247",,7,363,370,853;4;3;7;1;121;9;363;0;1;1;1;363;0,,Totals 853 4 3 7 1 in 121.9 Totals 363 0 1 1 1 in 363.0,res_nr_split,big_game_master,24_bg-odds.pdf,370,match
24_bg-odds.pdf,215,EB3043,"Limited-entry Alw (rifle) Bull Elk - Late - Fillmore, Pahvant - Any Legal Weapon Page 248",,11,81,92,207;6;5;11;1;18;8;81;0;1;1;1;81;0,,Totals 207 6 5 11 1 in 18.8 Totals 81 0 1 1 1 in 81.0,res_nr_split,big_game_master,24_bg-odds.pdf,92,match
24_bg-odds.pdf,216,EB3044,"Limited-entry Alw (rifle) Bull Elk - Late - La Sal, Dolores Triangle - Any Legal Weapon Page 249",,6,98,104,108;3;3;6;1;18;0;98;0;1;1;1;98;0,,Totals 108 3 3 6 1 in 18.0 Totals 98 0 1 1 1 in 98.0,res_nr_split,big_game_master,24_bg-odds.pdf,104,match
24_bg-odds.pdf,217,EB3045,"Limited-entry Alw (rifle) Bull Elk - Early - La Sal, La Sal Mtns - Any Legal Weapon Page 250",,13,183,196,494;7;6;13;1;38;0;183;0;1;1;1;183;0,,Totals 494 7 6 13 1 in 38.0 Totals 183 0 1 1 1 in 183.0,res_nr_split,big_game_master,24_bg-odds.pdf,196,match
24_bg-odds.pdf,218,EB3046,"Limited-entry Alw (rifle) Bull Elk - Late - La Sal, La Sal Mtns - Any Legal Weapon Page 251",,24,73,97,163;12;12;24;1;6;8;73;1;1;2;1;36;5,,Totals 163 12 12 24 1 in 6.8 Totals 73 1 1 2 1 in 36.5,res_nr_split,big_game_master,24_bg-odds.pdf,97,match
24_bg-odds.pdf,219,EB3047,Limited-entry Alw (rifle) Bull Elk - Early - Monroe - Any Legal Weapon Page 252,,7,665,672,1327;4;3;7;1;189;6;665;0;1;1;1;665;0,,Totals 1327 4 3 7 1 in 189.6 Totals 665 0 1 1 1 in 665.0,res_nr_split,big_game_master,24_bg-odds.pdf,672,match
24_bg-odds.pdf,220,EB3048,Limited-entry Alw (rifle) Bull Elk - Late - Monroe - Any Legal Weapon Page 253,,12,127,139,299;6;6;12;1;24;9;127;0;1;1;1;127;0,,Totals 299 6 6 12 1 in 24.9 Totals 127 0 1 1 1 in 127.0,res_nr_split,big_game_master,24_bg-odds.pdf,139,match
24_bg-odds.pdf,221,EB3049,Limited-entry Alw (rifle) Bull Elk - Early - Mt Dutton - Any Legal Weapon Page 254,,6,227,233,564;3;3;6;1;94;0;227;0;1;1;1;227;0,,Totals 564 3 3 6 1 in 94.0 Totals 227 0 1 1 1 in 227.0,res_nr_split,big_game_master,24_bg-odds.pdf,233,match
24_bg-odds.pdf,222,EB3050,Limited-entry Alw (rifle) Bull Elk - Late - Mt Dutton - Any Legal Weapon Page 255,,10,182,192,301;5;5;10;1;30;1;182;0;1;1;1;182;0,,Totals 301 5 5 10 1 in 30.1 Totals 182 0 1 1 1 in 182.0,res_nr_split,big_game_master,24_bg-odds.pdf,192,match
24_bg-odds.pdf,223,EB3053,"Limited-entry Alw (rifle) Bull Elk - Mid - North Slope, Three Corners - Any Legal Weapon Page 256",,13,78,91,404;7;6;13;1;31;1;78;1;1;2;1;39;0,,Totals 404 7 6 13 1 in 31.1 Totals 78 1 1 2 1 in 39.0,res_nr_split,big_game_master,24_bg-odds.pdf,91,match
24_bg-odds.pdf,224,EB3056,Limited-entry Alw (rifle) Bull Elk - Early - Panguitch Lake - Any Legal Weapon Page 257,,5,0,5,999;3;2;5;1;199;8;0;0;0;0,,Totals 999 3 2 5 1 in 199.8 Totals 0 0 0 0 N/A,res_nr_split,big_game_master,24_bg-odds.pdf,5,match
24_bg-odds.pdf,225,EB3057,Limited-entry Alw (rifle) Bull Elk - Late - Panguitch Lake - Any Legal Weapon Page 258,,9,116,125,302;5;4;9;1;33;6;116;0;1;1;1;116;0,,Totals 302 5 4 9 1 in 33.6 Totals 116 0 1 1 1 in 116.0,res_nr_split,big_game_master,24_bg-odds.pdf,125,match
24_bg-odds.pdf,226,EB3063,Limited-entry Alw (rifle) Bull Elk - Early - Fishlake/thousand Lakes - Any Legal Weapon Page 259,,30,313,343,1111;15;15;30;1;37;0;313;2;1;3;1;104;3,,Totals 1111 15 15 30 1 in 37.0 Totals 313 2 1 3 1 in 104.3,res_nr_split,big_game_master,24_bg-odds.pdf,343,match
24_bg-odds.pdf,227,EB3064,Limited-entry Alw (rifle) Bull Elk - Mid - Fishlake/thousand Lakes - Any Legal Weapon Page 260,,90,178,268,578;45;45;90;1;6;4;178;5;4;9;1;19;8,,Totals 578 45 45 90 1 in 6.4 Totals 178 5 4 9 1 in 19.8,res_nr_split,big_game_master,24_bg-odds.pdf,268,match
24_bg-odds.pdf,228,EB3065,Limited-entry Alw (rifle) Bull Elk - Late - Fishlake/thousand Lakes - Any Legal Weapon Page 261,,51,121,172,498;26;25;51;1;9;8;121;3;2;5;1;24;2,,Totals 498 26 25 51 1 in 9.8 Totals 121 3 2 5 1 in 24.2,res_nr_split,big_game_master,24_bg-odds.pdf,172,match
24_bg-odds.pdf,229,EB3066,Limited-entry Alw (rifle) Bull Elk - Early - San Juan Bull Elk - Any Legal Weapon Page 262,,9,2030,2039,1485;5;4;9;1;165;0;2030;0;1;1;2030;0,,Totals 1485 5 4 9 1 in 165.0 Totals 2030 0 1 1 in 2030.0,res_nr_split,big_game_master,24_bg-odds.pdf,2039,match
24_bg-odds.pdf,230,EB3067,Limited-entry Alw (rifle) Bull Elk - Late - San Juan Bull Elk - Any Legal Weapon Page 263,,16,199,215,200;8;8;16;1;12;5;199;1;1;2;1;99;5,,Totals 200 8 8 16 1 in 12.5 Totals 199 1 1 2 1 in 99.5,res_nr_split,big_game_master,24_bg-odds.pdf,215,match
24_bg-odds.pdf,231,EB3068,Limited-entry Alw (rifle) Bull Elk - Early - Diamond Mtn - Any Legal Weapon Page 264,,7,157,164,432;4;3;7;1;61;7;157;0;1;1;1;157;0,,Totals 432 4 3 7 1 in 61.7 Totals 157 0 1 1 1 in 157.0,res_nr_split,big_game_master,24_bg-odds.pdf,164,match
24_bg-odds.pdf,232,EB3069,Limited-entry Alw (rifle) Bull Elk - Mid - Diamond Mtn - Any Legal Weapon Page 265,,24,83,107,285;12;12;24;1;11;9;83;2;1;3;1;27;7,,Totals 285 12 12 24 1 in 11.9 Totals 83 2 1 3 1 in 27.7,res_nr_split,big_game_master,24_bg-odds.pdf,107,match
