reported_hunt_year,model_target_year,source_family,species,hunt_code,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest,average_days,percent_success,hunter_satisfaction,male_harvest,female_harvest,unknown_harvest,total_harvest,quota,percent_female,percent_adult_male,percent_5plus,mean_age,spot_stalk_harvest,source_file,source_file_sha256,source_page,parse_status,data_quality_flags,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,raw_line,section
2022,2023,cougar_unit_summary,Cougar,,"Beaver, East",Cougar Unit Summary,,,,24,,,,10,14,,24,Unlimited,58,,14,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Beaver, East — Unlimited 10 14 24 0 — — 58 14",
2022,2023,cougar_unit_summary,Cougar,,"Beaver, West",Cougar Unit Summary,,,,4,,,,2,2,,4,Unlimited,50,,0,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Beaver, West — Unlimited 2 2 4 0 — — 50 0",
2022,2023,cougar_unit_summary,Cougar,,"Book Cliffs, East",Cougar Unit Summary,,,,15,,,,13,2,,15,Unlimited,13,,7,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Book Cliffs, East — Unlimited 13 2 15 0 — — 13 7",
2022,2023,cougar_unit_summary,Cougar,,"Book Cliffs, Rattlesnake Canyon/Nine Mile, South",Cougar Unit Summary,,,,0,,,,0,0,,0,Unlimited,,,,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"— Unlimited 0 0 0 0 — — — — /Nine Mile, South",
2022,2023,cougar_unit_summary,Cougar,,"Box Elder, Desert",Cougar Unit Summary,,,,7,,,,5,2,,7,17,29,,0,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Box Elder, Desert — 17 5 2 7 0 — 41 29 0",
2022,2023,cougar_unit_summary,Cougar,,"Box Elder, Pilot Mtn",Cougar Unit Summary,,,,0,,,,0,0,,0,6,,,,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Box Elder, Pilot Mtn — 6 0 0 0 0 — 0 — —",
2022,2023,cougar_unit_summary,Cougar,,"Box Elder, Raft River",Cougar Unit Summary,,9,,5,,56,,5,0,,5,,0,,0,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Box Elder, Raft River 9 — 5 0 5 0 56 — 0 0",
2022,2023,cougar_unit_summary,Cougar,,Cache,Cougar Unit Summary,,,,16,,,,5,11,,16,Unlimited,69,,0,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,Cache — Unlimited 5 11 16 0 — — 69 0,
2022,2023,cougar_unit_summary,Cougar,,"Central Mtns, Nebo",Cougar Unit Summary,,15,,12,,80,,7,5,,12,,42,,22,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Central Mtns, Nebo 15 — 7 5 12 0 80 — 42 22",
2022,2023,cougar_unit_summary,Cougar,,"Central Mtns, Nebo-West Face",Cougar Unit Summary,,,,8,,,,5,3,,8,Unlimited,38,,0,,0,9cb7bd59__cougar_2022.pdf,01a5685cba9cd0d5ee7bae701685c8fa32e192442878cc9c02c807da4ef7a880,12,parsed,UNIT_SUMMARY_NO_HUNT_CODE,true,true,false,"Central Mtns, Nebo-West Face — Unlimited 5 3 8 0 — — 38 0",
