hunt_code,reported_hunt_year,model_target_year,species,hunt_name,source_families,records_count,permits_sum,hunters_afield_sum,harvest_sum,success_percent_mean,average_days_mean,hunter_satisfaction_mean,male_harvest_sum,female_harvest_sum,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible
PB5059,2022,2023,Limited Entry Buck Pronghorn,"Nine Mile, Anthro-Myton Bench",le_oial_all,1,21.0,21.0,21.0,100.0,1.6,4.4,,,true,true,true
PB5060,2022,2023,Limited Entry Buck Pronghorn,"South Slope, Bonanza/Diamond Mtn",le_oial_all,1,13.0,13.0,12.0,91.7,1.8,4.5,,,true,true,true
PB5061,2022,2023,Limited Entry Buck Pronghorn,"Panguitch Lake/Zion, North",le_oial_all,1,7.0,7.0,7.0,100.0,1.6,4.6,,,true,true,true
PB5062,2022,2023,Limited Entry Buck Pronghorn,Pine Valley,le_oial_all,1,7.0,5.0,5.0,100.0,3.2,3.8,,,true,true,true
PB5063,2022,2023,Limited Entry Buck Pronghorn,"Plateau, Highlands",le_oial_all,1,21.0,21.0,19.0,89.5,1.9,4.1,,,true,true,true
PB5064,2022,2023,Limited Entry Buck Pronghorn,"Plateau, Highlands",le_oial_all,1,6.0,6.0,1.0,20.0,5.8,3.0,,,true,true,true
PB5065,2022,2023,Limited Entry Buck Pronghorn,"Fillmore, Oak Creek South",le_oial_all,1,10.0,10.0,7.0,66.7,2.0,3.4,,,true,true,true
PB5066,2022,2023,Limited Entry Buck Pronghorn,"North Slope, Three Corners/West Daggett",le_oial_all,1,9.0,9.0,8.0,88.9,1.7,4.6,,,true,true,true
PB5067,2022,2023,Limited Entry Buck Pronghorn,"Plateau, Highlands",le_oial_all,1,6.0,6.0,5.0,83.3,2.0,4.7,,,true,true,true
PB5072,2022,2023,Limited Entry Buck Pronghorn,"South Slope, Vernal",le_oial_all,1,14.0,13.0,12.0,92.3,2.5,4.1,,,true,true,true
PB5300,2022,2023,Limited Entry Buck Pronghorn,Antelope Creek,le_oial_all,1,9.0,8.0,8.0,100.0,1.7,4.3,,,true,true,true
PB5302,2022,2023,Limited Entry Buck Pronghorn,Deseret,le_oial_all,1,37.0,37.0,35.0,94.4,1.8,4.8,,,true,true,true
PB5303,2022,2023,Limited Entry Buck Pronghorn,Ensign Ranches,le_oial_all,1,5.0,5.0,5.0,100.0,3.0,5.0,,,true,true,true
PB5305,2022,2023,Limited Entry Buck Pronghorn,Park Valley,le_oial_all,1,3.0,3.0,2.0,50.0,1.0,4.0,,,true,true,true
PB5306,2022,2023,Limited Entry Buck Pronghorn,Rabbit Creek,le_oial_all,1,2.0,2.0,2.0,100.0,2.0,5.0,,,true,true,true
PB5307,2022,2023,Limited Entry Buck Pronghorn,RLF Deep Creek,le_oial_all,1,5.0,5.0,4.0,80.0,1.8,3.4,,,true,true,true
PB5309,2022,2023,Limited Entry Buck Pronghorn,Skull Valley South,le_oial_all,1,5.0,5.0,5.0,100.0,1.2,4.2,,,true,true,true
PB5311,2022,2023,Limited Entry Buck Pronghorn,The Rose of Snowville,le_oial_all,1,5.0,5.0,5.0,100.0,2.0,4.8,,,true,true,true
PB5312,2022,2023,Limited Entry Buck Pronghorn,TL Bar Ranch,le_oial_all,1,2.0,2.0,1.0,50.0,4.5,4.5,,,true,true,true
PB5313,2022,2023,Limited Entry Buck Pronghorn,West Willow Creek Ranch,le_oial_all,1,2.0,2.0,1.0,50.0,8.5,3.0,,,true,true,true
PB5314,2022,2023,Limited Entry Buck Pronghorn,Westlake,le_oial_all,1,8.0,8.0,8.0,100.0,1.0,4.6,,,true,true,true
PB5315,2022,2023,Limited Entry Buck Pronghorn,Zane,le_oial_all,1,5.0,5.0,3.0,50.0,1.8,4.0,,,true,true,true
PB5325,2022,2023,Limited Entry Buck Pronghorn,Allen Ranch,le_oial_all,1,3.0,3.0,0.0,0.0,1.0,3.0,,,true,true,true
PB5326,2022,2023,Limited Entry Buck Pronghorn,Cedar Springs,le_oial_all,1,2.0,2.0,2.0,100.0,2.5,4.0,,,true,true,true
PB5327,2022,2023,Limited Entry Buck Pronghorn,Cottonwood Ridge,le_oial_all,1,10.0,10.0,10.0,100.0,1.5,4.5,,,true,true,true
PB5328,2022,2023,Limited Entry Buck Pronghorn,Pahvant Ensign,le_oial_all,1,6.0,6.0,6.0,100.0,3.0,4.6,,,true,true,true
PB5329,2022,2023,Limited Entry Buck Pronghorn,Snowville Flat,le_oial_all,1,5.0,5.0,5.0,100.0,1.0,4.2,,,true,true,true
PB5330,2022,2023,Limited Entry Buck Pronghorn,George Creek,le_oial_all,1,2.0,2.0,2.0,100.0,2.0,5.0,,,true,true,true
PB5331,2022,2023,Limited Entry Buck Pronghorn,Mt Dutton/Paunsaugunt,le_oial_all,1,40.0,38.0,30.0,78.4,2.5,3.2,,,true,true,true
PB5332,2022,2023,Limited Entry Buck Pronghorn,Mt Dutton/Paunsaugunt,le_oial_all,1,10.0,10.0,7.0,66.7,4.9,4.2,,,true,true,true
PB5337,2022,2023,Limited Entry Buck Pronghorn,Heist,le_oial_all,1,5.0,5.0,1.0,25.0,4.2,3.0,,,true,true,true
PB5338,2022,2023,Limited Entry Buck Pronghorn,Castle Valley Outdooors,le_oial_all,1,2.0,2.0,2.0,100.0,1.5,4.0,,,true,true,true
PB5339,2022,2023,Limited Entry Buck Pronghorn,Iron Spring,le_oial_all,1,1.0,,,,,,,,true,true,true
PB5341,2022,2023,Limited Entry Buck Pronghorn,Sweetwater,le_oial_all,1,2.0,2.0,1.0,50.0,1.5,3.0,,,true,true,true
PD1000,2022,2023,Doe Pronghorn,"Box Elder, Snowville",antlerless,1,29.0,25.0,15.0,60.0,2.0,,,,true,true,true
PD1002,2022,2023,Doe Pronghorn,Cache/Morgan-South Rich/Ogden,antlerless,1,5.0,4.0,3.0,66.7,1.0,,,,true,true,true
PD1003,2022,2023,Doe Pronghorn,Cache/Morgan-South Rich/Ogden,antlerless,1,5.0,5.0,4.0,80.0,2.6,,,,true,true,true
PD1005,2022,2023,Doe Pronghorn,"North Slope, Summit",antlerless,1,5.0,5.0,5.0,100.0,1.8,,,,true,true,true
PD1007,2022,2023,Doe Pronghorn,"San Rafael, North-Cleveland",antlerless,1,5.0,5.0,4.0,80.0,1.2,,,,true,true,true
PD1008,2022,2023,Doe Pronghorn,"Southwest Desert, Milford Flat",antlerless,1,18.0,17.0,10.0,57.1,2.9,,,,true,true,true
PD1012,2022,2023,Doe Pronghorn,"Box Elder, Promontory",antlerless,1,20.0,12.0,3.0,25.0,3.2,,,,true,true,true
PD1014,2022,2023,CWMU Doe Pronghorn,RLF Deep Creek,antlerless,1,3.0,3.0,3.0,100.0,1.0,,,,true,true,true
PD1016,2022,2023,CWMU Doe Pronghorn,Zane,antlerless,1,10.0,8.0,5.0,66.7,5.0,,,,true,true,true
PD1017,2022,2023,Doe Pronghorn,"Box Elder, West",antlerless,1,19.0,15.0,6.0,40.0,1.9,,,,true,true,true
PD1022,2022,2023,CWMU Doe Pronghorn,TL Bar Ranch,antlerless,1,2.0,1.0,1.0,100.0,3.0,,,,true,true,true
PD1024,2022,2023,CWMU Doe Pronghorn,Snowville Flat,antlerless,1,2.0,2.0,2.0,100.0,1.0,,,,true,true,true
PD1025,2022,2023,CWMU Doe Pronghorn,Cottonwood Ridge,antlerless,1,9.0,9.0,9.0,100.0,1.8,,,,true,true,true
PD1026,2022,2023,CWMU Doe Pronghorn,Pahvant Ensign,antlerless,1,8.0,7.0,7.0,100.0,1.4,,,,true,true,true
PD1030,2022,2023,Doe Pronghorn,"San Rafael, North-Cleveland",antlerless,1,5.0,5.0,3.0,50.0,1.5,,,,true,true,true
PD1031,2022,2023,CWMU Doe Pronghorn,Westlake,antlerless,1,8.0,8.0,15.0,100.0,1.0,,,,true,true,true
PD1032,2022,2023,CWMU Doe Pronghorn,Antelope Creek,antlerless,1,8.0,8.0,8.0,100.0,1.0,,,,true,true,true
PD1033,2022,2023,Doe Pronghorn,"Central Mtns, Poison Springs Bench",antlerless,1,14.0,14.0,7.0,50.0,3.2,,,,true,true,true
PD1034,2022,2023,Doe Pronghorn,"Fillmore, Oak Creek South",antlerless,1,30.0,29.0,25.0,87.5,2.1,,,,true,true,true
PD1035,2022,2023,Doe Pronghorn,"Fillmore, Oak Creek South",antlerless,1,29.0,25.0,11.0,42.1,2.6,,,,true,true,true
PD1037,2022,2023,Doe Pronghorn,"North Slope, Three Corners",antlerless,1,5.0,4.0,3.0,66.7,1.7,,,,true,true,true
PD1038,2022,2023,Doe Pronghorn,"North Slope, West Daggett",antlerless,1,5.0,4.0,4.0,100.0,1.0,,,,true,true,true
PD1041,2022,2023,CWMU Doe Pronghorn,Heist,antlerless,1,10.0,10.0,3.0,25.0,2.1,,,,true,true,true
PD1043,2022,2023,Doe Pronghorn,"Nine Mile, Anthro-Pleasant Valley",antlerless,1,68.0,59.0,55.0,91.8,1.3,,,,true,true,true
PD1044,2022,2023,Doe Pronghorn,"South Slope, Vernal-Ouray Valley",antlerless,1,10.0,9.0,9.0,100.0,1.6,,,,true,true,true
RE1000,2022,2023,Ewe Bighorn Sheep,"Box Elder, Newfoundland Mtn",antlerless,1,5.0,5.0,4.0,80.0,1.4,,,,true,true,true
RS0001,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,Statewide Permit,le_oial_all,1,2.0,2.0,2.0,100.0,3.5,5.0,,,true,true,true
RS1001,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Book Cliffs, South",le_oial_all,1,1.0,1.0,1.0,100.0,4.0,5.0,,,true,true,true
RS1002,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",le_oial_all,1,1.0,1.0,1.0,100.0,1.0,5.0,,,true,true,true
RS1003,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",le_oial_all,1,1.0,1.0,1.0,100.0,3.0,5.0,,,true,true,true
RS1004,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",le_oial_all,1,1.0,1.0,1.0,100.0,17.0,5.0,,,true,true,true
RS1005,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",le_oial_all,1,1.0,1.0,1.0,100.0,4.0,4.0,,,true,true,true
RS1006,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",le_oial_all,1,1.0,1.0,1.0,100.0,4.0,5.0,,,true,true,true
RS1007,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Oquirrh-Stansbury, West",le_oial_all,1,1.0,1.0,1.0,100.0,1.0,5.0,,,true,true,true
RS6701,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Book Cliffs, South",le_oial_all,1,5.0,5.0,5.0,100.0,7.2,4.8,,,true,true,true
RS6703,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",le_oial_all,1,6.0,6.0,6.0,100.0,1.4,5.0,,,true,true,true
RS6704,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",le_oial_all,1,5.0,5.0,5.0,100.0,3.2,4.8,,,true,true,true
RS6708,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"North Slope, Three Corners",le_oial_all,1,2.0,2.0,2.0,100.0,8.0,5.0,,,true,true,true
RS6709,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"North Slope, Summit/West Daggett",le_oial_all,1,3.0,3.0,3.0,100.0,12.0,4.7,,,true,true,true
RS6712,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Nine Mile, Gray Canyon",le_oial_all,1,4.0,4.0,3.0,75.0,15.5,3.8,,,true,true,true
RS6713,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Nine Mile, Jack Creek",le_oial_all,1,2.0,2.0,2.0,100.0,9.5,5.0,,,true,true,true
RS6720,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",le_oial_all,1,7.0,7.0,7.0,100.0,4.0,4.9,,,true,true,true
RS6721,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Oquirrh-Stansbury, West",le_oial_all,1,4.0,4.0,4.0,100.0,5.8,5.0,,,true,true,true
RS6722,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",le_oial_all,1,3.0,3.0,3.0,100.0,11.0,4.7,,,true,true,true
RS6724,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",le_oial_all,1,3.0,3.0,3.0,100.0,2.5,5.0,,,true,true,true
RS6725,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Central Mtns, Nebo",le_oial_all,1,2.0,2.0,2.0,100.0,6.0,5.0,,,true,true,true
RS6726,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",le_oial_all,1,7.0,7.0,7.0,100.0,1.9,4.9,,,true,true,true
RS6727,2022,2023,Once-in-a-Lifetime Rocky Mountain Bighorn Sheep,"Fillmore, Oak Creek",le_oial_all,1,3.0,3.0,3.0,100.0,7.3,4.7,,,true,true,true
