source_no,permit_class,source_year_range,model_target_year,species_raw,species,hunt_family,area,condition,value,organization,permit_total,source_file,selected_hunt_code,possible_hunt_codes,match_method,match_confidence,match_notes,allocation_cycle_years,permit_applies_each_year,permit_count_per_year,permit_count_2025,permit_count_2026,permit_count_2027,permit_year_instances_2025_2027,interpretation,manual_review_reason
182,conservation,2025-2027,2026,Elk,Elk,Elk,Nebo/San Pitch Mtns,Hunter's Choice,35500.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
186,conservation,2025-2027,2026,Elk,Elk,Elk,Panguitch Lake,Hunter's Choice,60833.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
191,conservation,2025-2027,2026,Elk,Elk,Elk,San Juan Bull Elk,Hunter's Choice,66250.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=74; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
195,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Archery,20166.67,UAA,1.0,2025-27 Conservation Permits.xlsx,,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
196,conservation,2025-2027,2026,Elk,Elk,Elk,"Southwest Desert, South",Hunter's Choice,28333.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=78; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
202,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Archery,8416.67,WCF,1.0,2025-27 Conservation Permits.xlsx,,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
203,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Hunter's Choice,28291.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
204,conservation,2025-2027,2026,Elk,Elk,Elk,Wasatch Mtns,Hunter's Choice,28291.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
214,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Beaver (early),"Any Legal Weapon, early",32000.0,UWSF,1.0,2025-27 Conservation Permits.xlsx,,GO6800|GO6801|GO6822,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=36; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
217,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Nebo,Any Legal Weapon,22666.67,UWSF,1.0,2025-27 Conservation Permits.xlsx,,GO6803|GO6821,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
218,conservation,2025-2027,2026,Mountain Goat,Mountain Goat,Mountain Goat,Nebo,Archery,16000.0,UAA,1.0,2025-27 Conservation Permits.xlsx,,GO6803|GO6821,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=62; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
221,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Beaver,Hunter's Choice,5641.67,UAA,1.0,2025-27 Conservation Permits.xlsx,,PB5000|PB5025,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
222,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Beaver,Hunter's Choice,5641.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5000|PB5025,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=66; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
223,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,DSC,1.0,2025-27 Conservation Permits.xlsx,,PB5001|PB5026,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
224,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5001|PB5026,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
225,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, Bitter Creek",Any Legal Weapon,3275.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5001|PB5026,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
226,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,4833.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5002|PB5027,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
227,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Book Cliffs, South",Any Legal Weapon,4833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5002|PB5027,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
228,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Promontory",Any Legal Weapon,3833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5003|PB5028,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
229,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Puddle Valley",Any Legal Weapon,4916.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5004|PB5029,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
230,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,2858.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5005|PB5030|PB5080,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
231,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, Snowville",Any Legal Weapon,2858.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5005|PB5030|PB5080,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
232,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,2758.33,UHA,1.0,2025-27 Conservation Permits.xlsx,,PB5006|PB5031|PB5079,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
233,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Box Elder, West",Any Legal Weapon,2758.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5006|PB5031|PB5079,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
234,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5008|PB5033|PB5065,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
235,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5008|PB5033|PB5065,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
236,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Fillmore, Oak Creek South",Any Legal Weapon,10833.33,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5008|PB5033|PB5065,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
237,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"La Sal, Potash/South Cisco",Any Legal Weapon,2750.0,UHA,1.0,2025-27 Conservation Permits.xlsx,,PB5009|PB5035,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
238,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,3491.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5331|PB5332,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
239,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Mt Dutton/Paunsaugunt,Any Legal Weapon,3491.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5331|PB5332,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
240,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5011|PB5037|PB5059,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
241,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,WCF,1.0,2025-27 Conservation Permits.xlsx,,PB5011|PB5037|PB5059,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
242,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5011|PB5037|PB5059,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
243,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5011|PB5037|PB5059,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
244,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,WCF,1.0,2025-27 Conservation Permits.xlsx,,PB5011|PB5037|PB5059,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
245,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5011|PB5037|PB5059,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
246,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,4133.33,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5011|PB5037|PB5059,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=98; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
247,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Nine Mile, Range Creek",Any Legal Weapon,7416.67,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5038|PB5053,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=86; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
249,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5012|PB5040|PB5066,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=102; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
250,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5012|PB5040|PB5066,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=102; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
251,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"North Slope, Three Corners/West Daggett",Any Legal Weapon,4791.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5012|PB5040|PB5066,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=102; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
252,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,3583.33,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5041|PB5054|PB5061,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
253,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"Panguitch Lake/Zion, North",Any Legal Weapon,3583.33,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5041|PB5054|PB5061,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=94; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
254,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5076|PB5077|PB5078,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
255,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5076|PB5077|PB5078,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
256,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5076|PB5077|PB5078,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
257,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Parker Mtn,Any Legal Weapon,5000.0,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5076|PB5077|PB5078,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
258,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,4416.67,MDF,1.0,2025-27 Conservation Permits.xlsx,,PB5013|PB5042|PB5062,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
259,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,Pine Valley,Any Legal Weapon,4416.67,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5013|PB5042|PB5062,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=70; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
260,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5015|PB5046|PB5056,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
261,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,NWTF,1.0,2025-27 Conservation Permits.xlsx,,PB5015|PB5046|PB5056,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
262,conservation,2025-2027,2026,Pronghorn,Pronghorn,Pronghorn,"San Rafael, North",Any Legal Weapon,10002.78,SFW,1.0,2025-27 Conservation Permits.xlsx,,PB5015|PB5046|PB5056,AMBIGUOUS_AREA_CONDITION,MEDIUM,Multiple similar active hunt-code candidates; top score=82; manual selection needed for final code-level assignment.,2025|2026|2027,True,1.0,1.0,1.0,1.0,3.0,"one permit per row per year for 2025, 2026, and 2027","Conservation row applies annually in 2025, 2026, and 2027 but cannot be assigned to a single hunt code without review."
