source_file,source_sha256,source_page,source_report_page,hunt_code,hunt_name,code_prefix,raw_hunt_line
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,155,171,DB1297,Cwmu Buck Deer - Stillman Creek Ranch - Any Legal Weapon,DB,Hunt: DB1297 Cwmu Buck Deer - Stillman Creek Ranch - Any Legal Weapon Page 171
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,156,172,DB1298,Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon,DB,Hunt: DB1298 Cwmu Buck Deer - Strawberry Ridge - Any Legal Weapon Page 172
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,157,173,DB1299,Cwmu Buck Deer - Summit Point - Any Legal Weapon,DB,Hunt: DB1299 Cwmu Buck Deer - Summit Point - Any Legal Weapon Page 173
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,158,174,DB1300,Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon,DB,Hunt: DB1300 Cwmu Buck Deer - Thatcher Mountain - Any Legal Weapon Page 174
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,159,175,DB1301,Cwmu Buck Deer - Three C - Any Legal Weapon,DB,Hunt: DB1301 Cwmu Buck Deer - Three C - Any Legal Weapon Page 175
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,160,176,DB1303,Cwmu Buck Deer - North Peaks - Any Legal Weapon,DB,Hunt: DB1303 Cwmu Buck Deer - North Peaks - Any Legal Weapon Page 176
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,161,177,DB1304,Cwmu Buck Deer - Two Bear - Any Legal Weapon,DB,Hunt: DB1304 Cwmu Buck Deer - Two Bear - Any Legal Weapon Page 177
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,162,178,DB1305,Cwmu Buck Deer - Wallsburg - Any Legal Weapon,DB,Hunt: DB1305 Cwmu Buck Deer - Wallsburg - Any Legal Weapon Page 178
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,163,179,DB1306,Cwmu Buck Deer - Washakie - Any Legal Weapon,DB,Hunt: DB1306 Cwmu Buck Deer - Washakie - Any Legal Weapon Page 179
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,164,180,DB1307,Cwmu Buck Deer - Weber Florence Creek - Any Legal Weapon,DB,Hunt: DB1307 Cwmu Buck Deer - Weber Florence Creek - Any Legal Weapon Page 180
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,165,181,DB1308,Cwmu Buck Deer - West Hills - Any Legal Weapon,DB,Hunt: DB1308 Cwmu Buck Deer - West Hills - Any Legal Weapon Page 181
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,166,182,DB1309,Cwmu Buck Deer - West Willow Creek Ranch - Any Legal Weapon,DB,Hunt: DB1309 Cwmu Buck Deer - West Willow Creek Ranch - Any Legal Weapon Page 182
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,167,183,DB1310,Cwmu Buck Deer - White's Valley - Any Legal Weapon,DB,Hunt: DB1310 Cwmu Buck Deer - White's Valley - Any Legal Weapon Page 183
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,168,184,DB1312,Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon,DB,Hunt: DB1312 Cwmu Buck Deer - Woodruff Creek South - Any Legal Weapon Page 184
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,169,185,DB1317,Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon,DB,Hunt: DB1317 Cwmu Buck Deer - Jacob's Creek - Any Legal Weapon Page 185
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,170,186,DB1320,Cwmu Buck Deer - Deer Creek - Any Legal Weapon,DB,Hunt: DB1320 Cwmu Buck Deer - Deer Creek - Any Legal Weapon Page 186
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,171,187,DB1322,Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon,DB,Hunt: DB1322 Cwmu Buck Deer - Pahvant Ensign - Any Legal Weapon Page 187
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,172,188,DB1324,Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon,DB,Hunt: DB1324 Cwmu Buck Deer - Royal Ivory Outfitters - Any Legal Weapon Page 188
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,173,189,DB1325,Cwmu Buck Deer - Double Cone - Any Legal Weapon,DB,Hunt: DB1325 Cwmu Buck Deer - Double Cone - Any Legal Weapon Page 189
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,174,190,DB1326,Cwmu Buck Deer - Rosette - Any Legal Weapon,DB,Hunt: DB1326 Cwmu Buck Deer - Rosette - Any Legal Weapon Page 190
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,175,191,DB1327,Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon,DB,Hunt: DB1327 Cwmu Buck Deer - Mountain Sky Ranch - Any Legal Weapon Page 191
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,176,192,DB1328,Cwmu Buck Deer - Clear Creek - Any Legal Weapon,DB,Hunt: DB1328 Cwmu Buck Deer - Clear Creek - Any Legal Weapon Page 192
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,177,193,DB1330,Cwmu Buck Deer - Iron Spring - Any Legal Weapon,DB,Hunt: DB1330 Cwmu Buck Deer - Iron Spring - Any Legal Weapon Page 193
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,178,194,DB1331,Cwmu Buck Deer - Raft River - Any Legal Weapon,DB,Hunt: DB1331 Cwmu Buck Deer - Raft River - Any Legal Weapon Page 194
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,179,195,DB1332,Cwmu Buck Deer - West Ridge - Any Legal Weapon,DB,Hunt: DB1332 Cwmu Buck Deer - West Ridge - Any Legal Weapon Page 195
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,180,196,DB1333,Cwmu Buck Deer - 5s - Any Legal Weapon,DB,Hunt: DB1333 Cwmu Buck Deer - 5s - Any Legal Weapon Page 196
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,181,197,DB1334,Cwmu Cactus Buck Deer - Alton - Any Legal Weapon,DB,Hunt: DB1334 Cwmu Cactus Buck Deer - Alton - Any Legal Weapon Page 197
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,182,198,DB1335,Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon,DB,Hunt: DB1335 Cwmu Buck Deer - Big Piney Ranch - Any Legal Weapon Page 198
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,183,199,DB1336,Cwmu Buck Deer - First Light - Any Legal Weapon,DB,Hunt: DB1336 Cwmu Buck Deer - First Light - Any Legal Weapon Page 199
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,184,200,DB1337,Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon,DB,Hunt: DB1337 Cwmu Buck Deer - Little Pole Canyon - Any Legal Weapon Page 200
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,185,201,DB1338,Cwmu Buck Deer - Sweetwater - Any Legal Weapon,DB,Hunt: DB1338 Cwmu Buck Deer - Sweetwater - Any Legal Weapon Page 201
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,186,202,DB1339,Cwmu Buck Deer - Double J Valley - Any Legal Weapon,DB,Hunt: DB1339 Cwmu Buck Deer - Double J Valley - Any Legal Weapon Page 202
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,187,203,DB1340,Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon,DB,Hunt: DB1340 Cwmu Buck Deer - Tunnel Hollow - Any Legal Weapon Page 203
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,188,204,DB1341,Cwmu Buck Deer - Dry Creek - Any Legal Weapon,DB,Hunt: DB1341 Cwmu Buck Deer - Dry Creek - Any Legal Weapon Page 204
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,189,205,DB1342,Cwmu Buck Deer - Faust Valley - Any Legal Weapon,DB,Hunt: DB1342 Cwmu Buck Deer - Faust Valley - Any Legal Weapon Page 205
pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf,4188e4c1b712ec1c4973b735b6cb06e489680f15a1b2011857046b49707efabf,190,206,DB1343,Cwmu Buck Deer - Red Iron - Any Legal Weapon,DB,Hunt: DB1343 Cwmu Buck Deer - Red Iron - Any Legal Weapon Page 206
