expo_row_id,source_year,permit_class,description,normalized_description_key,expo_permits,selected_hunt_code,match_status,match_confidence,match_notes,draw_2025_public_permits,harvest_report_2025_total_permits,rac_2026_total_permits,draw_2025_plus_expo,harvest_2025_minus_draw_plus_expo,rac_2026_minus_draw_plus_expo,source_hunt_name,source_weapon,discrepancy_flags,final_assignment_type,selected_boundary_id,component_hunt_codes,user_rule_applied,issue_class
69,2025,expo,"Bull Elk - Limited Entry - Any Weapon (mid) - Southwest Desert, South - Permits: 2","Bull Elk - Limited Entry - Any Weapon (mid) - Southwest Desert, South",2,EB3198,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,46.0,49.0,51.0,48.0,1.0,3.0,Southwest Desert South,Mid Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
70,2025,expo,"Bull Elk - Limited Entry - Any Weapon (late) - Southwest Desert, South - Permits: 1","Bull Elk - Limited Entry - Any Weapon (late) - Southwest Desert, South",1,EB3152,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,27.0,30.0,29.0,28.0,2.0,1.0,Southwest Desert South,Late Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
71,2025,expo,"Bull Elk - Limited Entry - Archery - Southwest Desert, South - Permits: 1","Bull Elk - Limited Entry - Archery - Southwest Desert, South",1,EB3146,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,40.0,43.0,43.0,41.0,2.0,2.0,Southwest Desert South,Archery,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
72,2025,expo,Bull Elk - Limited Entry - Any Weapon (early) - Wasatch Mtns - Permits: 3,Bull Elk - Limited Entry - Any Weapon (early) - Wasatch Mtns,3,EB3072,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,71.0,76.0,60.0,74.0,2.0,-14.0,Wasatch Mtns,Early Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
73,2025,expo,Bull Elk - Limited Entry - Any Weapon (mid) - Wasatch Mtns - Permits: 4,Bull Elk - Limited Entry - Any Weapon (mid) - Wasatch Mtns,4,EB3127,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,211.0,215.0,172.0,215.0,0.0,-43.0,Wasatch Mtns,Mid Any Legal Weapon,RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,YEAR_TO_YEAR_QUOTA_CHANGE_OR_MISSING_OVERLAY
74,2025,expo,Bull Elk - Limited Entry - Any Weapon (late) - Wasatch Mtns - Permits: 3,Bull Elk - Limited Entry - Any Weapon (late) - Wasatch Mtns,3,EB3073,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,121.0,124.0,99.0,124.0,0.0,-25.0,Wasatch Mtns,Late Any Legal Weapon,RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,YEAR_TO_YEAR_QUOTA_CHANGE_OR_MISSING_OVERLAY
75,2025,expo,Bull Elk - Limited Entry - Archery - Wasatch Mtns - Permits: 6,Bull Elk - Limited Entry - Archery - Wasatch Mtns,6,EB3022,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,176.0,182.0,145.0,182.0,0.0,-37.0,Wasatch Mtns,Archery,RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,YEAR_TO_YEAR_QUOTA_CHANGE_OR_MISSING_OVERLAY
77,2025,expo,Bull Elk - Limited Entry - Muzzleloader - Wasatch Mtns - Permits: 4,Bull Elk - Limited Entry - Muzzleloader - Wasatch Mtns,4,EB3100,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,105.0,109.0,87.0,109.0,0.0,-22.0,Wasatch Mtns,Muzzleloader,RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,YEAR_TO_YEAR_QUOTA_CHANGE_OR_MISSING_OVERLAY
78,2025,expo,Bull Elk - Limited Entry - Multi-Season - Wasatch Mtns - Permits: 1,Bull Elk - Limited Entry - Multi-Season - Wasatch Mtns,1,EB3124,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,21.0,24.0,17.0,22.0,2.0,-5.0,Wasatch Mtns,Multiseason,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
82,2025,expo,Buck Pronghorn - Limited Entry - Any Weapon - Beaver - Permits: 1,Buck Pronghorn - Limited Entry - Any Weapon - Beaver,1,PB5025,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,43.0,46.0,48.0,44.0,2.0,4.0,Beaver,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
83,2025,expo,"Buck Pronghorn - Limited Entry - Any Weapon - Book Cliffs, Bitter Creek - Permits: 1","Buck Pronghorn - Limited Entry - Any Weapon - Book Cliffs, Bitter Creek",1,PB5026,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,55.0,58.0,56.0,56.0,2.0,0.0,"Book Cliffs, Bitter Creek",Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
85,2025,expo,"Buck Pronghorn - Limited Entry - Any Weapon - Fillmore, Oak Creek South - Permits: 2","Buck Pronghorn - Limited Entry - Any Weapon - Fillmore, Oak Creek South",2,PB5033,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,43.0,48.0,51.0,45.0,3.0,6.0,"Fillmore, Oak Creek South",Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
86,2025,expo,"Buck Pronghorn - Limited Entry - Archery - Fillmore, Oak Creek South - Permits: 1","Buck Pronghorn - Limited Entry - Archery - Fillmore, Oak Creek South",1,PB5008,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,14.0,15.0,17.0,15.0,0.0,2.0,"Fillmore, Oak Creek South",Archery,RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,YEAR_TO_YEAR_QUOTA_CHANGE_OR_MISSING_OVERLAY
87,2025,expo,Buck Pronghorn - Limited Entry - Any Weapon - Mt Dutton/Paunsaugunt - Permits: 1,Buck Pronghorn - Limited Entry - Any Weapon - Mt Dutton/Paunsaugunt,1,PB5331,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,15.0,24.0,15.0,16.0,8.0,-1.0,Mt Dutton/Paunsaugunt,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
88,2025,expo,"Buck Pronghorn - Limited Entry - Any Weapon - Nine Mile, Anthro-Myton Bench - Permits: 3","Buck Pronghorn - Limited Entry - Any Weapon - Nine Mile, Anthro-Myton Bench",3,PB5037,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,96.0,104.0,99.0,99.0,5.0,0.0,"Nine Mile, Anthro-Myton Bench",Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
89,2025,expo,"Buck Pronghorn - Limited Entry - Archery - Nine Mile, Anthro-Myton Bench - Permits: 1","Buck Pronghorn - Limited Entry - Archery - Nine Mile, Anthro-Myton Bench",1,PB5011,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,32.0,32.0,33.0,33.0,-1.0,0.0,"Nine Mile, Anthro-Myton Bench",Archery,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
90,2025,expo,"Buck Pronghorn - Limited Entry - Muzzleloader - Nine Mile, Anthro-Myton Bench - Permits: 1","Buck Pronghorn - Limited Entry - Muzzleloader - Nine Mile, Anthro-Myton Bench",1,PB5059,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,32.0,32.0,33.0,33.0,-1.0,0.0,"Nine Mile, Anthro-Myton Bench",Muzzleloader,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
91,2025,expo,Buck Pronghorn - Limited Entry - Any Weapon - Parker Mtn - Permits: 1,Buck Pronghorn - Limited Entry - Any Weapon - Parker Mtn,1,PB5076,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,79.0,82.0,150.0,80.0,2.0,70.0,Parker Mtn,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
92,2025,expo,Buck Pronghorn - Limited Entry - Archery - Parker Mtn - Permits: 1,Buck Pronghorn - Limited Entry - Archery - Parker Mtn,1,PB5077,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,48.0,56.0,50.0,49.0,7.0,1.0,Parker Mtn,Archery,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
93,2025,expo,Buck Pronghorn - Limited Entry - Any Weapon - Pine Valley - Permits: 1,Buck Pronghorn - Limited Entry - Any Weapon - Pine Valley,1,PB5042,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,22.0,24.0,23.0,23.0,1.0,0.0,Pine Valley,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
94,2025,expo,"Buck Pronghorn - Limited Entry - Any Weapon - San Rafael, North - Permits: 4","Buck Pronghorn - Limited Entry - Any Weapon - San Rafael, North",4,PB5046,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,62.0,71.0,69.0,66.0,5.0,3.0,"San Rafael, North",Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
95,2025,expo,"Buck Pronghorn - Limited Entry - Archery - San Rafael, North - Permits: 1","Buck Pronghorn - Limited Entry - Archery - San Rafael, North",1,PB5015,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,21.0,21.0,23.0,22.0,-1.0,1.0,"San Rafael, North",Archery,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
96,2025,expo,"Buck Pronghorn - Limited Entry - Muzzleloader - San Rafael, North - Permits: 1","Buck Pronghorn - Limited Entry - Muzzleloader - San Rafael, North",1,PB5056,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,21.0,23.0,23.0,22.0,1.0,1.0,"San Rafael, North",Muzzleloader,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
97,2025,expo,Buck Pronghorn - Limited Entry - Any Weapon - Southwest Desert - Permits: 3,Buck Pronghorn - Limited Entry - Any Weapon - Southwest Desert,3,PB5049,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,102.0,112.0,105.0,105.0,7.0,0.0,Southwest Desert,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
100,2025,expo,"Buck Pronghorn - Limited Entry - Any Weapon - West Desert, Riverbed - Permits: 1","Buck Pronghorn - Limited Entry - Any Weapon - West Desert, Riverbed",1,PB5050,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,73.0,78.0,81.0,74.0,4.0,7.0,"West Desert, Riverbed",Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
101,2025,expo,Bull Moose - Once-in-a-lifetime - - Wasatch Mtns/Central Mtns - Permits: 2,Bull Moose - Once-in-a-lifetime - - Wasatch Mtns/Central Mtns,2,MB6011,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,20.0,23.0,22.0,22.0,1.0,0.0,Wasatch Mtns/Central Mtns,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
104,2025,expo,"Bison - Once-in-a-lifetime - - Book Cliffs, Bitter Creek - Cow Only - Permits: 1","Bison - Once-in-a-lifetime - - Book Cliffs, Bitter Creek - Cow Only",1,BI6536,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,2.0,3.0,15.0,3.0,0.0,12.0,"Book Cliffs, Bitter Creek",Any Legal Weapon,RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,YEAR_TO_YEAR_QUOTA_CHANGE_OR_MISSING_OVERLAY
105,2025,expo,Bison - Once-in-a-lifetime - - Henry Mtns - Cow Only (early) - Permits: 1,Bison - Once-in-a-lifetime - - Henry Mtns - Cow Only (early),1,BI6505,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,28.0,28.0,11.0,29.0,-1.0,-18.0,Henry Mtns,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
115,2025,expo,"Desert Bighorn Sheep - Once-in-a-lifetime - - Kaiparowits, East - Permits: 1","Desert Bighorn Sheep - Once-in-a-lifetime - - Kaiparowits, East",1,DS6601,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,11.0,13.0,13.0,12.0,1.0,1.0,"Kaiparowits, East",Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO|RAC_2026_NOT_EQUAL_2025_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
117,2025,expo,"Rocky Mtn. Bighorn Sheep - Once-in-a-lifetime - - Box Elder, Newfoundland Mtn (early) - Permits: 1","Rocky Mtn. Bighorn Sheep - Once-in-a-lifetime - - Box Elder, Newfoundland Mtn (early)",1,RS6703,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,3.0,5.0,4.0,4.0,1.0,0.0,"Box Elder, Newfoundland Mtn",Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
120,2025,expo,Mountain Goat - Once-in-a-lifetime - Hunter Choice - Beaver Early - Permits: 1,Mountain Goat - Once-in-a-lifetime - Hunter Choice - Beaver Early,1,GO6800,MATCHED,HIGH,Mapped by species/area/weapon/season text to official hunt code.,8.0,10.0,9.0,9.0,1.0,0.0,Beaver,Any Legal Weapon,HARVEST_2025_PERMITS_NOT_EQUAL_DRAW_PLUS_EXPO,,,,,PERMIT_TOTAL_RECONCILIATION_REVIEW
