reported_hunt_year,model_target_year,source_family,species,hunt_code,hunt_name,hunt_type,weapon,permits,hunters_afield,harvest,average_days,percent_success,hunter_satisfaction,male_harvest,female_harvest,unknown_harvest,total_harvest,quota,percent_female,percent_adult_male,percent_5plus,mean_age,spot_stalk_harvest,source_file,source_file_sha256,source_page,parse_status,data_quality_flags,do_not_use_for_permit_quota,do_not_use_directly_for_p_draw,trend_feature_eligible,raw_line,section
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI0001,Antelope Island,OIAL,Any Legal Weapon,5,5,5,1.0,100.0,4.8,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI0001 Antelope Island OIAL Any Legal Weapon 5 5 5 1.0 100.0 4.8,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI1000,Bison - Statewide Permit,Sportsman,Any Legal Weapon,2,,,,,,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI1000 Bison - Statewide Permit Sportsman Any Legal Weapon 2 No Data,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6500,Antelope Island,OIAL,Any Legal Weapon,2,2,2,1.0,100.0,5.0,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6500 Antelope Island OIAL Any Legal Weapon 2 2 2 1.0 100.0 5.0,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6503,Henry Mtns,OIAL,Any Legal Weapon,12,12,11,3.3,90.9,4.1,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6503 Henry Mtns OIAL Any Legal Weapon 12 12 11 3.3 90.9 4.1,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6504,Henry Mtns,OIAL,Any Legal Weapon,14,14,10,4.5,71.4,3.6,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6504 Henry Mtns OIAL Any Legal Weapon 14 14 10 4.5 71.4 3.6,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6505,Henry Mtns,OIAL,Any Legal Weapon,17,14,9,4.5,66.7,3.7,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6505 Henry Mtns OIAL Any Legal Weapon 17 14 9 4.5 66.7 3.7,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6506,Henry Mtns,OIAL,Any Legal Weapon,14,14,6,7.4,41.7,2.6,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6506 Henry Mtns OIAL Any Legal Weapon 14 14 6 7.4 41.7 2.6,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6509,Henry Mtns,OIAL,Archery,4,4,4,7.0,100.0,5.0,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6509 Henry Mtns OIAL Archery 4 4 4 7.0 100.0 5.0,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6516,Henry Mtns,OIAL,Any Legal Weapon,12,12,10,3.7,81.8,4.2,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6516 Henry Mtns OIAL Any Legal Weapon 12 12 10 3.7 81.8 4.2,2022 Once-in-a-Lifetime Bison
2022,2023,le_oial_all,Once-in-a-Lifetime Bison,BI6527,Nine Mile,OIAL,Any Legal Weapon,37,30,30,6.6,100.0,4.4,,,,,,,,,,,968EFF87__2022_le_oial_all.pdf,0702a54e809448d49b9d6a4b21a8af957ce8b361d103f765484bbdd3ae1d5b5a,1,parsed,,true,true,true,BI6527 Nine Mile OIAL Any Legal Weapon 37 30 30 6.6 100.0 4.4,2022 Once-in-a-Lifetime Bison
