Hunt Name,Hunt Code,Sex,Species,Weapon,Hunt Type,Season,Non Res,Res,Total,Permit Status,Source Authority,Source File,Data Status,Note
Rocky Mountain Bighorn Sheep - Statewide Permit,RS0001,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Statewide,"Sept 1 - Dec 31, 2026",0,1,1,FULL_SPLIT,Utah DWR 2025-2027 Conservation Permit Database,conservation-permit-hunt-table-2025-27.csv,COMPLETE,Permit count 1 pulled from Utah DWR 2025-2027 Conservation Permit Database; source row 295 for Statewide.
Antelope Island Conservation,RS1000,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Once-in-a-lifetime,Nov 9 2026 - Nov 16 2026,,,,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR source confirms the hunt code and season; no public resident/nonresident quota or permit total was published for this reference row.
"Book Cliffs, South",RS1001,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,"Nov 1 - Dec 31, 2025",0,1,1,FULL_SPLIT,Utah DWR 2025-2027 Conservation Permit Database,conservation-permit-hunt-table-2025-27.csv,COMPLETE,"Permit count 1 pulled from Utah DWR 2025-2027 Conservation Permit Database; source row 290 for Book Cliffs, South."
"Box Elder, Newfoundland Mtn",RS1003,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,"Oct 25 - Dec 31, 2025",0,1,1,FULL_SPLIT,Utah DWR 2025-2027 Conservation Permit Database,conservation-permit-hunt-table-2025-27.csv,COMPLETE,"Permit count 1 pulled from Utah DWR 2025-2027 Conservation Permit Database; source row 292 for Box Elder, Newfoundland Mtns (late)."
"Nine Mile, Gray Canyon",RS1006,Male Only,Rocky Mountain Bighorn Sheep,Any Legal Weapon,Conservation,"Nov 1 - Dec 31, 2025",0,1,1,FULL_SPLIT,Utah DWR 2025-2027 Conservation Permit Database,conservation-permit-hunt-table-2025-27.csv,COMPLETE,"Permit count 1 pulled from Utah DWR 2025-2027 Conservation Permit Database; source row 294 for Nine Mile, Gray Canyon."
Nine Mile,BI6527,Hunters Choice,Bison,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026",,,,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR source confirms the hunt code and season; no public resident/nonresident quota or permit total was published for this reference row.
"Nine Mile, Private Lands Only",BI6538,Hunters Choice,Bison,Any Legal Weapon,General Season,"Aug 1, 2025 - Jan 31, 2026 | Harvest survey due by Feb 15, 2026 Visit: http://wildlife.utah.gov/harvest to submit your survey",,,,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR source confirms the hunt code and season; no public resident/nonresident quota or permit total was published for this reference row.
Elk Extended Archery,EX1000,Hunters Choice,Elk,Archery,Extended Archery,"Aug 16 - Dec 15, 2025",,,,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR source confirms the hunt code and season; no public resident/nonresident quota or permit total was published for this reference row.
Cougar - Statewide,CG9999,Either Sex,Cougar,Any Legal Weapon,Statewide,,,,,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,Utah DWR source confirms the hunt code and season; no public resident/nonresident quota or permit total was published for this reference row.
