hunt_code,prefix,hunt_name,sex_type,species,weapon,hunt_type,season,date_context,source_permits_2026_total,source_status,source_file,source_sha256
EL3032,EL,"Cache, Meadowville",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3033,EL,"Cache, Meadowville",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3036,EL,"Cache, South",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3037,EL,"Cache, South",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3038,EL,Manti,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3039,EL,Manti,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3042,EL,"Fillmore, Pahvant",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3043,EL,"Fillmore, Pahvant",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3044,EL,"La Sal, Dolores Triangle",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Dec 06 2025 - Jan 31 2026 - Private Land Only,CROSSES_2025_2026,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3045,EL,"La Sal, La Sal Mtns",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3046,EL,"La Sal, La Sal Mtns",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3047,EL,Monroe,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3048,EL,Monroe,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3049,EL,Mt Dutton,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3050,EL,Mt Dutton,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3053,EL,"North Slope, Three Corners",Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3056,EL,Panguitch Lake,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3057,EL,Panguitch Lake,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3063,EL,Fishlake/Thousand Lakes,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3064,EL,Fishlake/Thousand Lakes,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3065,EL,Fishlake/Thousand Lakes,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3066,EL,San Juan Bull Elk,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3067,EL,San Juan Bull Elk,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3068,EL,Diamond Mtn,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3069,EL,Diamond Mtn,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3072,EL,Wasatch Mtns,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3073,EL,Wasatch Mtns,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3077,EL,"Beaver, East",Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3079,EL,"Book Cliffs, Little Creek Roadless",Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3081,EL,"Cache, Meadowville",Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3083,EL,"Cache, South",Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3084,EL,Manti,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3086,EL,"Fillmore, Pahvant",Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3087,EL,"La Sal, La Sal Mtns",Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3088,EL,Monroe,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3089,EL,Mt Dutton,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3091,EL,"North Slope, Three Corners",Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3093,EL,Panguitch Lake,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3096,EL,Fishlake/Thousand Lakes,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3097,EL,San Juan Bull Elk,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3098,EL,Diamond Mtn,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3100,EL,Wasatch Mtns,Bull,Elk,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3126,EL,Manti,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3127,EL,Wasatch Mtns,Bull,Elk,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3130,EL,"Box Elder, Pilot Mtn",Bull,Elk,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 07 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
EL3132,EL,"Cache, North",Bull,Elk,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,HAS_2025_DATE_ONLY,,NO_PUBLISHED_PERMIT_COUNT,pipeline\RAW\hunt_unit_database\2026\csv\2026 Permits\2026 l.e. elk.private lands  EL-2025 and LO-2026.csv,fd973910f5a75c433d96e8b634c4e4f462843457f4f854848d338af094d786dd
