hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,database_sex_type,species,weapon,database_weapon,hunt_type,database_hunt_type,season,database_season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_sha256,notes
Moab Valley,DB1119,930,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1119,930,Buck,Buck,Deer,Any Legal Weapon,Any Legal Weapon,Limited Entry,Limited Entry,Nov 07 2026 - Nov 22 2026,Nov 07 2026 - Nov 22 2026,9,1,10,FULL_SPLIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry.csv,ced94152a6136f2a3e023e1c1dbe566eb5346e0dee343b05cbc4477e220a1619,
Castle Valley,DB1120,932,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,DB1120,932,Buck,Buck,Deer,Any Legal Weapon,Any Legal Weapon,Limited Entry,Limited Entry,Nov 07 2026 - Nov 22 2026,Nov 07 2026 - Nov 22 2026,13,2,15,FULL_SPLIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry.csv,ced94152a6136f2a3e023e1c1dbe566eb5346e0dee343b05cbc4477e220a1619,
Paunsaugunt - Private Land Only,LD1001,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1001,163,Buck,Buck,Deer,Archery,Archery,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Aug 16 2025 - Sept 12 2025 - Private Land Only,Aug 16 2025 - Sept 12 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
Paunsaugunt - Private Land Only,LD1004,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1004,163,Buck,Buck,Deer,Any Legal Weapon,Any Legal Weapon,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,Oct 18 2025 - Oct 31 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
Paunsaugunt - Private Land Only,LD1006,163,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1006,163,Buck,Buck,Deer,Muzzleloader,Muzzleloader,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Sept 24 2025 - Oct 02 2025 - Private Land Only,Sept 24 2025 - Oct 02 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
"Fillmore, Oak Creek LE - Private Land Only",LD1019,85,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1019,85,Buck,Buck,Deer,Any Legal Weapon,Any Legal Weapon,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
Diamond Mtn - Private Land Only,LD1023,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1023,206,Buck,Buck,Deer,Any Legal Weapon,Any Legal Weapon,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
Thousand Lakes - Private Land Only,LD1108,632,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LD1108,632,Buck,Buck,Deer,Restricted Rifle,Restricted Rifle,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,Oct 18 2025 - Oct 26 2025 - Private Land Only,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
Diamond Mtn Landowner Association,LO0008,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LO0008,206,Buck,Buck,Deer,Archery,Archery,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,Aug 15 2026 - Sept 11 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
Diamond Mtn Landowner Association,LO0009,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LO0009,206,Buck,Buck,Deer,Any Legal Weapon,Any Legal Weapon,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Oct 17 2026 - Oct 25 2026 - Valid only on property enrolled in the Diamond Mtn LOA,Oct 17 2026 - Oct 25 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,
Diamond Mtn Landowner Association,LO0010,206,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,LO0010,206,Buck,Buck,Deer,Muzzleloader,Muzzleloader,Limited Entry - Private Land Only,Limited Entry - Private Land Only,Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,Sept 23 2026 - Oct 01 2026 - Valid only on property enrolled in the Diamond Mtn LOA,,,,NO_PUBLISHED_NUMERIC_PERMIT,pipeline/RAW/hunt_unit_database/2026/csv/2026_deer_buck_limited_entry_private_lands_only.csv,38869a1c0264163b33644d92129778784abe2781c523e6ca9ae67ffc88c481d3,Added to reviewed export from canonical DATABASE.csv and user-provided current DWR Hunt Planner row. Added to reviewed export from canonical DATABASE.csv and user-provided current DWR Hunt Planner row.
