hunt_code,species,hunt_name,unit,weapon,permits_2026,classification,modeled,has_prediction,has_point_ladder,has_crosswalk,has_harvest_evidence,has_coverage_record,display_odds_or_probability,model_version,final_state,gate_status,manual_review_required,source_current_database,source_prediction,source_crosswalk,source_coverage
DB1573,Deer,North Slope,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1598,Deer,North Slope,,Any Legal Weapon (Early),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1782,Deer,North Slope,,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1513,Deer,North Slope,,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1543,Deer,North Slope,,Any Legal Weapon (Late),,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1573,Deer,North Slope,,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1598,Deer,North Slope,,Any Legal Weapon (Early),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7118,Black Bear,Yellowstone,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7219,Black Bear,Yellowstone,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7314,Black Bear,Yellowstone,,Multiseason,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1039,Deer,Yellowstone,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1523,Deer,Yellowstone,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1553,Deer,Yellowstone,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1583,Deer,Yellowstone,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1792,Deer,Yellowstone,,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1244,Elk,Yellowstone,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1245,Elk,Yellowstone,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA2006,Elk,Yellowstone,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA2037,Elk,Yellowstone,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1523,Deer,Yellowstone,,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1553,Deer,Yellowstone,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1583,Deer,Yellowstone,,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
MB6010,Moose,Yellowstone,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1086,Deer,Vernal/Bonanza,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1522,Deer,Vernal/Bonanza,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1552,Deer,Vernal/Bonanza,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1582,Deer,Vernal/Bonanza,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1791,Deer,Vernal/Bonanza,,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1085,Elk,Vernal/Bonanza,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1087,Elk,Vernal/Bonanza,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA2028,Elk,Vernal/Bonanza,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1522,Deer,Vernal/Bonanza,,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1552,Deer,Vernal/Bonanza,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1582,Deer,Vernal/Bonanza,,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BI6527,Bison,Nine Mile,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BI6538,Bison,"Nine Mile, Private Lands Only",,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7110,Black Bear,Nine Mile,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7211,Black Bear,Nine Mile,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7317,Black Bear,Nine Mile,,Multiseason,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1033,Deer,Nine Mile,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1512,Deer,Nine Mile,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1542,Deer,Nine Mile,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1572,Deer,Nine Mile,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1593,Deer,Nine Mile,,Any Legal Weapon (Early),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1781,Deer,Nine Mile,,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1512,Deer,Nine Mile,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1542,Deer,Nine Mile,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1572,Deer,Nine Mile,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1593,Deer,Nine Mile,,Any Legal Weapon (Early),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7005,Black Bear,Nebo,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7106,Black Bear,Nebo,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7205,Black Bear,Nebo,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7305,Black Bear,Nebo,,Multiseason,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1080,Deer,Nebo,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1504,Deer,Nebo,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1534,Deer,Nebo,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1564,Deer,Nebo,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1773,Deer,Nebo,,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1021,Elk,Nebo,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1208,Elk,Nebo,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA2016,Elk,Nebo,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
GO6803,Mountain Goat,Nebo,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
GO6821,Mountain Goat,Nebo,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1504,Deer,Nebo,,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1534,Deer,Nebo,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1564,Deer,Nebo,,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
RS6725,Rocky Mountain Bighorn Sheep,Nebo,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7022,Black Bear,La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7127,Black Bear,La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7239,Black Bear,La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
BR7326,Black Bear,La Sal Mtns,,Multiseason,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1081,Deer,La Sal Mtns,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1509,Deer,La Sal Mtns,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1539,Deer,La Sal Mtns,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1569,Deer,La Sal Mtns,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1778,Deer,La Sal Mtns,,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1038,Elk,La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA1039,Elk,La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA2009,Elk,La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EB3009,Elk,La Sal Mtns,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EB3045,Elk,La Sal Mtns,,Early Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EB3046,Elk,La Sal Mtns,,Late Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EB3087,Elk,La Sal Mtns,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EB3111,Elk,La Sal Mtns,,Multiseason,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EB3182,Elk,La Sal Mtns,,Late Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EB3183,Elk,La Sal Mtns,,Mid Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EL3009,Elk,La Sal La Sal Mtns,,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EL3045,Elk,La Sal La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EL3046,Elk,La Sal La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EL3087,Elk,La Sal La Sal Mtns,,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EL3182,Elk,La Sal La Sal Mtns,,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EL3183,Elk,La Sal La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
GO6817,Mountain Goat,La Sal Mtns,,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1509,Deer,"La Sal, La Sal Mtns",,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1539,Deer,"La Sal, La Sal Mtns",,Any Legal Weapon (Late),,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1569,Deer,"La Sal, La Sal Mtns",,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1085,Deer,"San Juan, Abajo Mtns",,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1521,Deer,"San Juan, Abajo Mtns",,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1551,Deer,"San Juan, Abajo Mtns",,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1581,Deer,"San Juan, Abajo Mtns",,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1790,Deer,"San Juan, Abajo Mtns",,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1521,Deer,"San Juan, Abajo Mtns",,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1551,Deer,"San Juan, Abajo Mtns",,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1581,Deer,"San Juan, Abajo Mtns",,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1079,Deer,Manti/San Rafael,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1503,Deer,Manti/San Rafael,,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1533,Deer,Manti/San Rafael,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1563,Deer,Manti/San Rafael,,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1772,Deer,Manti/San Rafael,,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1503,Deer,Manti/San Rafael,,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1533,Deer,Manti/San Rafael,,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1563,Deer,Manti/San Rafael,,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1087,Deer,"Wasatch Mtns, West",,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1526,Deer,"Wasatch Mtns, West",,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1556,Deer,"Wasatch Mtns, West",,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1586,Deer,"Wasatch Mtns, West",,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1795,Deer,"Wasatch Mtns, West",,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
EA2012,Elk,"Wasatch Mtns, West-Central",,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1526,Deer,"Wasatch Mtns, West",,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1556,Deer,"Wasatch Mtns, West",,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1586,Deer,"Wasatch Mtns, West",,Muzzleloader,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
RS6724,Rocky Mountain Bighorn Sheep,"Wasatch Mtns, West",,Any Legal Weapon,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1041,Deer,"Wasatch Mtns, East",,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1525,Deer,"Wasatch Mtns, East",,Archery,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1555,Deer,"Wasatch Mtns, East",,Any Legal Weapon (Late),,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1585,Deer,"Wasatch Mtns, East",,Muzzleloader,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
DB1794,Deer,"Wasatch Mtns, East",,Dedicated Hunter,,,false,false,false,false,true,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
LO1525,Deer,"Wasatch Mtns, East",,Archery,,,false,false,false,false,false,false,,,MANUAL_REVIEW_REQUIRED,BLOCK,true,pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,,,
