hunt_code,huntCode,code,title,hunt_name,species,sex_type,weapon,hunt_type,hunt_class,season,permits_2026_res,permits_2026_nr,permits_2026_total,NOTES,boundary_id,boundaryId,unitCode,resolvedBoundaryIds,draw_family,data_status,source_authority,youth_flag,eligibility_class,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2025_draw_source,permits_2025_source,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,permits_2025_draw_total,unitName,boundary_id_numeric,boundary_token,permits_2026_source,permits_2026_draw_res,permits_2026_draw_nr,permits_2026_draw_total,permits_2026_draw_source,draw_2026_system_type,permit_allotment_2026_res,permit_allotment_2026_nr,permit_allotment_2026_total,permit_allotment_2026_source,permit_allotment_2026_source_file,permit_allotment_2026_status
PB5015,PB5015,PB5015,"San Rafael, North","San Rafael, North",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,21,2,23,,194,194,194,194,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,19,2,21,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,20.0,15.0,75.0,7.2,4.1,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,19,2,421,512,Bonus Point Draw Results,21,"San Rafael, North",194,194,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,2,23,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5016,PB5016,PB5016,Diamond Mtn/Bonanza,Diamond Mtn/Bonanza,Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,17,2,19,,461,461,461,461,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,17,2,19,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,18.0,14.0,77.8,3.1,4.0,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,17,2,422,513,Bonus Point Draw Results,19,Diamond Mtn/Bonanza,461,461,2026_RAC_CURRENT_YEAR_ALLOTMENT,17,2,19,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,17,2,19,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5017,PB5017,PB5017,Vernal,Vernal,Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,18,2,20,,208,208,208,208,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,20,2,22,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,19.0,7.0,36.8,7.1,2.5,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,20,2,423,514,Bonus Point Draw Results,22,Vernal,208,208,2026_RAC_CURRENT_YEAR_ALLOTMENT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5018,PB5018,PB5018,Southwest Desert,Southwest Desert,Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,31,4,35,,625,625,625,625,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,30,4,34,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,31.0,28.0,90.3,5.0,4.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,30,4,424,515,Bonus Point Draw Results,34,Southwest Desert,625,625,2026_RAC_CURRENT_YEAR_ALLOTMENT,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5019,PB5019,PB5019,"West Desert, Riverbed","West Desert, Riverbed",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,18,2,20,,244,244,244,244,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,16,2,18,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,18.0,17.0,94.4,2.6,4.5,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,16,2,425,516,Bonus Point Draw Results,18,"West Desert, Riverbed",244,244,2026_RAC_CURRENT_YEAR_ALLOTMENT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5020,PB5020,PB5020,"West Desert, Rush Valley","West Desert, Rush Valley",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,8,1,9,,245,245,245,245,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,8,1,9,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,9.0,8.0,88.9,5.6,4.4,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,8,1,426,517,Bonus Point Draw Results,9,"West Desert, Rush Valley",245,245,2026_RAC_CURRENT_YEAR_ALLOTMENT,8,1,9,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,8,1,9,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5021,PB5021,PB5021,"West Desert, Snake Valley","West Desert, Snake Valley",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,23,3,26,,246,246,246,246,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,22,2,24,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,23.0,14.0,60.9,3.2,3.7,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,22,2,427,518,Bonus Point Draw Results,24,"West Desert, Snake Valley",246,246,2026_RAC_CURRENT_YEAR_ALLOTMENT,23,3,26,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,23,3,26,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5053,PB5053,PB5053,"Nine Mile, Range Creek","Nine Mile, Range Creek",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,4,0,4,,277,277,277,277,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,3,0,3,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,3.0,3.0,100.0,7.0,3.5,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,3,0,454,545,Bonus Point Draw Results,3,"Nine Mile, Range Creek",277,277,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,0,4,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,0,4,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5054,PB5054,PB5054,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,7,1,8,,718,718,718,718,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,7,1,8,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,7.0,7.0,100.0,2.3,4.5,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,7,1,455,546,Bonus Point Draw Results,8,"Panguitch Lake/Zion, North",718,718,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5055,PB5055,PB5055,"San Rafael, Desert","San Rafael, Desert",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,2,0,2,,443,443,443,443,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,1.0,1.0,100.0,2.0,1.0,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,2,0,456,547,Bonus Point Draw Results,2,"San Rafael, Desert",443,443,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5074,PB5074,PB5074,"Cache, Rich","Cache, Rich",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,2,0,2,,38,38,38,38,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,2.0,0.0,0.0,7.5,2.5,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,2,0,466,557,Bonus Point Draw Results,2,"Cache, Rich",38,38,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5077,PB5077,PB5077,Parker Mtn,Parker Mtn,Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,45,5,50,,703,703,703,703,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,39,9,48,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,54.0,30.0,55.6,4.6,3.9,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,39,9,469,560,Bonus Point Draw Results,48,Parker Mtn,703,703,2026_RAC_CURRENT_YEAR_ALLOTMENT,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5332,PB5332,PB5332,Mt Dutton/Paunsaugunt,Mt Dutton/Paunsaugunt,Pronghorn,Buck,Archery,Limited Entry,Limited Entry,Aug 15 2026 - Sept 11 2026,4,1,5,,453,453,453,453,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,3,1,4,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,4.0,1.0,25.0,9.3,2.8,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,3,1,489,580,Bonus Point Draw Results,4,Mt Dutton/Paunsaugunt,453,453,2026_RAC_CURRENT_YEAR_ALLOTMENT,4,1,5,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,4,1,5,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5024,PB5024,PB5024,Southwest Desert,Southwest Desert,Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,31,4,35,,625,625,625,625,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,30,4,34,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,35.0,25.0,71.4,3.4,4.0,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,30,4,428,519,Bonus Point Draw Results,34,Southwest Desert,625,625,2026_RAC_CURRENT_YEAR_ALLOTMENT,31,4,35,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,31,4,35,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5056,PB5056,PB5056,"San Rafael, North","San Rafael, North",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,21,2,23,,194,194,194,194,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,19,2,21,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,22.0,19.0,86.4,2.9,4.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,19,2,457,548,Bonus Point Draw Results,21,"San Rafael, North",194,194,2026_RAC_CURRENT_YEAR_ALLOTMENT,21,2,23,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,21,2,23,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5059,PB5059,PB5059,"Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,30,3,33,,129,129,129,129,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,30,2,32,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,31.0,23.0,74.2,2.6,2.9,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,30,2,458,549,Bonus Point Draw Results,32,"Nine Mile, Anthro-Myton Bench",129,129,2026_RAC_CURRENT_YEAR_ALLOTMENT,30,3,33,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,30,3,33,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5060,PB5060,PB5060,Diamond Mtn/Bonanza,Diamond Mtn/Bonanza,Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,17,2,19,,461,461,461,461,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,17,2,19,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,18.0,18.0,100.0,1.8,3.4,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,17,2,459,550,Bonus Point Draw Results,19,Diamond Mtn/Bonanza,461,461,2026_RAC_CURRENT_YEAR_ALLOTMENT,17,2,19,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,17,2,19,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5061,PB5061,PB5061,"Panguitch Lake/Zion, North","Panguitch Lake/Zion, North",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,7,1,8,,718,718,718,718,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,7,1,8,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,8.0,7.0,87.5,2.0,4.4,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,7,1,460,551,Bonus Point Draw Results,8,"Panguitch Lake/Zion, North",718,718,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5062,PB5062,PB5062,Pine Valley,Pine Valley,Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,7,1,8,,636,636,636,636,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,7,1,8,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,8.0,2.0,25.0,4.1,2.9,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,7,1,461,552,Bonus Point Draw Results,8,Pine Valley,636,636,2026_RAC_CURRENT_YEAR_ALLOTMENT,7,1,8,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,7,1,8,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5065,PB5065,PB5065,"Fillmore, Oak Creek South","Fillmore, Oak Creek South",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,15,2,17,,81,81,81,81,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,13,2,15,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,14.0,11.0,78.6,3.0,4.2,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,13,2,462,553,Bonus Point Draw Results,15,"Fillmore, Oak Creek South",81,81,2026_RAC_CURRENT_YEAR_ALLOTMENT,15,2,17,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,15,2,17,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5066,PB5066,PB5066,"North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,10,1,11,,289,289,289,289,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,12,1,13,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,12.0,7.0,58.3,2.9,3.6,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,12,1,463,554,Bonus Point Draw Results,13,"North Slope, Three Corners/West Daggett",289,289,2026_RAC_CURRENT_YEAR_ALLOTMENT,10,1,11,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,10,1,11,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5072,PB5072,PB5072,Vernal,Vernal,Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,18,2,20,,208,208,208,208,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,20,2,22,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,20.0,9.0,45.0,3.7,3.3,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,20,2,464,555,Bonus Point Draw Results,22,Vernal,208,208,2026_RAC_CURRENT_YEAR_ALLOTMENT,18,2,20,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,18,2,20,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5075,PB5075,PB5075,"Cache, Rich","Cache, Rich",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,2,0,2,,38,38,38,38,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,2,0,2,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,1.0,1.0,100.0,3.0,1.0,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,2,0,467,558,Bonus Point Draw Results,2,"Cache, Rich",38,38,2026_RAC_CURRENT_YEAR_ALLOTMENT,2,0,2,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,2,0,2,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
PB5078,PB5078,PB5078,Parker Mtn,Parker Mtn,Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,Sept 23 2026 - Oct 01 2026,45,5,50,,703,703,703,703,Limited Entry,RAC_CURRENT_YEAR_ALLOTMENT_VERIFIED,official_uploaded_source,False,STANDARD,54,6,60,2025_DRAW_RESULTS_TABLES,2025_DRAW_RESULTS_TABLES,,55.0,38.0,69.1,2.8,4.2,Public,FULL_SPLIT,,2026 RAC current-year allotment,,True,False,False,pronghorn buck.xlsx,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,54,6,470,561,Bonus Point Draw Results,60,Parker Mtn,703,703,2026_RAC_CURRENT_YEAR_ALLOTMENT,45,5,50,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,BONUS_LE_BIG_GAME,45,5,50,2026_RAC_CURRENT_YEAR_ALLOTMENT,pipeline/RAW/hunt_unit_database/2026/csv/2026_rac_limited_entry_buck_pronghorn_permits.csv,RAC_CURRENT_YEAR_SPLIT
