folder,title,type,year,href
"HARVEST DATA","2019 pine valley","pdf","2019","./pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/FF6C99FD__2019-pine-valley.pdf"
"HARVEST DATA","2019 san juan north","pdf","2019","./pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/9AB7DD4C__2019-san-juan-north.pdf"
"HARVEST DATA","2019 san rafael dirty devil","pdf","2019","./pipeline/RAW/hunt_unit_database/2019/pdf/harvest_report/AF2F3783__2019-san-rafael-dirty-devil.pdf"
"HARVEST DATA","2018 antlerless hr","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F5CE0D15__2018_antlerless_hr.pdf"
"HARVEST DATA","2018 central mtns nebo","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/9AA76DD4__2018-central-mtns-nebo.pdf"
"HARVEST DATA","2018 gs deer hr","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F3F82840__2018_gs_deer_hr.pdf"
"HARVEST DATA","2018 harvest data","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/998F5948__2018-harvest-data.pdf"
"HARVEST DATA","2018 kaiparowits","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/11339B18__2018-kaiparowits.pdf"
"HARVEST DATA","2018 le oial hr","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/ECDA0F1D__2018_le_oial_hr.pdf"
"HARVEST DATA","2018 north slope bare top","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/39C8D045__2018-north-slope-bare-top.pdf"
"HARVEST DATA","2018 north slope goslin","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/9F5340DF__2018-north-slope-goslin.pdf"
"HARVEST DATA","2018 north slope hoop lake","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/714AD5F1__2018-north-slope-hoop-lake.pdf"
"HARVEST DATA","2018 north slope red canyon","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/2BBB0C1A__2018-north-slope-red-canyon.pdf"
"HARVEST DATA","2018 north slope sheep creek","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/2DC08B69__2018-north-slope-sheep-creek.pdf"
"HARVEST DATA","2018 san rafael north","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/F157C927__2018-san-rafael-north.pdf"
"HARVEST DATA","2018 san rafael south","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/5362D4A1__2018-san-rafael-south.pdf"
"HARVEST DATA","2018 wasatch west","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/58B665E2__2018-wasatch-west.pdf"
"HARVEST DATA","2018 zion","pdf","2018","./pipeline/RAW/hunt_unit_database/2018/pdf/harvest_report/17C7BBEA__2018-zion.pdf"
"HARVEST DATA","2017 antlerless hr","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/DA57FA0D__2017_antlerless_hr.pdf"
"HARVEST DATA","2017 bighorn harvest","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/6AECF376__2017-bighorn_harvest.pdf"
"HARVEST DATA","2017 gs deer hr","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/0FE6BFCA__2017_gs_deer_hr.pdf"
"HARVEST DATA","2017 KaiparowitsEscalante bighorn","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/B37EDE43__2017-KaiparowitsEscalante_bighorn.pdf"
"HARVEST DATA","2017 LaSalPotash bighorn","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/17E33C4D__2017-LaSalPotash_bighorn.pdf"
"HARVEST DATA","2017 le oial hr","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/043488DC__2017_le_oial_hr.pdf"
"HARVEST DATA","2017 OakCreek bighorn","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/50D4A2A1__2017-OakCreek_bighorn.pdf"
"HARVEST DATA","2017 SanJuanLockhart bighorn","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/9C65D960__2017-SanJuanLockhart_bighorn.pdf"
"HARVEST DATA","2017 SanJuanNorth bighorn","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/E0B518C9__2017-SanJuanNorth_bighorn.pdf"
"HARVEST DATA","2017 SanJuanRiver bighorn","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/E6D3F0AB__2017-SanJuanRiver_bighorn.pdf"
"HARVEST DATA","2017 SanJuanSouth bighorn","pdf","2017","./pipeline/RAW/hunt_unit_database/2017/pdf/harvest_report/E58C632D__2017-SanJuanSouth_bighorn.pdf"
"HARVEST DATA","2016 antlerless hr","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/F6DB57FB__2016_antlerless_hr.pdf"
"HARVEST DATA","2016 bhs harvest data","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/B21D6549__2016_bhs_harvest_data.pdf"
"HARVEST DATA","2016 book cliffs rattlesnake bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/B564C9EC__2016_book_cliffs_rattlesnake_bh.pdf"
"HARVEST DATA","2016 box elder newfoundlands bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/25AAAC37__2016_box_elder_newfoundlands_bh.pdf"
"HARVEST DATA","2016 gs deer hr","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/82A75C66__2016_gs_deer_hr.pdf"
"HARVEST DATA","2016 henrys little rockies rattlesnake bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/6B279CB4__2016_henrys_little_rockies_rattlesnake_bh.pdf"
"HARVEST DATA","2016 le oial hr","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/4B871A48__2016_le_oial_hr.pdf"
"HARVEST DATA","2016 n slope three corners bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/942386DD__2016_n_slope_three_corners_bh.pdf"
"HARVEST DATA","2016 n slope three corners goslin bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/FD22B2D9__2016_n_slope_three_corners_goslin_bh.pdf"
"HARVEST DATA","2016 n slope w daggett red canyon bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/CA218DB8__2016_n_slope_w_daggett_red_canyon_bh.pdf"
"HARVEST DATA","2016 n slope w daggett sheep creek bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/11D93CAD__2016_n_slope_w_daggett_sheep_creek_bh.pdf"
"HARVEST DATA","2016 nine mile range creek bh","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/CBEBFE8C__2016_nine_mile_range_creek_bh.pdf"
"HARVEST DATA","2016 pine valley bighorn","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/2B13F427__2016_pine_valley_bighorn.pdf"
"HARVEST DATA","2016 san rafael dirty devil bg","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/1414A3B6__2016_san_rafael_dirty_devil_bg.pdf"
"HARVEST DATA","Box Elder Newfoundland bighorn 2016","pdf","2016","./pipeline/RAW/hunt_unit_database/2016/pdf/harvest_report/4B2B58E6__Box_Elder_Newfoundland_bighorn_2016.pdf"
"HARVEST DATA","2015 antlerless hr","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/23C2211D__2015_antlerless_hr.pdf"
"HARVEST DATA","2015 BHS Data","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/2CB58436__2015_BHS_Data.pdf"
"HARVEST DATA","2015 gs deer hr","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/251794EF__2015_gs_deer_hr.pdf"
"HARVEST DATA","2015 le oial hr","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/E8CF3BEA__2015_le_oial_hr.pdf"
"HARVEST DATA","CentralMtnsNebo bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/94CBE76A__CentralMtnsNebo_bighorn_2015.pdf"
"HARVEST DATA","KaiparowitsEastWest bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/EA6B4005__KaiparowitsEastWest_bighorn_2015.pdf"
"HARVEST DATA","NorthSanRafael bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/6744AEA9__NorthSanRafael_bighorn_2015.pdf"
"HARVEST DATA","NorthSlopeBaretop bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/1592232F__NorthSlopeBaretop_bighorn_2015.pdf"
"HARVEST DATA","NorthSlopeGoslinMtn bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/9FB2707A__NorthSlopeGoslinMtn_bighorn_2015.pdf"
"HARVEST DATA","NorthSlopeRedCanyon bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/D8032F87__NorthSlopeRedCanyon_bighorn_2015.pdf"
"HARVEST DATA","NorthSlopeSheepCreek bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/60DAB81C__NorthSlopeSheepCreek_bighorn_2015.pdf"
"HARVEST DATA","OquirrhStansburyBighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/4F8E24C8__OquirrhStansburyBighorn_2015.pdf"
"HARVEST DATA","SouthSanRafael bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/20569E3D__SouthSanRafael_bighorn_2015.pdf"
"HARVEST DATA","WasatchMtnsWest bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/8CD72257__WasatchMtnsWest_bighorn_2015.pdf"
"HARVEST DATA","Zion bighorn 2015","pdf","2015","./pipeline/RAW/hunt_unit_database/2015/pdf/harvest_report/9D3EBB50__Zion_bighorn_2015.pdf"
"HARVEST DATA","2014 all species hr","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/62B883FF__2014_all_species_hr.pdf"
"HARVEST DATA","2014 antlerless hr","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/9DBED702__2014_antlerless_hr.pdf"
"HARVEST DATA","2014 bhs data","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/D04E792F__2014_bhs_data.pdf"
"HARVEST DATA","2014 gs deer hr","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/3A23A26F__2014_gs_deer_hr.pdf"
"HARVEST DATA","avintaquin bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/5E74FC14__avintaquin_bighorn_2014.pdf"
"HARVEST DATA","baretop bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/0B284939__baretop_bighorn_2014.pdf"
"HARVEST DATA","dirtydevil bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/20175C2A__dirtydevil_bighorn_2014.pdf"
"HARVEST DATA","escalante bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/0AD0E19F__escalante_bighorn_2014.pdf"
"HARVEST DATA","goslinmtn bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/DB693FA5__goslinmtn_bighorn_2014.pdf"
"HARVEST DATA","henrys littlerockies bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/B1FCCFD7__henrys_littlerockies_bighorn_2014.pdf"
"HARVEST DATA","lasalpotash bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/A5C79130__lasalpotash_bighorn_2014.pdf"
"HARVEST DATA","lockhart bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/A72F6F1C__lockhart_bighorn_2014.pdf"
"HARVEST DATA","newfoundland bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/B41D81A1__newfoundland_bighorn_2014.pdf"
"HARVEST DATA","northsanjuan bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/6A5A0322__northsanjuan_bighorn_2014.pdf"
"HARVEST DATA","pilotmtn bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/94140BEF__pilotmtn_bighorn_2014.pdf"
"HARVEST DATA","pinevalley bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/737D4E27__pinevalley_bighorn_2014.pdf"
"HARVEST DATA","sanjuanriver bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/6AE90682__sanjuanriver_bighorn_2014.pdf"
"HARVEST DATA","sheepcreek bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/586D15F7__sheepcreek_bighorn_2014.pdf"
"HARVEST DATA","southsanjuan bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/5DAFBD36__southsanjuan_bighorn_2014.pdf"
"HARVEST DATA","westdaggett redcanyon bighorn 2014","pdf","2014","./pipeline/RAW/hunt_unit_database/2014/pdf/harvest_report/5C01A46D__westdaggett_redcanyon_bighorn_2014.pdf"
"HARVEST DATA","2013 all species hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/04F508BD__2013_all_species_hr.pdf"
"HARVEST DATA","2013 bison hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/8995B15E__2013_bison_hr.pdf"
"HARVEST DATA","2013 dbs hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/FB91F4A9__2013_dbs_hr.pdf"
"HARVEST DATA","2013 gs deer hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/58DF2D11__2013_gs_deer_hr.pdf"
"HARVEST DATA","2013 le deer hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/FA55B0D7__2013_le_deer_hr.pdf"
"HARVEST DATA","2013 le elk hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/8949AE45__2013_le_elk_hr.pdf"
"HARVEST DATA","2013 le pronghorn hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/BA46974B__2013_le_pronghorn_hr.pdf"
"HARVEST DATA","2013 mg hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/31B5012A__2013_mg_hr.pdf"
"HARVEST DATA","2013 moose hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/1400385D__2013_moose_hr.pdf"
"HARVEST DATA","2013 rmbs hr","pdf","2013","./pipeline/RAW/hunt_unit_database/2013/pdf/harvest_report/3C5A3350__2013_rmbs_hr.pdf"
"DRAW RESULTS","2025 Lifetime general season deer draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025_Lifetime general-season deer draw results.pdf"
"DRAW RESULTS","25 antlerless drawing odds report","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/25_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","25 bg odds","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/25_bg-odds.pdf"
"DRAW RESULTS","25 lifetime deer (1)","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/EABAF1E2__25_lifetime_deer (1).pdf"
"DRAW RESULTS","25 youth antlerless drawing odds report","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/25_youth_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","25 youth deer","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/60A861A3__25_youth_deer.pdf"
"DRAW RESULTS","25 youth elk","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/BEFCE572__25_youth_elk.pdf"
"DRAW RESULTS","Big game and antlerless bonus and preference point purchase results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Big game and antlerless bonus and preference point purchase results.pdf"
"DRAW RESULTS","black bear 25 drawing odds","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__black_bear_25_drawing_odds.pdf"
"DRAW RESULTS","Dedicated Hunter deer draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Dedicated Hunter deer draw results.pdf"
"DRAW RESULTS","Draw Reality Engine","csv","2026","./processed_data/draw_reality_engine.csv"
"DRAW RESULTS","General season buck deer draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__General-season buck deer draw results.pdf"
"DRAW RESULTS","turkey 2025 turkey bonus points draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/turkey_2025_turkey_bonus_points_draw_results.pdf"
"DRAW RESULTS","turkey 2025 youth turkey draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__turkey_2025_youth_turkey_draw_results.pdf"
"DRAW RESULTS","Youth Dedicated Hunter deer draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Youth Dedicated Hunter deer draw results.pdf"
"DRAW RESULTS","Youth draw only elk draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Youth draw-only elk draw results.pdf"
"DRAW RESULTS","Youth general season deer draw results","pdf","2026","./pipeline/RAW/hunt_unit_database/2026/pdf/draw_odds/2025__Youth general-season deer draw results.pdf"
"DRAW RESULTS","2025 Antlerless Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-antlerless-draw-results.pdf"
"DRAW RESULTS","2025 Big Game Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-big-game-draw-results.pdf"
"DRAW RESULTS","2025 Black Bear Draw Odds","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-black-bear-draw-odds.pdf"
"DRAW RESULTS","2025 Buck Deer General Season Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-buck-deer-general-season-draw-results.pdf"
"DRAW RESULTS","2025 Dedicated Hunter Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-dedicated-hunter-draw-results.pdf"
"DRAW RESULTS","2025 LE Deer Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-le-deer-draw-results.pdf"
"DRAW RESULTS","2025 LE Elk Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-le-elk-draw-results.pdf"
"DRAW RESULTS","2025 LE Pronghorn Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-le-pronghorn-draw-results.pdf"
"DRAW RESULTS","2025 O.I.L. Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-oil-draw-results.pdf"
"DRAW RESULTS","2025 Turkey Bonus Point Purchase Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-turkey-bonus-point-purchase-results.pdf"
"DRAW RESULTS","2025 Turkey Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-turkey-draw-results.pdf"
"DRAW RESULTS","2025 Youth Antlerless Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-youth-antlerless-draw-results.pdf"
"DRAW RESULTS","2025 Youth Dedicated Hunter Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-youth-dedicated-hunter-draw-results.pdf"
"DRAW RESULTS","2025 Youth G.S. Deer Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-youth-general-season-deer-draw-results.pdf"
"DRAW RESULTS","2025 Youth G.S. Mature Bull Draw Results","pdf","2025","./processed_data/hard_data_exports/source_pdfs/draw_odds/2025/2025-youth-general-season-mature-bull-draw-results.pdf"
"DRAW RESULTS","24 25 sportsman odds","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24-25_sportsman_odds.pdf"
"DRAW RESULTS","24 antlerless drawing odds report","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","24 bg odds","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/big file/24_bg-odds.pdf"
"DRAW RESULTS","24 deer odds","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_deer_odds.pdf"
"DRAW RESULTS","24 dh odds","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_dh_odds.pdf"
"DRAW RESULTS","24 drawing odds","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_drawing_odds.pdf"
"DRAW RESULTS","24 le deer","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_le_deer.pdf"
"DRAW RESULTS","24 lifetime deer","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_lifetime_deer.pdf"
"DRAW RESULTS","24 point only purchases for big game and antlerless","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_point-only_purchases_for_big_game_and_antlerless.pdf"
"DRAW RESULTS","24 youth antlerless drawing odds report","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_youth_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","24 youth deer","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_youth_deer.pdf"
"DRAW RESULTS","24 youth dh odds","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_youth_dh_odds.pdf"
"DRAW RESULTS","24 youth elk","pdf","2025","./pipeline/RAW/hunt_unit_database/2025/pdf/draw_odds/24_youth_elk.pdf"
"DRAW RESULTS","2023 cougar odds report","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023_cougar_odds_report.pdf"
"DRAW RESULTS","2023 DEER ODDS","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 DEER ODDS.pdf"
"DRAW RESULTS","2023 draw results General Season Deer Draw Odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 draw results General Season Deer Draw Odds.pdf"
"DRAW RESULTS","2023 ELK + OTHER BIG GAME","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023 ELK + OTHER BIG GAME.pdf"
"DRAW RESULTS","2023 turkey bonus points draw results","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/2023_turkey_bonus_points_draw_results.pdf"
"DRAW RESULTS","23 24 sportsman odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23-24_sportsman_odds.pdf"
"DRAW RESULTS","23 antlerless drawing odds report","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","23 bg odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_bg-odds.pdf"
"DRAW RESULTS","23 deer odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_deer_odds.pdf"
"DRAW RESULTS","23 dh odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_dh_odds.pdf"
"DRAW RESULTS","23 drawing odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_drawing_odds.pdf"
"DRAW RESULTS","23 lifetime deer","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_lifetime_deer.pdf"
"DRAW RESULTS","23 point only purchases for big game and antlerless","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_point-only_purchases_for_big_game_and_antlerless.pdf"
"DRAW RESULTS","23 youth antlerless drawing odds report","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_youth_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","23 youth deer","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_youth_deer.pdf"
"DRAW RESULTS","23 youth dh odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_youth_dh_odds.pdf"
"DRAW RESULTS","23 youth elk","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/23_youth_elk.pdf"
"DRAW RESULTS","black bear 23 drawing odds","pdf","2024","./pipeline/RAW/hunt_unit_database/2024/pdf/draw_odds/39b9ca33__black_bear_23_drawing_odds.pdf"
"DRAW RESULTS","22 23 sportsman odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22-23_sportsman_odds.pdf"
"DRAW RESULTS","22 antlerless drawing odds report","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","22 bg odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_bg-odds.pdf"
"DRAW RESULTS","22 bg odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/60619D30__22_bg-odds.pdf"
"DRAW RESULTS","22 deer odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_deer_odds.pdf"
"DRAW RESULTS","22 dh odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_dh_odds.pdf"
"DRAW RESULTS","22 drawing odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_drawing_odds.pdf"
"DRAW RESULTS","22 lifetime deer","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_lifetime_deer.pdf"
"DRAW RESULTS","22 sheep population","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_sheep-population.pdf"
"DRAW RESULTS","22 youth antlerless drawing odds report","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_antlerless_drawing_odds_report.pdf"
"DRAW RESULTS","22 youth bull elk","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_bull_elk.pdf"
"DRAW RESULTS","22 youth deer","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_deer.pdf"
"DRAW RESULTS","22 youth dh odds","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/22_youth_dh_odds.pdf"
"DRAW RESULTS","Antlerless big game draw results","pdf","2023","./pipeline/RAW/hunt_unit_database/2023/pdf/draw_odds/c451ae2a__Antlerless big game draw results.pdf"
