file_path,file_name,extension,size_bytes,size_mb,row_count_if_csv,json_key_count_if_json,modified_time_if_available,classification,canonical_role,should_publish_public,should_use_prediction_engine,should_copy_to_pages_dist,should_archive,suspected_duplicate_of,notes
_exports/current_year_permit_numbers_patch_candidates_157.csv,current_year_permit_numbers_patch_candidates_157.csv,csv,9339,0.009,157,,2026-05-10T14:59:24.556Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/2026PronghornLimitedEntry_-6120172427821280967.txt,2026PronghornLimitedEntry_-6120172427821280967.txt,txt,4931839,4.703,,,2026-05-24T04:11:40.816Z,unknown_needs_review,Needs review,false,false,false,false,,
data/annual_report_key_metrics.csv,annual_report_key_metrics.csv,csv,1809,0.002,13,,2026-05-24T04:11:41.015Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,
data/big_game_draw_hunt_totals.csv,big_game_draw_hunt_totals.csv,csv,271087,0.259,1122,,2026-05-24T04:11:41.016Z,unknown_needs_review,Needs review,false,false,false,false,,
data/big_game_draw_point_level.csv,big_game_draw_point_level.csv,csv,8463461,8.071,37618,,2026-05-24T04:11:41.032Z,unknown_needs_review,Needs review,false,false,false,false,,
data/bighorn_sheep_hunt_table_official.json,bighorn_sheep_hunt_table_official.json,json,29153,0.028,,157,2026-05-26T18:13:56.263Z,unknown_needs_review,Needs review,false,false,false,false,,
data/bison_hunt_table_official.json,bison_hunt_table_official.json,json,7982,0.008,,44,2026-05-24T04:11:41.033Z,unknown_needs_review,Needs review,false,false,false,false,,
data/black_bear_bonus_point_purchases.csv,black_bear_bonus_point_purchases.csv,csv,2542,0.002,32,,2026-05-24T04:11:41.033Z,unknown_needs_review,Needs review,false,false,false,false,,
data/black_bear_hunt_table_official.json,black_bear_hunt_table_official.json,json,53897,0.051,,230,2026-05-24T04:11:41.034Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-areas.json,conservation-permit-areas.json,json,22437,0.021,,55,2026-05-24T04:11:41.311Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-hunt-table-2025-27-audit.json,conservation-permit-hunt-table-2025-27-audit.json,json,932,0.001,,3,2026-05-24T04:11:41.312Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-hunt-table-2025-27-summary.json,conservation-permit-hunt-table-2025-27-summary.json,json,395,0.000,,8,2026-05-24T04:11:41.312Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-hunt-table-2025-27.csv,conservation-permit-hunt-table-2025-27.csv,csv,83112,0.079,271,,2026-05-24T04:11:41.313Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-hunt-table-2025-27.json,conservation-permit-hunt-table-2025-27.json,json,234204,0.223,,271,2026-05-24T04:11:41.314Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-workbook-2025-27-raw.csv,conservation-permit-workbook-2025-27-raw.csv,csv,26840,0.026,336,,2026-05-24T04:11:41.316Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-workbook-2025-27-raw.json,conservation-permit-workbook-2025-27-raw.json,json,80079,0.076,,336,2026-05-24T04:11:41.316Z,unknown_needs_review,Needs review,false,false,false,false,,
data/conservation-permit-workbook-2025-27-summary.json,conservation-permit-workbook-2025-27-summary.json,json,1661,0.002,,5,2026-05-24T04:11:41.317Z,unknown_needs_review,Needs review,false,false,false,false,,
data/cougar_hunt_table_official.json,cougar_hunt_table_official.json,json,40773,0.039,,4,2026-05-24T04:11:41.317Z,unknown_needs_review,Needs review,false,false,false,false,,
data/cwmu-boundaries.geojson,cwmu-boundaries.geojson,geojson,1796419,1.713,,4,2026-05-24T04:11:41.325Z,unknown_needs_review,Needs review,false,false,false,false,,
data/dwr-GetCWMUBoundaries.json,dwr-GetCWMUBoundaries.json,json,511,0.000,,127,2026-05-24T04:11:41.325Z,unknown_needs_review,Needs review,false,false,false,false,,
data/elk_antlerless_hunt_table_official.json,elk_antlerless_hunt_table_official.json,json,43110,0.041,,4,2026-05-24T04:11:41.325Z,unknown_needs_review,Needs review,false,false,false,false,,
data/elk_hunt_table_official.json,elk_hunt_table_official.json,json,147436,0.141,,4,2026-05-26T14:19:28.355Z,unknown_needs_review,Needs review,false,false,false,false,,
data/hunt_boundaries_arcgis.json,hunt_boundaries_arcgis.json,json,88110587,84.029,,not_counted_large_json,2026-05-24T04:11:41.735Z,unknown_needs_review,Needs review,false,false,false,false,,
data/hunt_boundaries.geojson,hunt_boundaries.geojson,geojson,4281467,4.083,,4,2026-05-24T04:11:41.396Z,unknown_needs_review,Needs review,false,false,false,false,,
data/hunt-boundaries-lite.geojson,hunt-boundaries-lite.geojson,geojson,4281467,4.083,,4,2026-05-24T04:11:41.342Z,unknown_needs_review,Needs review,false,false,false,false,,
data/hunt-master-canonical-2026-database_duplicate_codes_review.csv,hunt-master-canonical-2026-database_duplicate_codes_review.csv,csv,27,0.000,0,,2026-05-24T04:11:41.357Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-database-candidate_added_codes.csv,hunt-master-canonical-2026-database-candidate_added_codes.csv,csv,24642,0.024,106,,2026-05-24T04:11:41.356Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-database-candidate_report.json,hunt-master-canonical-2026-database-candidate_report.json,json,3065,0.003,,19,2026-05-24T04:11:41.356Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,
data/hunt-master-canonical-2026-database-candidate_validation.json,hunt-master-canonical-2026-database-candidate_validation.json,json,551,0.001,,9,2026-05-24T04:11:41.357Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-database-candidate.csv,hunt-master-canonical-2026-database-candidate.csv,csv,1033293,0.985,1411,,2026-05-27T03:41:55.767Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-database-candidate.json,hunt-master-canonical-2026-database-candidate.json,json,3259730,3.109,,1411,2026-05-26T18:13:56.272Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-foundation.csv,hunt-master-canonical-2026-foundation.csv,csv,803305,0.766,1288,,2026-05-26T18:13:56.275Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-foundation.json,hunt-master-canonical-2026-foundation.json,json,2995970,2.857,,1394,2026-05-26T18:13:56.280Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-historical-le-to-eb-crosswalk.csv,hunt-master-canonical-2026-historical-le-to-eb-crosswalk.csv,csv,9203,0.009,17,,2026-05-24T04:11:41.365Z,historical_crosswalk,Current-to-historical bridge,false,true,false,false,,
data/hunt-master-canonical-2026-historical-le-to-eb-crosswalk.json,hunt-master-canonical-2026-historical-le-to-eb-crosswalk.json,json,18240,0.017,,parse_error,2026-05-24T04:11:41.365Z,historical_crosswalk,Current-to-historical bridge,false,true,false,false,,
data/hunt-master-canonical-2026-historical-retired-codes.csv,hunt-master-canonical-2026-historical-retired-codes.csv,csv,1403,0.001,4,,2026-05-24T04:11:41.366Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-historical-retired-codes.json,hunt-master-canonical-2026-historical-retired-codes.json,json,3272,0.003,,4,2026-05-24T04:11:41.366Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-source-of-truth.csv,hunt-master-canonical-2026-source-of-truth.csv,csv,1015021,0.968,1411,,2026-05-27T03:41:55.904Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-source-of-truth.json,hunt-master-canonical-2026-source-of-truth.json,json,3294622,3.142,,1411,2026-05-27T01:13:40.013Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/hunt-master-canonical-2026-source-of-truth.xlsx,hunt-master-canonical-2026-source-of-truth.xlsx,xlsx,360655,0.344,,,2026-05-24T04:11:41.378Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/LOA_2024_gdb_-2965368397397759606.geojson,LOA_2024_gdb_-2965368397397759606.geojson,geojson,519618,0.496,,3,2026-05-24T04:11:40.828Z,unknown_needs_review,Needs review,false,false,false,false,,
data/LOA_2024_gdb_-9038420874631206616.xlsx,LOA_2024_gdb_-9038420874631206616.xlsx,xlsx,3776,0.004,,,2026-05-24T04:11:40.829Z,unknown_needs_review,Needs review,false,false,false,false,,
data/logo-sourcing-approved.json,logo-sourcing-approved.json,json,15444,0.015,,34,2026-05-24T04:11:41.740Z,unknown_needs_review,Needs review,false,false,false,false,,
