file_path,file_name,extension,size_bytes,size_mb,row_count_if_csv,json_key_count_if_json,modified_time_if_available,classification,canonical_role,should_publish_public,should_use_prediction_engine,should_copy_to_pages_dist,should_archive,suspected_duplicate_of,notes
data/moose_hunt_table_official.json,moose_hunt_table_official.json,json,13509,0.013,,74,2026-05-24T04:11:41.740Z,unknown_needs_review,Needs review,false,false,false,false,,
data/mountain_goat_hunt_table_official.json,mountain_goat_hunt_table_official.json,json,7054,0.007,,37,2026-05-24T04:11:41.741Z,unknown_needs_review,Needs review,false,false,false,false,,
data/outfitters-master.json,outfitters-master.json,json,273356,0.261,,70,2026-05-24T04:11:41.742Z,unknown_needs_review,Needs review,false,false,false,false,,
data/outfitters-public.json,outfitters-public.json,json,2,0.000,,0,2026-05-24T04:11:41.742Z,unknown_needs_review,Needs review,false,false,false,false,,
data/outfitters.json,outfitters.json,json,8293,0.008,,11,2026-05-24T04:11:41.742Z,unknown_needs_review,Needs review,false,false,false,false,,
data/pronghorn_hunt_table_official.json,pronghorn_hunt_table_official.json,json,39342,0.038,,208,2026-05-26T14:19:28.355Z,unknown_needs_review,Needs review,false,false,false,false,,
data/statewide-composite-members-2026-lite.geojson,statewide-composite-members-2026-lite.geojson,geojson,4620,0.004,,4,2026-05-24T04:11:41.744Z,unknown_needs_review,Needs review,false,false,false,false,,
data/turkey_hunt_table_official.json,turkey_hunt_table_official.json,json,5312,0.005,,4,2026-05-24T04:11:41.744Z,unknown_needs_review,Needs review,false,false,false,false,,
data/Utah_Big_Game_Hunt_Boundaries_2025_elk.csv,Utah_Big_Game_Hunt_Boundaries_2025_elk.csv,csv,19075,0.018,293,,2026-05-24T04:11:40.967Z,unknown_needs_review,Needs review,false,false,false,false,,
data/Utah_Big_Game_Hunt_Boundaries_2025_elk.geojson,Utah_Big_Game_Hunt_Boundaries_2025_elk.geojson,geojson,55450,0.053,,3,2026-05-24T04:11:40.967Z,unknown_needs_review,Needs review,false,false,false,false,,
data/Utah_Big_Game_Hunt_Boundaries_deer.csv,Utah_Big_Game_Hunt_Boundaries_deer.csv,csv,197113,0.188,155,,2026-05-24T04:11:40.982Z,unknown_needs_review,Needs review,false,false,false,false,,
data/Utah_Big_Game_Hunt_Boundaries_deer.xlsx,Utah_Big_Game_Hunt_Boundaries_deer.xlsx,xlsx,37104,0.035,,,2026-05-24T04:11:40.982Z,unknown_needs_review,Needs review,false,false,false,false,,
data/Utah_Turkey_Habitat_1487432346387562039.xlsx,Utah_Turkey_Habitat_1487432346387562039.xlsx,xlsx,9274,0.009,,,2026-05-24T04:11:41.007Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah-black-bear-habitat.geojson,utah-black-bear-habitat.geojson,geojson,1902452,1.814,,3,2026-05-24T04:11:41.752Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah-elk-habitat.geojson,utah-elk-habitat.geojson,geojson,9483138,9.044,,3,2026-05-24T04:11:41.786Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah-migration-corridors-lite.geojson,utah-migration-corridors-lite.geojson,geojson,3292225,3.140,,4,2026-05-24T04:11:41.798Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah-migration-stopovers-lite.geojson,utah-migration-stopovers-lite.geojson,geojson,1149560,1.096,,5,2026-05-24T04:11:41.802Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah-mule-deer-habitat.geojson,utah-mule-deer-habitat.geojson,geojson,9803573,9.349,,3,2026-05-24T04:11:41.838Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah/fixtures/draw_reality_engine.csv,draw_reality_engine.csv,csv,1037,0.001,2,,2026-05-26T14:19:28.356Z,fixture_preview,Fixture/preview output,false,false,false,true,,
data/utah/foundation_bundle_2026/manifest.json,manifest.json,json,1258,0.001,,5,2026-05-24T04:11:41.840Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah/foundation_bundle_2026/utah_boundaries_canonical_2026.geojson,utah_boundaries_canonical_2026.geojson,geojson,87146863,83.110,,not_counted_large_json,2026-05-24T04:11:42.155Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/utah/foundation_bundle_2026/utah_hunt_codes_canonical_2026.csv,utah_hunt_codes_canonical_2026.csv,csv,578158,0.551,1288,,2026-05-26T18:13:56.289Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/utah/foundation_bundle_2026/utah_hunt_codes_canonical_2026.xlsx,utah_hunt_codes_canonical_2026.xlsx,xlsx,242045,0.231,,,2026-05-24T04:11:42.282Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/utah/foundation_bundle_2026/utah_hunt_foundation_2026.sqlite,utah_hunt_foundation_2026.sqlite,sqlite,73383936,69.984,,,2026-05-24T04:11:42.547Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah/official_downloads_2026/download_manifest.json,download_manifest.json,json,639,0.001,,parse_error,2026-05-24T04:11:42.550Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah/official_downloads_2026/hunt_master_canonical_2026.csv,hunt_master_canonical_2026.csv,csv,578158,0.551,1288,,2026-05-26T18:13:56.291Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,
data/utah/official_downloads_2026/statewide_composite_boundaries_2026_FINAL_LOCKED.geojson,statewide_composite_boundaries_2026_FINAL_LOCKED.geojson,geojson,87146863,83.110,,not_counted_large_json,2026-05-24T04:11:42.860Z,unknown_needs_review,Needs review,false,false,false,false,,
data/utah/sportsman/sportsman_odds_2025.csv,sportsman_odds_2025.csv,csv,982,0.001,10,,2026-05-26T14:19:28.357Z,unknown_needs_review,Needs review,false,false,false,false,,
HUNTS/data_truth/comparison_outputs/validation/comprehensive_2026_2025_history_integrity_audit.csv,comprehensive_2026_2025_history_integrity_audit.csv,csv,5988,0.006,17,,2026-05-26T17:26:29.596Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/comparison_outputs/validation/comprehensive_2026_2025_history_integrity_open_issues.csv,comprehensive_2026_2025_history_integrity_open_issues.csv,csv,18592,0.018,47,,2026-05-26T17:26:29.596Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/comparison_outputs/validation/comprehensive_2026_2025_history_integrity_summary.json,comprehensive_2026_2025_history_integrity_summary.json,json,2053,0.002,,13,2026-05-26T17:26:29.597Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/normalized/black_bear_BR_2024_2025_2026_crosswalk.csv,black_bear_BR_2024_2025_2026_crosswalk.csv,csv,31475,0.030,107,,2026-05-26T17:27:45.291Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/normalized/current_to_historical_hunt_code_crosswalk_2026.csv,current_to_historical_hunt_code_crosswalk_2026.csv,csv,170681,0.163,169,,2026-05-26T17:26:36.748Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/normalized/retired_current_hunt_codes_2026.csv,retired_current_hunt_codes_2026.csv,csv,8151,0.008,17,,2026-05-26T17:26:29.681Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/raw_inventory/live_dwr_hunt_planner_hunt_codes_snapshot_2026.csv,live_dwr_hunt_planner_hunt_codes_snapshot_2026.csv,csv,236101,0.225,1422,,2026-05-26T17:12:46.945Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/raw_inventory/live_dwr_hunt_planner_selected_tables_snapshot_2026.csv,live_dwr_hunt_planner_selected_tables_snapshot_2026.csv,csv,49771,0.047,227,,2026-05-26T17:12:46.947Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/black_bear_BR_2024_2025_2026_crosswalk_summary.json,black_bear_BR_2024_2025_2026_crosswalk_summary.json,json,1998,0.002,,23,2026-05-26T17:30:52.677Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/current_active_ea_hunts_2026_reconciliation_summary.json,current_active_ea_hunts_2026_reconciliation_summary.json,json,676,0.001,,13,2026-05-26T17:12:46.372Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/current_active_ea_hunts_2026_reconciliation.csv,current_active_ea_hunts_2026_reconciliation.csv,csv,35214,0.034,204,,2026-05-26T17:12:46.371Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/current_online_missing_hunt_codes_2026_review_summary.json,current_online_missing_hunt_codes_2026_review_summary.json,json,1520,0.001,,17,2026-05-26T17:12:46.948Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/current_online_missing_hunt_codes_2026_review.csv,current_online_missing_hunt_codes_2026_review.csv,csv,316,0.000,0,,2026-05-26T17:12:46.947Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/current_reference_codes_2026_review.csv,current_reference_codes_2026_review.csv,csv,2377,0.002,4,,2026-05-26T16:27:08.890Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/current_reference_codes_2026_summary.json,current_reference_codes_2026_summary.json,json,358,0.000,,8,2026-05-26T16:27:08.890Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/current_to_historical_hunt_code_crosswalk_2026_summary.json,current_to_historical_hunt_code_crosswalk_2026_summary.json,json,1031,0.001,,13,2026-05-26T17:26:36.753Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/database_boundary_id_fill_2026_audit.csv,database_boundary_id_fill_2026_audit.csv,csv,209,0.000,0,,2026-05-26T17:26:36.098Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/database_boundary_id_fill_2026_summary.json,database_boundary_id_fill_2026_summary.json,json,528,0.001,,16,2026-05-26T17:26:36.099Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/crosswalk_truth/validation/retired_current_hunt_codes_2026_summary.json,retired_current_hunt_codes_2026_summary.json,json,1267,0.001,,18,2026-05-26T17:30:52.709Z,audit_validation_report,Audit/validation evidence,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/extracted/2023_deer_odds_hunt_headers.csv,2023_deer_odds_hunt_headers.csv,csv,55140,0.053,189,,2026-05-25T02:47:24.953Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/extracted/2023_deer_odds_text_lines.csv,2023_deer_odds_text_lines.csv,csv,1288516,1.229,7220,,2026-05-25T02:47:24.951Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/extracted/2024_antlerless_draw_results_hunt_rows.csv,2024_antlerless_draw_results_hunt_rows.csv,csv,74352,0.071,198,,2026-05-26T17:04:26.198Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/extracted/2024_antlerless_draw_results_text_lines.csv,2024_antlerless_draw_results_text_lines.csv,csv,1046866,0.998,5346,,2026-05-26T17:04:26.192Z,candidate_promotion_file,Candidate promotion/review source,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/black_bear_2024_draw_odds_model_target_2025_permit_totals.csv,black_bear_2024_draw_odds_model_target_2025_permit_totals.csv,csv,25822,0.025,96,,2026-05-26T14:30:10.747Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/black_bear_2025_draw_odds_model_target_2026_permit_totals.csv,black_bear_2025_draw_odds_model_target_2026_permit_totals.csv,csv,25961,0.025,97,,2026-05-26T17:27:45.290Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2021_for_2022_candidate_promotion_file_records.csv,draw_results_2021_for_2022_candidate_promotion_file_records.csv,csv,16729020,15.954,27519,,2026-05-27T09:09:09.378Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2021_for_2022_candidate_promotion_hunt_code_rollup.csv,draw_results_2021_for_2022_candidate_promotion_hunt_code_rollup.csv,csv,186901,0.178,550,,2026-05-27T09:09:09.389Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2022_for_2023_candidate_promotion_file_records.csv,draw_results_2022_for_2023_candidate_promotion_file_records.csv,csv,16184931,15.435,18688,,2026-05-27T09:09:10.384Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2022_for_2023_candidate_promotion_hunt_code_rollup.csv,draw_results_2022_for_2023_candidate_promotion_hunt_code_rollup.csv,csv,406749,0.388,1024,,2026-05-27T09:09:10.402Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2023_for_2024_candidate_promotion_file_records.csv,draw_results_2023_for_2024_candidate_promotion_file_records.csv,csv,35406132,33.766,41201,,2026-05-27T09:09:12.378Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2023_for_2024_candidate_promotion_hunt_code_rollup.csv,draw_results_2023_for_2024_candidate_promotion_hunt_code_rollup.csv,csv,474447,0.452,1040,,2026-05-27T09:09:12.399Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2023_for_2024_top_missing_families_long.csv,draw_results_2023_for_2024_top_missing_families_long.csv,csv,9772695,9.320,23286,,2026-05-27T07:13:19.001Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2023_for_2024_top_missing_family_permit_totals.csv,draw_results_2023_for_2024_top_missing_family_permit_totals.csv,csv,165515,0.158,489,,2026-05-27T07:13:19.008Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_file_records.csv,draw_results_2024_for_2025_candidate_promotion_file_records.csv,csv,24674284,23.531,37224,,2026-05-27T09:09:21.491Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2024_for_2025_candidate_promotion_hunt_code_rollup.csv,draw_results_2024_for_2025_candidate_promotion_hunt_code_rollup.csv,csv,280583,0.268,676,,2026-05-27T09:09:21.499Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2025_for_2026_candidate_promotion_file_records.csv,draw_results_2025_for_2026_candidate_promotion_file_records.csv,csv,68028388,64.877,75587,,2026-05-27T09:09:16.338Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2025_for_2026_candidate_promotion_hunt_code_rollup.csv,draw_results_2025_for_2026_candidate_promotion_hunt_code_rollup.csv,csv,463658,0.442,1053,,2026-05-27T09:09:16.350Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2026_for_2027_candidate_promotion_file_records.csv,draw_results_2026_for_2027_candidate_promotion_file_records.csv,csv,913240,0.871,1096,,2026-05-27T09:09:16.531Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_2026_for_2027_candidate_promotion_hunt_code_rollup.csv,draw_results_2026_for_2027_candidate_promotion_hunt_code_rollup.csv,csv,187562,0.179,548,,2026-05-27T09:09:16.542Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/draw_results_long.csv,draw_results_long.csv,csv,77791622,74.188,176753,,2026-05-23T15:32:08.366Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/le_deer_2025_draw_results_model_target_2026_permit_totals.csv,le_deer_2025_draw_results_model_target_2026_permit_totals.csv,csv,77612,0.074,195,,2026-05-26T17:28:15.481Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/oil_2025_draw_results_model_target_2026_permit_totals.csv,oil_2025_draw_results_model_target_2026_permit_totals.csv,csv,41149,0.039,101,,2026-05-26T17:28:38.074Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/sportsman_2022_23_draw_odds_model_target_2024.csv,sportsman_2022_23_draw_odds_model_target_2024.csv,csv,6444,0.006,11,,2026-05-27T07:43:58.278Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
HUNTS/data_truth/draw_results_truth/normalized/turkey_bonus_2023_draw_results_model_target_2024_long.csv,turkey_bonus_2023_draw_results_model_target_2024_long.csv,csv,111202,0.106,280,,2026-05-27T07:46:53.465Z,normalized_truth_source,Normalized truth layer,false,false,false,false,,External HUNTS truth candidate; read-only inventory.
