hunt_code,hunt_name,species,field,comparison_status,database_value,dwr_huntplanner_value,source_url
EA2028,Vernal/Bonanza,Elk,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=EA2028
LO1522,Vernal/Bonanza,Deer,permits_2026_res,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1522
LO1522,Vernal/Bonanza,Deer,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1522
LO1522,Vernal/Bonanza,Deer,permits_2026_total,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1522
LO1552,Vernal/Bonanza,Deer,permits_2026_res,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1552
LO1552,Vernal/Bonanza,Deer,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1552
LO1552,Vernal/Bonanza,Deer,permits_2026_total,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1552
LO1582,Vernal/Bonanza,Deer,permits_2026_res,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1582
LO1582,Vernal/Bonanza,Deer,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1582
LO1582,Vernal/Bonanza,Deer,permits_2026_total,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=LO1582
BI6527,Nine Mile,Bison,permits_2026_res,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6527
BI6527,Nine Mile,Bison,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6527
BI6527,Nine Mile,Bison,permits_2026_total,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6527
BI6538,"Nine Mile, Private Lands Only",Bison,permits_2026_res,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6538
BI6538,"Nine Mile, Private Lands Only",Bison,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6538
BI6538,"Nine Mile, Private Lands Only",Bison,permits_2026_total,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=BI6538
DB1512,Nine Mile,Deer,permits_2026_res,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1512
DB1512,Nine Mile,Deer,permits_2026_nr,DATABASE_BLANK_DWR_ZERO,,0,https://dwrapps.utah.gov/huntboundary/HaNumber?roles=&hn=DB1512
