name,source_file,role,exists,row_count,size_bytes,size_mb,delivery,href,local_href,cloudflare_href
currentCanonicalRaw,pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,canonical current hunt source of truth,false,0,0,0,cloudflare-fallback,https://json.uoga.workers.dev/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,./pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv,https://json.uoga.workers.dev/pipeline/RAW/hunt_unit_database/2026/csv/hunt_master_canonical_2026_built.csv
harvestQuality2026,pipeline/RAW/hunt_unit_database/2026/csv/harvest_quality_features_by_hunt_code_2025_for_2026.csv,harvest evidence,false,0,0,0,cloudflare-fallback,https://json.uoga.workers.dev/pipeline/RAW/hunt_unit_database/2026/csv/harvest_quality_features_by_hunt_code_2025_for_2026.csv,./pipeline/RAW/hunt_unit_database/2026/csv/harvest_quality_features_by_hunt_code_2025_for_2026.csv,https://json.uoga.workers.dev/pipeline/RAW/hunt_unit_database/2026/csv/harvest_quality_features_by_hunt_code_2025_for_2026.csv
researchLibraryMaster,processed_data/research_library_master.csv,research-page source,false,0,0,0,cloudflare-fallback,https://json.uoga.workers.dev/processed_data/research_library_master.csv,./processed_data/research_library_master.csv,https://json.uoga.workers.dev/processed_data/research_library_master.csv
