hunt_code,hunt_name,species,permits_2024,permits_2025,permits_2026,permit_change_pct_2025_to_2026,draw_family_changed,species_changed,change_flags,context_note
DB1792,Yellowstone,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1039, DB1523, DB1553, DB1583, DB1792, LO1523, LO1553, LO1583"
LO1523,Yellowstone,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1039, DB1523, DB1553, DB1583, DB1792, LO1523, LO1553, LO1583"
LO1553,Yellowstone,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1039, DB1523, DB1553, DB1583, DB1792, LO1523, LO1553, LO1583"
LO1583,Yellowstone,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1039, DB1523, DB1553, DB1583, DB1792, LO1523, LO1553, LO1583"
EA1244,Yellowstone,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1244, EA1245, EA2006, EA2037"
EA1245,Yellowstone,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1244, EA1245, EA2006, EA2037"
EA2006,Yellowstone,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1244, EA1245, EA2006, EA2037"
EA2037,Yellowstone,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1244, EA1245, EA2006, EA2037"
DB1086,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
DB1522,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
DB1552,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
DB1582,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
DB1791,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
LO1522,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
LO1552,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
LO1582,Vernal/Bonanza,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1086, DB1522, DB1552, DB1582, DB1791, LO1522, LO1552, LO1582"
EA1085,Vernal/Bonanza,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1085, EA1087, EA2028"
EA1087,Vernal/Bonanza,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1085, EA1087, EA2028"
EA2028,Vernal/Bonanza,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1085, EA1087, EA2028"
BR7110,Nine Mile,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7110, BR7211, BR7317"
BR7211,Nine Mile,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7110, BR7211, BR7317"
BR7317,Nine Mile,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7110, BR7211, BR7317"
DB1033,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
DB1512,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
DB1542,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
DB1572,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
DB1593,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
DB1781,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
LO1512,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
LO1542,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
LO1572,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
LO1593,Nine Mile,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1033, DB1512, DB1542, DB1572, DB1593, DB1781, LO1512, LO1542, LO1572, LO1593"
BR7005,Nebo,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7005, BR7106, BR7205, BR7305"
BR7106,Nebo,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7005, BR7106, BR7205, BR7305"
BR7205,Nebo,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7005, BR7106, BR7205, BR7305"
BR7305,Nebo,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7005, BR7106, BR7205, BR7305"
DB1080,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
DB1504,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
DB1534,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
DB1564,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
DB1773,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
LO1504,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
LO1534,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
LO1564,Nebo,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1080, DB1504, DB1534, DB1564, DB1773, LO1504, LO1534, LO1564"
EA1021,Nebo,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1021, EA1208, EA2016"
EA1208,Nebo,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1021, EA1208, EA2016"
EA2016,Nebo,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1021, EA1208, EA2016"
GO6803,Nebo,Mountain Goat,,,,,,,same_name_different_code,"Same name/species maps to codes: GO6803, GO6821"
GO6821,Nebo,Mountain Goat,,,,,,,same_name_different_code,"Same name/species maps to codes: GO6803, GO6821"
BR7022,La Sal Mtns,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7022, BR7127, BR7239, BR7326"
BR7127,La Sal Mtns,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7022, BR7127, BR7239, BR7326"
BR7239,La Sal Mtns,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7022, BR7127, BR7239, BR7326"
BR7326,La Sal Mtns,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7022, BR7127, BR7239, BR7326"
DB1081,La Sal Mtns,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1081, DB1509, DB1539, DB1569, DB1778"
DB1509,La Sal Mtns,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1081, DB1509, DB1539, DB1569, DB1778"
DB1539,La Sal Mtns,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1081, DB1509, DB1539, DB1569, DB1778"
DB1569,La Sal Mtns,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1081, DB1509, DB1539, DB1569, DB1778"
DB1778,La Sal Mtns,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1081, DB1509, DB1539, DB1569, DB1778"
EA1038,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EA1039,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EA2009,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EB3009,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EB3045,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EB3046,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EB3087,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EB3111,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EB3182,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EB3183,La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1038, EA1039, EA2009, EB3009, EB3045, EB3046, EB3087, EB3111, EB3182, EB3183"
EL3009,La Sal La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3009, EL3045, EL3046, EL3087, EL3182, EL3183"
EL3045,La Sal La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3009, EL3045, EL3046, EL3087, EL3182, EL3183"
EL3046,La Sal La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3009, EL3045, EL3046, EL3087, EL3182, EL3183"
EL3087,La Sal La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3009, EL3045, EL3046, EL3087, EL3182, EL3183"
EL3182,La Sal La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3009, EL3045, EL3046, EL3087, EL3182, EL3183"
EL3183,La Sal La Sal Mtns,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EL3009, EL3045, EL3046, EL3087, EL3182, EL3183"
LO1509,"La Sal, La Sal Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LO1509, LO1539, LO1569"
LO1539,"La Sal, La Sal Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LO1509, LO1539, LO1569"
LO1569,"La Sal, La Sal Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: LO1509, LO1539, LO1569"
DB1085,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
DB1521,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
DB1551,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
DB1581,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
DB1790,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
LO1521,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
LO1551,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
LO1581,"San Juan, Abajo Mtns",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1085, DB1521, DB1551, DB1581, DB1790, LO1521, LO1551, LO1581"
DB1079,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
DB1503,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
DB1533,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
DB1563,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
DB1772,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
LO1503,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
LO1533,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
LO1563,Manti/San Rafael,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1079, DB1503, DB1533, DB1563, DB1772, LO1503, LO1533, LO1563"
DB1087,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
DB1526,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
DB1556,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
DB1586,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
DB1795,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
LO1526,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
LO1556,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
LO1586,"Wasatch Mtns, West",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1087, DB1526, DB1556, DB1586, DB1795, LO1526, LO1556, LO1586"
DB1041,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
DB1525,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
DB1555,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
DB1585,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
DB1794,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
LO1525,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
LO1555,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
LO1585,"Wasatch Mtns, East",Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1041, DB1525, DB1555, DB1585, DB1794, LO1525, LO1555, LO1585"
DB1040,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
DB1524,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
DB1554,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
DB1584,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
DB1793,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
LO1524,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
LO1554,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
LO1584,Southwest Desert,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1040, DB1524, DB1554, DB1584, DB1793, LO1524, LO1554, LO1584"
PB5018,Southwest Desert,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5018, PB5024, PB5049"
PB5024,Southwest Desert,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5018, PB5024, PB5049"
PB5049,Southwest Desert,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5018, PB5024, PB5049"
BR7000,Beaver,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7000, BR7100, BR7200, BR7318"
BR7100,Beaver,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7000, BR7100, BR7200, BR7318"
BR7200,Beaver,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7000, BR7100, BR7200, BR7318"
BR7318,Beaver,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7000, BR7100, BR7200, BR7318"
GO6800,Beaver,Mountain Goat,,,,,,,same_name_different_code,"Same name/species maps to codes: GO6800, GO6801, GO6822"
GO6801,Beaver,Mountain Goat,,,,,,,same_name_different_code,"Same name/species maps to codes: GO6800, GO6801, GO6822"
GO6822,Beaver,Mountain Goat,,,,,,,same_name_different_code,"Same name/species maps to codes: GO6800, GO6801, GO6822"
PB5000,Beaver,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5000, PB5025"
PB5025,Beaver,Pronghorn,,,,,,,same_name_different_code,"Same name/species maps to codes: PB5000, PB5025"
BR7020,Monroe,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7020, BR7125, BR7237"
BR7125,Monroe,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7020, BR7125, BR7237"
BR7237,Monroe,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7020, BR7125, BR7237"
DB1032,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
DB1510,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
DB1540,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
DB1570,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
DB1779,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
LO1510,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
LO1540,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
LO1570,Monroe,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1032, DB1510, DB1540, DB1570, DB1779, LO1510, LO1540, LO1570"
EA1286,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EB3010,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EB3047,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EB3048,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EB3088,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EB3112,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EB3184,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EB3185,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EL3010,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EL3047,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EL3048,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EL3088,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EL3184,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
EL3185,Monroe,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA1286, EB3010, EB3047, EB3048, EB3088, EB3112, EB3184, EB3185, EL3010, EL3047, EL3048, EL3088, EL3184, EL3185"
BR7009,Mt Dutton,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7009, BR7109, BR7210, BR7322"
BR7109,Mt Dutton,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7009, BR7109, BR7210, BR7322"
BR7210,Mt Dutton,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7009, BR7109, BR7210, BR7322"
BR7322,Mt Dutton,Black Bear,,,,,,,same_name_different_code,"Same name/species maps to codes: BR7009, BR7109, BR7210, BR7322"
DB1053,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
DB1511,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
DB1541,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
DB1571,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
DB1780,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
LO1511,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
LO1541,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
LO1571,Mt Dutton,Deer,,,,,,,same_name_different_code,"Same name/species maps to codes: DB1053, DB1511, DB1541, DB1571, DB1780, LO1511, LO1541, LO1571"
EA2017,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EB3011,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
EB3049,Mt Dutton,Elk,,,,,,,same_name_different_code,"Same name/species maps to codes: EA2017, EB3011, EB3049, EB3050, EB3089, EB3113, EB3186, EB3187, EL3011, EL3049, EL3050, EL3089, EL3186, EL3187"
